#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 26,10,4:43,74,Touchdown
2,1,9:54,DEN 35,3,1:41,18,Punt
3,1,7:54,,6,3:24,50,Touchdown
4,1,2:58,DEN 24,4,1:51,38,Punt
5,1,0:43,DEN 40,7,3:27,60,Touchdown
6,2,10:59,PHI 48,6,3:12,48,Touchdown
7,2,6:01,DEN 12,5,2:11,43,Punt
8,2,1:13,DEN 25,2,1:13,6,End of Half
9,3,12:23,PHI 46,4,1:47,7,Punt
10,3,9:46,DEN 27,3,1:34,4,Punt
11,3,5:50,DEN 34,3,1:26,5,Punt
12,3,1:33,DEN 20,3,0:26,0,Punt
13,4,13:17,DEN 20,5,3:24,80,Touchdown
14,4,8:52,DEN 13,4,2:21,87,Touchdown
15,4,4:46,PHI 44,7,4:20,44,Touchdown
