Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2,10:55,2,5,BAL 14,0,10,Joe Flacco pass incomplete short left intended for Derrick Mason,-0.390,-0.840
2,10:49,3,5,BAL 14,0,10,Joe Flacco pass complete short left to Ray Rice for 2 yards (tackle by Derrick Johnson),-0.840,-2.390
2,10:09,4,3,BAL 16,6,10,"Sam Koch punts, blocked by Jon McGraw, recovered by Jon McGraw, touchdown",-2.390,-7.000
2,,,,BAL 2,7,10,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,7,10,"Ryan Succop kicks off 76 yards, returned by Chris Carr for 25 yards (tackle by DaJuan Morgan)",0.000,0.150
2,9:49,1,10,BAL 19,7,10,Joe Flacco pass complete short left to Ray Rice for 10 yards (tackle by Mike Brown),0.150,0.870
2,9:23,1,10,BAL 29,7,10,Ray Rice right tackle for 4 yards (tackle by Demorrio Williams and Tamba Hali),0.870,0.870
2,8:50,2,6,BAL 33,7,10,Joe Flacco right end for 1 yard (tackle by Mike Vrabel),0.870,0.300
2,8:10,3,5,BAL 34,7,10,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",0.300,-0.360
2,7:52,3,10,BAL 29,7,10,Joe Flacco pass complete short middle to Todd Heap for 17 yards (tackle by Ricardo Colclough and Mike Brown),-0.360,1.990
2,7:09,1,10,BAL 46,7,10,Joe Flacco pass complete short left to Willis McGahee for 5 yards (tackle by Corey Mays),1.990,2.130
2,6:31,2,5,KAN 49,7,10,Joe Flacco pass complete short right to Mark Clayton for 8 yards (tackle by Maurice Leggett),2.130,2.850
2,5:52,1,10,KAN 41,7,10,"Joe Flacco sacked by Tamba Hali for -6 yards. Joe Flacco fumbles (forced by Tamba Hali), recovered by Joe Flacco at KAN-45",2.850,1.770
2,5:13,2,14,KAN 45,7,10,Joe Flacco pass incomplete short middle intended for Ray Rice,1.770,1.090
2,5:09,3,14,KAN 45,7,10,Joe Flacco pass complete deep right to Mark Clayton for 16 yards (tackle by Maurice Leggett),1.090,3.640
2,4:38,1,10,KAN 29,7,10,Ray Rice left guard for 6 yards (tackle by Alex Magee),3.640,3.910
2,4:05,2,4,KAN 23,7,10,Joe Flacco pass incomplete short left intended for Todd Heap (defended by Jarrad Page),3.910,3.200
2,3:58,3,4,KAN 23,7,10,Joe Flacco pass incomplete short right intended for Todd Heap,3.200,2.000
2,3:54,4,4,KAN 23,7,10,Steven Hauschka 41 yard field goal no good,2.000,-1.000
2,3:49,1,10,KAN 31,7,10,"Penalty on Brian Waters: False Start, 5 yards (no play)",1.000,0.670
2,3:49,1,15,KAN 26,7,10,Larry Johnson middle for 7 yards (tackle by Dwan Edwards),0.670,0.730
2,3:12,2,8,KAN 33,7,10,Jamaal Charles left end for -3 yards (tackle by Terrell Suggs),0.730,-0.360
2,2:39,3,11,KAN 30,7,10,Brodie Croyle pass complete short right to Bobby Engram for 11 yards (tackle by Chris Carr and Ed Reed),-0.360,1.660
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
2,2:00,1,10,KAN 41,7,10,Jamaal Charles right tackle for 10 yards (tackle by Dawan Landry and Chris Carr),1.660,2.320
2,1:38,1,10,BAL 49,7,10,Jamaal Charles right tackle for 1 yard (tackle by Brendon Ayanbadejo and Ray Lewis),2.320,1.920
2,1:10,2,9,BAL 48,7,10,Brodie Croyle pass complete short right to Jamaal Charles for 1 yard (tackle by Brendon Ayanbadejo and Jarret Johnson),1.920,1.360
2,0:34,3,8,BAL 47,7,10,Jackie Battle middle for -1 yards (tackle by Terrell Suggs),1.360,0.070
2,0:01,,,,7,10,Timeout #2 by Kansas City Chiefs,0.000,0.070
2,0:01,4,9,BAL 48,7,10,Brodie Croyle pass complete short left to Jamaal Charles for 20 yards (tackle by Ray Lewis),0.070,1.070
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,7,10,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,7,10,Joe Flacco middle for 5 yards (tackle by Glenn Dorsey),0.280,0.410
3,14:26,2,5,BAL 25,7,10,Ray Rice right end for 17 yards (tackle by Maurice Leggett),0.410,1.730
3,13:47,1,10,BAL 42,7,10,Joe Flacco pass incomplete deep left intended for Mark Clayton (defended by Jarrad Page),1.730,1.190
3,13:40,2,10,BAL 42,7,10,Ray Rice middle for 4 yards (tackle by Derrick Johnson),1.190,1.030
3,13:09,3,6,BAL 46,7,10,Joe Flacco pass complete short left to Kelley Washington for 9 yards (tackle by Ricardo Colclough),1.030,2.590
3,12:34,1,10,KAN 45,7,10,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Maurice Leggett),2.590,3.260
3,11:57,2,1,KAN 36,7,10,Le'Ron McClain middle for 2 yards (tackle by Glenn Dorsey and Demorrio Williams),3.260,3.310
3,11:20,1,10,KAN 34,7,10,"Joe Flacco pass incomplete short middle intended for Demetrius Williams (defended by Mike Vrabel). Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",3.310,2.650
3,11:20,1,20,KAN 44,7,10,Joe Flacco left end for 2 yards (tackle by Tamba Hali),2.650,1.690
3,10:43,2,18,KAN 42,7,10,Ray Rice middle for 9 yards (tackle by Mike Brown),1.690,2.210
3,9:57,3,9,KAN 33,7,10,Joe Flacco pass incomplete short middle intended for Todd Heap is intercepted by Derrick Johnson at KAN-24 and returned for 70 yards. Penalty on Todd Heap: Illegal Formation (Declined),2.210,-5.830
3,9:42,1,6,BAL 6,7,10,Larry Johnson middle for 1 yard (tackle by Terrell Suggs and Tavares Gooden),5.830,5.150
3,9:03,2,5,BAL 5,7,10,"Brodie Croyle pass incomplete short right intended for Mike Cox (defended by Ed Reed). Penalty on Tavares Gooden: Illegal Use of Hands, 3 yards (no play)",5.150,6.740
3,9:03,1,2,BAL 2,13,10,"Brodie Croyle pass complete short left to Dwayne Bowe for 2 yards, touchdown",6.740,7.000
3,,,,BAL 2,14,10,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,14,10,"Ryan Succop kicks off 48 yards, returned by Dwan Edwards for 14 yards (tackle by Jovan Belcher)",0.000,1.330
3,8:47,1,10,BAL 36,14,10,Le'Ron McClain middle for 8 yards (tackle by Mike Vrabel and Mike Brown),1.330,1.870
3,8:17,2,2,BAL 44,14,10,Ray Rice right end for 4 yards (tackle by Mike Vrabel),1.870,2.130
3,7:39,1,10,BAL 48,14,10,Joe Flacco pass incomplete deep middle intended for Derrick Mason,2.130,1.580
3,7:34,2,10,BAL 48,14,10,Ray Rice middle for 2 yards (tackle by Corey Mays),1.580,1.160
3,6:59,3,8,BAL 50,14,10,Joe Flacco pass complete short middle to Todd Heap for 10 yards (tackle by Derrick Johnson),1.160,2.920
3,6:23,1,10,KAN 40,14,10,Willis McGahee right guard for 16 yards (tackle by Jarrad Page),2.920,3.970
3,5:44,1,10,KAN 24,14,10,Willis McGahee right guard for 9 yards (tackle by Jarrad Page),3.970,4.850
3,5:18,2,1,KAN 15,14,10,Le'Ron McClain right guard for 4 yards (tackle by Demorrio Williams and Wallace Gilberry),4.850,4.840
3,4:45,1,10,KAN 11,14,10,Willis McGahee right guard for 2 yards (tackle by Tamba Hali and Glenn Dorsey),4.840,4.510
3,4:08,2,8,KAN 9,14,10,Joe Flacco pass incomplete short middle intended for Mark Clayton (defended by Maurice Leggett),4.510,3.530
3,4:02,3,8,KAN 9,14,16,"Joe Flacco pass complete short middle to Todd Heap for 9 yards, touchdown",3.530,7.000
3,,,,KAN 2,14,17,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,BAL 30,14,17,"Steven Hauschka kicks off 72 yards, returned by Jamaal Charles for 22 yards (tackle by Antwan Barnes)",0.000,0.280
3,3:50,1,10,KAN 20,14,17,Larry Johnson left guard for 2 yards (tackle by Kelly Gregg),0.280,0.000
3,3:10,2,8,KAN 22,14,17,Larry Johnson right tackle for 2 yards (tackle by Ray Lewis and Kelly Gregg),0.000,-0.430
3,2:32,3,6,KAN 24,14,17,Brodie Croyle pass complete short right to Mark Bradley for 5 yards (tackle by Domonique Foxworth),-0.430,-1.440
3,1:40,4,1,KAN 29,14,17,"Penalty on Dustin Colquitt: Delay of Game, 5 yards (no play)",-1.440,-1.770
3,1:29,4,6,KAN 24,14,17,Dustin Colquitt punts 28 yards,-1.770,-2.130
3,1:20,1,10,BAL 48,14,17,Joe Flacco pass complete short right to Le'Ron McClain for 11 yards (tackle by Tank Tyler),2.130,2.850
3,0:42,1,10,KAN 41,14,17,Ray Rice right end for no gain (tackle by Mike Vrabel),2.850,2.310
3,0:05,2,10,KAN 41,14,17,Joe Flacco pass incomplete short left intended for Mark Clayton,2.310,1.620
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,KAN 41,14,17,Joe Flacco pass incomplete short right intended for Derrick Mason,1.620,0.530
4,14:56,4,10,KAN 41,14,17,"Sam Koch punts 31 yards, fair catch by Bobby Engram",0.530,0.380
4,14:48,1,10,KAN 10,14,17,Larry Johnson right end for 4 yards (tackle by Fabian Washington),-0.380,-0.460
4,14:18,2,6,KAN 14,14,17,Larry Johnson middle for 2 yards (tackle by Dwan Edwards and Kelly Gregg),-0.460,-0.720
4,13:34,3,4,KAN 16,14,17,Brodie Croyle pass complete deep right to Mark Bradley for 50 yards (tackle by Ed Reed),-0.720,3.310
4,13:34,1,10,BAL 34,14,17,Larry Johnson right tackle for -1 yards (tackle by Ed Reed),3.310,2.640
4,12:12,2,11,BAL 35,14,17,Brodie Croyle pass incomplete short right intended for Sean Ryan,2.640,1.950
4,12:06,3,11,BAL 35,14,17,Brodie Croyle pass incomplete short left intended for Mark Bradley (defended by Frank Walker),1.950,0.970
4,12:02,4,11,BAL 35,17,17,Ryan Succop 53 yard field goal good,0.970,3.000
4,,,,KAN 30,17,17,"Ryan Succop kicks off 63 yards, returned by Chris Carr for 17 yards (tackle by DaJuan Morgan)",0.000,0.540
4,11:51,1,10,BAL 24,17,17,Willis McGahee right guard for 4 yards (tackle by Glenn Dorsey and Mike Brown),0.540,0.540
4,11:17,2,6,BAL 28,17,17,Joe Flacco pass complete short left to Willis McGahee for 9 yards (tackle by Brandon Carr),0.540,1.400
4,10:45,1,10,BAL 37,17,17,Joe Flacco pass complete deep left to Todd Heap for 24 yards (tackle by Mike Brown),1.400,2.980
4,10:11,1,10,KAN 39,17,17,Willis McGahee right tackle for 4 yards (tackle by Mike Vrabel and Demorrio Williams),2.980,2.980
4,9:30,2,6,KAN 35,17,17,Joe Flacco pass incomplete short left intended for Le'Ron McClain,2.980,2.280
4,9:26,3,6,KAN 35,17,17,Joe Flacco pass complete short right to Derrick Mason for 6 yards (tackle by Maurice Leggett),2.280,3.640
4,9:02,1,10,KAN 29,17,17,Ray Rice middle for 6 yards (tackle by Corey Mays),3.640,3.910
4,8:29,2,4,KAN 23,17,17,Ray Rice right end for 22 yards (tackle by Mike Brown),3.910,6.970
4,8:14,1,1,KAN 1,17,23,"Le'Ron McClain middle for 1 yard, touchdown",6.970,7.000
4,,,,KAN 2,17,24,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,17,24,"Steven Hauschka kicks off 75 yards, touchback",0.000,0.280
4,8:10,1,10,KAN 20,17,24,Brodie Croyle pass complete short left to Bobby Engram for 8 yards (tackle by Ray Lewis),0.280,0.810
4,7:32,2,2,KAN 28,17,24,"Brodie Croyle pass incomplete short right intended for Mark Bradley. Penalty on Jarret Johnson: Roughing the Passer, 15 yards (no play)",0.810,1.800
4,7:27,1,10,KAN 43,17,24,Brodie Croyle pass incomplete short left intended for Mark Bradley,1.800,1.250
4,7:23,2,10,KAN 43,17,24,Brodie Croyle pass complete short right to Mark Bradley for 14 yards,1.250,2.720
4,6:52,1,10,BAL 43,17,24,Brodie Croyle pass complete short middle to Dwayne Bowe for 24 yards (tackle by Ed Reed),2.720,4.310
4,6:10,1,10,BAL 19,17,24,Brodie Croyle pass complete short right to Dwayne Bowe for 9 yards (tackle by Dawan Landry and Jameel McClain),4.310,5.360
4,5:28,2,1,BAL 10,23,24,"Brodie Croyle pass complete short middle to Sean Ryan for 10 yards, touchdown",5.360,7.000
4,,,,BAL 2,24,24,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,24,24,"Ryan Succop kicks off 67 yards, returned by Chris Carr for 23 yards (tackle by Quinten Lawrence)",0.000,0.670
4,5:14,1,10,BAL 26,24,24,Joe Flacco pass complete short right to Willis McGahee for 14 yards (tackle by Jarrad Page),0.670,1.600
4,4:42,1,10,BAL 40,24,24,Mark Clayton left end for 9 yards (tackle by Corey Mays),1.600,2.270
4,4:05,2,1,BAL 49,24,24,Le'Ron McClain middle for 2 yards (tackle by Wallace Gilberry and Tamba Hali),2.270,2.320
4,3:22,1,10,KAN 49,24,24,"Joe Flacco pass complete short right to Willis McGahee for 6 yards. Penalty on Tank Tyler: Illegal Use of Hands, 5 yards (no play)",2.320,2.650
4,3:22,1,10,KAN 44,24,24,Ray Rice left end for 9 yards (tackle by Brandon Carr),2.650,3.330
4,3:02,2,1,KAN 35,24,24,Le'Ron McClain middle for 2 yards (tackle by Mike Vrabel and Tank Tyler),3.330,3.380
4,2:27,1,10,KAN 33,24,24,Ray Rice right tackle for 2 yards (tackle by Demorrio Williams and Tank Tyler),3.380,3.110
4,2:20,,,,24,24,Timeout #1 by Kansas City Chiefs,0.000,3.110
4,2:20,2,8,KAN 31,24,24,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by Maurice Leggett),3.110,2.410
4,2:14,3,8,KAN 31,24,30,"Joe Flacco pass complete deep middle to Mark Clayton for 31 yards, touchdown",2.410,7.000
4,,,,KAN 2,24,31,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,24,31,"Steven Hauschka kicks off 71 yards, returned by Jamaal Charles for 22 yards (tackle by Edgar Jones)",0.000,0.340
4,2:00,1,10,KAN 21,24,31,Brodie Croyle sacked by Jarret Johnson for -8 yards,0.340,-1.350
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,1:49,2,18,KAN 13,24,31,Brodie Croyle pass incomplete short left intended for Dwayne Bowe,-1.350,-2.300
4,1:45,3,18,KAN 13,24,31,Brodie Croyle pass incomplete short right intended for Sean Ryan,-2.300,-2.490
4,1:39,4,18,KAN 13,24,31,"Brodie Croyle sacked by Trevor Pryce for -4 yards. Brodie Croyle fumbles (forced by Trevor Pryce), recovered by Branden Albert at KAN-9",-2.490,-5.140
4,1:34,1,9,KAN 9,24,31,Willis McGahee left guard for 2 yards (tackle by Jarrad Page),5.140,4.760
4,1:28,,,,24,31,Timeout #2 by Kansas City Chiefs,0.000,4.760
4,1:28,2,7,KAN 7,24,31,Willis McGahee left tackle for 5 yards (tackle by Corey Mays),4.760,4.950
4,1:22,,,,24,31,Timeout #3 by Kansas City Chiefs,0.000,4.950
4,1:22,3,2,KAN 2,24,31,Willis McGahee middle for 1 yard (tackle by Jarrad Page and Corey Mays),4.950,3.550
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,0:36,,,,24,31,Timeout #1 by Baltimore Ravens,0.000,3.550
4,0:36,4,1,KAN 1,24,37,"Willis McGahee right guard for 1 yard, touchdown",3.550,7.000
4,,,,KAN 2,24,38,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,24,38,"Steven Hauschka kicks off 44 yards, returned by Andy Studebaker for 8 yards (tackle by Prescott Burgess)",0.000,1.200
4,0:27,1,10,KAN 34,24,38,Brodie Croyle pass complete short right to Jamaal Charles for 7 yards (tackle by Chris Carr),1.200,1.600
4,0:09,2,3,KAN 41,24,38,Brodie Croyle pass complete short left to Dwayne Bowe for 5 yards (tackle by Fabian Washington),1.600,1.990
4,0:06,1,10,KAN 46,24,38,Brodie Croyle pass incomplete deep right intended for Sean Ryan (defended by Ray Lewis),1.990,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
