Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Steven Hauschka kicks off 68 yards, returned by Jamaal Charles for 24 yards (tackle by Antwan Barnes)",0.000,0.670
1,14:53,1,10,KAN 26,0,0,Larry Johnson middle for 5 yards (tackle by Kelly Gregg and Ray Lewis),0.670,0.810
1,14:17,2,5,KAN 31,0,0,Larry Johnson right tackle for -4 yards (tackle by Ray Lewis),0.810,-0.430
1,13:52,3,9,KAN 27,0,0,Brodie Croyle pass incomplete short right intended for Sean Ryan (defended by Terrell Suggs),-0.430,-1.570
1,13:47,4,9,KAN 27,0,0,"Dustin Colquitt punts 43 yards, returned by Chris Carr for 4 yards (tackle by Ricardo Colclough). Penalty on Domonique Foxworth: Offensive Holding, 10 yards",-1.570,-0.280
1,13:35,1,10,BAL 20,0,0,Joe Flacco for 4 yards (tackle by Mike Vrabel),0.280,0.270
1,13:04,2,6,BAL 24,0,0,Joe Flacco pass complete deep right to Derrick Mason for 19 yards (tackle by Jarrad Page),0.270,1.800
1,12:28,1,10,BAL 43,0,0,Joe Flacco pass complete deep left to Kelley Washington for 22 yards (tackle by Brandon Carr),1.800,3.250
1,11:52,1,10,KAN 35,0,0,Joe Flacco pass incomplete deep middle intended for Derrick Mason,3.250,2.700
1,11:43,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,2.700
1,11:43,2,10,KAN 35,0,0,Joe Flacco pass complete short right to Mark Clayton for 11 yards (tackle by Maurice Leggett),2.700,3.970
1,11:15,1,10,KAN 24,0,0,Joe Flacco pass incomplete short left intended for Derrick Mason (defended by Brandon Carr),3.970,3.430
1,11:08,2,10,KAN 24,0,0,Ray Rice middle for -2 yards (tackle by Demorrio Williams),3.430,2.480
1,10:29,3,12,KAN 26,0,0,Joe Flacco pass incomplete short right intended for Ray Rice,2.480,1.740
1,10:23,4,12,KAN 26,0,3,Steven Hauschka 44 yard field goal good,1.740,3.000
1,,,,BAL 30,0,3,"Steven Hauschka kicks off 70 yards, returned by Jamaal Charles for 25 yards (tackle by Antwan Barnes)",0.000,0.610
1,10:10,1,10,KAN 25,0,3,Brodie Croyle pass complete short left to Jamaal Charles for 1 yard (tackle by Ed Reed),0.610,0.200
1,9:35,2,9,KAN 26,0,3,Brodie Croyle sacked by Jarret Johnson for -6 yards,0.200,-1.290
1,9:06,,,,0,3,Timeout #2 by Baltimore Ravens,0.000,0.000
1,9:06,,,,0,3,Timeout #1 by Kansas City Chiefs,0.000,-1.290
1,9:06,3,15,KAN 20,0,3,Brodie Croyle pass incomplete short right intended for Mark Bradley (defended by Fabian Washington),-1.290,-2.030
1,9:00,4,15,KAN 20,0,3,"Dustin Colquitt punts 57 yards, returned by Chris Carr for 7 yards (tackle by Ricardo Colclough)",-2.030,-0.940
1,8:48,1,10,BAL 30,0,3,"Joe Flacco pass complete short left to Le'Ron McClain for 10 yards (tackle by Demorrio Williams). Penalty on Mark Clayton: Offensive Holding, 10 yards",0.940,0.940
1,8:22,1,10,BAL 30,0,3,Joe Flacco pass complete short right to Derrick Mason for 13 yards (tackle by Maurice Leggett),0.940,1.800
1,8:00,1,10,BAL 43,0,3,Ray Rice right guard for 4 yards (tackle by Wallace Gilberry and Corey Mays),1.800,1.790
1,7:19,2,6,BAL 47,0,3,Ray Rice middle for 4 yards (tackle by Tank Tyler and Mike Brown),1.790,1.620
1,6:33,3,2,KAN 49,0,3,Joe Flacco pass complete short middle to Kelley Washington for 12 yards (tackle by Mike Brown),1.620,3.120
1,5:57,1,10,KAN 37,0,3,Ray Rice right end for 6 yards (tackle by Mike Brown),3.120,3.380
1,5:21,2,4,KAN 31,0,3,Joe Flacco right end for 6 yards (tackle by Maurice Leggett),3.380,3.910
1,4:51,1,10,KAN 25,0,3,Joe Flacco pass complete short left to Le'Ron McClain for 2 yards (tackle by Demorrio Williams),3.910,3.630
1,4:09,2,8,KAN 23,0,3,Joe Flacco pass incomplete short middle intended for Willis McGahee,3.630,2.940
1,4:06,3,8,KAN 23,0,3,Joe Flacco pass complete short middle to Todd Heap for 14 yards (tackle by Corey Mays),2.940,5.140
1,3:25,1,9,KAN 9,0,3,Ray Rice right guard for 5 yards (tackle by Tank Tyler and Demorrio Williams),5.140,5.340
1,2:50,2,4,KAN 4,0,3,Ray Rice right guard for 1 yard (tackle by Tank Tyler),5.340,4.720
1,2:16,3,3,KAN 3,0,9,"Joe Flacco pass complete short left to Willis McGahee for 3 yards, touchdown",4.720,7.000
1,,,,KAN 2,0,10,Steven Hauschka kicks extra point good,0.000,0.000
1,,,,BAL 30,0,10,"Steven Hauschka kicks off 71 yards, returned by Quinten Lawrence for 17 yards (tackle by Brendon Ayanbadejo)",0.000,-0.140
1,1:58,1,10,KAN 16,0,10,Larry Johnson right guard for -1 yards (tackle by Kelly Gregg),-0.140,-0.780
1,1:18,2,11,KAN 15,0,10,Brodie Croyle pass complete short left to Larry Johnson for 6 yards (tackle by Domonique Foxworth),-0.780,-0.700
1,1:02,3,5,KAN 21,0,10,Brodie Croyle pass complete short left to Mark Bradley for 4 yards (tackle by Domonique Foxworth),-0.700,-1.700
1,0:55,4,1,KAN 25,0,10,"Dustin Colquitt punts 61 yards, returned by Ed Reed for 8 yards (tackle by Jackie Battle). Penalty on Fabian Washington: Illegal Block Above the , 8 yards",-1.700,0.380
1,0:36,1,10,BAL 8,0,10,Willis McGahee left tackle for no gain (tackle by Mike Brown and Brandon Carr),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,BAL 8,0,10,Joe Flacco pass incomplete deep right intended for Mark Clayton (defended by Maurice Leggett),-0.780,-1.420
2,14:51,3,10,BAL 8,0,10,"Joe Flacco middle for 11 yards (tackle by Derrick Johnson). Penalty on Jared Gaither: Offensive Holding, 4 yards (no play)",-1.420,-1.890
2,14:13,3,14,BAL 4,0,10,"Joe Flacco pass incomplete deep left intended for Kelley Washington. Penalty on Joe Flacco: Intentional Grounding (Offsetting), Penalty on Ricardo Colclough: Illegal Contact (Offsetting) (no play)",-1.890,-1.890
2,14:05,3,14,BAL 4,0,10,Joe Flacco pass complete short right to Mark Clayton for 11 yards (tackle by Mike Brown),-1.890,-2.440
2,13:30,4,3,BAL 15,0,10,"Sam Koch punts 53 yards, muffed catch by Maurice Leggett, recovered by Maurice Leggett and returned for no gain",-2.440,-0.870
2,13:17,1,10,KAN 29,0,10,Larry Johnson right guard for 3 yards (tackle by Kelly Gregg),0.870,0.730
2,12:37,2,7,KAN 32,0,10,Tyler Thigpen middle for 2 yards (tackle by Brendon Ayanbadejo and Dawan Landry),0.730,0.300
2,12:04,3,5,KAN 34,0,10,Jamaal Charles left end for no gain (tackle by Chris Carr),0.300,-1.110
2,11:40,4,5,KAN 34,0,10,"Dustin Colquitt punts 57 yards, fair catch by Chris Carr",-1.110,0.380
2,11:29,1,10,BAL 9,0,10,Ray Rice left guard for 5 yards (tackle by Demorrio Williams),-0.380,-0.390
