Quarter,Time,Down,ToGo,Location,MIA,TAM,Detail,EPB,EPA
1,6:53,2,6,MIA 47,0,7,Chris Chambers for 19 yards (tackle by Dexter Jackson),1.790,3.310
1,6:23,1,10,TAM 34,0,7,Gus Frerotte pass incomplete intended for Bryan Gilmore,3.310,2.770
1,6:17,2,10,TAM 34,0,7,"Chris Chambers left end for 13 yards. Penalty on Marty Booker: Offensive Holding, 10 yards, Penalty on Rex Hadnot: Illegal Block Above the (Declined)",2.770,3.180
1,6:02,2,7,TAM 31,0,7,Ronnie Brown for 2 yards (tackle by Shelton Quarles),3.180,2.740
1,5:32,3,5,TAM 29,0,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by Brian Kelly),2.740,1.540
1,5:24,4,5,TAM 29,3,7,Olindo Mare 47 yard field goal good,1.540,3.000
1,,,,MIA 30,3,7,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
1,5:15,1,10,TAM 20,3,7,Michael Pittman left tackle for 4 yards (tackle by Lance Schulters),0.280,0.270
1,4:31,2,6,TAM 24,3,7,Earnest Graham left tackle for 1 yard (tackle by Vonnie Holliday and Zach Thomas),0.270,-0.300
1,3:51,3,5,TAM 25,3,7,Brian Griese pass complete to Joey Galloway for 21 yards (tackle by Tebucky Jones),-0.300,1.990
1,3:24,1,10,TAM 46,3,7,Brian Griese pass complete to Mike Alstott for 23 yards (tackle by Channing Crowder and Jason Taylor),1.990,3.510
1,2:49,1,10,MIA 31,3,7,Earnest Graham left tackle for 16 yards (tackle by Tebucky Jones),3.510,4.580
1,2:03,1,10,MIA 15,3,7,Earnest Graham right tackle for 2 yards (tackle by Lance Schulters and Keith Traylor),4.580,4.280
1,1:27,2,8,MIA 13,3,7,Brian Griese pass incomplete intended for Joey Galloway,4.280,3.400
1,1:27,3,8,MIA 13,3,7,"Penalty on Alex Smith: False Start, 5 yards (no play)",3.400,2.890
1,1:20,3,13,MIA 18,3,7,Brian Griese pass incomplete intended for Alex Smith (defended by Jason Taylor),2.890,2.250
1,1:14,4,13,MIA 18,3,10,Matt Bryant 36 yard field goal good,2.250,3.000
1,,,,TAM 30,3,10,"Matt Bryant kicks off 66 yards, returned by Wes Welker for 27 yards (tackle by Jameel Cook)",0.000,1.000
1,0:59,1,10,MIA 31,3,10,Ricky Williams up the middle for 2 yards (tackle by Shelton Quarles and Derrick Brooks),1.000,0.730
1,0:22,2,8,MIA 33,3,10,Gus Frerotte pass incomplete intended for Randy McMichael (defended by Dewayne White),0.730,0.040
1,0:16,3,8,MIA 33,3,10,Gus Frerotte pass incomplete intended for Chris Chambers,0.040,-1.180
1,0:05,4,8,MIA 33,3,10,"Donnie Jones punts 51 yards, returned by Mark Jones for 5 yards (tackle by Donnie Spragan)",-1.180,-0.340
Quarter,Time,Down,ToGo,Location,MIA,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 21,3,10,Brian Griese left guard for 1 yard (tackle by Donnie Spragan),0.340,-0.070
2,14:22,2,9,TAM 22,3,10,Brian Griese sacked by Kevin Carter for -3 yards,-0.070,-1.220
2,13:39,3,12,TAM 19,3,10,Brian Griese pass complete to Joey Galloway for 11 yards (tackle by Reggie Howard),-1.220,-1.370
2,13:04,4,1,TAM 30,3,10,"Josh Bidwell punts 61 yards, returned by Wes Welker for 38 yards (tackle by Jameel Cook)",-1.370,-2.060
2,12:47,1,10,MIA 47,3,10,"Ricky Williams left end for 13 yards (tackle by Ronde Barber). Penalty on Heath Evans: Offensive Holding, 10 yards (no play)",2.060,1.400
2,12:25,1,20,MIA 37,3,10,Ricky Williams up the middle for -1 yards (tackle by Derrick Brooks),1.400,0.030
2,11:46,2,21,MIA 36,3,10,Gus Frerotte pass complete to Ricky Williams for 6 yards (tackle by Simeon Rice),0.030,0.170
2,11:06,3,15,MIA 42,3,10,"Gus Frerotte pass incomplete intended for Chris Chambers. Penalty on Simeon Rice: Defensive Offside, 5 yards (no play)",0.170,0.830
2,10:59,3,10,MIA 47,3,10,"Gus Frerotte pass incomplete intended for Bryan Gilmore. Penalty on Anthony McFarland: Roughing the Passer, 15 yards (no play)",0.830,3.050
2,10:51,1,10,TAM 38,3,10,Ronnie Brown left tackle for 1 yard (tackle by Shelton Quarles and Ryan Nece),3.050,2.640
2,10:22,2,9,TAM 37,3,10,Ronnie Brown up the middle for 2 yards (tackle by Ryan Nece and Derrick Brooks),2.640,2.210
2,9:43,3,7,TAM 35,3,10,Gus Frerotte pass incomplete intended for Randy McMichael (defended by Derrick Brooks),2.210,0.970
2,9:43,4,7,TAM 35,3,10,Olindo Mare punts 8 yards,0.970,-0.740
2,9:27,1,10,TAM 27,3,10,Michael Pittman up the middle for 1 yard (tackle by Zach Thomas),0.740,0.330
2,8:52,2,9,TAM 28,3,10,"Michael Pittman right end for 3 yards (tackle by Donnie Spragan). Penalty on Kenyatta Walker: Offensive Holding, 10 yards (no play)",0.330,-1.120
2,8:27,2,19,TAM 18,3,10,Brian Griese pass complete to Alex Smith for no gain,-1.120,-1.880
2,8:07,3,19,TAM 18,3,10,Brian Griese pass complete to Joey Galloway for 5 yards (tackle by Zach Thomas and Reggie Howard),-1.880,-1.830
2,7:35,4,14,TAM 23,3,10,Josh Bidwell punts 53 yards (tackle by Blue Adams),-1.830,-1.470
2,7:17,1,10,MIA 38,3,10,"Penalty on Rex Hadnot: False Start, 5 yards (no play)",1.470,1.140
2,7:17,1,15,MIA 33,3,10,Gus Frerotte pass incomplete intended for Will Heller (defended by Shelton Quarles),1.140,0.250
2,7:09,2,15,MIA 33,3,10,Gus Frerotte pass complete to Chris Chambers for 13 yards (tackle by Ronde Barber),0.250,1.290
2,6:46,3,2,MIA 46,3,10,Gus Frerotte pass incomplete intended for Marty Booker (defended by Brian Kelly),1.290,-0.320
2,6:40,4,2,MIA 46,3,10,"Donnie Jones punts 40 yards, fair catch by Mark Jones",-0.320,0.280
2,6:31,1,10,TAM 14,3,10,Brian Griese pass complete to Joey Galloway for 6 yards (tackle by Travis Daniels),-0.280,0.150
2,5:58,2,4,TAM 20,3,10,Michael Pittman right tackle for 1 yard (tackle by Travis Daniels),0.150,-0.560
2,5:18,3,3,TAM 21,3,10,Brian Griese pass complete to Michael Clayton for 5 yards (tackle by Yeremiah Bell),-0.560,0.670
2,4:29,,,,3,10,Timeout #2 by Tampa Bay Buccaneers,0.000,0.670
2,4:29,1,10,TAM 26,3,10,Brian Griese pass complete to Joey Galloway for 13 yards (tackle by Zach Thomas),0.670,1.530
2,3:50,1,10,TAM 39,3,10,Brian Griese pass incomplete intended for Joey Galloway (defended by Travis Daniels),1.530,0.990
2,3:43,2,10,TAM 39,3,10,Michael Pittman up the middle for 2 yards (tackle by Lance Schulters and Zach Thomas),0.990,0.560
2,3:06,3,8,TAM 41,3,10,Chris Simms pass incomplete intended for Joey Galloway,0.560,-0.650
2,2:59,4,8,TAM 41,3,10,"Josh Bidwell punts 54 yards, returned by Wes Welker for 14 yards (tackle by Dewayne White)",-0.650,-0.150
2,2:46,1,10,MIA 19,3,10,Gus Frerotte pass incomplete intended for Lorenzo Diamond,0.150,-0.390
2,2:36,2,10,MIA 19,3,10,Ronnie Brown up the middle for no gain (tackle by Dewayne White and Shelton Quarles),-0.390,-1.070
2,2:00,3,10,MIA 19,3,10,Gus Frerotte pass incomplete intended for Marty Booker,-1.070,-2.140
2,1:53,4,10,MIA 19,3,10,"Donnie Jones punts 38 yards, returned by Mark Jones for 9 yards (tackle by Bryan Gilmore)",-2.140,-2.390
2,1:41,1,10,MIA 48,3,10,Chris Simms sacked by Zach Thomas for -10 yards,2.390,0.500
2,1:07,2,20,TAM 42,3,10,Chris Simms pass incomplete intended for Joey Galloway,0.500,-0.160
2,1:01,3,20,TAM 42,3,10,Michael Pittman left tackle for 9 yards (tackle by Zach Thomas and Jason Taylor),-0.160,0.000
2,0:55,,,,3,10,Timeout #1 by Miami Dolphins,0.000,0.000
2,0:55,4,11,MIA 49,3,10,"Josh Bidwell punts 33 yards, fair catch by Wes Welker",0.000,0.140
2,0:47,1,10,MIA 16,3,10,Gus Frerotte pass incomplete intended for David Boston,-0.140,-0.660
2,0:41,2,10,MIA 16,3,10,Ronnie Brown up the middle for 3 yards (tackle by Derrick Brooks),-0.660,-0.950
Quarter,Time,Down,ToGo,Location,MIA,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,10,"Matt Bryant kicks off 67 yards, returned by Wes Welker for 24 yards (tackle by Will Allen)",0.000,0.740
3,14:54,1,10,MIA 27,3,10,Gus Frerotte pass complete to Chris Chambers for 6 yards (tackle by Brian Kelly and Will Allen),0.740,1.010
3,14:33,2,4,MIA 33,3,10,Ronnie Brown up the middle for 5 yards (tackle by Shelton Quarles),1.010,1.470
3,13:57,1,10,MIA 38,3,10,"Penalty on Will Heller: False Start, 5 yards (no play)",1.470,1.140
3,13:46,1,15,MIA 33,3,10,Gus Frerotte pass complete to Chris Chambers for 31 yards (tackle by Ronde Barber),1.140,3.180
3,13:23,1,10,TAM 36,3,10,Ronnie Brown up the middle for 1 yard (tackle by Ryan Nece),3.180,2.770
3,12:53,2,9,TAM 35,3,10,Gus Frerotte pass complete to Ricky Williams for 5 yards (tackle by Shelton Quarles),2.770,2.740
3,12:17,3,4,TAM 30,3,10,"Penalty on Jeno James: False Start, 5 yards (no play)",2.740,2.080
3,11:58,3,9,TAM 35,3,10,Gus Frerotte pass incomplete intended for Randy McMichael,2.080,0.970
3,11:51,4,9,TAM 35,6,10,Olindo Mare 53 yard field goal good,0.970,3.000
3,,,,MIA 30,6,10,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,11:46,1,10,TAM 20,6,10,Michael Pittman right end for 3 yards (tackle by Zach Thomas),0.280,0.140
3,11:03,2,7,TAM 23,6,10,Chris Simms pass complete to Michael Pittman for 11 yards (tackle by Sam Madison),0.140,1.200
3,10:27,1,10,TAM 34,6,10,"Chris Simms pass complete to Alex Smith for 31 yards (tackle by Tebucky Jones). Penalty on Alex Smith: Offensive Pass Interfere, 10 yards (no play)",1.200,0.540
3,10:07,1,20,TAM 24,6,10,Chris Simms pass complete to Anthony Becht for 13 yards (tackle by Donnie Spragan),0.540,1.060
3,9:31,2,7,TAM 37,6,10,Earnest Graham left end for -1 yards (tackle by Zach Thomas and Vonnie Holliday),1.060,0.230
3,8:48,3,8,TAM 36,6,10,Chris Simms pass complete to Ike Hilliard for 10 yards (tackle by Lance Schulters),0.230,1.990
3,8:24,1,10,TAM 46,6,10,Michael Pittman up the middle for 1 yard (tackle by Sam Madison and Channing Crowder),1.990,1.590
3,7:45,2,9,TAM 47,6,10,Chris Simms pass complete to Joey Galloway for 4 yards (tackle by Sam Madison and Reggie Howard),1.590,1.420
3,7:05,3,5,MIA 49,6,10,Chris Simms pass complete to Michael Clayton for 22 yards (tackle by Sam Madison). Penalty on Sam Madison: Illegal Contact (Declined),1.420,3.780
3,6:40,1,10,MIA 27,6,10,Earnest Graham left tackle for 2 yards (tackle by Lance Schulters and Donnie Spragan),3.780,3.500
3,6:02,2,8,MIA 25,6,10,Chris Simms pass complete to Ike Hilliard for 9 yards (tackle by Kevin Carter),3.500,4.510
3,5:27,1,10,MIA 16,6,10,Michael Pittman right tackle for 2 yards (tackle by Tebucky Jones),4.510,4.210
3,4:50,2,8,MIA 14,6,10,Chris Simms pass incomplete intended for Alex Smith,4.210,3.370
3,4:43,3,8,MIA 14,6,10,Chris Simms pass incomplete intended for Michael Clayton (defended by Lance Schulters),3.370,2.510
3,4:36,4,8,MIA 14,6,13,Matt Bryant 32 yard field goal good,2.510,3.000
3,,,,TAM 30,6,13,"Matt Bryant kicks off 65 yards, returned by Wes Welker for 24 yards (tackle by Earnest Graham)",0.000,0.870
3,4:25,1,10,MIA 29,6,13,Ricky Williams up the middle for 3 yards (tackle by Shelton Quarles and Ryan Nece),0.870,0.730
3,3:53,2,7,MIA 32,6,13,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",0.730,0.060
3,3:28,2,12,MIA 27,6,13,Gus Frerotte pass incomplete intended for Marty Booker (defended by Ronde Barber),0.060,-0.630
3,3:23,3,12,MIA 27,6,13,Gus Frerotte pass incomplete intended for Marty Booker,-0.630,-1.570
3,3:10,4,12,MIA 27,6,13,"Donnie Jones punts 45 yards, returned by Mark Jones for 6 yards (tackle by Donnie Spragan)",-1.570,-1.200
3,3:06,1,10,TAM 34,6,13,Michael Pittman up the middle for 9 yards (tackle by Jason Taylor),1.200,1.870
3,2:40,2,1,TAM 43,6,13,Michael Pittman up the middle for no gain (tackle by Donnie Spragan),1.870,1.160
3,1:45,,,,6,13,Timeout #1 by Tampa Bay Buccaneers,0.000,1.160
3,1:45,3,1,TAM 43,6,19,"Michael Pittman left tackle for 57 yards, touchdown",1.160,7.000
3,,,,MIA 2,6,20,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,6,20,"Matt Bryant kicks off 60 yards, returned by Wes Welker for 19 yards (tackle by Juran Bolden)",0.000,0.870
3,1:23,1,10,MIA 29,6,20,Gus Frerotte pass complete to Ricky Williams for 6 yards (tackle by Shelton Quarles),0.870,1.140
3,0:51,2,4,MIA 35,6,20,Gus Frerotte pass complete to Ricky Williams for 5 yards (tackle by Derrick Brooks),1.140,1.600
3,0:17,1,10,MIA 40,6,26,"Gus Frerotte sacked by Greg Spires for -7 yards. Gus Frerotte fumbles (forced by Greg Spires), recovered by Will Allen at MIA-33 and returned for 33 yards, touchdown",1.600,-7.000
3,,,,MIA 2,6,27,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,6,27,"Matt Bryant kicks off 68 yards, returned by Wes Welker for 23 yards (tackle by Marquis Cooper)",0.000,0.610
Quarter,Time,Down,ToGo,Location,MIA,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 25,6,27,Ronnie Brown up the middle for no gain (tackle by Greg Spires and Simeon Rice),0.610,0.060
4,14:25,2,10,MIA 25,6,27,Gus Frerotte pass complete to Ronnie Brown for 38 yards (tackle by Will Allen),0.060,3.120
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,14:03,1,10,TAM 37,6,27,"Chris Chambers for -7 yards. Chris Chambers fumbles, recovered by Chris Chambers at TAM-49. Penalty on Seth McKinney: Offensive Holding (Declined)",3.120,1.630
4,13:40,2,17,TAM 44,6,27,Gus Frerotte pass incomplete intended for Randy McMichael (defended by Kalvin Pearson),1.630,0.960
4,13:31,3,17,TAM 44,6,27,Gus Frerotte right tackle for 9 yards (tackle by Ryan Nece),0.960,0.970
4,12:44,4,8,TAM 35,6,27,Gus Frerotte pass complete to Wes Welker for 21 yards (tackle by Ronde Barber),0.970,4.650
4,12:17,1,10,TAM 14,6,27,Gus Frerotte pass incomplete intended for Ronnie Brown,4.650,4.000
4,12:12,2,10,TAM 14,6,27,Gus Frerotte pass complete to Ricky Williams for -1 yards (tackle by Derrick Brooks),4.000,3.060
4,11:32,3,11,TAM 15,6,27,Gus Frerotte pass complete to Randy McMichael for 10 yards (tackle by Juran Bolden),3.060,3.030
4,11:07,4,1,TAM 5,6,27,Ricky Williams up the middle for no gain (tackle by Greg Spires),3.030,0.380
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
4,10:55,1,10,TAM 5,6,27,Earnest Graham up the middle for 2 yards (tackle by Zach Thomas),-0.380,-0.630
4,10:14,2,8,TAM 7,6,27,"Earnest Graham up the middle for no gain (tackle by Zach Thomas). Earnest Graham fumbles (forced by Zach Thomas), recovered by Channing Crowder at TAM-8 (tackle by Alex Smith)",-0.630,-5.370
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,10:02,1,8,TAM 8,12,27,"Ronnie Brown up the middle for 8 yards, touchdown",5.370,7.000
4,,,,TAM 2,13,27,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,13,27,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,9:56,1,10,TAM 20,13,27,Earnest Graham up the middle for 2 yards (tackle by Kevin Carter and Channing Crowder),0.280,0.000
4,9:17,2,8,TAM 22,13,27,Earnest Graham up the middle for 9 yards (tackle by Tebucky Jones),0.000,1.000
4,8:33,1,10,TAM 31,13,27,Earnest Graham left tackle for 7 yards (tackle by Channing Crowder),1.000,1.410
4,7:46,2,3,TAM 38,13,27,Earnest Graham up the middle for no gain (tackle by Vonnie Holliday),1.410,0.700
4,7:02,3,3,TAM 38,13,27,Michael Pittman left tackle for no gain (tackle by Kevin Carter),0.700,-0.850
4,6:19,4,3,TAM 38,13,27,"Josh Bidwell punts 48 yards, returned by Wes Welker for 4 yards (tackle by Torrie Cox)",-0.850,-0.040
4,6:08,1,10,MIA 18,13,27,"Gus Frerotte pass complete to Wes Welker for 35 yards (tackle by Kalvin Pearson). Penalty on Chris Chambers: Offensive Holding, 10 yards",0.040,1.800
4,5:52,1,10,MIA 43,13,27,Gus Frerotte pass complete to Ronnie Brown for 6 yards (tackle by Derrick Brooks),1.800,2.060
4,5:28,2,4,MIA 49,13,27,"Gus Frerotte sacked by Simeon Rice for -8 yards. Gus Frerotte fumbles (forced by Simeon Rice), recovered by Anthony McFarland at MIA-40 (tackle by Jeno James)",2.060,-2.920
4,5:21,1,10,MIA 40,13,27,Earnest Graham up the middle for 1 yard (tackle by Zach Thomas),2.920,2.510
4,4:33,2,9,MIA 39,13,27,Michael Clayton for 2 yards (tackle by Channing Crowder),2.510,2.080
4,4:27,3,7,MIA 37,13,27,Chris Simms sacked by Yeremiah Bell for -14 yards,2.080,-0.130
4,4:20,,,,13,27,Timeout #2 by Miami Dolphins,0.000,-0.130
4,4:20,4,21,TAM 49,13,27,"Penalty on Marquis Cooper: False Start, 5 yards (no play)",-0.130,-0.460
4,4:20,4,26,TAM 44,13,27,"Josh Bidwell punts 40 yards, fair catch by Wes Welker. Penalty on Reggie Howard: Running Into the Kicker (Declined)",-0.460,0.140
4,4:12,1,10,MIA 16,13,27,Gus Frerotte pass incomplete intended for Randy McMichael,-0.140,-0.660
4,4:08,2,10,MIA 16,13,27,Gus Frerotte sacked by Derrick Brooks for -3 yards,-0.660,-1.750
4,4:01,3,13,MIA 13,13,27,Gus Frerotte sacked by Dewayne White for -6 yards. Penalty on Stockar McDougle: Offensive Holding (Declined),-1.750,-2.490
4,3:54,4,19,MIA 7,13,27,"Donnie Jones punts 51 yards, fair catch by Mark Jones",-2.490,-1.730
4,3:47,1,10,TAM 42,13,27,Michael Pittman up the middle for 2 yards (tackle by Tebucky Jones),1.730,1.460
4,3:40,,,,13,27,Timeout #3 by Miami Dolphins,0.000,1.460
4,3:40,2,8,TAM 44,13,27,Earnest Graham up the middle for 2 yards (tackle by Channing Crowder),1.460,1.030
4,2:56,3,6,TAM 46,13,27,Earnest Graham up the middle for 1 yard (tackle by Jeff Zgonina),1.030,-0.260
4,2:43,4,5,TAM 47,13,27,"Penalty on Josh Bidwell: Delay of Game, 5 yards (no play)",-0.260,-0.590
4,2:02,4,10,TAM 42,13,27,Josh Bidwell punts 53 yards,-0.590,0.380
4,1:49,1,10,MIA 5,13,27,Gus Frerotte pass complete to Sammy Morris for 15 yards (tackle by Shelton Quarles),-0.380,0.280
4,1:29,1,10,MIA 20,13,27,"Gus Frerotte spiked the ball. Penalty on TAM: Defensive 12 On-field, 5 yards (no play)",0.280,1.010
4,1:29,1,5,MIA 25,13,27,Gus Frerotte pass incomplete intended for Sammy Morris,1.010,0.410
4,1:21,2,5,MIA 25,13,27,Gus Frerotte pass complete to Bryan Gilmore for 4 yards (tackle by Torrie Cox),0.410,0.230
4,1:13,3,1,MIA 29,13,27,Gus Frerotte pass complete to Randy McMichael for 3 yards (tackle by Barrett Ruud),0.230,1.070
4,0:55,1,10,MIA 32,13,27,Gus Frerotte spiked the ball,1.070,0.530
4,0:54,2,10,MIA 32,13,27,Gus Frerotte pass complete to Sammy Morris for 3 yards (tackle by Derrick Brooks and Torrie Cox),0.530,0.230
4,0:46,3,7,MIA 35,13,27,Gus Frerotte pass complete to Wes Welker for 41 yards (tackle by Kalvin Pearson),0.230,3.970
4,0:22,1,10,TAM 24,13,27,Gus Frerotte spiked the ball,3.970,3.430
4,0:21,2,10,TAM 24,13,27,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Torrie Cox),3.430,2.740
4,0:14,3,10,TAM 24,13,27,Gus Frerotte pass incomplete intended for Marty Booker (defended by Kalvin Pearson),2.740,1.870
4,0:08,4,10,TAM 24,13,27,Gus Frerotte pass incomplete intended for Wes Welker (defended by Ronde Barber),1.870,0.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
