Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,9,35,0,2,19,2.1,16,1.8,0,
Miles Sanders,CAR,7,32,0,2,13,1.9,19,2.7,0,
Laviska Shenault Jr.,CAR,5,27,0,2,15,3.0,12,2.4,1,5.0
Andy Dalton,CAR,1,1,0,1,1,1.0,0,0.0,0,
Bryce Young,CAR,1,4,0,0,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,DET,19,109,1,7,70,3.7,39,2.1,0,
Craig Reynolds,DET,7,52,1,3,25,3.6,27,3.9,0,
Teddy Bridgewater,DET,2,-2,0,,-2,-1.0,0,0.0,0,
Jared Goff,DET,2,0,1,1,0,0.0,0,0.0,0,
