Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
1,8:08,2,10,NOR 37,0,3,Drew Brees pass complete short right to Lance Moore for 6 yards (tackle by Chris Gamble),0.860,0.960
1,7:20,,,,0,3,Timeout #1 by New Orleans Saints,0.000,0.960
1,7:20,3,4,NOR 43,0,3,"Penalty on Everette Brown: Neutral Zone Infraction, 5 yards (no play)",0.960,2.130
1,7:20,1,10,NOR 48,0,3,Julius Jones middle for 2 yards (tackle by Sherrod Martin and Greg Hardy),2.130,1.850
1,6:41,2,8,,0,3,Drew Brees pass incomplete deep right intended for Devery Henderson (defended by Chris Gamble),1.850,1.160
1,6:36,3,8,,0,3,Drew Brees pass incomplete short middle intended for Jeremy Shockey,1.160,-0.060
1,6:32,4,8,,0,3,"Thomas Morstead punts 50 yards, touchback",-0.060,-0.280
1,6:24,1,10,CAR 20,0,3,Jonathan Stewart middle for 2 yards (tackle by Malcolm Jenkins and Danny Clark),0.280,0.000
1,5:38,2,8,CAR 22,0,3,"Jonathan Stewart right end for 5 yards (tackle by Jonathan Vilma). Jonathan Stewart fumbles (forced by Jonathan Vilma), recovered by Alex Brown at CAR-27",0.000,-3.780
,,,,,,,"NOR challenged the runner was down by contact ruling, and the original play was overturned.",,
1,5:31,1,10,CAR 27,0,3,Drew Brees pass complete short right to David Thomas for 9 yards (tackle by Chris Gamble),3.780,4.530
1,4:56,2,1,CAR 18,0,3,Chris Ivory right guard for 2 yards (tackle by Charles Johnson),4.530,4.510
1,4:18,1,10,CAR 16,0,3,Ladell Betts middle for 3 yards (tackle by Charles Johnson),4.510,4.390
1,3:39,2,7,CAR 13,0,3,Drew Brees pass complete short middle to Lance Moore for 11 yards (tackle by Sherrod Martin),4.390,6.740
1,3:39,1,2,CAR 2,0,3,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",6.740,5.600
1,2:42,1,7,CAR 7,0,3,Drew Brees pass incomplete,5.600,4.760
1,2:35,2,7,CAR 7,0,3,Drew Brees pass incomplete short left intended for Lance Moore,4.760,3.810
1,2:32,3,7,CAR 7,6,3,"Drew Brees pass complete short left to Jeremy Shockey for 7 yards, touchdown",3.810,7.000
1,,,,CAR 2,7,3,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,7,3,"Thomas Morstead kicks off 67 yards, returned by Mike Goodson for 27 yards (tackle by Anthony Waters)",0.000,0.940
1,2:21,1,10,CAR 30,7,3,Matt Moore pass complete short right to Dante Rosario for 4 yards (tackle by Danny Clark),0.940,0.930
1,1:58,2,6,CAR 34,7,3,Matt Moore pass complete short left to Tyrell Sutton for 6 yards (tackle by Scott Shanle),0.930,1.600
1,1:15,1,10,CAR 40,7,3,"Tyrell Sutton right tackle for 32 yards (tackle by Sedrick Ellis). Penalty on Danny Clark: Illegal Use of Hands, 5 yards",1.600,4.040
1,0:47,1,10,NOR 23,7,3,Mike Goodson right tackle for 1 yard (tackle by Roman Harper),4.040,3.630
1,0:12,2,9,NOR 22,7,3,Mike Goodson middle for no gain (tackle by Remi Ayodele),3.630,2.940
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,NOR 22,7,3,Matt Moore pass incomplete deep middle intended for Dante Rosario,2.940,1.990
2,14:56,4,9,NOR 22,7,3,John Kasay 40 yard field goal no good,1.990,-0.940
2,14:52,1,10,NOR 30,7,3,Drew Brees pass complete short right to Julius Jones for 2 yards (tackle by Chris Gamble),0.940,0.660
2,14:11,2,8,NOR 32,7,3,Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Jon Beason),0.660,0.760
2,13:34,3,2,NOR 38,7,3,Ladell Betts middle for no gain (tackle by James Anderson),0.760,-0.850
2,12:58,4,2,NOR 38,7,3,"Thomas Morstead punts 45 yards, returned by Captain Munnerlyn for 18 yards (tackle by Anthony Waters)",-0.850,-1.270
2,12:45,1,10,CAR 35,7,3,Tyrell Sutton middle for 3 yards (tackle by Jonathan Vilma),1.270,1.130
2,12:03,2,7,CAR 38,7,3,Matt Moore pass incomplete short right intended for Tony Fiammetta (defended by Roman Harper),1.130,0.430
2,11:59,3,7,CAR 38,7,3,Matt Moore sacked by Sedrick Ellis for -8 yards,0.430,-1.370
2,11:36,4,15,CAR 30,7,3,Jason Baker punts 45 yards (tackle by Eric Norwood),-1.370,-0.870
2,11:23,1,10,NOR 29,7,3,Drew Brees pass complete short right to Robert Meachem for 2 yards (tackle by James Anderson),0.870,0.600
2,10:41,2,8,NOR 31,7,3,Drew Brees pass incomplete short right intended for Devery Henderson,0.600,-0.100
2,10:35,3,8,NOR 31,7,3,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Marcus Hudson),-0.100,-1.310
2,10:30,4,8,NOR 31,7,3,"Thomas Morstead punts 63 yards, returned by Captain Munnerlyn for 3 yards (tackle by Stanley Arnoux). Penalty on Jordan Senn: Offensive Holding (Declined), Penalty on Robert McClain: Offensive Holding, 3 yards",-1.310,0.380
2,10:17,1,10,CAR 3,7,3,Jimmy Clausen pass complete short right to Tony Fiammetta for 2 yards (tackle by Jonathan Vilma),-0.380,-0.630
2,9:43,2,8,CAR 5,7,3,Jimmy Clausen pass incomplete short right intended for Steve Smith,-0.630,-1.190
2,9:37,3,8,CAR 5,7,3,"Jimmy Clausen pass incomplete deep right intended for David Gettis (defended by Tracy Porter). Penalty on Tracy Porter: Defensive Pass Interfere, 20 yards (no play)",-1.190,0.610
2,9:31,1,10,CAR 25,7,3,Tyrell Sutton right tackle for no gain (tackle by Jonathan Vilma),0.610,0.060
2,8:58,2,10,CAR 25,7,3,Jimmy Clausen pass incomplete short middle intended for Steve Smith,0.060,-0.620
2,8:53,3,10,CAR 25,7,3,Jimmy Clausen pass complete short left to Tyrell Sutton for 8 yards (tackle by Jabari Greer and Jonathan Vilma),-0.620,-1.180
2,8:16,4,2,CAR 33,7,3,Jason Baker punts 51 yards (tackle by Eric Norwood),-1.180,-0.740
2,8:03,1,10,NOR 27,7,3,Chris Ivory right end for no gain (tackle by Nic Harris),0.740,0.200
2,7:23,2,10,NOR 27,7,3,Chris Ivory right end for 3 yards (tackle by Sherrod Martin and Chris Gamble),0.200,-0.100
2,6:47,3,7,NOR 30,7,3,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",-0.100,-0.760
2,6:27,3,12,NOR 25,7,3,Drew Brees pass complete short left to Marques Colston for 16 yards (tackle by Richard Marshall),-0.760,1.660
2,5:54,1,10,NOR 41,7,3,Ladell Betts middle for 12 yards (tackle by Charles Godfrey),1.660,2.460
2,5:17,1,10,CAR 47,7,3,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Nic Harris),2.460,3.250
2,4:53,1,10,CAR 35,7,3,Julius Jones right end for 6 yards (tackle by Jon Beason),3.250,3.510
2,4:17,2,4,CAR 29,7,3,Drew Brees pass complete short left to David Thomas for 5 yards (tackle by James Anderson),3.510,3.970
2,3:34,1,10,CAR 24,7,3,Julius Jones middle for 5 yards (tackle by Jon Beason),3.970,4.120
2,2:55,2,5,CAR 19,13,3,"Drew Brees pass complete deep left to Jimmy Graham for 19 yards, touchdown",4.120,7.000
2,,,,CAR 2,14,3,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,14,3,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
2,2:49,1,10,CAR 20,14,3,Tyrell Sutton right tackle for 2 yards (tackle by Jimmy Wilkerson and Jonathan Vilma),0.280,0.000
2,2:42,,,,14,3,Timeout #2 by New Orleans Saints,0.000,0.000
2,2:42,2,8,CAR 22,14,3,"Tyrell Sutton left tackle for 2 yards (tackle by Scott Shanle). Penalty on Danny Clark: Illegal Use of Hands, 5 yards",0.000,0.870
2,2:21,1,10,CAR 29,14,3,Jimmy Clausen left end for 11 yards (tackle by Jimmy Wilkerson),0.870,1.600
2,2:00,1,10,CAR 40,14,3,Jimmy Clausen pass complete short left to Tyrell Sutton for 1 yard (tackle by Tracy Porter),1.600,1.190
2,1:54,2,9,CAR 41,14,3,Jimmy Clausen sacked by Roman Harper for -7 yards,1.190,-0.430
2,1:46,,,,14,3,Timeout #3 by New Orleans Saints,0.000,-0.430
2,1:46,3,16,CAR 34,14,3,Tyrell Sutton middle for 1 yard (tackle by Tracy Porter),-0.430,-1.040
2,1:02,4,15,CAR 35,14,3,"Jason Baker punts 48 yards, fair catch by Lance Moore",-1.040,0.060
2,0:54,1,10,NOR 17,14,3,Drew Brees pass complete short left to Marques Colston for 3 yards (tackle by Richard Marshall),-0.060,-0.060
2,0:50,2,7,NOR 20,14,3,Drew Brees pass incomplete short left intended for David Thomas,-0.060,-0.870
2,0:46,3,7,NOR 20,14,3,Drew Brees pass complete deep left to Lance Moore for 36 yards (tackle by Sherrod Martin),-0.870,2.650
2,0:36,1,10,CAR 44,14,3,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Marcus Hudson),2.650,3.330
2,0:21,2,1,CAR 35,14,3,Drew Brees pass complete short right to David Thomas for 22 yards (tackle by Sherrod Martin),3.330,4.710
2,0:21,1,10,CAR 13,14,3,Drew Brees spiked the ball,4.710,4.050
2,0:02,2,10,CAR 13,17,3,Garrett Hartley 31 yard field goal good,4.050,3.000
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,17,3,"Thomas Morstead kicks off 69 yards, returned by Mike Goodson for 4 yards (tackle by Malcolm Jenkins)",0.000,-0.380
3,14:53,1,10,CAR 5,17,3,Tyrell Sutton right tackle for 1 yard (tackle by Roman Harper),-0.380,-0.710
3,14:33,2,9,CAR 6,17,3,Mike Goodson right tackle for 1 yard (tackle by Alex Brown),-0.710,-1.190
3,13:53,3,8,CAR 7,17,3,Jimmy Clausen pass incomplete short middle intended for Steve Smith (defended by Will Smith),-1.190,-2.490
3,13:47,4,8,CAR 7,17,3,"Jason Baker punts 50 yards, fair catch by Lance Moore",-2.490,-1.800
3,13:40,1,10,NOR 43,17,3,"Drew Brees pass incomplete deep left intended for Marques Colston. Penalty on Richard Marshall: Illegal Contact, 5 yards (no play)",1.800,2.130
3,13:36,1,10,NOR 48,17,3,Chris Ivory right end for 5 yards (tackle by Chris Gamble and Jon Beason),2.130,2.260
3,12:54,2,5,CAR 47,17,3,Drew Brees pass complete short left to Lance Moore for 4 yards (tackle by Richard Marshall),2.260,2.080
3,12:35,3,1,CAR 43,17,3,Chris Ivory middle for 2 yards (tackle by James Anderson),2.080,2.850
3,11:59,1,10,CAR 41,17,3,Julius Jones left tackle for 2 yards (tackle by Nic Harris),2.850,2.580
3,11:25,2,8,CAR 39,17,3,Drew Brees pass complete short left to Marques Colston for 8 yards (tackle by Richard Marshall),2.580,3.510
3,10:47,1,10,CAR 31,17,3,Chris Ivory left end for 8 yards (tackle by Richard Marshall),3.510,4.050
3,10:15,2,2,CAR 23,17,3,"Drew Brees pass complete short middle to Marques Colston for 7 yards (tackle by Jon Beason). Penalty on Jon Beason: Unnecessary Roughness, 8 yards",4.050,5.370
3,9:50,1,8,CAR 8,17,3,Chris Ivory middle for -2 yards (tackle by James Anderson and Charles Johnson),5.370,4.190
3,9:10,2,10,CAR 10,17,3,Drew Brees pass incomplete short right intended for Julius Jones,4.190,3.130
3,9:04,,,,17,3,Timeout #1 by New Orleans Saints,0.000,3.130
3,9:04,3,10,CAR 10,17,3,Drew Brees pass complete short right to Julius Jones for -8 yards (tackle by James Anderson),3.130,2.250
3,8:43,4,18,CAR 18,20,3,Garrett Hartley 36 yard field goal good,2.250,3.000
3,,,,NOR 30,20,3,"Thomas Morstead kicks off 68 yards, returned by Jordan Pugh for 32 yards (tackle by Courtney Roby)",0.000,1.200
3,8:32,1,10,CAR 34,20,3,Jimmy Clausen pass complete short left to David Gettis for no gain,1.200,0.660
3,7:58,2,10,CAR 34,20,3,Jimmy Clausen pass complete short right to Dante Rosario for 6 yards (tackle by Roman Harper),0.660,0.760
3,7:18,3,4,CAR 40,20,3,Jimmy Clausen pass incomplete short right intended for Dante Rosario (defended by Roman Harper),0.760,-0.720
3,7:14,4,4,CAR 40,20,3,Jordan Senn for 5 yards (tackle by Matt Giordano),-0.720,1.930
3,6:51,1,10,CAR 45,20,3,Jimmy Clausen pass incomplete short right intended for Mike Goodson,1.930,1.380
3,6:46,2,10,CAR 45,20,3,"Penalty on Steve Smith: Offensive Pass Interfere, 10 yards (no play)",1.380,0.030
3,6:20,2,20,CAR 35,20,3,Jimmy Clausen pass incomplete,0.030,-0.630
3,6:12,3,20,CAR 35,20,3,Jimmy Clausen pass complete short right to Mike Goodson for 13 yards (tackle by Scott Shanle and Jabari Greer),-0.630,-0.190
3,5:33,4,7,CAR 48,20,3,"Jason Baker punts 52 yards, touchback",-0.190,-0.280
3,5:24,1,10,NOR 20,20,3,Chris Ivory left end for 2 yards (tackle by Charles Godfrey and Edward Johnson),0.280,0.000
3,4:48,2,8,NOR 22,20,3,Drew Brees pass complete short left to Robert Meachem for 13 yards (tackle by Richard Marshall),0.000,1.270
3,4:22,1,10,NOR 35,20,3,Drew Brees pass complete short left to Jimmy Graham for 17 yards (tackle by James Anderson),1.270,2.390
3,3:41,1,10,CAR 48,20,3,Ladell Betts left tackle for 1 yard (tackle by Jon Beason),2.390,1.980
3,2:57,2,9,CAR 47,20,3,Drew Brees pass incomplete short right intended for Robert Meachem,1.980,1.290
3,2:50,3,9,CAR 47,20,3,Drew Brees pass incomplete deep middle intended for Lance Moore (defended by Captain Munnerlyn). Penalty on Jon Stinchcomb: Offensive Holding (Declined),1.290,0.130
3,2:45,4,9,CAR 47,20,3,Thomas Morstead punts 44 yards,0.130,0.380
3,2:37,1,10,CAR 3,20,3,Jimmy Clausen pass incomplete deep middle intended for Gary Barnidge,-0.380,-0.780
3,2:31,2,10,CAR 3,20,3,Mike Goodson left end for no gain (tackle by Jonathan Vilma),-0.780,-1.420
3,1:49,3,10,CAR 3,20,3,Jimmy Clausen pass complete short right to Brandon LaFell for 11 yards (tackle by Tracy Porter),-1.420,-0.280
3,1:12,1,10,CAR 14,20,3,Jimmy Clausen pass complete short middle to Jeff King for 6 yards (tackle by Danny Clark and Scott Shanle),-0.280,0.150
3,0:50,2,4,CAR 20,26,3,"Jimmy Clausen pass incomplete short right intended for Dante Rosario is intercepted by Jabari Greer at CAR-24 and returned for 24 yards, touchdown",0.150,-7.000
3,,,,CAR 2,27,3,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,27,3,"Thomas Morstead kicks off 73 yards, returned by Jordan Pugh for 29 yards (tackle by Leigh Torrence)",0.000,0.670
3,0:41,1,10,CAR 26,27,3,"Penalty on David Gettis: False Start, 5 yards (no play)",0.670,0.340
3,0:34,1,15,CAR 21,27,3,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",0.340,-0.300
3,0:34,1,20,CAR 16,27,3,Jimmy Clausen pass incomplete deep right intended for David Gettis,-0.300,-1.370
3,0:28,2,20,CAR 16,27,3,Jimmy Clausen pass incomplete short middle intended for Steve Smith,-1.370,-2.230
3,0:24,3,20,CAR 16,27,3,Jimmy Clausen sacked by Leigh Torrence for -14 yards,-2.230,-2.490
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,34,CAR 2,27,3,"Jason Baker punts 44 yards, returned by Lance Moore for no gain",-2.490,-2.520
4,14:52,1,10,CAR 46,27,3,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Captain Munnerlyn),2.520,2.790
4,14:32,2,4,CAR 40,27,3,Drew Brees pass incomplete short right intended for Robert Meachem,2.790,2.080
4,14:26,3,4,CAR 40,27,3,Drew Brees pass incomplete short left intended for Ladell Betts,2.080,0.590
4,14:22,4,4,CAR 40,27,3,Thomas Morstead punts 30 yards,0.590,0.380
4,14:15,1,10,CAR 10,27,3,Mike Goodson middle for 3 yards (tackle by Roman Harper),-0.380,-0.560
4,13:51,2,7,CAR 13,27,3,Tony Pike pass incomplete short right intended for Jeff King,-0.560,-1.070
4,13:47,3,7,CAR 13,27,3,Tony Pike pass incomplete deep left intended for David Gettis. Penalty on Ryan Kalil: Offensive Holding (Declined),-1.070,-2.490
4,13:41,4,7,CAR 13,27,3,Jason Baker punts 39 yards,-2.490,-2.130
4,13:32,1,10,NOR 48,27,3,Chris Ivory middle for 5 yards (tackle by Nick Hayden),2.130,2.260
4,12:57,2,5,CAR 47,27,3,Chris Ivory left tackle for 11 yards (tackle by Charles Godfrey and Nic Harris),2.260,3.180
4,12:08,,,,27,3,Timeout #2 by New Orleans Saints,0.000,3.180
4,12:08,1,10,CAR 36,27,3,Julius Jones left end for -1 yards (tackle by Nic Harris),3.180,2.500
4,11:26,2,11,CAR 37,27,3,Ladell Betts left tackle for no gain (tackle by James Anderson),2.500,1.820
4,10:42,3,11,CAR 37,27,3,Drew Brees pass complete short left to Lance Moore for 14 yards (tackle by Captain Munnerlyn),1.820,4.040
,,,,,,,"CAR challenged the pass completion ruling, and the play was upheld.",,
4,10:25,1,10,CAR 23,27,3,Drew Brees pass complete short middle to David Thomas for 9 yards (tackle by Jon Beason and Richard Marshall),4.040,4.950
4,9:51,2,1,CAR 14,27,3,Ladell Betts right tackle for 3 yards (tackle by Jon Beason),4.950,4.840
4,9:15,1,10,CAR 11,27,3,Drew Brees pass incomplete short right intended for David Thomas,4.840,4.140
4,9:07,2,10,CAR 11,27,3,Ladell Betts right end for 1 yard (tackle by Nic Harris and Charles Godfrey),4.140,3.300
4,8:25,3,9,CAR 10,27,3,"Drew Brees pass incomplete short left intended for Lance Moore (defended by Richard Marshall). Penalty on Richard Marshall: Defensive Pass Interfere, 9 yards (no play)",3.300,6.970
4,8:20,1,1,CAR 1,33,3,"Ladell Betts left guard for 1 yard, touchdown",6.970,7.000
4,,,,CAR 2,34,3,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,34,3,"Thomas Morstead kicks off 67 yards, returned by Jordan Pugh for 23 yards (tackle by Roman Harper)",0.000,0.670
4,8:06,1,10,CAR 26,34,3,Mike Goodson left tackle for 1 yard (tackle by Alex Brown),0.670,0.270
4,7:31,2,9,CAR 27,34,3,Mike Goodson right end for 11 yards (tackle by Usama Young),0.270,1.470
4,6:59,1,10,CAR 38,34,3,Tony Pike pass complete short right to Mike Goodson for 2 yards (tackle by Danny Clark),1.470,1.190
4,6:37,2,8,CAR 40,34,3,"Tony Pike pass complete short middle to Jeff King for 7 yards (tackle by Scott Shanle). Penalty on Anthony Hargrove: Unnecessary Roughness, 15 yards",1.190,3.050
4,6:37,1,10,NOR 38,34,3,Mike Goodson middle for 9 yards (tackle by Jabari Greer),3.050,3.720
4,6:37,2,1,NOR 29,34,3,Tony Pike pass complete short middle to Mike Goodson for 3 yards (tackle by Jabari Greer),3.720,3.840
4,5:17,1,10,NOR 26,34,3,Tony Pike pass complete short right to Jeff King for 4 yards (tackle by Roman Harper),3.840,3.840
4,4:31,2,6,NOR 22,34,3,Mike Goodson middle for 3 yards (tackle by Anthony Hargrove),3.840,3.570
4,4:06,3,3,NOR 19,34,3,Tony Pike pass incomplete short right intended for Jeff King,3.570,2.280
4,4:00,4,3,NOR 19,34,3,Tony Pike sacked by Jeff Charleston for -10 yards,2.280,-0.870
4,3:51,1,10,NOR 29,34,3,Ladell Betts middle for 1 yard (tackle by Derek Landri),0.870,0.460
4,3:09,2,9,NOR 30,34,3,Ladell Betts middle for 5 yards (tackle by Sherrod Martin),0.460,0.430
4,3:09,,,,34,3,Timeout #2 by Carolina Panthers,0.000,0.430
4,3:09,3,4,NOR 35,34,3,Chase Daniel left end for 16 yards (tackle by Jon Beason),0.430,2.320
4,2:31,1,10,CAR 49,34,3,Ladell Betts middle for 2 yards (tackle by Derek Landri),2.320,2.050
4,2:00,2,8,CAR 47,34,3,Ladell Betts left end for 1 yard (tackle by James Anderson),2.050,1.490
4,1:18,3,7,CAR 46,34,3,Ladell Betts middle for 1 yard (tackle by Tyler Brayton),1.490,0.270
4,1:10,,,,34,3,Timeout #3 by Carolina Panthers,0.000,0.270
4,1:10,4,6,CAR 45,34,3,Chase Daniel sacked by Charles Johnson and Nic Harris for -10 yards,0.270,-2.590
4,1:01,1,10,NOR 45,34,3,Tony Fiammetta right tackle for 11 yards (tackle by Leigh Torrence),2.590,3.310
4,0:38,1,10,NOR 34,34,3,"Tony Pike left tackle for no gain (tackle by Jeff Charleston). Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",3.310,2.650
4,0:29,1,20,NOR 44,34,3,Tony Pike pass complete short left to Steve Smith for 9 yards (tackle by Roman Harper),2.650,2.640
4,0:23,2,11,NOR 35,34,3,Tony Pike pass complete deep left to David Gettis for 22 yards (tackle by Tracy Porter),2.640,4.710
4,0:17,1,10,NOR 13,34,3,Tony Pike pass incomplete short right intended for Gary Barnidge,4.710,4.050
4,0:08,2,10,NOR 13,34,3,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",4.050,3.400
4,0:08,2,15,NOR 18,34,3,Tony Pike pass incomplete short left intended for Brandon LaFell,3.400,2.790
4,0:04,3,15,NOR 18,34,3,"Tony Pike pass incomplete deep middle intended for Brandon LaFell. Penalty on Alex Brown: Roughing the Passer, 9 yards (no play)",2.790,5.140
4,0:00,1,9,NOR 9,34,3,Tony Pike pass incomplete short middle intended for Steve Smith,5.140,4.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
