Quarter,Time,Tm,Detail,HOU,TEN
1.0,9:51,Titans,Dane Cruikshank 66 yard pass from Kevin Byard (Ryan Succop kick),0,7
,0:35,Titans,Taywan Taylor 18 yard pass from Blaine Gabbert (Ryan Succop kick),0,14
2.0,0:58,Texans,DeAndre Hopkins 28 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),7,14
3.0,2:39,Texans,Ka'imi Fairbairn 34 yard field goal,10,14
4.0,13:25,Texans,Will Fuller 39 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),17,14
,9:43,Titans,Ryan Succop 42 yard field goal,17,17
,1:00,Titans,Ryan Succop 31 yard field goal,17,20
