Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
1,8:48,2,12,CHI 34,0,0,Deuce McAllister right guard for 2 yards (tackle by Lance Briggs and Alex Brown),2.630,2.210
1,8:03,3,10,CHI 32,0,0,Aaron Brooks pass incomplete intended for Joe Horn,2.210,1.240
1,7:58,4,10,CHI 32,0,3,John Carney 50 yard field goal good,1.240,3.000
1,,,,NOR 30,0,3,"Mitch Berger kicks off 59 yards, returned by Jerry Azumah for 22 yards (tackle by Fakhir Brown)",0.000,1.140
1,7:47,1,10,CHI 33,0,3,Anthony Thomas left tackle for 3 yards (tackle by Orlando Ruff),1.140,1.000
1,7:04,2,7,CHI 36,0,3,Kordell Stewart pass complete to Marty Booker for 11 yards (tackle by Fred Thomas),1.000,2.060
1,6:28,1,10,CHI 47,0,3,Anthony Thomas left tackle for 9 yards (tackle by Derrick Rodgers and Orlando Ruff),2.060,2.730
1,5:45,2,1,NOR 44,0,3,Kordell Stewart right end for 5 yards (tackle by Jay Bellamy),2.730,2.980
1,5:01,1,10,NOR 39,0,3,"Marty Booker for -4 yards (tackle by Charles Grant). Marty Booker fumbles (forced by Charles Grant), ball out of bounds at NOR-43",2.980,1.900
1,4:33,2,14,NOR 43,0,3,Kordell Stewart pass complete to Desmond Clark for 7 yards (tackle by Derrick Rodgers),1.900,2.150
1,3:45,3,7,NOR 36,0,3,"Kordell Stewart for no gain. Kordell Stewart fumbles, recovered by Kordell Stewart at CHI-42",2.150,-0.590
1,3:39,4,29,CHI 42,0,3,"Brad Maynard punts 46 yards, returned by Donte Stallworth for 3 yards (tackle by Bobby Gray)",-0.590,0.220
1,3:27,1,10,NOR 15,0,3,Deuce McAllister left guard for 8 yards (tackle by R.W. McQuarters),-0.220,0.480
1,2:53,2,2,NOR 23,0,3,Deuce McAllister right end for 20 yards (tackle by Mike Brown),0.480,1.800
1,2:29,1,10,NOR 43,0,3,Aaron Brooks pass incomplete intended for Joe Horn (defended by Alfonso Boone),1.800,1.250
1,2:24,2,10,NOR 43,0,3,Deuce McAllister right guard for 4 yards (tackle by Alfonso Boone),1.250,1.090
1,1:44,3,6,NOR 47,0,3,Aaron Brooks pass complete to Boo Williams for 12 yards (tackle by Michael Green),1.090,2.850
1,1:03,1,10,CHI 41,0,3,Deuce McAllister left tackle for 1 yard (tackle by Bryan Robinson),2.850,2.440
1,0:22,2,9,CHI 40,0,3,Deuce McAllister right tackle for 5 yards (tackle by Alex Brown),2.440,2.410
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,CHI 35,0,3,Aaron Brooks pass incomplete intended for Donte Stallworth,2.410,0.980
2,14:55,4,4,CHI 35,0,3,Aaron Brooks pass complete to Ernie Conwell for 3 yards (tackle by Mike Brown),0.980,-1.070
2,14:47,1,10,CHI 32,0,3,Anthony Thomas right guard for 4 yards (tackle by Jay Bellamy and Willie Whitehead),1.070,1.070
2,14:05,2,6,CHI 36,0,3,Anthony Thomas right guard for 3 yards (tackle by Kenny Smith and Jay Bellamy),1.070,0.760
2,13:22,3,3,CHI 39,0,3,Kordell Stewart sacked by Charles Grant for -3 yards,0.760,-0.980
2,13:09,4,6,CHI 36,0,3,"Brad Maynard punts 43 yards, returned by Donte Stallworth for 7 yards (tackle by Mike Brown). Penalty on Steve Gleason: Offensive Holding (Offsetting), Penalty on Mike Brown: Face Mask (5 Yards) (Offsetting)",-0.980,-0.810
2,12:56,1,10,NOR 28,0,3,"Deuce McAllister left tackle for -1 yards. Deuce McAllister fumbles, recovered by Deuce McAllister at NOR-27",0.810,0.130
2,12:13,2,11,NOR 27,0,3,"Aaron Brooks pass incomplete intended for Joe Horn (defended by Charles Tillman). Penalty on Charles Tillman: Defensive Pass Interference, 7 yards (no play)",0.130,1.200
2,12:13,1,10,NOR 34,0,3,Aaron Brooks pass incomplete intended for Joe Horn (defended by Charles Tillman),1.200,0.660
2,12:02,2,10,NOR 34,0,3,Deuce McAllister right guard for 1 yard (tackle by Phillip Daniels and Brian Urlacher),0.660,0.100
2,11:23,3,9,NOR 35,0,3,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Jerry Azumah). Penalty on Wayne Gandy: Offensive Holding (Declined),0.100,-0.720
2,11:15,4,4,NOR 40,0,3,"Mitch Berger punts 38 yards, fair catch by R.W. McQuarters",-0.720,-0.410
2,11:07,1,10,CHI 22,0,3,Kordell Stewart pass complete to Dez White for 36 yards (tackle by Fred Thomas),0.410,2.790
2,10:41,1,10,NOR 42,0,3,Anthony Thomas right guard for 4 yards (tackle by Derrick Rodgers and Jay Bellamy),2.790,2.780
2,9:57,2,6,NOR 38,0,3,"Anthony Thomas right tackle for 4 yards (tackle by Tebucky Jones). Anthony Thomas fumbles (forced by Tebucky Jones), recovered by Dez White at NOR-32",2.780,3.450
2,9:19,1,10,NOR 32,0,3,Anthony Thomas right tackle for 18 yards (tackle by Tebucky Jones),3.450,4.650
2,8:37,1,10,NOR 14,0,3,Anthony Thomas left end for 4 yards (tackle by Grady Jackson and Darrin Smith),4.650,4.710
2,7:53,2,6,NOR 10,0,3,Kordell Stewart pass incomplete intended for Desmond Clark,4.710,3.820
2,7:49,3,6,NOR 10,0,3,Kordell Stewart pass incomplete intended for Ahmad Merritt (defended by Fred Thomas),3.820,2.790
2,7:40,4,6,NOR 10,3,3,Paul Edinger 28 yard field goal good,2.790,3.000
2,,,,CHI 30,3,3,"Paul Edinger kicks off 68 yards, returned by Donte Stallworth for 12 yards (tackle by Bobby Gray). Donte Stallworth fumbles (forced by Bobby Gray), recovered by Donte Stallworth at NOR-13",0.000,-0.320
2,7:26,1,10,NOR 13,3,3,Deuce McAllister left guard for 1 yard (tackle by Phillip Daniels),-0.320,-0.680
2,6:56,2,9,NOR 14,3,3,Deuce McAllister right guard for 3 yards (tackle by Joe Odom),-0.680,-0.940
2,6:15,3,6,NOR 17,3,3,Aaron Brooks pass complete to Donte Stallworth for 21 yards (tackle by Charles Tillman),-0.940,1.470
2,5:36,,,,3,3,Timeout #1 by Chicago Bears,0.000,0.000
2,5:36,,,,3,3,Timeout #2 by New Orleans Saints,0.000,1.470
2,5:36,1,10,NOR 38,3,3,"Deuce McAllister for 2 yards (tackle by Jerry Azumah). Penalty on Ernie Conwell: Offensive Holding, 10 yards",1.470,0.940
2,5:08,1,18,NOR 30,3,3,Aaron Brooks pass incomplete intended for Ernie Conwell,0.940,-0.160
2,5:04,2,18,NOR 30,3,3,Aaron Brooks pass complete to Joe Horn for 16 yards (tackle by R.W. McQuarters),-0.160,1.290
2,4:27,3,2,NOR 46,3,3,Deuce McAllister left tackle for 4 yards (tackle by Brian Urlacher),1.290,2.260
2,3:50,1,10,NOR 50,3,3,Aaron Brooks pass complete to Jerome Pathon for 7 yards (tackle by Michael Green),2.260,2.660
2,3:10,2,3,CHI 43,3,3,Aaron Brooks pass incomplete intended for Joe Horn (defended by R.W. McQuarters),2.660,1.950
2,3:03,,,,3,3,Timeout #3 by New Orleans Saints,0.000,1.950
2,3:03,3,3,CHI 43,3,3,Aaron Brooks pass incomplete intended for Jerome Pathon,1.950,0.400
2,2:53,4,3,CHI 43,3,3,"Mitch Berger punts 29 yards, fair catch by R.W. McQuarters",0.400,0.280
2,2:46,1,10,CHI 14,3,3,Anthony Thomas left guard for 2 yards (tackle by Johnathan Sullivan),-0.280,-0.510
2,2:00,2,8,CHI 16,3,3,Kordell Stewart left end for 7 yards (tackle by Kenny Smith),-0.510,-0.320
2,1:38,3,1,CHI 23,3,3,"Penalty on Kenny Smith: Defensive Offside, 5 yards (no play)",-0.320,0.810
2,1:34,1,10,CHI 28,3,3,"Kordell Stewart sacked by Charles Grant for -5 yards. Kordell Stewart fumbles (forced by Charles Grant), recovered by Willie Whitehead at CHI-23 (tackle by Olin Kreutz)",0.810,-4.040
2,1:28,1,10,CHI 23,3,3,Deuce McAllister left tackle for 3 yards (tackle by Bryan Robinson),4.040,3.900
2,0:58,2,7,CHI 20,3,3,Aaron Brooks up the middle for 7 yards (tackle by Lance Briggs),3.900,4.710
2,0:29,1,10,CHI 13,3,3,Aaron Brooks pass complete to Jerome Pathon for 11 yards (tackle by Mike Brown),4.710,6.740
2,0:15,1,2,CHI 2,3,3,Aaron Brooks spiked the ball,6.740,5.720
2,0:14,2,2,CHI 2,3,3,Aaron Brooks pass incomplete intended for Walter Rasby,5.720,4.950
2,0:09,3,2,CHI 2,3,3,"Penalty on LeCharles Bentley: False Start, 5 yards (no play)",4.950,3.810
2,0:09,3,7,CHI 7,3,3,"Aaron Brooks pass complete to Terrelle Smith for 4 yards (tackle by R.W. McQuarters). Penalty on Ernie Conwell: Illegal Shift, 5 yards (no play)",3.810,3.100
2,0:01,,,,3,3,Timeout #2 by Chicago Bears,0.000,3.100
2,0:01,3,12,CHI 12,3,6,John Carney 30 yard field goal good,3.100,3.000
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,3,6,"Mitch Berger kicks off 69 yards, returned by Jerry Azumah for 23 yards (tackle by Jay Bellamy)",0.000,0.540
3,14:55,1,10,CHI 24,3,6,Anthony Thomas left end for 3 yards (tackle by Derrick Rodgers),0.540,0.400
3,14:19,2,7,CHI 27,3,6,Anthony Thomas right end for no gain (tackle by Darrin Smith and Melvin Williams),0.400,-0.300
3,13:34,3,7,CHI 27,3,6,"Kordell Stewart sacked by Fred Thomas for -13 yards. Kordell Stewart fumbles (forced by Fred Thomas), recovered by Melvin Williams at CHI-14 and returned for 2 yards (tackle by Desmond Clark)",-0.300,-4.780
3,13:27,1,10,CHI 12,3,6,Deuce McAllister left tackle for 2 yards (tackle by Lance Briggs and Joe Odom),4.780,4.450
3,12:51,2,8,CHI 10,3,6,Deuce McAllister left tackle for 1 yard (tackle by Joe Odom and Brian Urlacher),4.450,3.700
3,12:09,3,7,CHI 9,3,12,"Aaron Brooks pass complete to Ernie Conwell for 9 yards, touchdown",3.700,7.000
3,,,,CHI 2,3,13,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,3,13,"Mitch Berger kicks off 70 yards, returned by Jerry Azumah for 46 yards (tackle by Fakhir Brown)",0.000,1.990
3,11:52,1,10,CHI 46,3,13,Kordell Stewart pass incomplete intended for Dez White (defended by Grady Jackson),1.990,1.450
3,11:49,2,10,CHI 46,3,13,Anthony Thomas left end for 5 yards (tackle by Fred Thomas). Penalty on Dez White: Offensive Holding (Offsetting) (no play),1.450,1.450
3,11:21,2,10,CHI 46,3,13,Anthony Thomas left guard for 14 yards (tackle by Fred Thomas),1.450,2.920
3,10:41,1,10,NOR 40,3,13,Anthony Thomas left guard for 4 yards (tackle by Johnathan Sullivan and Orlando Ruff),2.920,2.910
3,10:02,2,6,NOR 36,3,13,Kordell Stewart pass incomplete intended for Ahmad Merritt,2.910,2.210
3,9:57,3,6,NOR 36,3,13,Kordell Stewart pass incomplete intended for Ahmad Merritt,2.210,0.880
3,9:51,4,6,NOR 36,3,13,"Brad Maynard punts 36 yards, touchback",0.880,-0.280
3,9:38,1,10,NOR 20,3,13,Deuce McAllister right guard for 6 yards (tackle by Joe Odom and Michael Green),0.280,0.540
3,8:58,2,4,NOR 26,3,13,Aaron Brooks pass incomplete intended for Joe Horn (defended by Mike Brown),0.540,-0.160
3,8:49,3,4,NOR 26,3,13,Deuce McAllister left guard for 5 yards (tackle by Mike Brown),-0.160,1.000
3,8:15,1,10,NOR 31,3,13,Deuce McAllister left guard for 5 yards (tackle by Brian Urlacher),1.000,1.140
3,7:44,2,5,NOR 36,3,13,Deuce McAllister right guard for 3 yards (tackle by Alex Brown),1.140,0.830
3,7:05,3,2,NOR 39,3,13,Deuce McAllister right guard for no gain (tackle by Alfonso Boone),0.830,-0.780
3,6:25,4,2,NOR 39,3,13,Mitch Berger punts 36 yards,-0.780,-0.610
3,6:18,1,10,CHI 25,3,13,Kordell Stewart right end for 9 yards (tackle by Tebucky Jones and Charles Grant),0.610,1.280
3,5:36,2,1,CHI 34,3,13,"Penalty on Steve Edwards: False Start, 5 yards (no play)",1.280,0.600
3,5:18,2,6,CHI 29,3,13,Anthony Thomas right tackle for no gain (tackle by Orlando Ruff),0.600,-0.100
3,4:37,3,6,CHI 29,3,13,Kordell Stewart pass complete to Dez White for 7 yards (tackle by Fred Thomas),-0.100,1.330
3,3:53,1,10,CHI 36,3,13,Kordell Stewart pass complete to Dez White for 18 yards (tackle by Fred Thomas),1.330,2.520
3,3:12,1,10,NOR 46,3,13,Anthony Thomas right end for 7 yards (tackle by Orlando Ruff and Johnathan Sullivan),2.520,2.920
3,2:33,2,3,NOR 39,3,13,Anthony Thomas right tackle for 4 yards (tackle by Derrick Rodgers and Willie Whitehead),2.920,3.250
3,1:47,1,10,NOR 35,3,13,Kordell Stewart for 11 yards (tackle by Kenny Smith),3.250,3.970
3,1:20,1,10,NOR 24,3,13,Stanley Pritchett right tackle for 6 yards (tackle by Dale Carter),3.970,4.290
3,0:39,2,4,NOR 18,3,13,Anthony Thomas right guard for 3 yards (tackle by Orlando Ruff and Charles Grant),4.290,4.170
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NOR 15,3,13,Anthony Thomas right guard for 3 yards (tackle by Grady Jackson),4.170,4.780
4,14:20,1,10,NOR 12,3,13,Anthony Thomas right guard for -1 yards (tackle by Jay Bellamy),4.780,3.940
4,13:36,2,11,NOR 13,3,13,Kordell Stewart pass incomplete intended for Dez White (defended by Fred Thomas),3.940,3.100
4,13:29,3,11,NOR 13,3,13,Kordell Stewart pass incomplete intended for David Terrell,3.100,2.570
4,13:23,4,11,NOR 13,6,13,Paul Edinger 31 yard field goal good,2.570,3.000
4,,,,CHI 30,6,13,"Paul Edinger kicks off 65 yards, returned by Donte Stallworth for 25 yards (tackle by Ahmad Merritt). Donte Stallworth fumbles (forced by Ahmad Merritt), ball out of bounds at NOR-30",0.000,0.940
4,13:10,1,10,NOR 30,6,13,Aaron Brooks pass complete to Boo Williams for 9 yards (tackle by R.W. McQuarters),0.940,1.610
4,12:34,2,1,NOR 39,6,13,Deuce McAllister right guard for 8 yards (tackle by Lance Briggs),1.610,2.060
4,11:52,1,10,NOR 47,6,13,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Michael Green),2.060,2.600
4,11:09,2,2,CHI 45,6,13,Aaron Brooks pass incomplete intended for Joe Horn,2.600,1.880
4,11:03,3,2,CHI 45,6,13,Aaron Brooks for 7 yards (tackle by Alex Brown),1.880,3.050
4,10:35,1,10,CHI 38,6,13,Deuce McAllister right end for -1 yards (tackle by Joe Odom),3.050,2.370
4,9:53,2,11,CHI 39,6,13,Aaron Brooks pass complete to Jerome Pathon for 15 yards (tackle by Brian Urlacher),2.370,3.970
4,9:10,1,10,CHI 24,6,13,Aaron Brooks pass incomplete intended for Joe Horn (defended by Lance Briggs),3.970,3.430
4,9:05,2,10,CHI 24,6,13,Aaron Brooks pass incomplete intended for Deuce McAllister,3.430,2.740
4,9:00,3,10,CHI 24,6,13,"Penalty on Terrelle Smith: False Start, 5 yards (no play)",2.740,2.080
4,9:00,3,15,CHI 29,6,13,Aaron Brooks pass complete to Jerome Pathon for 22 yards (tackle by Michael Green),2.080,5.600
4,8:13,1,7,CHI 7,6,13,Deuce McAllister left guard for 1 yard (tackle by Joe Odom and Bobby Gray),5.600,4.950
4,7:29,2,6,CHI 6,6,13,Aaron Brooks pass incomplete intended for Jerome Pathon,4.950,4.040
4,7:23,3,6,CHI 6,6,19,"Aaron Brooks pass complete to Joe Horn for 6 yards, touchdown",4.040,7.000
4,,,,CHI 2,6,20,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,6,20,"Mitch Berger kicks off 75 yards, returned by Ahmad Merritt for 33 yards (tackle by Victor Green)",0.000,0.810
4,7:11,1,10,CHI 28,6,20,Kordell Stewart pass incomplete intended for Desmond Clark (defended by Grady Jackson),0.810,0.260
4,7:07,2,10,CHI 28,6,20,Kordell Stewart pass complete to David Terrell for 5 yards (tackle by Darrin Smith),0.260,0.230
4,6:24,3,5,CHI 33,6,20,Kordell Stewart pass complete to Dez White for 26 yards (tackle by Jay Bellamy),0.230,2.850
4,5:53,1,10,NOR 41,6,20,Kordell Stewart pass incomplete intended for Desmond Clark (defended by Orlando Ruff),2.850,2.310
4,5:48,2,10,NOR 41,6,20,Kordell Stewart pass complete to Ahmad Merritt for 22 yards (tackle by Fred Thomas),2.310,4.310
4,5:05,1,10,NOR 19,6,20,"Kordell Stewart pass incomplete. Penalty on Anthony Thomas: Offensive Holding, 10 yards (no play)",4.310,3.640
4,4:57,1,20,NOR 29,6,20,Kordell Stewart pass incomplete intended for David Terrell,3.640,2.410
4,4:51,2,20,NOR 29,6,20,Kordell Stewart left end for 6 yards (tackle by Derrick Rodgers),2.410,2.540
4,4:01,,,,6,20,Timeout #1 by Chicago Bears,0.000,2.540
4,4:01,3,14,NOR 23,6,20,Kordell Stewart pass complete to Desmond Clark for 16 yards (tackle by Jay Bellamy),2.540,5.600
4,3:30,1,7,NOR 7,6,20,Kordell Stewart left end for 2 yards (tackle by Grady Jackson),5.600,5.150
4,2:54,2,5,NOR 5,6,20,Kordell Stewart pass incomplete intended for David Terrell,5.150,4.260
4,2:49,3,5,NOR 5,6,20,Kordell Stewart right end for 1 yard (tackle by Jay Bellamy),4.260,3.030
4,2:16,,,,6,20,Timeout #2 by Chicago Bears,0.000,3.030
4,2:16,4,4,NOR 4,12,20,"Kordell Stewart pass complete to Dez White for 4 yards, touchdown",3.030,7.000
4,,,,NOR 2,13,20,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,13,20,Paul Edinger kicks onside 16 yards,0.000,2.520
4,2:09,1,10,CHI 46,13,20,Deuce McAllister right end for 1 yard (tackle by Joe Odom),2.520,2.110
4,2:04,,,,13,20,Timeout #3 by Chicago Bears,0.000,2.110
4,2:04,2,9,CHI 45,13,20,Deuce McAllister right guard for 3 yards (tackle by Mike Brown),2.110,1.820
4,1:59,3,6,CHI 42,13,20,Deuce McAllister left end for 8 yards (tackle by Joe Odom),1.820,3.310
4,1:14,1,10,CHI 34,13,20,Aaron Brooks kneels for -1 yards,3.310,2.640
4,0:32,2,11,CHI 35,13,20,Aaron Brooks kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
