Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
1,7:06,3,9,GNB 17,0,7,Shaun Hill pass incomplete short middle intended for Jahvid Best is intercepted by A.J. Hawk at GNB-10 and returned for 12 yards,3.170,-0.410
1,6:59,1,10,GNB 22,0,7,Aaron Rodgers pass complete short right to Jermichael Finley for 11 yards (tackle by Chris Houston),0.410,1.140
1,6:14,1,10,GNB 33,0,7,"Brandon Jackson right end for 12 yards (tackle by C.C. Brown). Penalty on Jermichael Finley: Offensive Holding (Offsetting), Penalty on Kyle Vanden Bosch: Personal Foul (Offsetting) (no play)",1.140,1.140
1,5:45,,,,0,7,Timeout #1 by Green Bay Packers,0.000,1.140
1,5:45,1,10,GNB 33,0,7,Aaron Rodgers pass complete short right to Jermichael Finley for 8 yards (tackle by Landon Johnson),1.140,1.670
1,5:01,2,2,GNB 41,0,7,Brandon Jackson right guard for no gain (tackle by Julian Peterson),1.670,0.960
1,4:15,3,2,GNB 41,0,7,John Kuhn left end for 1 yard (tackle by Zack Follett and Julian Peterson),0.960,-0.590
1,3:35,4,1,GNB 42,0,7,Tim Masthay punts 21 yards,-0.590,-1.400
1,3:29,1,10,DET 37,0,7,Shaun Hill pass incomplete short right intended for Tony Scheffler,1.400,0.860
1,3:25,2,10,DET 37,0,7,Shaun Hill pass complete short middle to Calvin Johnson for 10 yards (tackle by Charles Woodson),0.860,2.060
1,2:43,1,10,DET 47,0,7,Jahvid Best middle for no gain (tackle by B.J. Raji and Ryan Pickett),2.060,1.520
1,2:04,2,10,DET 47,0,7,Shaun Hill pass complete short right to Calvin Johnson for 11 yards (tackle by Morgan Burnett and Charles Woodson),1.520,2.790
1,1:19,1,10,GNB 42,0,7,"Penalty on Stephen Peterman: False Start, 5 yards (no play)",2.790,2.460
1,1:00,1,15,GNB 47,0,7,Jahvid Best middle for 10 yards (tackle by Morgan Burnett and A.J. Hawk),2.460,2.920
1,0:19,2,5,GNB 37,0,7,Shaun Hill pass complete short right to Jerome Felton for 5 yards (tackle by Nick Barnett),2.920,3.450
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 32,0,7,Shaun Hill pass complete short middle to Tony Scheffler for 9 yards (tackle by Charles Woodson),3.450,4.120
2,14:20,2,1,GNB 23,6,7,"Shaun Hill pass complete deep middle to Calvin Johnson for 23 yards, touchdown",4.120,7.000
2,,,,GNB 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,7,"Jason Hanson kicks off 64 yards, returned by Jordy Nelson for 22 yards (tackle by John Wendling)",0.000,0.810
2,14:09,1,10,GNB 28,7,7,Aaron Rodgers left end for 5 yards (tackle by Cliff Avril),0.810,0.940
2,13:29,2,5,GNB 33,7,7,Brandon Jackson left end for 4 yards (tackle by Landon Johnson),0.940,0.760
2,12:58,3,1,GNB 37,7,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.760,-0.910
2,12:52,4,1,GNB 37,7,7,"Tim Masthay punts 52 yards, fair catch by Stefan Logan",-0.910,0.370
2,12:44,1,10,DET 11,7,7,Jahvid Best right guard for 9 yards (tackle by Desmond Bishop),-0.370,0.360
2,12:09,2,1,DET 20,7,7,Shaun Hill pass incomplete short left intended for Jahvid Best,0.360,-0.370
2,12:05,3,1,DET 20,7,7,"Jerome Felton right guard for 2 yards (tackle by Brady Poppinga and A.J. Hawk). Penalty on GNB: Defensive 12 On-field, 5 yards (no play)",-0.370,0.610
2,11:47,1,10,DET 25,7,7,"Jahvid Best middle for -1 yards (tackle by Mike Neal). Jahvid Best fumbles (forced by Mike Neal), recovered by Ryan Pickett at DET-24 (tackle by Jeff Backus). Penalty on Gosder Cherilus: Unnecessary Roughness, 12 yards",0.610,-4.780
2,11:39,1,10,DET 12,7,7,"Aaron Rodgers pass incomplete short left intended for Greg Jennings. Penalty on Alphonso Smith: Defensive Holding, 5 yards (no play)",4.780,5.600
2,11:34,1,7,DET 7,7,7,Aaron Rodgers sacked by Louis Delmas for -7 yards,5.600,3.580
2,10:55,2,14,DET 14,7,7,Aaron Rodgers pass complete short right to Brandon Jackson for 1 yard (tackle by Kyle Vanden Bosch and Julian Peterson),3.580,3.060
2,10:09,3,13,DET 13,7,13,"Aaron Rodgers pass complete short middle to Jermichael Finley for 13 yards, touchdown",3.060,7.000
2,,,,DET 2,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,14,"Mason Crosby kicks off 59 yards, returned by Stefan Logan for 16 yards (tackle by Derrick Martin)",0.000,0.740
2,9:59,1,10,DET 27,7,14,Shaun Hill pass complete short middle to Calvin Johnson for 7 yards (tackle by Nick Barnett),0.740,1.140
2,9:21,2,3,DET 34,7,14,Shaun Hill pass complete short left to Jahvid Best for 2 yards (tackle by Charles Woodson),1.140,0.700
2,8:37,3,1,DET 36,7,14,Shaun Hill pass incomplete deep left intended for Bryant Johnson (defended by Tramon Williams),0.700,-0.980
2,8:31,4,1,DET 36,7,14,"Nick Harris punts 43 yards, returned by Tramon Williams for 11 yards (tackle by John Wendling)",-0.980,-1.070
2,8:20,1,10,GNB 32,7,14,Aaron Rodgers pass complete short left to Jermichael Finley for 4 yards (tackle by Jonathan Wade),1.070,1.070
2,7:40,2,6,GNB 36,7,14,Brandon Jackson right end for -1 yards (tackle by Corey Williams),1.070,0.230
2,7:03,3,7,GNB 35,7,14,Aaron Rodgers pass complete deep middle to Donald Driver for 48 yards (tackle by Jonathan Wade). Penalty on Kyle Vanden Bosch: Defensive Offside (Declined),0.230,4.440
2,6:52,1,10,DET 17,7,20,"Aaron Rodgers pass complete deep left to Greg Jennings for 17 yards, touchdown",4.440,7.000
2,,,,DET 2,7,21,"Mason Crosby kicks extra point good. Penalty on Corey Williams: Illegal Formation, 5 yards",0.000,0.000
2,,,,GNB 35,7,21,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,6:48,1,10,DET 20,7,21,Shaun Hill pass complete short right to Brandon Pettigrew for 8 yards (tackle by Charles Woodson and Nick Barnett),0.280,0.810
2,6:12,2,2,DET 28,7,21,Shaun Hill pass complete short right to Kevin Smith for 9 yards (tackle by A.J. Hawk),0.810,1.400
2,5:34,1,10,DET 37,7,21,Shaun Hill sacked by Clay Matthews for -4 yards,1.400,0.320
2,4:56,2,14,DET 33,7,21,Shaun Hill pass complete short middle to Brandon Pettigrew for 10 yards (tackle by Nick Barnett and Charles Woodson),0.320,0.960
2,4:13,3,4,DET 43,7,21,Shaun Hill pass complete short left to Brandon Pettigrew for 9 yards (tackle by A.J. Hawk),0.960,2.390
2,3:36,1,10,GNB 48,7,21,Shaun Hill pass complete short left to Kevin Smith for 6 yards (tackle by Nick Barnett),2.390,2.660
2,3:07,2,4,GNB 42,7,21,Shaun Hill pass complete short left to Jahvid Best for 15 yards (tackle by Nick Barnett),2.660,3.780
2,2:35,1,10,GNB 27,7,21,Shaun Hill pass complete short right to Kevin Smith for 6 yards (tackle by Charles Woodson and Nick Barnett),3.780,4.040
2,2:00,2,4,GNB 21,7,21,"Penalty on Jerome Felton: False Start, 5 yards (no play)",4.040,3.370
2,2:00,2,9,GNB 26,7,21,Shaun Hill pass incomplete short right intended for Brandon Pettigrew,3.370,2.680
2,1:55,3,9,GNB 26,7,21,Shaun Hill pass complete short middle to Brandon Pettigrew for 17 yards (tackle by A.J. Hawk),2.680,5.140
2,1:16,1,9,GNB 9,7,21,"Shaun Hill pass complete short right to Jahvid Best for 7 yards (tackle by Charles Woodson). Penalty on Stephen Peterman: Illegal Use of Hands, 10 yards (no play)",5.140,4.230
2,1:09,1,19,GNB 19,7,21,Shaun Hill sacked by Cullen Jenkins for -10 yards,4.230,1.790
2,0:29,2,29,GNB 29,7,21,Kevin Smith right guard for 8 yards (tackle by Nick Barnett and Frank Zombo),1.790,2.210
2,0:14,,,,7,21,Timeout #1 by Detroit Lions,0.000,2.210
2,0:14,3,21,GNB 21,13,21,"Shaun Hill pass complete deep right to Calvin Johnson for 21 yards, touchdown",2.210,7.000
2,,,,GNB 2,14,21,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,21,"Jason Hanson kicks off 55 yards, returned by Jordy Nelson for 10 yards (tackle by Isaiah Ekejiuba). Jordy Nelson fumbles (forced by Isaiah Ekejiuba), recovered by Stefan Logan at GNB-37 (tackle by Desmond Bishop)",0.000,-3.120
2,0:02,1,10,GNB 37,14,21,Jason Hanson 55 yard field goal no good,3.120,1.860
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,21,"Mason Crosby kicks off 69 yards, returned by Stefan Logan for 26 yards (tackle by Brandon Underwood)",0.000,0.740
3,14:56,1,10,DET 27,14,21,"Shaun Hill pass incomplete short right intended for Calvin Johnson (defended by Charles Woodson). Penalty on Charles Woodson: Defensive Pass Interfere, 11 yards (no play)",0.740,1.470
3,14:52,1,10,DET 38,14,21,Shaun Hill pass incomplete short middle intended for Tony Scheffler,1.470,0.920
3,14:47,2,10,DET 38,14,27,"Shaun Hill pass incomplete short left intended for Calvin Johnson is intercepted by Charles Woodson at DET-48 and returned for 48 yards, touchdown",0.920,-7.000
,,,,,,,"DET challenged the incomplete pass ruling, and the play was upheld.",,
3,,,,DET 2,14,28,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,14,28,"Mason Crosby kicks off 69 yards, returned by Stefan Logan for 30 yards (tackle by Brandon Underwood)",0.000,1.000
3,14:26,1,10,DET 31,14,28,Jahvid Best left tackle for 6 yards (tackle by A.J. Hawk),1.000,1.270
3,13:50,2,4,DET 37,14,28,Shaun Hill pass complete short left to Jahvid Best for 2 yards (tackle by Nick Barnett),1.270,0.830
3,13:11,3,2,DET 39,14,28,Jerome Felton right tackle for 6 yards (tackle by Nick Collins),0.830,1.930
3,12:34,1,10,DET 45,14,28,Shaun Hill pass incomplete deep right intended for Calvin Johnson,1.930,1.380
3,12:30,2,10,DET 45,14,28,Jahvid Best right end for 8 yards (tackle by Jarrett Bush and A.J. Hawk),1.380,1.750
3,11:48,3,2,GNB 47,14,28,Shaun Hill pass complete short right to Bryant Johnson for 10 yards (tackle by Ryan Pickett and Brady Poppinga),1.750,3.120
3,11:05,1,10,GNB 37,14,28,Shaun Hill pass incomplete short right intended for Kevin Smith,3.120,2.570
3,11:00,2,10,GNB 37,14,28,Shaun Hill pass complete short middle to Calvin Johnson for 14 yards (tackle by Charles Woodson),2.570,4.040
3,10:20,1,10,GNB 23,14,28,Calvin Johnson right end for 2 yards (tackle by Jarrett Bush),4.040,3.770
3,9:40,2,8,GNB 21,14,28,Shaun Hill pass incomplete short left intended for Stefan Logan,3.770,3.070
3,9:36,3,8,GNB 21,14,28,Shaun Hill pass incomplete deep right intended for Brandon Pettigrew,3.070,2.060
3,9:30,4,8,GNB 21,17,28,Jason Hanson 39 yard field goal good,2.060,3.000
3,,,,DET 30,17,28,"Jason Hanson kicks off 60 yards, returned by Jordy Nelson for 18 yards (tackle by Nathan Vasher)",0.000,0.810
3,9:19,1,10,GNB 28,17,28,Brandon Jackson middle for 14 yards (tackle by Louis Delmas),0.810,1.730
3,8:40,1,10,GNB 42,17,28,"Aaron Rodgers for -6 yards. Aaron Rodgers fumbles, recovered by Josh Sitton at GNB-36. Penalty on Kyle Vanden Bosch: Defensive Offside, 5 yards (no play)",1.730,2.460
3,8:34,1,5,GNB 47,17,28,Aaron Rodgers pass complete short middle to Greg Jennings for 8 yards (tackle by Landon Johnson),2.460,2.590
3,7:21,1,10,DET 45,17,28,Aaron Rodgers pass complete short left to James Jones for 15 yards (tackle by Alphonso Smith),2.590,3.580
3,7:05,1,10,DET 30,17,28,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson is intercepted by Chris Houston at DET-11 and returned for 1 yard. Penalty on Turk McBride: Defensive Offside, 5 yards, Penalty on Chris Houston: Illegal Forward Handoff (Declined) (no play)",3.580,4.310
3,6:57,1,5,DET 25,17,28,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,4.310,3.710
3,6:50,2,5,DET 25,17,28,Brandon Jackson left guard for 2 yards (tackle by Corey Williams and Alphonso Smith),3.710,3.270
3,6:10,3,3,DET 23,17,28,Aaron Rodgers pass incomplete deep right intended for Greg Jennings is intercepted by Chris Houston at DET-7,3.270,0.380
3,6:04,1,10,DET 7,17,28,Jahvid Best left tackle for 6 yards (tackle by A.J. Hawk and Brad Jones),-0.380,-0.340
3,5:28,2,4,DET 13,17,28,Shaun Hill pass complete short middle to Tony Scheffler for 13 yards (tackle by Derrick Martin),-0.340,0.670
3,4:51,1,10,DET 26,17,28,Jahvid Best right tackle for 1 yard (tackle by Jarrett Bush),0.670,0.270
3,4:11,2,9,DET 27,17,28,Shaun Hill pass complete short left to Tony Scheffler for 3 yards (tackle by A.J. Hawk),0.270,-0.030
3,3:29,3,6,DET 30,17,28,Shaun Hill left tackle for 40 yards (tackle by Tramon Williams),-0.030,3.580
3,2:45,1,10,GNB 30,17,28,Kevin Smith right end for 1 yard (tackle by Ryan Pickett),3.580,3.170
3,2:04,2,9,GNB 29,17,28,Shaun Hill pass incomplete short right intended for Jerome Felton,3.170,2.480
3,2:04,3,9,GNB 29,17,28,"Penalty on Shaun Hill: Delay of Game, 5 yards (no play)",2.480,1.820
3,1:56,3,14,GNB 34,17,28,Shaun Hill pass incomplete,1.820,1.060
3,1:47,4,14,GNB 34,20,28,Jason Hanson 52 yard field goal good,1.060,3.000
3,,,,DET 30,20,28,"Jason Hanson kicks off 65 yards, returned by Jordy Nelson for 22 yards (tackle by Amari Spievey)",0.000,0.740
3,1:37,1,10,GNB 27,20,28,Brandon Jackson middle for no gain (tackle by Ndamukong Suh and Corey Williams),0.740,0.200
3,0:57,2,10,GNB 27,20,28,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley,0.200,-0.490
3,0:52,3,10,GNB 27,20,28,Aaron Rodgers sacked by Ndamukong Suh for -5 yards,-0.490,-1.900
3,0:20,4,15,GNB 22,20,28,"Tim Masthay punts 50 yards, returned by Stefan Logan for 15 yards (tackle by Derrick Martin)",-1.900,-1.800
3,0:08,1,10,DET 43,20,28,Jahvid Best right end for 5 yards (tackle by Tramon Williams),1.800,1.930
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DET 48,20,28,"Shaun Hill pass complete short right to Jahvid Best for 6 yards (tackle by Cullen Jenkins and A.J. Hawk). Penalty on A.J. Hawk: Face Mask (15 Yards), 15 yards",1.930,3.510
4,14:30,1,10,GNB 31,20,28,Shaun Hill pass complete short right to Kevin Smith for 1 yard (tackle by Charles Woodson),3.510,3.100
4,13:52,2,9,GNB 30,20,28,Shaun Hill pass incomplete short middle intended for Tony Scheffler (defended by A.J. Hawk),3.100,2.410
4,13:48,3,9,GNB 30,20,28,Shaun Hill pass incomplete short left intended for Brandon Pettigrew (defended by Jarrett Bush),2.410,1.410
4,13:40,4,9,GNB 30,23,28,Jason Hanson 49 yard field goal good,1.410,3.000
4,,,,DET 30,23,28,"Jason Hanson kicks off 65 yards, returned by Jordy Nelson for 14 yards (tackle by Ashlee Palmer). Jordy Nelson fumbles (forced by Ashlee Palmer), recovered by Stefan Logan at GNB-22 and returned for 4 yards (tackle by Dimitri Nance)",0.000,-4.370
4,13:30,1,10,GNB 18,23,28,Jahvid Best right tackle for 3 yards (tackle by Frank Zombo),4.370,4.250
4,12:55,2,7,GNB 15,23,28,Shaun Hill pass complete short right to Jahvid Best for 9 yards (tackle by A.J. Hawk),4.250,5.830
4,12:12,1,6,GNB 6,23,28,Shaun Hill pass incomplete short right intended for Calvin Johnson,5.830,4.950
4,12:06,2,6,GNB 6,23,28,Shaun Hill pass incomplete short left intended for Bryant Johnson (defended by Tramon Williams),4.950,4.040
4,12:00,3,6,GNB 6,23,28,Shaun Hill pass incomplete short left intended for Tony Scheffler,4.040,2.990
4,11:54,4,6,GNB 6,26,28,Jason Hanson 24 yard field goal good,2.990,3.000
4,,,,DET 30,26,28,"Jason Hanson kicks off 62 yards, returned by Jordy Nelson for 14 yards (tackle by Ashlee Palmer)",0.000,0.410
4,11:44,1,10,GNB 22,26,28,Aaron Rodgers pass incomplete deep left intended for Greg Jennings is intercepted by Alphonso Smith at DET-29,0.410,-0.870
4,11:34,1,10,DET 29,26,28,Shaun Hill pass complete short right to Jerome Felton for 7 yards (tackle by A.J. Hawk),0.870,1.270
4,11:04,2,3,DET 36,26,28,"Jahvid Best right tackle for 1 yard (tackle by Clay Matthews). Penalty on Gosder Cherilus: Offensive Holding, 10 yards (no play)",1.270,-0.080
4,10:40,2,13,DET 26,26,28,Shaun Hill pass complete short middle to Tony Scheffler for 7 yards (tackle by Jarrett Bush),-0.080,0.170
4,9:59,3,6,DET 33,26,28,Shaun Hill middle for 7 yards (tackle by Clay Matthews and Nick Barnett),0.170,1.600
4,9:21,1,10,DET 40,26,28,Shaun Hill pass complete short left to Bryant Johnson for -3 yards (tackle by Clay Matthews),1.600,0.650
4,8:49,2,13,DET 37,26,28,Shaun Hill pass complete short middle to Tony Scheffler for 6 yards (tackle by Derrick Martin),0.650,0.760
4,8:11,3,7,DET 43,26,28,Shaun Hill pass complete deep middle to Brandon Pettigrew for 19 yards (tackle by Nick Collins),0.760,3.050
4,7:29,1,10,GNB 38,26,28,Jahvid Best right end for 1 yard (tackle by Charles Woodson),3.050,2.640
4,6:48,2,9,GNB 37,26,28,Shaun Hill pass incomplete short middle intended for Calvin Johnson (defended by Charles Woodson),2.640,1.950
4,6:43,3,9,GNB 37,26,28,Shaun Hill pass incomplete short right intended for Calvin Johnson (defended by Charles Woodson),1.950,0.790
4,6:39,4,9,GNB 37,26,28,"Nick Harris punts 24 yards, fair catch by Tramon Williams",0.790,0.320
4,6:32,1,10,GNB 13,26,28,John Kuhn middle for 7 yards (tackle by Louis Delmas),-0.320,0.220
4,5:53,2,3,GNB 20,26,28,John Kuhn left guard for 5 yards (tackle by Zack Follett),0.220,0.610
4,5:09,1,10,GNB 25,26,28,Aaron Rodgers pass complete short right to Donald Driver for 12 yards (tackle by C.C. Brown),0.610,1.400
4,4:34,1,10,GNB 37,26,28,Brandon Jackson left tackle for -3 yards (tackle by Turk McBride and Cliff Avril),1.400,0.450
4,3:51,2,13,GNB 34,26,28,Aaron Rodgers right end for 16 yards (tackle by Alphonso Smith),0.450,2.260
4,3:02,1,10,,26,28,John Kuhn left guard for 6 yards (tackle by C.C. Brown),2.260,2.520
4,2:19,2,4,DET 44,26,28,John Kuhn left guard for 5 yards (tackle by Zack Follett and Landon Johnson),2.520,2.980
4,2:00,1,10,DET 39,26,28,Aaron Rodgers pass complete short left to Donald Lee for 15 yards (tackle by Zack Follett),2.980,3.970
4,1:52,,,,26,28,Timeout #2 by Detroit Lions,0.000,3.970
4,1:52,1,10,DET 24,26,28,John Kuhn right end for 2 yards (tackle by Louis Delmas and Zack Follett),3.970,3.700
4,1:07,2,8,DET 22,26,28,John Kuhn right end for 1 yard (tackle by Ndamukong Suh),3.700,3.140
4,0:55,,,,26,28,Timeout #3 by Detroit Lions,0.000,3.140
4,0:55,3,7,DET 21,26,28,John Kuhn middle for 8 yards (tackle by Louis Delmas and Ashlee Palmer),3.140,4.710
4,0:12,1,10,DET 13,26,28,Aaron Rodgers kneels for -1 yards,4.710,3.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
