Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kerryon Johnson,DET,8,32,1,3,18,2.3,14,1.8,0,
Adrian Peterson,DET,7,41,0,3,30,4.3,11,1.6,0,
D'Andre Swift,DET,5,12,0,1,4,0.8,8,1.6,0,
Matthew Stafford,DET,1,4,0,1,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,18,168,2,5,64,3.6,104,5.8,0,
Jamaal Williams,GNB,8,63,0,3,40,5.0,23,2.9,0,
AJ Dillon,GNB,5,17,0,1,4,0.8,13,2.6,2,2.5
Tim Boyle,GNB,2,-1,0,,-1,-0.5,0,0.0,0,
Aaron Rodgers,GNB,2,12,0,0,12,6.0,0,0.0,0,
