Quarter,Time,Down,ToGo,Location,ARI,MIA,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ARI,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,ARI 21,3,9,"Scott Player punts 51 yards, returned by Wes Welker for no gain. Penalty on Jimmy Wyrick: Illegal Block Above the Waist (Offsetting), Penalty on Obafemi Ayanbadejo: Offensive Holding (Offsetting) (no play)",-1.960,-1.960
2,14:49,4,6,ARI 21,3,9,"Scott Player punts 48 yards, returned by Wes Welker for 17 yards (tackle by Gerald Hayes). Penalty on Jimmy Wyrick: Offensive Holding, 10 yards",-1.960,-0.810
2,14:36,1,10,MIA 28,3,9,"Jay Fiedler pass incomplete intended for Marty Booker. Penalty on Renaldo Hill: Defensive Pass Interference, 8 yards (no play)",0.810,1.330
2,14:31,1,10,MIA 36,3,9,Sammy Morris right tackle for 4 yards (tackle by James Darling and Bertrand Berry),1.330,1.330
2,13:52,2,6,MIA 40,3,9,Jay Fiedler pass complete to Chris Chambers for 30 yards (tackle by Duane Starks),1.330,3.580
2,13:14,1,10,ARI 30,3,9,Sammy Morris up the middle for 2 yards (tackle by Ronald McKinnon),3.580,3.300
2,12:37,2,8,ARI 28,3,9,Sammy Morris up the middle for 2 yards (tackle by Ross Kolodziej),3.300,2.870
2,11:57,3,6,ARI 26,3,9,Jay Fiedler pass complete to Chris Chambers for 7 yards (tackle by Renaldo Hill),2.870,4.310
2,11:12,1,10,ARI 19,3,9,Jay Fiedler pass complete to Sammy Morris for 1 yard (tackle by Renaldo Hill),4.310,3.880
2,10:29,2,9,ARI 18,3,9,Jay Fiedler pass incomplete intended for Sammy Morris (defended by Darnell Dockett),3.880,3.140
2,10:24,3,9,ARI 18,3,9,Jay Fiedler pass complete to Marty Booker for 9 yards (tackle by Renaldo Hill),3.140,5.140
2,9:52,1,9,ARI 9,3,9,Sammy Morris right guard for 1 yard (tackle by Russell Davis),5.140,4.570
2,9:15,2,8,ARI 8,3,9,Jay Fiedler for 4 yards,4.570,4.490
2,8:40,3,4,ARI 4,3,9,Jay Fiedler sacked by Darnell Dockett for -7 yards,4.490,2.700
2,8:12,4,11,ARI 11,3,12,Bill Gramatica 29 yard field goal good,2.700,3.000
2,,,,MIA 30,3,12,"Bill Gramatica kicks off 60 yards, returned by Larry Croom for 16 yards (tackle by Wes Welker)",0.000,0.670
2,8:01,1,10,ARI 26,3,12,Josh McCown pass complete to Anquan Boldin for 3 yards (tackle by Patrick Surtain),0.670,0.540
2,7:22,2,7,ARI 29,3,12,Troy Hambrick right guard for 4 yards (tackle by Zach Thomas and Morlon Greenwood),0.540,0.370
2,6:44,3,3,ARI 33,3,12,Troy Hambrick up the middle for 3 yards (tackle by Jason Taylor and Zach Thomas),0.370,1.330
2,6:09,1,10,ARI 36,3,12,Josh McCown pass complete to Freddie Jones for 5 yards (tackle by Ronald Flemons),1.330,1.470
2,5:29,2,5,ARI 41,3,12,Josh McCown pass complete to Larry Fitzgerald for 8 yards (tackle by Zach Thomas),1.470,2.190
2,4:55,1,10,ARI 49,3,12,Troy Hambrick right tackle for 1 yard (tackle by Bryan Robinson),2.190,1.780
2,4:22,2,9,MIA 50,3,12,Josh McCown pass complete to Troy Hambrick for 2 yards (tackle by Zach Thomas),1.780,1.360
2,3:42,3,7,MIA 48,3,12,Josh McCown pass incomplete intended for Bryant Johnson,1.360,0.070
2,3:35,4,7,MIA 48,3,12,"Scott Player punts 48 yards, touchback",0.070,-0.280
2,3:24,1,10,MIA 20,3,12,Travis Minor right guard for 2 yards (tackle by Russell Davis),0.280,0.000
2,2:41,2,8,MIA 22,3,12,"Penalty on Russell Davis: Encroachment, 5 yards (no play)",0.000,0.680
2,2:31,2,3,MIA 27,3,12,Travis Minor right end for 6 yards (tackle by Peppi Zellner),0.680,1.140
2,2:00,1,10,MIA 33,3,12,Jay Fiedler pass incomplete intended for Sammy Morris (defended by Calvin Pace),1.140,0.590
2,1:54,2,10,MIA 33,3,12,Jay Fiedler pass incomplete intended for Chris Chambers (defended by David Macklin),0.590,-0.100
2,1:48,3,10,MIA 33,3,12,Jay Fiedler pass incomplete intended for Sammy Morris,-0.100,-1.180
2,1:43,4,10,MIA 33,3,12,"Matt Turk punts 55 yards, returned by Karl Williams for 9 yards (tackle by Jimmy Wyrick)",-1.180,-0.340
2,1:31,1,10,ARI 21,3,12,"Penalty on Anquan Boldin: False Start, 5 yards (no play)",0.340,-0.220
2,1:31,1,15,ARI 16,3,12,Obafemi Ayanbadejo left guard for 5 yards (tackle by Zach Thomas),-0.220,-0.200
2,1:07,2,10,ARI 21,3,12,"Penalty on Jason Taylor: Encroachment, 5 yards (no play)",-0.200,0.480
2,1:05,2,5,ARI 26,3,12,Josh McCown pass complete to Bryant Johnson for 6 yards,0.480,1.070
2,1:00,1,10,ARI 32,3,12,Josh McCown pass complete to Anquan Boldin for 5 yards (tackle by Sam Madison),1.070,1.200
2,0:48,,,,3,12,Timeout #1 by Arizona Cardinals,0.000,1.200
2,0:48,2,5,ARI 37,3,12,"Penalty on David Bowens: Neutral Zone Infraction, 4 yards (no play)",1.200,1.740
2,0:48,2,1,ARI 41,3,12,Obafemi Ayanbadejo left tackle for 2 yards (tackle by Antuan Edwards),1.740,1.800
2,0:29,1,10,ARI 43,3,12,Josh McCown pass incomplete intended for Larry Fitzgerald,1.800,1.250
2,0:24,2,10,ARI 43,3,12,"Josh McCown pass incomplete (defended by David Bowens). Penalty on David Bowens: Roughing the Passer, 15 yards (no play)",1.250,2.790
2,0:18,,,,3,12,Timeout #2 by Arizona Cardinals,0.000,2.790
2,0:18,1,10,MIA 42,3,12,Josh McCown pass incomplete intended for Karl Williams (defended by Patrick Surtain),2.790,2.240
2,0:11,2,10,MIA 42,3,12,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Jason Taylor),2.240,1.550
2,0:05,3,10,MIA 42,3,12,"Penalty on Anquan Boldin: False Start, 5 yards (no play)",1.550,0.890
2,0:05,3,15,MIA 47,3,12,Josh McCown pass incomplete intended for Bryant Johnson,0.890,0.130
Quarter,Time,Down,ToGo,Location,ARI,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,3,12,"Neil Rackers kicks off 66 yards, returned by Bryan Gilmore for 19 yards (tackle by Michael Stone)",0.000,0.480
3,14:55,1,10,MIA 23,3,12,Jay Fiedler pass complete to Derrius Thompson for 14 yards (tackle by Renaldo Hill),0.480,1.400
3,14:48,1,10,MIA 37,3,12,"Travis Minor right end for 3 yards (tackle by Russell Davis). Penalty on Chris Chambers: Offensive Holding, 10 yards (no play)",1.400,0.740
3,14:26,1,20,MIA 27,3,12,Travis Minor up the middle for 27 yards (tackle by Duane Starks),0.740,2.520
3,13:43,1,10,ARI 46,3,12,Jay Fiedler pass incomplete intended for Marty Booker (defended by David Macklin),2.520,1.980
3,13:38,2,10,ARI 46,3,12,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",1.980,1.300
3,13:38,2,15,MIA 49,3,12,Jay Fiedler pass incomplete intended for Marty Booker,1.300,0.630
3,13:34,3,15,MIA 49,3,12,Jay Fiedler pass complete to Sammy Morris for 9 yards (tackle by Renaldo Hill),0.630,0.460
3,12:57,4,6,ARI 42,3,12,"Matt Turk punts 42 yards, touchback",0.460,-0.280
3,12:45,1,10,ARI 20,3,12,Josh McCown sacked by Jason Taylor for -13 yards,0.280,-1.730
3,12:11,2,23,ARI 7,3,12,Emmitt Smith left guard for 5 yards (tackle by Zach Thomas and Patrick Surtain),-1.730,-2.360
3,11:36,3,18,ARI 12,3,12,Josh McCown pass complete to Anquan Boldin for 7 yards (tackle by Jason Taylor),-2.360,-2.140
3,11:00,4,11,ARI 19,3,12,"Scott Player punts 53 yards, returned by Wes Welker for 1 yard",-2.140,-1.600
3,10:46,1,10,MIA 40,3,12,Travis Minor right guard for 13 yards (tackle by Duane Starks and Ifeanyi Ohalete),1.600,2.460
3,10:06,1,10,ARI 47,3,12,Travis Minor up the middle for no gain (tackle by Russell Davis),2.460,1.910
3,9:21,2,10,ARI 47,3,12,Jay Fiedler pass incomplete intended for Randy McMichael,1.910,1.220
3,9:08,3,10,ARI 47,3,12,A.J. Feeley pass incomplete intended for Bryan Gilmore,1.220,0.130
3,9:01,4,10,ARI 47,3,12,"Matt Turk punts 28 yards, fair catch by Karl Williams",0.130,-0.150
3,8:53,1,10,ARI 19,3,12,Emmitt Smith up the middle for 2 yards (tackle by Jeff Zgonina),0.150,-0.060
3,8:19,2,8,ARI 21,3,12,Josh McCown pass complete to Anquan Boldin for 13 yards (tackle by Sam Madison),-0.060,1.200
3,7:39,1,10,ARI 34,3,12,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Reggie Howard),1.200,1.870
3,7:06,2,1,ARI 43,3,12,Emmitt Smith right tackle for no gain (tackle by Zach Thomas and Bryan Robinson),1.870,1.160
3,6:25,3,1,ARI 43,3,12,"Josh McCown for 5 yards. Penalty on L.J. Shelton: Illegal Formation, 5 yards (no play)",1.160,0.500
3,6:00,3,6,ARI 38,3,12,"Josh McCown pass complete to Obafemi Ayanbadejo for no gain. Obafemi Ayanbadejo fumbles (forced by Sam Madison), ball out of bounds at ARI-38",0.500,-0.850
3,5:49,4,6,ARI 38,3,12,"Scott Player punts 47 yards (tackle by James Darling). Penalty on Adrian Mayes: Offensive Offside, 5 yards (no play)",-0.850,-1.180
3,5:38,4,11,ARI 33,3,12,"Scott Player punts 57 yards, returned by Wes Welker for 5 yards (tackle by Gerald Hayes). Penalty on Yeremiah Bell: Illegal Block Above the Waist, 7 yards",-1.180,0.380
3,5:23,1,10,MIA 8,3,12,Sammy Morris left tackle for 5 yards (tackle by Adrian Wilson),-0.380,-0.410
3,4:46,2,5,MIA 13,3,12,A.J. Feeley pass incomplete intended for Randy McMichael (defended by James Darling),-0.410,-0.840
3,4:42,3,5,MIA 13,3,12,A.J. Feeley pass complete to Chris Chambers for 18 yards (tackle by Renaldo Hill),-0.840,1.000
3,4:02,1,10,MIA 31,3,12,Sammy Morris up the middle for 5 yards (tackle by Bertrand Berry),1.000,1.140
3,3:28,2,5,MIA 36,9,12,"A.J. Feeley pass incomplete intended for Chris Chambers is intercepted by Duane Starks at MIA-41 and returned for 41 yards, touchdown",1.140,-7.000
3,,,,MIA 2,10,12,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,10,12,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,3:18,1,10,MIA 20,10,12,Sammy Morris up the middle for 9 yards (tackle by Ifeanyi Ohalete),0.280,0.950
3,2:50,2,1,MIA 29,10,12,Sammy Morris up the middle for no gain (tackle by Russell Davis),0.950,0.230
3,2:16,3,1,MIA 29,10,12,"Sammy Morris left guard for 15 yards (tackle by David Macklin). Sammy Morris fumbles (forced by David Macklin), recovered by Damion McIntosh at MIA-44",0.230,1.860
3,1:41,1,10,MIA 44,10,12,"Penalty on MIA: Illegal Substitution, 5 yards (no play)",1.860,1.530
3,1:24,1,15,MIA 39,10,12,A.J. Feeley pass incomplete intended for Marty Booker,1.530,0.640
3,1:16,2,15,MIA 39,10,12,A.J. Feeley pass complete to Randy McMichael for 16 yards (tackle by David Macklin),0.640,2.590
3,0:58,1,10,ARI 45,10,12,Sammy Morris right guard for 2 yards (tackle by Bertrand Berry),2.590,2.310
3,0:21,2,8,ARI 43,10,12,Marty Booker right end for -8 yards (tackle by Adrian Wilson),2.310,0.560
Quarter,Time,Down,ToGo,Location,ARI,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,MIA 49,10,12,A.J. Feeley sacked by Karlos Dansby for -6 yards,0.560,-0.520
4,14:35,4,22,MIA 43,10,12,"Matt Turk punts 57 yards, touchback",-0.520,-0.280
4,14:23,1,10,ARI 20,10,12,Emmitt Smith left tackle for 1 yard (tackle by Bryan Robinson),0.280,-0.130
4,13:43,2,9,ARI 21,10,12,"Josh McCown pass incomplete intended for Anquan Boldin. Penalty on Sam Madison: Defensive Pass Interference, 6 yards (no play)",-0.130,0.740
4,13:38,1,10,ARI 27,10,12,Bryant Johnson right end for -7 yards (tackle by Jason Taylor),0.740,-0.750
4,12:58,2,17,ARI 20,10,12,Josh McCown pass complete to Larry Fitzgerald for 32 yards (tackle by Antuan Edwards),-0.750,2.390
4,12:35,1,10,MIA 48,10,12,Emmitt Smith right end for 2 yards (tackle by Morlon Greenwood),2.390,2.120
4,12:06,2,8,MIA 46,10,12,"Josh McCown pass incomplete intended for Anquan Boldin is intercepted by Sammy Knight at MIA-3 and returned for 38 yards (tackle by Obafemi Ayanbadejo). Penalty on Patrick Surtain: Roughing the Passer, 15 yards, Penalty on Jason Taylor: Unsportsmanlike Conduct, 15 yards (no play)",2.120,4.510
4,11:46,1,10,MIA 16,10,12,Emmitt Smith right tackle for 2 yards (tackle by Jeff Zgonina),4.510,4.210
4,11:11,2,8,MIA 14,10,12,Emmitt Smith left tackle for 3 yards (tackle by David Bowens),4.210,3.940
4,10:27,3,5,MIA 11,10,12,Josh McCown pass complete to Bryant Johnson for 6 yards (tackle by Patrick Surtain),3.940,6.060
4,9:50,1,5,MIA 5,16,12,"Emmitt Smith up the middle for 5 yards, touchdown",6.060,7.000
4,,,,MIA 2,17,12,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,17,12,"Neil Rackers kicks off 65 yards, returned by Bryan Gilmore for 26 yards (tackle by Obafemi Ayanbadejo). Penalty on Gerald Hayes: Offside on Free Kick, 5 yards",0.000,1.330
4,9:38,1,10,MIA 36,17,12,A.J. Feeley pass complete to Marty Booker for 9 yards (tackle by Renaldo Hill),1.330,2.010
4,9:21,2,1,MIA 45,17,12,"Travis Minor right tackle for no gain (tackle by Ronald McKinnon). Penalty on David Macklin: Defensive Offside, 5 yards (no play)",2.010,2.260
4,9:04,1,10,MIA 50,17,12,A.J. Feeley pass complete to Marty Booker for 38 yards,2.260,4.780
4,8:45,1,10,ARI 12,17,12,Travis Minor left guard for 2 yards (tackle by Adrian Wilson),4.780,4.450
4,8:09,2,8,ARI 10,17,12,A.J. Feeley pass incomplete intended for Marty Booker,4.450,3.480
4,8:05,3,8,ARI 10,17,12,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Raynoch Thompson),3.480,2.760
4,7:57,4,8,ARI 10,17,15,Bill Gramatica 28 yard field goal good,2.760,3.000
4,,,,MIA 30,17,15,"Bill Gramatica kicks off 70 yards, touchback",0.000,0.280
4,7:53,1,10,ARI 20,17,15,Emmitt Smith left tackle for 4 yards (tackle by Dario Romero),0.280,0.270
4,7:18,2,6,ARI 24,17,15,Emmitt Smith left tackle for 5 yards (tackle by Jeff Zgonina and Sammy Knight),0.270,0.230
4,6:33,3,1,ARI 29,17,15,Josh McCown pass incomplete intended for Obafemi Ayanbadejo (defended by Patrick Surtain),0.230,-1.440
4,6:29,4,1,ARI 29,17,15,"Scott Player punts 45 yards, returned by Wes Welker for 20 yards (tackle by Obafemi Ayanbadejo)",-1.440,-1.990
4,6:16,1,10,MIA 46,17,15,Travis Minor up the middle for 2 yards (tackle by Russell Davis),1.990,1.720
4,5:42,2,8,MIA 48,17,15,A.J. Feeley pass incomplete intended for Marty Booker (defended by Peppi Zellner),1.720,1.030
4,5:37,3,8,MIA 48,17,15,A.J. Feeley pass incomplete intended for Chris Chambers (defended by Russell Davis),1.030,-0.190
4,5:31,4,8,MIA 48,17,15,Matt Turk punts 50 yards,-0.190,0.380
4,5:21,1,10,ARI 2,17,15,Emmitt Smith left tackle for 1 yard (tackle by Eddie Moore),-0.380,-0.710
4,4:42,2,9,ARI 3,17,15,"Penalty on Eric Edwards: False Start, 2 yards (no play)",-0.710,-0.850
4,4:41,2,11,ARI 1,17,15,Emmitt Smith right guard for 3 yards (tackle by Antuan Edwards and Patrick Surtain),-0.850,-1.190
4,4:02,3,8,ARI 4,17,15,Josh McCown pass incomplete intended for Anquan Boldin,-1.190,-2.490
4,3:56,4,8,ARI 4,17,15,Scott Player punts 35 yards,-2.490,-2.980
4,3:46,1,10,ARI 39,17,15,Sammy Morris right guard for 1 yard (tackle by Darnell Dockett),2.980,2.580
4,3:14,2,9,ARI 38,17,15,Sammy Morris right tackle for 2 yards (tackle by Ronald McKinnon),2.580,2.150
4,2:32,3,7,ARI 36,17,15,A.J. Feeley pass complete to Marty Booker for 35 yards (tackle by Adrian Wilson),2.150,6.970
4,2:00,1,1,ARI 1,17,21,"Sammy Morris left guard for 1 yard, touchdown",6.970,7.000
4,1:56,,,,17,21,Timeout #1 by Miami Dolphins,0.000,0.000
4,,,,,17,23,"Two Point Attempt: A.J. Feeley pass complete to Randy McMichael, conversion succeeds",1.000,1.000
4,,,,MIA 30,17,23,"Bill Gramatica kicks off 64 yards, returned by Larry Croom for 24 yards (tackle by Eddie Moore)",0.000,0.940
4,1:51,1,10,ARI 30,17,23,Josh McCown pass complete to Larry Fitzgerald for 2 yards (tackle by Patrick Surtain). Penalty on Larry Fitzgerald: Illegal Forward Pass (Declined),0.940,0.660
4,1:35,2,8,ARI 32,17,23,Josh McCown pass incomplete intended for Emmitt Smith (defended by Zach Thomas),0.660,-0.030
4,1:31,3,8,ARI 32,17,23,Josh McCown pass incomplete intended for Bryant Johnson (defended by Will Poole),-0.030,-1.240
4,1:23,4,8,ARI 32,17,23,Josh McCown left end for 9 yards (tackle by Patrick Surtain),-1.240,1.660
4,1:15,1,10,ARI 41,17,23,Josh McCown pass complete to Bryant Johnson for 8 yards (tackle by Zach Thomas),1.660,2.200
4,1:07,,,,17,23,Timeout #1 by Arizona Cardinals,0.000,2.200
4,1:07,2,2,ARI 49,17,23,Josh McCown pass complete to Larry Fitzgerald for 48 yards (tackle by Antuan Edwards),2.200,6.510
4,0:41,,,,17,23,Timeout #2 by Arizona Cardinals,0.000,6.510
4,0:41,1,3,MIA 3,17,23,Emmitt Smith right guard for -1 yards (tackle by Jeff Zgonina),6.510,5.340
4,0:35,,,,17,23,Timeout #3 by Arizona Cardinals,0.000,5.340
4,0:35,2,4,MIA 4,17,23,Josh McCown pass incomplete intended for Anquan Boldin (defended by Reggie Howard),5.340,4.490
4,0:29,3,4,MIA 4,17,23,"Josh McCown sacked by Jason Taylor for -11 yards. Penalty on Sam Madison: Defensive Holding, 2 yards (no play)",4.490,6.740
4,0:23,1,2,MIA 2,23,23,"Josh McCown pass complete to Larry Fitzgerald for 2 yards, touchdown",6.740,7.000
4,,,,MIA 2,24,23,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,24,23,"Neil Rackers kicks off 66 yards, returned by Wes Welker for 20 yards (tackle by Obafemi Ayanbadejo)",0.000,0.540
4,0:14,1,10,MIA 24,24,23,"A.J. Feeley pass complete to Bryan Gilmore for 7 yards, lateral to Chris Chambers for 6 yards (tackle by Duane Starks)",0.540,1.400
4,0:05,,,,24,23,Timeout #2 by Miami Dolphins,0.000,1.400
4,0:05,1,10,MIA 37,24,23,A.J. Feeley pass incomplete,1.400,0.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
