Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,24,ATL 28,14,7,Michael Koenen punts 34 yards,-1.500,-1.470
2,14:53,1,10,SFO 38,14,7,Glen Coffee middle for 12 yards (tackle by Erik Coleman),1.470,2.260
2,14:18,1,10,,14,7,Shaun Hill pass incomplete short left intended for Josh Morgan,2.260,1.710
2,14:14,2,10,,14,7,Glen Coffee left tackle for 5 yards (tackle by Curtis Lofton),1.710,1.690
2,13:30,3,5,ATL 45,14,7,Shaun Hill right end for 4 yards (tackle by Trey Lewis),1.690,0.530
2,12:46,4,1,ATL 41,14,7,Shaun Hill pass complete short right to Vernon Davis for 18 yards (tackle by Thomas DeCoud),0.530,4.040
2,12:04,1,10,ATL 23,14,7,Glen Coffee middle for 2 yards (tackle by Mike Peterson),4.040,3.770
2,11:22,2,8,ATL 21,14,7,Shaun Hill pass incomplete short right intended for Isaac Bruce (defended by Curtis Lofton),3.770,3.070
2,11:16,,,,14,7,Timeout #3 by San Francisco 49ers,0.000,3.070
2,11:16,3,8,ATL 21,14,7,Shaun Hill pass incomplete deep right intended for Isaac Bruce,3.070,2.060
2,11:11,4,8,ATL 21,14,10,Joe Nedney 39 yard field goal good,2.060,3.000
2,,,,SFO 30,14,10,"Joe Nedney kicks off 66 yards, returned by Eric Weems for 19 yards (tackle by Curtis Taylor)",0.000,0.480
2,11:03,1,10,ATL 23,14,10,Matt Ryan pass complete short middle to Michael Jenkins for 15 yards (tackle by Dashon Goldson),0.480,1.470
2,10:27,1,10,ATL 38,14,10,Jerious Norwood left end for 1 yard (tackle by Justin Smith),1.470,1.060
2,9:48,2,9,ATL 39,14,10,"Matt Ryan pass complete short right to Jerious Norwood for -6 yards (tackle by Manny Lawson). Jerious Norwood fumbles (forced by Manny Lawson), recovered by Michael Lewis at ATL-33. Penalty on Jason Snelling: Illegal Block Above the (Declined)",1.060,-3.380
,,,,,,,"ATL challenged the fumble ruling, and the play was upheld.",,
2,9:40,1,10,ATL 33,14,10,Shaun Hill pass complete short right to Vernon Davis for 3 yards (tackle by Curtis Lofton),3.380,3.240
2,9:05,2,7,ATL 30,14,10,Shaun Hill pass incomplete short middle intended for Isaac Bruce,3.240,2.540
2,9:01,3,7,ATL 30,14,10,Shaun Hill sacked by Kroy Biermann for -6 yards,2.540,0.880
2,8:33,4,13,ATL 36,14,10,Andy Lee punts 32 yards,0.880,0.380
2,8:22,1,10,ATL 4,14,10,Michael Turner middle for 2 yards (tackle by Aubrayo Franklin),-0.380,-0.630
2,7:43,2,8,ATL 6,14,10,Matt Ryan pass complete short right to Jason Snelling for 4 yards (tackle by Manny Lawson),-0.630,-0.720
2,7:13,3,4,ATL 10,20,10,"Matt Ryan pass complete short left to Roddy White for 90 yards, touchdown. Penalty on Roddy White: Unsportsmanlike Conduct, 15 yards",-0.720,7.000
2,,,,SFO 2,21,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 15,21,10,"Michael Koenen kicks off 68 yards, returned by Delanie Walker for 21 yards (tackle by Tony Gilbert). Delanie Walker fumbles (forced by Tony Gilbert), recovered by Kroy Biermann at SFO-38 (tackle by Delanie Walker)",0.000,-3.050
2,6:51,1,10,SFO 38,21,10,Michael Turner left end for 33 yards (tackle by Michael Lewis),3.050,6.060
2,6:26,1,5,SFO 5,21,10,Michael Turner middle for 2 yards (tackle by Isaac Sopoaga and Dashon Goldson),6.060,5.530
2,5:44,,,,21,10,Timeout #2 by Atlanta Falcons,0.000,5.530
2,5:44,2,3,SFO 3,27,10,"Michael Turner right guard for 3 yards, touchdown",5.530,7.000
2,,,,SFO 2,28,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,28,10,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,5:40,1,10,SFO 20,28,10,Glen Coffee middle for 2 yards (tackle by Curtis Lofton),0.280,0.000
2,5:06,2,8,SFO 22,28,10,Shaun Hill pass incomplete short middle intended for Vernon Davis (defended by Curtis Lofton),0.000,-0.690
2,5:01,3,8,SFO 22,28,10,Shaun Hill pass incomplete short left intended for Josh Morgan,-0.690,-1.900
2,4:57,4,8,SFO 22,28,10,"Andy Lee punts 49 yards, returned by Eric Weems for 2 yards (tackle by Delanie Walker). Penalty on Delanie Walker: Unnecessary Roughness, 15 yards",-1.900,-1.990
2,4:46,1,10,ATL 46,28,10,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",1.990,1.660
2,4:46,1,15,ATL 41,28,10,Matt Ryan pass complete short right to Tony Gonzalez for 12 yards (tackle by Michael Lewis),1.660,2.400
2,4:08,2,3,SFO 47,28,10,"Penalty on Roddy White: False Start, 5 yards (no play)",2.400,1.720
2,3:43,2,8,ATL 48,28,10,Matt Ryan pass complete short left to Justin Peelle for 12 yards (tackle by Dashon Goldson and Parys Haralson),1.720,2.920
2,3:07,1,10,SFO 40,28,10,Matt Ryan pass complete short right to Tony Gonzalez for 10 yards (tackle by Michael Lewis),2.920,3.580
2,2:26,1,10,SFO 30,28,10,Michael Turner left end for 5 yards (tackle by Patrick Willis and Michael Lewis),3.580,3.710
2,2:00,2,5,SFO 25,28,10,Matt Ryan pass complete deep middle to Roddy White for 24 yards (tackle by Dashon Goldson),3.710,6.970
2,1:21,1,1,SFO 1,34,10,"Michael Turner middle for 1 yard, touchdown",6.970,7.000
2,,,,SFO 2,35,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,35,10,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,1:14,1,10,SFO 20,35,10,Shaun Hill pass complete short right to Glen Coffee for 2 yards (tackle by John Abraham),0.280,0.000
2,0:54,2,8,SFO 22,35,10,Shaun Hill middle for 12 yards (tackle by Curtis Lofton),0.000,1.200
2,0:32,1,10,SFO 34,35,10,Shaun Hill sacked by John Abraham for -6 yards,1.200,-0.150
2,0:11,2,16,SFO 28,35,10,"Shaun Hill pass complete short right to Glen Coffee for 8 yards (tackle by Curtis Lofton and Erik Coleman). Penalty on Vernon Davis: Offensive Holding, 10 yards",-0.150,-0.420
2,0:03,2,18,SFO 26,35,10,Glen Coffee middle for 12 yards (tackle by Curtis Lofton),-0.420,0.500
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,35,10,"Michael Koenen kicks off 70 yards, returned by Delanie Walker for 17 yards (tackle by Coy Wire)",0.000,-0.060
3,14:54,1,10,SFO 17,35,10,Shaun Hill pass complete short middle to Josh Morgan for 12 yards (tackle by Brent Grimes),-0.060,0.870
3,14:14,1,10,SFO 29,35,10,Shaun Hill pass complete deep right to Delanie Walker for 39 yards (tackle by Erik Coleman and Brian Williams),0.870,3.450
3,13:46,1,10,ATL 32,35,10,Glen Coffee middle for 2 yards (tackle by Jamaal Anderson and Curtis Lofton),3.450,3.170
3,13:05,2,8,ATL 30,35,10,Shaun Hill pass incomplete short right intended for Isaac Bruce,3.170,2.480
3,13:01,3,8,ATL 30,35,10,Shaun Hill pass incomplete short left intended for Josh Morgan,2.480,1.410
3,13:01,4,8,ATL 30,35,10,Joe Nedney 48 yard field goal no good,1.410,-1.470
3,12:52,1,10,ATL 38,35,10,Matt Ryan pass complete short right to Roddy White for 15 yards (tackle by Shawntae Spencer),1.470,2.460
3,12:30,1,10,SFO 47,35,10,Michael Turner middle for -3 yards (tackle by Parys Haralson),2.460,1.510
3,11:52,2,13,,35,10,Michael Turner middle for 16 yards (tackle by Michael Lewis),1.510,3.310
3,11:08,1,10,SFO 34,35,10,Michael Turner right end for no gain (tackle by Nate Clements),3.310,2.770
3,10:39,2,10,SFO 34,35,10,Matt Ryan pass incomplete short right intended for Jason Snelling,2.770,2.080
3,10:34,3,10,SFO 34,35,10,"Matt Ryan pass complete short left to Tony Gonzalez for 6 yards (tackle by Dre' Bly). Penalty on Dre' Bly: Face Mask (15 Yards), 14 yards",2.080,4.650
3,10:05,1,10,SFO 14,35,10,"Michael Turner right tackle for 1 yard (tackle by Patrick Willis). Michael Turner fumbles (forced by Patrick Willis), recovered by Michael Turner at SFO-13",4.650,4.160
3,9:43,2,9,SFO 13,35,10,"Matt Ryan pass incomplete short middle intended for Roddy White is intercepted by Dre' Bly at SFO-9 and returned for 31 yards. Dre' Bly fumbles (forced by Roddy White), recovered by Todd McClure at SFO-44 (tackle by Parys Haralson)",4.160,2.650
3,9:31,1,10,SFO 44,35,10,Michael Turner middle for 1 yard (tackle by Justin Smith),2.650,2.250
3,8:51,2,9,SFO 43,35,10,Jerious Norwood right tackle for 6 yards (tackle by Patrick Willis),2.250,2.350
3,8:07,3,3,SFO 37,35,10,Matt Ryan pass complete short left to Tony Gonzalez for 9 yards (tackle by Dre' Bly),2.350,3.710
3,7:22,1,10,SFO 28,35,10,Michael Turner left guard for 4 yards (tackle by Manny Lawson),3.710,3.710
3,6:43,2,6,SFO 24,35,10,Michael Turner right tackle for 2 yards (tackle by Patrick Willis and Demetric Evans),3.710,3.270
3,5:59,3,4,SFO 22,35,10,Matt Ryan pass incomplete short right intended for Tony Gonzalez,3.270,2.070
3,5:59,4,4,SFO 22,38,10,Jason Elam 40 yard field goal good,2.070,3.000
3,,,,ATL 30,38,10,"Michael Koenen kicks off 59 yards, returned by Michael Robinson for 13 yards (tackle by Eric Weems)",0.000,0.540
3,5:46,1,10,SFO 24,38,10,Shaun Hill pass incomplete deep middle intended for Brandon Jones,0.540,0.000
3,5:40,2,10,SFO 24,38,10,Shaun Hill pass incomplete deep right intended for Josh Morgan,0.000,-0.690
3,5:34,3,10,SFO 24,38,10,Shaun Hill pass complete short left to Glen Coffee for 6 yards (tackle by Brian Williams),-0.690,-1.370
3,5:04,4,4,SFO 30,38,10,"Andy Lee punts 51 yards, returned by Eric Weems for 10 yards (tackle by Delanie Walker)",-1.370,-0.870
3,4:51,1,10,ATL 29,38,10,Michael Turner right tackle for 1 yard (tackle by Ahmad Brooks),0.870,0.460
3,4:12,2,9,ATL 30,38,10,"Matt Ryan pass complete short left to Jason Snelling for 5 yards (tackle by Patrick Willis and Aubrayo Franklin). Jason Snelling fumbles (forced by Patrick Willis), recovered by Sam Baker at ATL-36",0.460,0.560
3,3:20,,,,38,10,Timeout #1 by Atlanta Falcons,0.000,0.560
3,3:20,3,3,ATL 36,38,10,"Matt Ryan pass complete short middle to Jerious Norwood for 12 yards (tackle by Nate Clements). Penalty on Tony Gonzalez: Offensive Pass Interfere, 10 yards (no play)",0.560,-0.760
3,2:58,3,13,ATL 26,38,10,Matt Ryan pass incomplete deep left intended for Michael Jenkins,-0.760,-1.630
3,2:52,4,13,ATL 26,38,10,Michael Koenen punts 39 yards,-1.630,-1.270
3,2:45,1,10,SFO 35,38,10,Shaun Hill pass incomplete short right intended for Vernon Davis,1.270,0.720
3,2:40,2,10,SFO 35,38,10,Shaun Hill pass incomplete short left intended for Vernon Davis (defended by Mike Peterson),0.720,0.040
3,2:36,3,10,SFO 35,38,10,Shaun Hill pass complete short right to Glen Coffee for 5 yards (tackle by Brent Grimes),0.040,-0.720
3,2:04,4,5,SFO 40,38,10,"Andy Lee punts 39 yards, returned by Eric Weems for 3 yards (tackle by Micheal Spurlock)",-0.720,-0.540
3,1:54,1,10,ATL 24,38,10,Michael Turner left guard for 3 yards (tackle by Takeo Spikes),0.540,0.400
3,1:11,2,7,ATL 27,38,10,Matt Ryan pass complete short left to Jason Snelling for 6 yards (tackle by Nate Clements),0.400,0.500
3,0:32,3,1,ATL 33,38,10,Matt Ryan middle for 2 yards (tackle by Takeo Spikes),0.500,1.270
Quarter,Time,Down,ToGo,Location,ATL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 35,38,10,Jerious Norwood right end for -1 yards (tackle by Nate Clements),1.270,0.590
4,14:19,2,11,ATL 34,38,10,Matt Ryan pass complete short left to Roddy White for 10 yards (tackle by Nate Clements),0.590,1.220
4,13:34,3,1,ATL 44,38,10,Jason Snelling middle for 2 yards (tackle by Takeo Spikes),1.220,1.990
4,12:48,1,10,ATL 46,38,10,Jerious Norwood left guard for 2 yards (tackle by Isaac Sopoaga),1.990,1.720
4,12:08,2,8,ATL 48,38,10,Matt Ryan pass complete deep left to Michael Jenkins for 20 yards (tackle by Dashon Goldson),1.720,3.450
4,11:22,1,10,SFO 32,38,10,Jerious Norwood right tackle for 9 yards (tackle by Takeo Spikes and Patrick Willis),3.450,4.120
4,10:38,2,1,SFO 23,38,10,Jason Snelling left guard for 3 yards (tackle by Patrick Willis and Takeo Spikes),4.120,4.240
4,9:54,1,10,SFO 20,38,10,Jerious Norwood right end for 14 yards (tackle by Mark Roman),4.240,5.830
4,9:16,1,6,SFO 6,38,10,Jerious Norwood right guard for 2 yards (tackle by Manny Lawson),5.830,5.340
4,8:31,2,4,SFO 4,38,10,"Matt Ryan pass incomplete short left intended for Tony Gonzalez. Penalty on Dashon Goldson: Defensive Pass Interfere, 3 yards (no play)",5.340,6.970
4,8:27,1,1,SFO 1,44,10,"Matt Ryan right end for 1 yard, touchdown",6.970,7.000
4,,,,SFO 2,45,10,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,45,10,"Michael Koenen kicks off 66 yards, returned by Delanie Walker for 18 yards (tackle by Coy Wire)",0.000,0.410
4,8:13,1,10,SFO 22,45,10,Glen Coffee middle for 1 yard (tackle by Jamaal Anderson and Chevis Jackson),0.410,0.000
4,7:34,2,9,SFO 23,45,10,Shaun Hill pass complete short right to Vernon Davis for 4 yards (tackle by Thomas DeCoud),0.000,-0.160
4,6:52,3,5,SFO 27,45,10,Shaun Hill pass complete short middle to Arnaz Battle for 9 yards (tackle by Erik Coleman and Coy Wire),-0.160,1.330
4,6:16,1,10,SFO 36,45,10,"Shaun Hill pass complete short left to Arnaz Battle for 2 yards (tackle by Chris Houston). Penalty on Josh Morgan: Offensive Pass Interfere, 10 yards (no play)",1.330,0.670
4,5:48,1,20,SFO 26,45,10,Shaun Hill pass complete short right to Josh Morgan for 5 yards (tackle by Kroy Biermann and Stephen Nicholas),0.670,0.120
4,5:03,2,15,SFO 31,45,10,Shaun Hill middle for 22 yards (tackle by Chevis Jackson),0.120,2.460
4,4:24,1,10,ATL 47,45,10,"Shaun Hill pass incomplete deep left intended for Josh Morgan. Penalty on Chris Houston: Defensive Pass Interfere, 25 yards (no play)",2.460,4.110
4,4:18,1,10,ATL 22,45,10,Shaun Hill pass incomplete deep right intended for Vernon Davis (defended by Thomas DeCoud),4.110,3.560
4,4:13,2,10,ATL 22,45,10,Shaun Hill pass complete short middle to Vernon Davis for 9 yards (tackle by Erik Coleman),3.560,4.390
4,3:30,3,1,ATL 13,45,10,Moran Norris middle for 2 yards (tackle by Chauncey Davis),4.390,4.840
4,2:49,1,10,ATL 11,45,10,Shaun Hill pass incomplete short right intended for Delanie Walker,4.840,4.140
4,2:40,2,10,ATL 11,45,10,Shaun Hill pass incomplete short right intended for Jason Hill (defended by Brent Grimes),4.140,3.130
4,2:35,3,10,ATL 11,45,10,Shaun Hill sacked by Thomas Johnson for -7 yards,3.130,2.250
4,2:00,4,17,ATL 18,45,10,Shaun Hill pass incomplete deep left intended for Josh Morgan,2.250,-0.040
4,1:53,1,10,ATL 18,45,10,"Chris Redman kneels for -1 yards. Penalty on Takeo Spikes: Unnecessary Roughness, 15 yards",0.040,1.070
4,1:45,,,,45,10,Timeout #1 by San Francisco 49ers,0.000,1.070
4,1:45,1,10,ATL 32,45,10,Chris Redman kneels for no gain,1.070,0.530
4,1:37,,,,45,10,Timeout #2 by San Francisco 49ers,0.000,0.530
4,1:37,2,10,ATL 32,45,10,Jerious Norwood middle for 2 yards (tackle by Mark Roman),0.530,0.100
4,1:25,,,,45,10,Timeout #3 by San Francisco 49ers,0.000,0.100
4,1:25,3,8,ATL 34,45,10,Jerious Norwood left guard for no gain (tackle by Aubrayo Franklin),0.100,-1.110
4,0:39,,,,45,10,Timeout #2 by Atlanta Falcons,0.000,-1.110
4,0:39,4,8,ATL 34,45,10,"Michael Koenen punts 48 yards, returned by Arnaz Battle for 2 yards (tackle by Stephen Nicholas)",-1.110,-0.280
4,0:26,1,10,SFO 20,45,10,Shaun Hill pass complete deep middle to Vernon Davis for 17 yards (tackle by Thomas DeCoud and Tony Gilbert),0.280,1.400
4,0:06,1,10,SFO 37,45,10,Shaun Hill pass incomplete short left intended for Michael Robinson,1.400,0.860
4,0:01,2,10,SFO 37,45,10,Shaun Hill pass incomplete deep left intended for Brandon Jones,0.860,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
