Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"John Carney kicks off 65 yards, returned by Miles Austin for 29 yards (tackle by Terrell Thomas)",0.000,1.200
1,14:55,1,10,DAL 34,0,0,Marion Barber right tackle for no gain (tackle by James Butler),1.200,0.660
1,14:20,2,10,DAL 34,0,0,Tony Romo pass incomplete short left intended for Jason Witten,0.660,-0.030
1,14:18,3,10,DAL 34,0,0,Tony Romo pass incomplete deep left intended for Terrell Owens,-0.030,-1.110
1,14:12,4,10,DAL 34,0,0,"Sam Paulescu punts 46 yards, returned by R.W. McQuarters for 6 yards (tackle by L.P. Ladouceur)",-1.110,-0.670
1,13:59,1,10,NYG 26,0,0,"Eli Manning sacked by DeMarcus Ware for -9 yards. Eli Manning fumbles (forced by DeMarcus Ware), recovered by Rich Seubert at NYG-17",0.670,-1.220
1,13:14,2,19,NYG 17,0,0,Derrick Ward left tackle for 2 yards (tackle by Zach Thomas),-1.220,-1.580
1,12:37,3,17,NYG 19,0,0,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,-1.580,-2.140
1,12:31,4,17,NYG 19,0,0,"Jeff Feagles punts 43 yards, returned by Patrick Crayton for 6 yards (tackle by James Butler)",-2.140,-1.860
1,12:21,1,10,DAL 44,0,0,"Penalty on Jason Witten: False Start, 5 yards (no play)",1.860,1.530
1,12:21,1,15,DAL 39,0,0,Marion Barber right end for -3 yards (tackle by James Butler),1.530,0.240
1,11:43,2,18,DAL 36,0,0,--,0.240,0.230
1,11:10,3,13,DAL 41,0,0,Tony Romo pass incomplete short right intended for Jason Witten,0.230,-0.650
1,11:04,4,13,DAL 41,0,0,"Sam Paulescu punts 38 yards, fair catch by R.W. McQuarters. Penalty on Chase Blackburn: Running Into the Kicker, 5 yards (no play)",-0.650,-0.320
1,10:56,4,8,DAL 46,0,0,"Sam Paulescu punts 44 yards, fair catch by R.W. McQuarters",-0.320,0.380
1,10:46,1,10,NYG 10,0,0,"Derrick Ward right guard for no gain (tackle by Zach Thomas). Penalty on Rich Seubert: Illegal Formation, 5 yards (no play)",-0.380,-0.570
1,10:24,1,15,NYG 5,0,0,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Chris L. Canty),-0.570,-0.230
1,9:40,2,4,NYG 16,0,0,Eli Manning pass incomplete short left intended for Amani Toomer (defended by Chris L. Canty),-0.230,-0.720
1,9:34,3,4,NYG 16,0,0,"Eli Manning pass incomplete short right intended for Domenik Hixon. Penalty on Terence Newman: Defensive Pass Interference, 32 yards (no play)",-0.720,2.130
1,9:29,1,10,NYG 48,0,0,Derrick Ward right tackle for 3 yards (tackle by Anthony Spencer),2.130,1.990
1,8:52,2,7,DAL 49,0,0,Derrick Ward left end for 9 yards (tackle by Keith Davis),1.990,2.920
1,8:08,1,10,DAL 40,0,0,Eli Manning pass incomplete short middle intended for Derrick Ward,2.920,2.370
1,8:02,2,10,DAL 40,0,0,Derrick Ward left tackle for 5 yards (tackle by DeMarcus Ware),2.370,2.340
1,7:21,3,5,DAL 35,0,0,Eli Manning pass incomplete short right intended for Steve Smith,2.340,0.980
1,7:21,4,5,DAL 35,0,0,"Penalty on Zak DeOssie: False Start, 5 yards (no play)",0.980,0.590
1,7:15,4,10,DAL 40,0,0,Jeff Feagles punts 34 yards,0.590,0.380
1,7:08,1,10,DAL 6,0,0,"Tony Romo pass complete short right to Jason Witten for 3 yards. Tony Romo fumbles, recovered by Tony Romo at DAL-4",-0.380,-0.560
1,7:08,2,7,DAL 9,0,0,Tony Romo pass complete short left to Marion Barber for 10 yards (tackle by Corey Webster),-0.560,0.150
1,5:56,1,10,DAL 19,0,0,Tashard Choice up the middle for 6 yards (tackle by Danny Clark),0.150,0.480
1,5:13,2,4,DAL 25,0,0,Tony Romo pass incomplete short right intended for Tashard Choice,0.480,-0.290
1,5:13,3,4,DAL 25,0,0,"Penalty on Flozell Adams: False Start, 5 yards (no play)",-0.290,-0.940
1,5:07,3,9,DAL 20,0,0,Tony Romo pass complete short middle to Patrick Crayton for 15 yards (tackle by Kenny Phillips),-0.940,1.270
1,4:26,1,10,DAL 35,0,0,Marion Barber up the middle for -3 yards (tackle by Barry Cofield),1.270,0.320
1,3:45,2,13,DAL 32,0,0,Tony Romo pass complete short middle to Terrell Owens for 25 yards (tackle by Aaron Ross),0.320,2.720
1,2:56,1,10,NYG 43,0,0,Tony Romo pass complete short right to Marion Barber for 14 yards (tackle by James Butler),2.720,3.640
1,2:25,1,10,NYG 29,0,0,Tashard Choice right tackle for 2 yards (tackle by Corey Webster),3.640,3.370
1,1:46,2,8,NYG 27,0,0,Tony Romo sacked by Renaldo Wynn for -6 yards,3.370,1.880
1,1:10,3,14,NYG 33,0,0,Tony Romo sacked by Jay Alford for -7 yards. Penalty on Leonard Davis: Offensive Holding (Declined),1.880,0.590
1,0:56,4,21,NYG 40,0,0,"Penalty on Justin Rogers: False Start, 5 yards (no play)",0.590,0.270
1,0:41,4,26,NYG 45,0,0,"Sam Paulescu punts 45 yards, touchback",0.270,-0.280
1,0:29,1,10,NYG 20,0,0,Ahmad Bradshaw left end for -1 yards (tackle by Jay Ratliff),0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,NYG 19,0,0,Eli Manning sacked by Bradie James for -6 yards,-0.460,-2.190
2,14:25,3,17,NYG 13,0,0,Eli Manning pass complete short left to Derrick Ward for 2 yards (tackle by Kevin Burnett),-2.190,-2.440
2,13:38,4,15,NYG 15,0,0,"Jeff Feagles punts 54 yards, returned by Patrick Crayton for 11 yards (tackle by Terrell Thomas)",-2.440,-1.730
2,13:26,1,10,DAL 42,0,0,Tony Romo sacked by Mathias Kiwanuka for -4 yards,1.730,0.650
2,12:45,2,14,DAL 38,0,0,Tony Romo pass complete short right to Tashard Choice for 22 yards (tackle by Mathias Kiwanuka),0.650,2.920
2,11:55,1,10,NYG 40,0,0,Tony Romo pass complete short left to Terrell Owens for 6 yards (tackle by Michael Johnson),2.920,3.180
2,11:20,2,4,NYG 34,0,6,"Tony Romo pass complete deep right to Patrick Crayton for 34 yards, touchdown",3.180,7.000
,,,,,,,"NYG challenged the illegal forward pass ruling, and the play was upheld.",,
2,,,,NYG 2,0,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,0,7,"Nick Folk kicks off 67 yards, returned by Sinorice Moss for 15 yards (tackle by Keith Davis)",0.000,0.040
2,11:06,1,10,NYG 18,0,7,Eli Manning pass complete short left to Amani Toomer for 13 yards (tackle by Anthony Henry),0.040,1.000
2,10:26,1,10,NYG 31,0,7,Eli Manning pass complete short left to Kevin Boss for 23 yards (tackle by Bradie James),1.000,2.520
