#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:30,WAS 21,6,2:44,16,Punt
2,1,5:52,WAS 27,6,3:21,33,Interception
3,1,1:02,WAS 29,3,2:10,-6,Punt
4,2,11:27,WAS 7,3,1:42,9,Punt
5,2,9:45,WAS 26,3,1:57,-3,Punt
6,2,3:49,WAS 20,7,2:42,80,Touchdown
7,2,0:53,WAS 48,7,0:53,20,Field Goal
8,3,15:00,WAS 27,3,1:14,3,Punt
9,3,11:58,WAS 20,5,1:44,27,Punt
10,3,4:01,WAS 24,5,2:08,19,Punt
11,4,13:37,WAS 27,6,3:10,18,Punt
12,4,7:25,KAN 45,4,0:39,20,Fumble
13,4,5:10,WAS 33,4,0:47,7,Downs
14,4,2:22,WAS 34,4,0:39,9,Downs
