Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
1,,,,KAN 35,0,3,"Ryan Succop kicks off 64 yards, returned by Randall Cobb for 25 yards (tackle by Jackie Battle)",0.000,0.670
1,8:50,1,10,GNB 26,0,3,Aaron Rodgers pass complete short right to Donald Driver for 5 yards,0.670,0.810
1,8:24,2,5,GNB 31,0,3,Ryan Grant right tackle for 2 yards (tackle by Jovan Belcher),0.810,0.370
1,7:46,3,3,GNB 33,0,3,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley,0.370,-1.180
1,7:38,4,3,GNB 33,0,3,"Tim Masthay punts 51 yards, out of bounds. Penalty on Jeremy Horne: Roughing the Kicker, 15 yards (no play)",-1.180,2.130
1,7:34,1,10,GNB 48,0,3,Ryan Grant left tackle for 5 yards (tackle by Derrick O. Johnson),2.130,2.260
1,6:57,2,5,KAN 47,0,3,Ryan Grant up the middle for 4 yards (tackle by Amon Gordon),2.260,2.080
1,6:24,3,1,KAN 43,0,3,Ryan Grant right guard for 5 yards (tackle by Glenn Dorsey),2.080,3.050
1,5:42,1,10,KAN 38,0,3,"Aaron Rodgers sacked by Tamba Hali for -7 yards. Aaron Rodgers fumbles (forced by Derrick O. Johnson), recovered by T.J. Lang at KAN-46",3.050,1.430
1,4:48,2,18,KAN 46,0,3,"Penalty on KAN: Encroachment, 5 yards (no play)",1.430,2.100
1,4:30,2,13,KAN 41,0,3,Aaron Rodgers pass incomplete short middle intended for Ryan Grant (defended by Derrick O. Johnson),2.100,1.420
1,4:25,3,13,KAN 41,0,3,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson. Penalty on Jordy Nelson: Offensive Pass Interference (Declined),1.420,0.530
1,4:17,4,13,KAN 41,0,3,"Mason Crosby 59 yard field goal no good. Penalty on KAN: Defensive 12 On-field, 5 yards (no play)",0.530,0.880
1,4:14,4,8,KAN 36,0,3,Mason Crosby 54 yard field goal no good,0.880,-1.860
1,4:09,1,10,KAN 44,0,3,Kyle Orton pass complete short right to Steve Breaston for 12 yards (tackle by Charles Woodson),1.860,2.650
1,3:32,1,10,GNB 44,0,3,Dexter McCluster left tackle for 3 yards (tackle by Erik Walden),2.650,2.520
1,2:55,2,7,GNB 41,0,3,Kyle Orton pass complete short left to Steve Breaston for 8 yards (tackle by Erik Walden),2.520,3.380
1,2:19,1,10,GNB 33,0,3,Thomas Jones right end for 3 yards (tackle by Charles Woodson),3.380,3.240
1,1:40,2,7,GNB 30,0,3,Kyle Orton pass complete short left to Le'Ron McClain for 12 yards (tackle by D.J. Smith),3.240,4.370
1,1:01,1,10,GNB 18,0,3,Jackie Battle up the middle for 4 yards (tackle by Morgan Burnett),4.370,4.430
1,0:24,2,6,GNB 14,0,3,Kyle Orton pass incomplete short left intended for Jonathan Baldwin (defended by Tramon Williams),4.430,3.630
1,0:19,3,6,GNB 14,0,3,Kyle Orton pass incomplete short left intended for Dwayne Bowe,3.630,2.530
1,0:15,4,6,GNB 14,0,6,Ryan Succop 32 yard field goal good,2.530,3.000
1,,,,KAN 35,0,6,"Ryan Succop kicks off 73 yards, touchback",0.000,0.280
1,0:11,1,10,GNB 20,0,6,"Aaron Rodgers pass incomplete short right intended for Jordy Nelson. Penalty on Jordy Nelson: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
1,0:07,1,20,GNB 10,0,6,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,-0.760,-1.510
1,0:02,2,20,GNB 10,0,6,Aaron Rodgers pass complete short left to Randall Cobb for 13 yards (tackle by Javier Arenas),-1.510,-0.560
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,GNB 23,0,6,Aaron Rodgers pass complete short right to Randall Cobb for 16 yards (tackle by Kendrick Lewis),-0.560,1.530
2,14:15,1,10,GNB 39,0,6,Ryan Grant up the middle for 4 yards (tackle by Justin Houston),1.530,1.530
2,13:44,2,6,GNB 43,0,6,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,1.530,0.830
2,13:40,3,6,GNB 43,0,6,Aaron Rodgers pass complete short left to James Jones for 8 yards (tackle by Brandon Carr),0.830,2.320
2,13:13,1,10,KAN 49,0,6,Aaron Rodgers pass incomplete short left intended for Ryan Grant,2.320,1.780
2,13:10,2,10,KAN 49,0,6,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley,1.780,1.090
2,13:02,3,10,KAN 49,0,6,Aaron Rodgers pass incomplete short right intended for Donald Driver,1.090,0.000
2,12:58,4,10,KAN 49,0,6,Tim Masthay punts 34 yards,0.000,0.220
2,12:48,1,10,KAN 15,0,6,Thomas Jones up the middle for 6 yards (tackle by Morgan Burnett),-0.220,0.210
2,12:15,2,4,KAN 21,0,6,Kyle Orton pass complete short right to Dwayne Bowe for 14 yards (tackle by Charles Woodson),0.210,1.270
2,11:40,1,10,KAN 35,0,6,Kyle Orton pass complete short right to Anthony Becht for 4 yards (tackle by Charles Woodson),1.270,1.260
2,11:03,2,6,KAN 39,0,6,Thomas Jones up the middle for 1 yard (tackle by Clay Matthews),1.260,0.700
2,10:19,3,5,KAN 40,0,6,Kyle Orton pass complete short right to Dwayne Bowe for 7 yards (tackle by Sam Shields),0.700,2.060
2,9:41,1,10,KAN 47,0,6,Jackie Battle up the middle for 3 yards (tackle by Howard Green),2.060,1.920
2,9:02,2,7,,0,6,Kyle Orton pass complete short right to Jackie Battle for 7 yards (tackle by A.J. Hawk),1.920,2.720
2,8:15,1,10,GNB 43,0,6,Jackie Battle up the middle for 3 yards (tackle by Clay Matthews),2.720,2.580
2,7:36,2,7,GNB 40,0,6,Kyle Orton pass complete short right to Dwayne Bowe for 15 yards (tackle by Charlie Peprah),2.580,3.910
2,7:01,1,10,GNB 25,0,6,Dexter McCluster right tackle for -1 yards (tackle by D.J. Smith),3.910,3.230
2,6:22,2,11,GNB 26,0,6,Kyle Orton pass complete short left to Steve Breaston for 14 yards (tackle by A.J. Hawk),3.230,4.780
2,5:44,1,10,GNB 12,0,6,Thomas Jones right end for 9 yards (tackle by Charles Woodson and Erik Walden),4.780,5.790
2,4:59,,,,0,6,Timeout #1 by Kansas City Chiefs,0.000,5.790
2,4:59,2,1,GNB 3,0,6,Jackie Battle left end for -1 yards (tackle by Charles Woodson),5.790,4.840
2,4:22,3,2,GNB 4,0,6,Thomas Jones right guard for 1 yard (tackle by Charles Woodson),4.840,3.060
2,3:39,4,1,GNB 3,0,6,Jackie Battle up the middle for no gain (tackle by C.J. Wilson),3.060,0.380
2,3:28,1,10,GNB 3,0,6,John Kuhn up the middle for no gain (tackle by Jovan Belcher),-0.380,-0.780
2,2:47,2,10,GNB 3,0,6,Aaron Rodgers pass incomplete deep left intended for Donald Driver,-0.780,-1.420
2,2:40,,,,0,6,Timeout #2 by Kansas City Chiefs,0.000,-1.420
2,2:40,3,10,GNB 3,0,6,Aaron Rodgers pass complete short right to James Jones for 9 yards (tackle by Brandon Flowers),-1.420,-2.490
2,2:08,4,1,GNB 12,0,6,Tim Masthay punts 71 yards,-2.490,0.060
2,1:57,1,10,KAN 17,0,6,Dexter McCluster up the middle for 1 yard (tackle by Charles Woodson),-0.060,-0.420
2,1:51,,,,0,6,Timeout #1 by Green Bay Packers,0.000,-0.420
2,1:51,2,9,KAN 18,0,6,Dexter McCluster left guard for 4 yards (tackle by Morgan Burnett),-0.420,-0.620
2,1:08,3,5,KAN 22,0,6,Kyle Orton pass complete short left to Dexter McCluster for 3 yards (tackle by Erik Walden),-0.620,-1.700
2,0:59,,,,0,6,Timeout #2 by Green Bay Packers,0.000,-1.700
2,0:59,4,2,KAN 25,0,6,"Dustin Colquitt punts 54 yards, returned by Randall Cobb for 6 yards (tackle by Jeremy Horne). Penalty on Jarrett Bush: Offensive Holding, 12 yards",-1.700,0.380
2,0:47,1,10,GNB 9,0,6,Ryan Grant up the middle for 18 yards (tackle by Kendrick Lewis and Sabby Piscitelli),-0.380,0.740
2,0:32,1,10,GNB 27,0,6,Aaron Rodgers spiked the ball,0.740,0.200
2,0:32,2,10,GNB 27,0,6,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Javier Arenas),0.200,0.560
2,0:15,3,2,GNB 35,0,6,Aaron Rodgers pass incomplete short left intended for James Jones (defended by Wallace Gilberry),0.560,-1.040
2,0:13,,,,0,6,Timeout #3 by Kansas City Chiefs,0.000,-1.040
2,0:13,4,2,GNB 35,0,6,"Tim Masthay punts 54 yards, returned by Javier Arenas for 9 yards (tackle by Patrick Lee)",-1.040,-0.280
2,0:01,1,10,KAN 20,0,6,Kyle Orton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,0,6,"Ryan Succop kicks off 69 yards, returned by Randall Cobb for 16 yards (tackle by Jalil Brown)",0.000,-0.350
3,14:56,1,10,GNB 12,0,6,Ryan Grant right end for 13 yards (tackle by Travis Daniels),-0.350,0.610
3,14:19,1,10,GNB 25,0,6,Randall Cobb up the middle for 4 yards (tackle by Justin Houston),0.610,0.600
3,13:47,2,6,GNB 29,0,6,Ryan Grant right tackle for 5 yards (tackle by Justin Houston),0.600,0.560
3,13:09,3,1,GNB 34,0,6,John Kuhn up the middle for no gain (tackle by Derrick O. Johnson),0.560,-1.110
3,12:33,4,1,GNB 34,0,6,"Tim Masthay punts 61 yards, returned by Javier Arenas for 18 yards (tackle by Brett Goode). Penalty on Jalil Brown: Offensive Holding, 10 yards, Penalty on Sabby Piscitelli: Illegal Block Above the Waist (Declined)",-1.110,0.380
3,12:22,1,10,KAN 5,0,6,Thomas Jones up the middle for 4 yards (tackle by D.J. Smith),-0.380,-0.490
3,11:53,2,6,KAN 9,0,6,Thomas Jones right tackle for 3 yards (tackle by Charles Woodson),-0.490,-0.600
3,11:11,3,3,KAN 12,0,6,Thomas Jones up the middle for -3 yards (tackle by Jarius Wynn),-0.600,-2.490
3,10:34,4,6,KAN 9,0,6,"Dustin Colquitt punts 45 yards, fair catch by Randall Cobb",-2.490,-1.990
3,10:25,1,10,GNB 46,0,6,Ryan Grant for 6 yards (tackle by Derrick O. Johnson),1.990,2.260
3,9:54,2,4,KAN 48,0,6,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,2.260,1.550
3,9:48,3,4,KAN 48,0,6,Aaron Rodgers pass complete deep left to Jermichael Finley for 41 yards (tackle by Sabby Piscitelli),1.550,5.600
3,9:02,1,7,KAN 7,0,6,Aaron Rodgers pass incomplete,5.600,4.760
3,8:54,2,7,KAN 7,0,6,Aaron Rodgers left guard for 5 yards (tackle by Derrick O. Johnson),4.760,4.950
3,8:08,3,2,KAN 2,6,6,"Aaron Rodgers pass complete short left to Donald Driver for 2 yards, touchdown",4.950,7.000
3,,,,KAN 2,7,6,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,7,6,"Mason Crosby kicks off 66 yards, returned by Dexter McCluster for 27 yards (tackle by Sam Shields). Penalty on Sabby Piscitelli: Offensive Holding, 10 yards",0.000,-0.370
3,7:57,1,10,KAN 11,7,6,Kyle Orton pass complete deep left to Leonard Pope for 39 yards (tackle by Tramon Williams),-0.370,2.260
3,7:13,1,10,,7,6,Kyle Orton pass incomplete deep middle intended for Jonathan Baldwin,2.260,1.710
3,7:04,2,10,,7,6,Kyle Orton pass complete short right to Jonathan Baldwin for 17 yards (tackle by Morgan Burnett and Tramon Williams),1.710,3.380
3,6:16,1,10,GNB 33,7,6,Thomas Jones up the middle for 5 yards (tackle by D.J. Smith),3.380,3.510
3,5:40,2,5,GNB 28,7,6,"Thomas Jones right tackle for 3 yards (tackle by D.J. Smith). Penalty on KAN: Illegal Shift, 5 yards (no play)",3.510,2.840
3,5:19,2,10,GNB 33,7,6,Kyle Orton pass complete short right to Le'Ron McClain for -4 yards (tackle by Clay Matthews and D.J. Smith),2.840,1.620
3,4:35,,,,7,6,Timeout #1 by Kansas City Chiefs,0.000,1.620
3,4:35,3,14,GNB 37,7,6,Kyle Orton pass complete short left to Le'Ron McClain for 9 yards (tackle by Erik Walden),1.620,1.630
3,3:50,4,5,GNB 28,7,9,Ryan Succop 46 yard field goal good,1.630,3.000
3,,,,KAN 35,7,9,"Ryan Succop kicks off 70 yards, returned by Randall Cobb for 27 yards (tackle by Cory Greenwood)",0.000,0.410
3,3:39,1,10,GNB 22,7,9,Aaron Rodgers pass complete short middle to Ryan Grant for 6 yards (tackle by Derrick O. Johnson),0.410,0.680
3,2:57,2,4,GNB 28,7,9,Aaron Rodgers up the middle for 19 yards (tackle by Brandon Carr),0.680,2.060
3,2:12,1,10,GNB 47,7,9,Ryan Grant right end for 1 yard (tackle by Glenn Dorsey and Tyson Jackson),2.060,1.650
3,1:27,2,9,GNB 48,7,9,Aaron Rodgers pass complete short right to Jermichael Finley for 11 yards (tackle by Travis Daniels),1.650,2.850
3,1:27,1,10,KAN 41,7,9,"Penalty on Derek Sherrod: False Start, 5 yards (no play)",2.850,2.520
3,0:13,1,15,KAN 46,7,9,Aaron Rodgers pass incomplete deep left intended for James Jones (defended by Brandon Carr),2.520,1.630
,,,,,,,"KAN challenged the pass completion ruling, and the play was upheld.",,
3,0:04,2,15,KAN 46,7,9,Aaron Rodgers pass complete short left to Ryan Grant for 7 yards (tackle by Derrick O. Johnson),1.630,1.880
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,KAN 39,7,9,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley (defended by Sabby Piscitelli),1.880,0.660
4,14:56,4,8,KAN 39,7,9,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley,0.660,-1.530
4,14:49,1,10,KAN 39,7,9,Kyle Orton pass complete deep middle to Steve Breaston for 16 yards (tackle by Charlie Peprah),1.530,2.590
4,14:10,1,10,GNB 45,7,9,Le'Ron McClain left end for 9 yards (tackle by D.J. Smith),2.590,3.260
4,13:28,2,1,GNB 36,7,9,Kyle Orton pass complete deep right to Leonard Pope for 33 yards (tackle by Charlie Peprah),3.260,6.510
4,12:58,1,3,GNB 3,7,9,Thomas Jones left end for -2 yards (tackle by A.J. Hawk and D.J. Smith),6.510,5.150
4,12:14,2,5,GNB 5,7,9,Kyle Orton pass incomplete short left intended for Jonathan Baldwin (defended by Charles Woodson),5.150,4.260
4,12:11,3,5,GNB 5,7,9,"Penalty on Branden Albert: False Start, 5 yards (no play)",4.260,3.130
4,12:11,3,10,GNB 10,7,9,Kyle Orton pass complete short middle to Dexter McCluster for 8 yards (tackle by Clay Matthews),3.130,3.250
4,11:31,4,2,GNB 2,7,12,Ryan Succop 20 yard field goal good,3.250,3.000
4,,,,KAN 35,7,12,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
4,11:28,1,10,GNB 20,7,12,Ryan Grant right tackle for 3 yards (tackle by Tamba Hali),0.280,0.140
4,10:51,2,7,GNB 23,7,12,Aaron Rodgers pass complete short right to Ryan Grant for 22 yards (tackle by Jovan Belcher),0.140,1.930
4,10:10,1,10,GNB 45,7,12,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley (defended by Kendrick Lewis),1.930,1.380
4,10:02,2,10,GNB 45,7,12,Ryan Grant up the middle for no gain (tackle by Wallace Gilberry),1.380,0.700
4,9:22,3,10,GNB 45,7,12,Aaron Rodgers sacked by Allen Bailey for -9 yards,0.700,-0.980
4,9:01,4,19,GNB 36,7,12,"Tim Masthay punts 47 yards, returned by Javier Arenas for 17 yards (tackle by Jamari Lattimore)",-0.980,-1.200
4,8:50,1,10,KAN 34,7,12,Steve Breaston left end for 25 yards (tackle by Morgan Burnett),1.200,2.850
4,8:20,1,10,GNB 41,7,12,Kyle Orton pass incomplete deep left intended for Steve Breaston,2.850,2.310
4,8:15,2,10,GNB 41,7,12,Kyle Orton pass complete short right to Dwayne Bowe for 13 yards (tackle by D.J. Smith),2.310,3.710
4,7:35,1,10,GNB 28,7,12,Le'Ron McClain up the middle for 7 yards (tackle by Charlie Peprah),3.710,4.110
4,6:58,2,3,GNB 21,7,12,Kyle Orton pass complete short middle to Anthony Becht for 16 yards (tackle by Charlie Peprah),4.110,6.060
4,6:17,1,5,GNB 5,7,12,Thomas Jones up the middle for 1 yard (tackle by C.J. Wilson),6.060,5.340
4,5:37,2,4,GNB 4,7,12,Le'Ron McClain up the middle for 3 yards (tackle by B.J. Raji),5.340,5.170
4,4:57,3,1,GNB 1,7,18,"Jackie Battle up the middle for 1 yard, touchdown",5.170,7.000
4,,,,GNB 2,7,19,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 35,7,19,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
4,4:53,1,10,GNB 20,7,19,Aaron Rodgers sacked by Tamba Hali for 0 yards,0.280,-0.270
4,4:25,2,10,GNB 20,7,19,Aaron Rodgers pass complete short right to Randall Cobb for 16 yards (tackle by Justin Houston and Javier Arenas),-0.270,1.330
4,4:02,1,10,GNB 36,7,19,"Aaron Rodgers pass complete short left to Randall Cobb for 17 yards. Penalty on Jordy Nelson: Illegal Motion, 5 yards (no play)",1.330,1.000
4,3:57,1,15,GNB 31,7,19,Aaron Rodgers sacked by Tamba Hali for -5 yards,1.000,-0.560
4,3:35,2,20,GNB 26,7,19,Aaron Rodgers pass complete deep right to Jordy Nelson for 22 yards (tackle by Travis Daniels),-0.560,2.130
4,3:12,1,10,GNB 48,7,19,Aaron Rodgers pass complete short right to John Kuhn for 11 yards (tackle by Brandon Flowers),2.130,2.850
4,3:12,1,10,KAN 41,7,19,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",2.850,2.520
4,2:46,1,15,KAN 46,7,19,Aaron Rodgers pass complete deep middle to Jermichael Finley for 31 yards (tackle by Sabby Piscitelli),2.520,4.580
4,2:22,1,10,KAN 15,7,19,Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards (tackle by Javier Arenas),4.580,5.220
4,2:16,2,3,KAN 8,7,19,Aaron Rodgers pass incomplete short middle intended for Tom Crabtree,5.220,4.450
4,2:12,3,3,KAN 8,13,19,"Aaron Rodgers right end for 8 yards, touchdown",4.450,7.000
4,,,,KAN 2,14,19,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,14,19,Mason Crosby kicks onside 21 yards,0.000,1.860
4,2:03,1,10,KAN 44,14,19,Thomas Jones up the middle for 6 yards (tackle by Charlie Peprah),1.860,2.130
4,1:55,2,4,,14,19,Thomas Jones left end for 7 yards (tackle by Tramon Williams),2.130,2.720
4,1:47,,,,14,19,Timeout #1 by Green Bay Packers,0.000,2.720
4,1:47,1,10,GNB 43,14,19,Jackie Battle up the middle for 4 yards (tackle by A.J. Hawk),2.720,2.720
4,1:42,,,,14,19,Timeout #2 by Green Bay Packers,0.000,2.720
4,1:42,2,6,GNB 39,14,19,Jackie Battle left end for 15 yards (tackle by A.J. Hawk and D.J. Smith),2.720,3.970
4,1:34,,,,14,19,Timeout #3 by Green Bay Packers,0.000,3.970
4,1:34,1,10,GNB 24,14,19,Kyle Orton kneels for -2 yards,3.970,3.160
4,0:57,2,12,GNB 26,14,19,Kyle Orton kneels for -1 yards,3.160,2.350
4,0:27,3,13,GNB 27,14,19,Kyle Orton kneels for -1 yards,2.350,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
