Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Odell Beckham Jr.,CLE,8,5,81,2,5,80,16.0,1,0.2,16.9,0,,0,0.0,0,135.9
Austin Hooper,CLE,7,5,34,1,3,23,4.6,11,2.2,5.3,0,,0,0.0,0,121.4
Jarvis Landry,CLE,6,5,48,0,4,36,7.2,12,2.4,11.3,1,5.0,0,0.0,0,100.0
Harrison Bryant,CLE,4,4,37,0,2,19,4.8,18,4.5,4.8,1,4.0,0,0.0,0,105.2
Dontrell Hilliard,CLE,1,1,2,0,0,0,0.0,2,2.0,0.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,DAL,16,12,134,1,10,66,5.5,68,5.7,8.1,1,12.0,0,0.0,1,94.3
Ezekiel Elliott,DAL,8,8,71,0,4,-11,-1.4,82,10.3,-1.4,1,8.0,0,0.0,0,103.6
CeeDee Lamb,DAL,7,5,79,2,3,73,14.6,6,1.2,13.4,0,,0,0.0,0,148.2
Noah Brown,DAL,4,4,43,0,1,29,7.3,14,3.5,7.3,0,,0,0.0,0,111.5
Dalton Schultz,DAL,8,4,72,1,3,43,10.8,29,7.3,11.9,1,4.0,1,12.5,0,120.8
Cedrick Wilson Jr.,DAL,6,3,34,0,3,28,9.3,6,2.0,12.5,0,,1,16.7,0,67.4
Blake Bell,DAL,2,2,24,0,2,16,8.0,8,4.0,8.0,0,,0,0.0,0,116.7
Michael Gallup,DAL,5,2,29,0,2,27,13.5,2,1.0,16.8,0,,0,0.0,0,59.6
Tony Pollard,DAL,2,1,16,0,1,-4,-4.0,20,20.0,0.0,2,0.5,1,50.0,0,77.1
