Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Ernest Johnson,CLE,13,95,0,5,53,4.1,42,3.2,1,13.0
Kareem Hunt,CLE,11,71,2,5,29,2.6,42,3.8,0,
Nick Chubb,CLE,6,43,0,2,17,2.8,26,4.3,1,6.0
Dontrell Hilliard,CLE,5,19,0,2,3,0.6,16,3.2,1,5.0
Baker Mayfield,CLE,3,6,0,0,6,2.0,0,0.0,0,
Odell Beckham Jr.,CLE,2,73,1,2,19,9.5,54,27.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,12,54,0,3,30,2.5,24,2.0,2,6.0
Tony Pollard,DAL,3,16,1,2,9,3.0,7,2.3,0,
Dak Prescott,DAL,2,12,0,1,9,4.5,3,1.5,0,
CeeDee Lamb,DAL,1,3,0,0,2,2.0,1,1.0,0,
