Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
1,1:51,3,1,KAN 40,0,0,Josh Allen left end for 4 yards (tackle by George Karlaftis),2.280,3.180
1,1:10,1,10,KAN 36,0,0,Josh Allen pass complete short right to Isaiah McKenzie for 5 yards (tackle by Joshua Williams),3.180,3.310
1,0:28,2,5,KAN 31,0,0,Devin Singletary right guard for 9 yards (tackle by Nick Bolton),3.310,4.110
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,13:32,1,10,KAN 22,0,0,"Devin Singletary left end for 7 yards (tackle by Frank Clark and Nick Bolton). Penalty on Gabriel Davis: Offensive Holding, 10 yards (accepted)",4.110,3.910
2,14:32,1,13,KAN 25,0,0,Josh Allen pass incomplete short right,3.910,3.160
2,14:25,2,13,KAN 25,0,0,James Cook left guard for 4 yards (tackle by Carlos Dunlap),3.160,3.010
2,13:41,3,9,KAN 21,0,0,Josh Allen pass incomplete short left intended for Isaiah McKenzie (defended by Justin Reid),3.010,2.060
2,13:36,4,9,KAN 21,3,0,Tyler Bass 39 yard field goal good,2.060,3.000
2,13:32,,,BUF 35,3,0,"Tyler Bass kicks off 62 yards, returned by Isiah Pacheco for 18 yards (tackle by Terrel Bernard and Cameron Lewis)",0.000,0.340
2,13:26,1,10,KAN 21,3,0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Dane Jackson),0.340,1.020
2,12:54,2,1,KAN 30,3,0,Clyde Edwards-Helaire left end for 3 yards (tackle by Ed Oliver),1.020,1.140
2,12:17,1,10,KAN 33,3,0,"Patrick Mahomes pass complete deep left to Travis Kelce for 25 yards (tackle by Damar Hamlin). Penalty on Dane Jackson: Defensive Holding, 5 yards (declined)",1.140,2.790
2,12:04,1,10,BUF 42,3,0,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,2.790,2.240
2,11:57,2,10,BUF 42,3,0,Patrick Mahomes pass incomplete short right,2.240,1.550
2,11:50,3,10,BUF 42,3,0,"Patrick Mahomes pass incomplete intended for Mecole Hardman. Penalty on Trey Smith: Offensive Holding, 10 yards (offset) . Penalty on Siran Neal: Defensive Holding, 5 yards (offset) (no play)",1.550,1.550
2,11:44,3,10,BUF 42,3,6,"Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 42 yards, touchdown",1.550,7.000
2,11:31,,,BUF 15,3,7,Harrison Butker kicks extra point good,0.000,0.000
2,11:31,,,KAN 35,3,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,11:31,1,10,BUF 25,3,7,Devin Singletary right guard for 7 yards (tackle by Derrick Nnadi),0.610,1.010
2,11:00,2,3,BUF 32,3,7,Devin Singletary up the middle for 2 yards (tackle by Nick Bolton),1.010,0.560
2,10:20,3,1,BUF 34,3,7,Josh Allen up the middle for 3 yards (tackle by Chris Jones),0.560,1.400
2,9:46,1,10,BUF 37,3,7,Josh Allen scrambles left end for 6 yards (tackle by Nick Bolton),1.400,1.670
2,9:07,2,4,BUF 43,3,7,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Khalen Saunders and Nick Bolton),1.670,2.460
2,8:24,1,10,KAN 47,3,7,Devin Singletary up the middle for 14 yards (tackle by Juan Thornhill),2.460,3.380
2,7:39,1,10,KAN 33,3,7,Josh Allen pass incomplete short middle,3.380,2.840
2,7:33,2,10,KAN 33,3,7,"Josh Allen pass incomplete deep middle intended for Stefon Diggs. Penalty on Juan Thornhill: Defensive Pass Interference, 23 yards (accepted) (no play)",2.840,4.910
2,7:27,1,10,KAN 10,3,7,Devin Singletary right end for 7 yards (tackle by Joshua Williams),4.910,5.530
2,6:46,2,3,KAN 3,3,7,Josh Allen pass incomplete short middle intended for Gabriel Davis (defended by Darius Harris),5.530,4.720
2,6:41,3,3,KAN 3,3,7,Josh Allen pass incomplete short right intended for Devin Singletary (defended by Chris Jones),4.720,3.040
2,6:37,4,3,KAN 3,3,7,Josh Allen pass incomplete short middle intended for Isaiah McKenzie,3.040,0.380
2,6:33,1,10,KAN 3,3,7,Isiah Pacheco up the middle for 5 yards (tackle by Jordan Phillips),-0.380,-0.420
2,5:55,2,5,KAN 8,3,7,Patrick Mahomes sacked by Shaq Lawson for -5 yards,-0.420,-1.420
2,5:12,,,,,,Timeout #1 by Kansas City Chiefs,,
2,5:12,3,10,KAN 3,3,7,Patrick Mahomes pass complete short right to Jerick McKinnon for 9 yards (tackle by Tremaine Edmunds),-1.420,-2.490
2,4:36,4,1,KAN 12,3,7,"Tommy Townsend punts 57 yards, fair catch by Khalil Shakir at BUF-31",-2.490,-1.000
2,4:27,1,10,BUF 31,3,7,Josh Allen pass incomplete short left intended for Gabriel Davis,1.000,0.460
2,4:23,2,10,BUF 31,3,7,Devin Singletary up the middle for 3 yards (tackle by Chris Jones and Derrick Nnadi),0.460,0.170
2,3:43,3,7,BUF 34,3,7,"Josh Allen pass incomplete short right intended for Gabriel Davis Penalty on BUF: Ineligible Downfield Pass, 5 yards (declined)",0.170,-1.110
2,3:35,4,7,BUF 34,3,7,"Sam Martin punts 45 yards, returned by Skyy Moore for 6 yards (tackle by Siran Neal)",-1.110,-0.740
2,3:23,1,10,KAN 27,3,7,Isiah Pacheco left guard for 4 yards (tackle by Damar Hamlin),0.740,0.740
2,2:47,2,6,KAN 31,3,7,"Patrick Mahomes pass incomplete short right. Penalty on Kaiir Elam: Defensive Holding, 5 yards (accepted) (no play)",0.740,1.330
2,2:39,1,10,KAN 36,3,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Ed Oliver),1.330,0.790
2,2:35,2,10,KAN 36,3,7,"Penalty on Orlando Brown: False Start, 5 yards (accepted) (no play)",0.790,0.120
2,2:35,2,15,KAN 31,3,7,Patrick Mahomes pass incomplete short right intended for Mecole Hardman (defended by Gregory Rousseau),0.120,-0.560
2,2:33,3,15,KAN 31,3,7,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Siran Neal: Defensive Holding, 5 yards (accepted) (no play)",-0.560,1.330
2,2:27,1,10,KAN 36,3,7,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 13 yards (tackle by Kaiir Elam),1.330,2.190
2,2:15,1,10,KAN 49,3,7,"Penalty on JuJu Smith-Schuster: Taunting / Offense, 15 yards (accepted) (no play)",2.190,1.200
2,2:08,1,10,KAN 34,3,7,Patrick Mahomes pass complete short left to Isiah Pacheco for 12 yards (tackle by Damar Hamlin and Tremaine Edmunds),1.200,1.990
2,1:58,1,10,KAN 46,3,7,Patrick Mahomes pass incomplete deep right intended for Justin Watson,1.990,1.450
2,1:53,2,10,KAN 46,3,7,Patrick Mahomes sacked by Von Miller for -9 yards,1.450,-0.430
2,1:48,,,,,,Timeout #1 by Buffalo Bills,,
2,1:48,3,19,KAN 37,3,7,Patrick Mahomes pass incomplete short left,-0.430,-0.910
2,1:42,4,19,KAN 37,3,7,"Tommy Townsend punts 56 yards, returned by Khalil Shakir for no gain (tackle by Cole Christiansen). Penalty on Tyler Matakevich: Illegal Block Above the Waist, 3 yards (accepted)",-0.910,0.380
2,1:29,1,10,BUF 4,3,7,"Penalty on Rodger Saffold: False Start, 2 yards (accepted) (no play)",-0.380,-0.460
2,1:29,1,12,BUF 2,3,7,Josh Allen pass incomplete short right intended for Isaiah McKenzie,-0.460,-0.930
2,1:24,2,12,BUF 2,3,7,Josh Allen left guard for -1 yards (tackle by Nick Bolton),-0.930,-1.770
2,1:18,,,,,,Timeout #2 by Kansas City Chiefs,,
2,1:18,3,13,BUF 1,3,7,Josh Allen pass complete deep right to Gabriel Davis for 18 yards (tackle by Joshua Williams),-1.770,0.150
2,0:56,1,10,BUF 19,3,7,Josh Allen pass complete short middle to Dawson Knox for 3 yards (tackle by Nick Bolton),0.150,0.070
2,0:35,2,7,BUF 22,3,7,Josh Allen pass complete to Stefon Diggs for 30 yards (tackle by Jaylen Watson),0.070,2.390
2,0:28,1,10,KAN 48,3,7,Josh Allen pass complete short right to Khalil Shakir for 14 yards (tackle by Justin Reid and Juan Thornhill),2.390,3.310
2,0:22,,,,,,Timeout #2 by Buffalo Bills,,
2,0:22,1,10,KAN 34,9,7,"Josh Allen pass complete deep right to Gabriel Davis for 34 yards, touchdown",3.310,7.000
2,0:16,,,KAN 15,10,7,Tyler Bass kicks extra point good,0.000,0.000
2,0:16,,,BUF 35,10,7,"Tyler Bass kicks off 46 yards, returned by Michael Burton for 9 yards (tackle by Cameron Lewis and Terrel Bernard)",0.000,0.810
2,0:12,,,,,,Timeout #3 by Buffalo Bills,,
2,0:12,1,10,KAN 28,10,7,Patrick Mahomes pass complete short right to Jerick McKinnon for 19 yards (tackle by Damar Hamlin),0.810,2.060
2,0:01,1,10,KAN 47,10,7,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Tremaine Edmunds),2.060,2.730
2,0:01,2,1,BUF 44,10,10,Harrison Butker 62 yard field goal good,2.730,3.000
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,10,"Tyler Bass kicks off 64 yards, returned by Isiah Pacheco for 15 yards (tackle by Terrel Bernard)",0.000,-0.140
3,14:55,1,10,KAN 16,10,10,Clyde Edwards-Helaire left guard for 11 yards (tackle by Damar Hamlin),-0.140,0.740
3,14:24,1,10,KAN 27,10,10,Clyde Edwards-Helaire up the middle for 1 yard (tackle by DaQuan Jones),0.740,0.330
3,13:52,2,9,KAN 28,10,10,Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling,0.330,-0.360
3,13:46,3,9,KAN 28,10,10,Patrick Mahomes pass complete short right to Skyy Moore for 24 yards (tackle by Taron Johnson),-0.360,2.390
3,13:07,1,10,BUF 48,10,10,Patrick Mahomes pass incomplete short left,2.390,1.850
3,13:00,2,10,BUF 48,10,10,Clyde Edwards-Helaire right guard for 3 yards (tackle by Tremaine Edmunds and Taron Johnson),1.850,1.550
3,12:23,3,7,BUF 45,10,10,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Siran Neal),1.550,3.120
3,11:42,1,10,BUF 37,10,10,Patrick Mahomes pass complete short right to Noah Gray for 3 yards (tackle by Tremaine Edmunds),3.120,2.980
3,11:06,2,7,BUF 34,10,10,Patrick Mahomes pass incomplete short left,2.980,2.280
3,11:01,,,,,,Timeout #1 by Kansas City Chiefs,,
3,11:01,3,7,BUF 34,10,10,Patrick Mahomes pass complete to Jerick McKinnon for 1 yard (tackle by Kaiir Elam and Taron Johnson),2.280,1.160
3,10:20,4,6,BUF 33,10,10,Harrison Butker 51 yard field goal no good,1.160,-1.660
3,10:15,1,10,BUF 41,10,10,Devin Singletary right end for -1 yards (tackle by Nick Bolton),1.660,0.990
3,9:35,2,11,BUF 40,10,10,Josh Allen pass complete deep left to Dawson Knox for 20 yards (tackle by Juan Thornhill),0.990,2.920
3,9:08,1,10,KAN 40,10,10,Josh Allen pass complete short left to Devin Singletary for 5 yards (tackle by Jaylen Watson),2.920,3.050
3,8:31,2,5,KAN 35,10,10,Josh Allen pass complete short right to Stefon Diggs for 13 yards (tackle by Joshua Williams and George Karlaftis),3.050,4.110
3,7:48,1,10,KAN 22,10,10,Devin Singletary right end for 5 yards (tackle by Darius Harris),4.110,4.290
3,7:08,2,5,KAN 17,16,10,"Josh Allen pass complete deep right to Stefon Diggs for 17 yards, touchdown",4.290,7.000
3,7:02,,,KAN 15,17,10,Tyler Bass kicks extra point good,0.000,0.000
3,7:02,,,BUF 35,17,10,"Tyler Bass kicks off 58 yards, returned by Isiah Pacheco for 10 yards (tackle by Terrel Bernard)",0.000,-0.060
3,6:56,1,10,KAN 17,17,10,Patrick Mahomes pass complete short left to Travis Kelce for 23 yards (tackle by Tremaine Edmunds and Jordan Poyer),-0.060,1.600
3,6:18,1,10,KAN 40,17,10,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 41 yards (tackle by Taron Johnson),1.600,4.310
3,5:33,1,10,BUF 19,17,10,Clyde Edwards-Helaire right end for no gain (tackle by DaQuan Jones),4.310,3.750
3,4:52,2,10,BUF 19,17,10,Patrick Mahomes scrambles right end for 10 yards (tackle by Dane Jackson),3.750,5.140
3,4:17,1,9,BUF 9,17,10,Travis Kelce up the middle for 4 yards (tackle by Shaq Lawson),5.140,5.150
3,3:40,2,5,BUF 5,17,10,Patrick Mahomes scrambles up the middle for 2 yards (tackle by Kaiir Elam and Tremaine Edmunds),5.150,4.720
3,2:50,3,3,BUF 3,17,16,"Patrick Mahomes pass complete short middle to Mecole Hardman for 3 yards, touchdown",4.720,7.000
3,2:44,,,BUF 15,17,17,Harrison Butker kicks extra point good,0.000,0.000
3,2:44,,,KAN 35,17,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,2:44,1,10,BUF 25,17,17,Josh Allen pass complete short left to Isaiah McKenzie for 4 yards (tackle by L'Jarius Sneed),0.610,0.600
3,2:08,2,6,BUF 29,17,17,Josh Allen pass complete short right to Tommy Sweeney for 7 yards (tackle by Joshua Williams),0.600,1.330
3,1:21,1,10,BUF 36,17,17,Josh Allen pass complete short left to Reggie Gilliam for 11 yards (tackle by Nick Bolton),1.330,2.060
3,0:44,1,10,BUF 47,17,17,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Joshua Williams and L'Jarius Sneed),2.060,2.190
3,0:07,2,5,KAN 48,17,17,James Cook right guard for 4 yards (tackle by Justin Reid and Darius Harris),2.190,2.020
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,KAN 44,17,17,Devin Singletary up the middle for -2 yards (tackle by Darius Harris),2.020,0.200
4,14:18,4,3,KAN 46,17,17,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.200,-1.990
4,14:12,1,10,KAN 46,17,17,Clyde Edwards-Helaire right end for 2 yards (tackle by Matt Milano),1.990,1.720
4,13:39,2,8,KAN 48,17,17,Patrick Mahomes pass complete short middle to Travis Kelce for 10 yards (tackle by Jordan Poyer),1.720,2.790
4,12:55,1,10,BUF 42,17,17,"Patrick Mahomes pass complete deep right to Travis Kelce for no gain (tackle by Kaiir Elam). Penalty on Travis Kelce: Offensive Pass Interference, 10 yards (accepted) (no play)",2.790,2.130
4,12:47,1,20,KAN 48,17,17,Patrick Mahomes pass complete short right to Noah Gray for 7 yards (tackle by Christian Benford),2.130,1.840
4,12:17,2,13,BUF 45,17,17,Patrick Mahomes pass complete deep right to Travis Kelce for 19 yards (tackle by Cameron Lewis),1.840,3.840
4,11:30,1,10,BUF 26,17,17,Patrick Mahomes pass incomplete short left intended for Michael Burton,3.840,3.300
4,11:26,2,10,BUF 26,17,17,Patrick Mahomes pass complete to Isiah Pacheco for -3 yards (tackle by Matt Milano),3.300,2.210
4,10:43,3,13,BUF 29,17,17,Patrick Mahomes scrambles left end for 3 yards (tackle by Von Miller),2.210,1.740
4,9:53,4,10,BUF 26,17,20,Harrison Butker 44 yard field goal good,1.740,3.000
4,9:49,,,KAN 35,17,20,"Harrison Butker kicks off 67 yards, returned by Isaiah McKenzie for 26 yards (tackle by Deon Bush and Jack Cochrane)",0.000,0.540
4,9:44,1,10,BUF 24,17,20,Josh Allen pass complete short right to Devin Singletary for 11 yards (tackle by Darius Harris),0.540,1.270
4,9:13,1,10,BUF 35,17,20,Devin Singletary left guard for no gain (tackle by Frank Clark),1.270,0.720
4,8:36,2,10,BUF 35,17,20,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Joshua Williams),0.720,0.040
4,8:30,3,10,BUF 35,17,20,Josh Allen sacked by Chris Jones for -11 yards,0.040,-1.770
4,7:53,4,21,BUF 24,17,20,"Sam Martin punts 63 yards, recovered by Mecole Hardman at KC-13, returned by Mecole Hardman for 10 yards (tackle by Quintin Morris)",-1.770,-0.480
4,7:36,1,10,KAN 23,17,20,Patrick Mahomes pass complete short left to Travis Kelce for 3 yards (tackle by Jordan Poyer),0.480,0.340
4,7:02,2,7,KAN 26,17,20,Jerick McKinnon left end for 1 yard (tackle by Gregory Rousseau and Tremaine Edmunds),0.340,-0.230
4,6:21,3,6,KAN 27,17,20,Patrick Mahomes sacked by Von Miller for -5 yards,-0.230,-1.900
4,5:44,4,11,KAN 22,17,20,"Tommy Townsend punts 60 yards, returned by Khalil Shakir for 6 yards (tackle by Jack Cochrane)",-1.900,-0.540
4,5:31,1,10,BUF 24,17,20,Josh Allen pass complete short left to Reggie Gilliam for 8 yards (tackle by L'Jarius Sneed),0.540,1.080
4,4:52,2,2,BUF 32,17,20,Devin Singletary left end for 1 yard (tackle by Joshua Williams),1.080,0.500
4,4:07,3,1,BUF 33,17,20,Devin Singletary right end for no gain (tackle by Nick Bolton and L'Jarius Sneed),0.500,-1.180
4,3:46,4,1,BUF 33,17,20,Josh Allen up the middle for 2 yards (tackle by Frank Clark and Darius Harris),-1.180,1.270
4,3:06,1,10,BUF 35,17,20,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Jaylen Watson),1.270,1.400
4,3:02,2,5,BUF 40,17,20,Josh Allen scrambles left end for 3 yards (tackle by Justin Reid),1.400,1.090
4,2:21,3,2,BUF 43,17,20,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Joshua Williams),1.090,2.520
4,2:14,1,10,KAN 46,17,20,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Carlos Dunlap),2.520,1.980
4,2:11,2,10,KAN 46,17,20,Josh Allen pass complete deep right to Stefon Diggs for 18 yards (tackle by Jaylen Watson and Juan Thornhill),1.980,3.710
4,2:00,1,10,KAN 28,17,20,Josh Allen right end for 16 yards (tackle by Nick Bolton),3.710,4.780
4,1:53,1,10,KAN 12,17,20,Josh Allen left end for -2 yards (tackle by Frank Clark and L'Jarius Sneed),4.780,3.790
4,1:09,2,12,KAN 14,23,20,"Josh Allen pass complete short left to Dawson Knox for 14 yards, touchdown",3.790,7.000
4,1:04,,,KAN 15,24,20,Tyler Bass kicks extra point good,0.000,0.000
4,1:04,,,BUF 35,24,20,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,1:04,1,10,KAN 25,24,20,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Siran Neal: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
4,0:56,1,10,KAN 30,24,20,Patrick Mahomes pass short right intended for Skyy Moore is intercepted by Taron Johnson at KC-32 and returned for 2 yards (tackle by JuJu Smith-Schuster),0.940,-3.580
4,0:51,1,10,KAN 30,24,20,Devin Singletary left guard for 6 yards (tackle by Leo Chenal and Khalen Saunders),3.580,3.840
4,0:46,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:46,2,4,KAN 24,24,20,Josh Allen kneels for -4 yards,3.840,2.610
4,0:43,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:43,3,8,KAN 28,24,20,Josh Allen kneels for -4 yards,2.610,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
