Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,WAS 20,0,0,Kirk Cousins sacked by Demarcus Lawrence and Barry Church for -5 yards,0.280,-1.070
1,14:20,2,15,WAS 15,0,0,Kirk Cousins pass complete short left to DeSean Jackson for 9 yards (tackle by Barry Church),-1.070,-0.430
1,13:48,3,6,WAS 24,0,0,"Kirk Cousins sacked by Demarcus Lawrence for -10 yards. Kirk Cousins fumbles (forced by Demarcus Lawrence), recovered by Kirk Cousins at WAS-14",-0.430,-2.470
1,13:18,4,16,WAS 14,0,0,"Tress Way punts 51 yards, returned by Lucky Whitehead for 26 yards (tackle by Mason Foster). Penalty on DAL: Defensive 12 On-field, 5 yards (no play)",-2.470,-2.140
1,13:05,4,11,WAS 19,0,0,"Tress Way punts 53 yards, returned by Lucky Whitehead for 23 yards (tackle by Tress Way). Penalty on Devin Street: Offensive Holding, 10 yards",-2.140,-1.200
1,12:50,1,10,DAL 34,0,0,Matt Cassel pass incomplete deep middle intended for Dez Bryant,1.200,0.660
1,12:46,2,10,DAL 34,0,0,"Darren McFadden right guard for 4 yards (tackle by Dashon Goldson). Darren McFadden fumbles (forced by Dashon Goldson), recovered by Dashon Goldson at DAL-38",0.660,-3.050
1,12:36,1,10,DAL 38,0,0,Alfred Morris left tackle for 3 yards (tackle by Brandon Carr),3.050,2.910
1,11:59,2,7,DAL 35,0,0,Alfred Morris left end for -1 yards (tackle by Nick Hayden),2.910,2.080
1,11:23,3,8,DAL 36,0,0,Kirk Cousins pass incomplete deep left intended for DeSean Jackson,2.080,0.880
1,11:17,4,8,DAL 36,0,0,Tress Way punts 31 yards,0.880,0.380
1,11:10,1,10,DAL 5,0,0,Darren McFadden right end for 5 yards (tackle by Mason Foster),-0.380,-0.420
1,10:32,2,5,DAL 10,0,0,Darren McFadden left tackle for no gain (tackle by William Compton and Mason Foster),-0.420,-0.840
1,9:47,3,5,DAL 10,0,0,Matt Cassel pass incomplete short middle intended for Cole Beasley,-0.840,-2.490
1,9:43,4,5,DAL 10,0,0,"Chris Jones punts 50 yards, returned by Jamison Crowder for 15 yards (tackle by James Hanna). Penalty on Carlos Fields: Illegal Block Above the Waist, 10 yards",-2.490,-1.400
1,9:30,1,10,WAS 37,0,0,Alfred Morris right end for 2 yards (tackle by Barry Church),1.400,1.130
1,8:55,2,8,WAS 39,0,0,"Kirk Cousins pass complete short left to Pierre Garcon for 7 yards (tackle by Byron Jones). Penalty on Jordan Reed: Offensive Pass Interference, 10 yards (no play)",1.130,-0.220
1,8:30,2,18,WAS 29,0,0,Matt Jones right tackle for 1 yard (tackle by Greg Hardy and Barry Church),-0.220,-0.760
1,7:51,3,17,WAS 30,0,0,Kirk Cousins pass complete short middle to Pierre Garcon for no gain,-0.760,-1.370
1,7:20,4,17,WAS 30,0,0,"Tress Way punts 35 yards, out of bounds",-1.370,-1.270
1,7:12,1,10,DAL 35,0,0,Lucky Whitehead right end for 13 yards (tackle by DeAngelo Hall),1.270,2.130
1,6:29,1,10,DAL 48,0,0,Matt Cassel pass incomplete short middle intended for Dez Bryant,2.130,1.580
1,6:25,2,10,DAL 48,0,0,Darren McFadden left guard for 1 yard (tackle by Mason Foster and Kedric Golston),1.580,1.020
1,5:41,3,9,DAL 49,0,0,Matt Cassel pass incomplete deep right intended for Terrance Williams,1.020,-0.130
1,5:35,4,9,DAL 49,0,0,"Chris Jones punts 38 yards, fair catch by Jamison Crowder",-0.130,0.320
1,5:28,1,10,WAS 13,0,0,Alfred Morris left guard for 3 yards (tackle by Byron Jones and Sean Lee),-0.320,-0.440
1,4:55,2,7,WAS 16,0,0,Kirk Cousins pass complete short middle to Jordan Reed for 5 yards (tackle by J.J. Wilcox and Rolando McClain),-0.440,-0.470
1,4:17,3,2,WAS 21,0,0,Kirk Cousins pass complete short left to Chris Thompson for 7 yards (tackle by Morris Claiborne),-0.470,0.810
1,3:47,1,10,WAS 28,0,0,Alfred Morris left end for 3 yards (tackle by Brandon Carr and Tyrone Crawford),0.810,0.670
1,3:05,2,7,WAS 31,0,0,Kirk Cousins pass incomplete short middle intended for Jordan Reed,0.670,-0.030
1,3:00,3,7,WAS 31,0,0,Kirk Cousins sacked by Sean Lee for -11 yards,-0.030,-2.030
1,2:32,4,18,WAS 20,0,0,"Tress Way punts 50 yards, returned by Lucky Whitehead for 11 yards (tackle by William Compton)",-2.030,-1.660
1,2:22,1,10,DAL 41,0,0,"Matt Cassel for -10 yards (tackle by Chris Baker). Matt Cassel fumbles (forced by Chris Baker), recovered by Matt Cassel at DAL-31",1.660,-0.230
1,1:42,2,20,DAL 31,0,0,Matt Cassel pass complete short right to Robert Turbin for -3 yards (tackle by Dashon Goldson),-0.230,-1.290
1,0:57,3,23,DAL 28,0,0,Matt Cassel pass complete short middle to Robert Turbin for 15 yards (tackle by William Compton),-1.290,-0.520
1,0:22,4,8,DAL 43,0,0,"Chris Jones punts 37 yards, fair catch by DeSean Jackson",-0.520,-0.280
1,0:15,1,10,WAS 20,0,0,Alfred Morris left tackle for 2 yards (tackle by Rolando McClain and Nick Hayden),0.280,0.000
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,WAS 22,0,0,Matt Jones left end for 3 yards (tackle by Rolando McClain),0.000,-0.300
2,14:21,3,5,WAS 25,0,0,"Kirk Cousins pass complete short middle to Pierre Garcon for 23 yards (tackle by Byron Jones and Brandon Carr). Penalty on Byron Jones: Face Mask (15 Yards), 15 yards",-0.300,3.120
2,13:54,1,10,DAL 37,0,0,Matt Jones right tackle for 3 yards (tackle by Nick Hayden and Rolando McClain),3.120,2.980
2,13:14,2,7,DAL 34,0,0,"Kirk Cousins pass complete short left to Jamison Crowder for 10 yards (tackle by Barry Church). Penalty on Ryan Grant: Illegal Crackback, 15 yards (no play)",2.980,0.950
2,12:43,2,22,DAL 49,0,0,Kirk Cousins pass complete short middle to Matt Jones for 5 yards (tackle by Barry Church),0.950,0.960
2,12:02,3,17,DAL 44,0,0,Kirk Cousins pass incomplete short left intended for Jordan Reed,0.960,0.330
2,11:57,4,17,DAL 44,0,0,"Tress Way punts 44 yards, touchback",0.330,-0.280
2,11:47,1,10,DAL 20,0,0,"Penalty on Jason Witten: False Start, 5 yards (no play)",0.280,-0.310
2,11:47,1,15,DAL 15,0,0,Matt Cassel pass complete short right to Darren McFadden for 6 yards (tackle by Trent Murphy),-0.310,-0.130
2,11:14,2,9,DAL 21,0,0,Matt Cassel sacked by Trent Murphy for -2 yards,-0.130,-1.140
2,10:29,3,11,DAL 19,0,0,Matt Cassel pass complete short middle to Jason Witten for 12 yards (tackle by DeAngelo Hall and Kyshoen Jarrett),-1.140,1.000
2,9:44,1,10,DAL 31,0,0,"Darren McFadden right end for 6 yards (tackle by Mason Foster and William Compton). Penalty on Ricky Jean-Francois: Defensive Offside, 5 yards, Penalty on Chris Baker: Defensive Offside (Declined) (no play)",1.000,1.730
2,9:18,1,5,DAL 36,0,0,Darren McFadden right end for -2 yards (tackle by Chris Baker),1.730,0.870
2,8:39,2,7,DAL 34,0,0,Matt Cassel pass complete short middle to Jason Witten for 7 yards (tackle by William Compton),0.870,1.660
2,7:58,1,10,DAL 41,0,0,Matt Cassel pass complete deep right to Terrance Williams for 38 yards (tackle by Dashon Goldson),1.660,4.170
2,7:25,1,10,WAS 21,0,0,Darren McFadden right end for 6 yards (tackle by Kyshoen Jarrett),4.170,4.550
2,6:44,2,4,WAS 15,0,0,Matt Cassel pass incomplete,4.550,3.810
2,6:39,3,4,WAS 15,0,0,Matt Cassel pass incomplete short right intended for Cole Beasley,3.810,2.520
2,6:39,4,4,WAS 15,0,0,"Penalty on Charles Brown: False Start, 5 yards (no play)",2.520,2.120
2,6:36,4,9,WAS 20,3,0,Dan Bailey 38 yard field goal good,2.120,3.000
2,6:36,,,DAL 35,3,0,"Dan Bailey kicks off 68 yards, returned by Rashad Ross for 19 yards (tackle by Andrew Gachkar)",0.000,0.140
2,6:26,1,10,WAS 16,3,0,Matt Jones right end for no gain (tackle by Barry Church),-0.140,-0.660
2,5:52,2,10,WAS 16,3,0,Matt Jones left end for -1 yards (tackle by Sean Lee and Barry Church),-0.660,-1.470
2,5:15,3,11,WAS 15,3,0,Kirk Cousins pass complete short middle to Jordan Reed for 12 yards (tackle by Tyler Patmon and Sean Lee),-1.470,0.740
2,4:30,1,10,WAS 27,3,0,Matt Jones left end for 10 yards (tackle by Demarcus Lawrence),0.740,1.400
2,4:04,1,10,WAS 37,3,0,"Kirk Cousins pass incomplete short right intended for Matt Jones. Penalty on Josh LeRibeus: Ineligible Downfield Pass, 5 yards (no play)",1.400,1.070
2,4:00,1,15,WAS 32,3,0,Kirk Cousins pass incomplete deep left intended for Jordan Reed (defended by Morris Claiborne),1.070,0.180
2,3:54,2,15,WAS 32,3,0,Matt Jones left tackle for 9 yards (tackle by Rolando McClain),0.180,0.700
2,3:10,3,6,WAS 41,3,0,Kirk Cousins pass complete short middle to DeSean Jackson for 17 yards (tackle by Barry Church),0.700,2.790
2,2:32,1,10,DAL 42,3,0,Matt Jones middle for -4 yards (tackle by Greg Hardy),2.790,1.700
2,2:00,2,14,DAL 46,3,0,Kirk Cousins pass incomplete short right intended for Jordan Reed,1.700,1.030
2,1:56,3,14,DAL 46,3,0,Kirk Cousins pass complete short middle to Pierre Garcon for 14 yards (tackle by Byron Jones),1.030,3.450
2,1:15,1,10,DAL 32,3,0,Kirk Cousins pass complete short left to DeSean Jackson for 7 yards (tackle by Morris Claiborne),3.450,3.450
2,1:05,1,10,DAL 32,3,0,Timeout #1 by Washington Redskins,3.450,3.850
2,1:05,2,3,DAL 25,3,0,Kirk Cousins pass incomplete short left intended for Jamison Crowder,3.850,3.140
2,1:00,3,3,DAL 25,3,0,"Kirk Cousins pass complete short right to DeSean Jackson for 6 yards (tackle by Morris Claiborne). Penalty on Pierre Garcon: Offensive Pass Interference, 10 yards (no play)",3.140,1.820
2,0:52,3,13,DAL 35,3,0,Kirk Cousins pass complete short left to Chris Thompson for 9 yards (tackle by Barry Church),1.820,1.820
2,0:02,3,13,DAL 35,3,0,Timeout #2 by Washington Redskins,1.820,1.810
2,0:02,4,4,DAL 26,3,3,Dustin Hopkins 45 yard field goal good,1.810,3.000
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,3,3,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,DAL 20,3,3,Darren McFadden right guard for 7 yards (tackle by Bashaud Breeland and William Compton),0.280,0.680
3,14:25,2,3,DAL 27,3,3,Darren McFadden left tackle for 7 yards (tackle by DeAngelo Hall),0.680,1.200
3,13:50,1,10,DAL 34,3,3,"Darren McFadden right end for 7 yards (tackle by Jason Hatcher). Darren McFadden fumbles (forced by Jason Hatcher), recovered by Mason Foster at DAL-41 (tackle by Travis Frederick)",1.200,-2.850
3,13:40,1,10,DAL 41,3,3,Kirk Cousins pass complete short left to Pierre Garcon for 8 yards (tackle by Morris Claiborne and Sean Lee),2.850,3.390
3,13:18,2,2,DAL 33,3,3,Matt Jones right guard for 8 yards (tackle by Rolando McClain),3.390,3.910
3,12:41,1,10,DAL 25,3,3,Matt Jones right tackle for 9 yards (tackle by Rolando McClain and Byron Jones),3.910,4.750
3,11:56,2,1,DAL 16,3,3,Matt Jones left tackle for no gain (tackle by Rolando McClain and Sean Lee),4.750,4.060
3,11:17,3,1,DAL 16,3,3,Matt Jones right guard for -2 yards (tackle by Demarcus Lawrence),4.060,2.350
3,10:37,4,3,DAL 18,3,6,Dustin Hopkins 36 yard field goal good,2.350,3.000
3,10:37,,,WAS 35,3,6,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
3,10:33,1,10,DAL 20,3,6,Matt Cassel pass complete deep right to Terrance Williams for 25 yards (tackle by Dashon Goldson and Bashaud Breeland),0.280,1.930
3,10:01,1,10,DAL 45,3,6,Robert Turbin right end for 2 yards (tackle by Chris Baker),1.930,1.650
3,9:19,2,8,DAL 47,3,6,"Matt Cassel pass complete short middle to Jason Witten for 4 yards (tackle by DeAngelo Hall and Dashon Goldson). Penalty on Jason Witten: Offensive Pass Interference, 10 yards (no play)",1.650,0.300
3,8:50,2,18,DAL 37,3,6,Matt Cassel pass complete short middle to Jason Witten for 9 yards (tackle by Quinton Dunbar),0.300,0.300
3,8:13,2,18,DAL 37,3,6,Timeout #1 by Dallas Cowboys,0.300,0.830
3,8:13,3,9,DAL 46,3,6,"Matt Cassel pass incomplete short middle intended for Dez Bryant (defended by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Pass Interference, 6 yards, Penalty on Jason Hatcher: Defensive Offside (Declined) (no play)",0.830,2.390
3,8:05,1,10,WAS 48,3,6,Matt Cassel pass incomplete deep right intended for Jason Witten,2.390,1.850
3,7:53,2,10,WAS 48,3,6,Robert Turbin left guard for 1 yard (tackle by Ryan Kerrigan and Kyshoen Jarrett),1.850,1.290
3,7:11,3,9,WAS 47,3,6,"Matt Cassel pass incomplete short left intended for Dez Bryant. Penalty on Quinton Dunbar: Defensive Pass Interference, 11 yards (no play)",1.290,3.180
3,7:07,1,10,WAS 36,3,6,Robert Turbin middle for 3 yards (tackle by Jason Hatcher),3.180,3.040
3,6:34,2,7,WAS 33,3,6,Matt Cassel pass complete short right to Jason Witten for 9 yards (tackle by Bashaud Breeland and Kyshoen Jarrett),3.040,3.970
3,5:53,1,10,WAS 24,3,6,Robert Turbin left tackle for 2 yards (tackle by Ricky Jean-Francois and William Compton),3.970,3.700
3,5:08,2,8,WAS 22,3,6,Matt Cassel middle for 7 yards (tackle by Preston Smith),3.700,4.170
3,4:22,3,1,WAS 15,3,6,Robert Turbin middle for -1 yards (tackle by Houston Bates),4.170,2.500
3,3:39,4,2,WAS 16,6,6,Dan Bailey 34 yard field goal good,2.500,3.000
3,3:39,,,DAL 35,6,6,"Dan Bailey kicks off 68 yards, returned by Rashad Ross for 25 yards (tackle by Kyle Wilber)",0.000,-0.410
3,3:26,1,10,WAS 22,6,6,Kirk Cousins left end for 6 yards (tackle by Sean Lee),0.410,0.680
3,2:51,2,4,WAS 28,6,6,Matt Jones left guard for 9 yards (tackle by Jack Crawford),0.680,1.400
3,2:13,1,10,WAS 37,6,6,"Kirk Cousins pass incomplete short right intended for Jordan Reed. Penalty on Brandon Carr: Defensive Holding, 5 yards (no play)",1.400,1.730
3,2:07,1,10,WAS 42,6,6,Kirk Cousins pass complete short right to Jamison Crowder for 7 yards (tackle by Brandon Carr),1.730,2.130
3,1:38,2,3,WAS 49,6,6,Kirk Cousins pass complete short right to Jordan Reed for 16 yards (tackle by Byron Jones). Penalty on Byron Jones: Illegal Use of Hands (Declined),2.130,3.250
