Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
1,6:39,1,10,HOU 44,7,0,"T.J. Yates pass complete deep middle to Owen Daniels for 21 yards (tackle by Reggie Nelson). Penalty on Reggie Nelson: Unnecessary Roughness, 15 yards",1.860,4.240
1,6:16,1,10,CIN 20,7,0,Arian Foster up the middle for 8 yards (tackle by Thomas Howard and Reggie Nelson),4.240,5.040
1,5:43,2,2,CIN 12,7,0,Arian Foster up the middle for 4 yards (tackle by Domata Peko),5.040,5.370
1,5:04,1,8,CIN 8,7,6,"Arian Foster left end for 8 yards, touchdown",5.370,7.000
1,5:04,,,CIN 2,7,7,Neil Rackers kicks extra point good,0.000,0.000
1,4:57,,,HOU 35,7,7,"Neil Rackers kicks off 73 yards, touchback",0.000,0.280
1,4:57,1,10,CIN 20,7,7,"Andy Dalton for no gain. Andy Dalton fumbles, recovered by Chris Pressley at CIN-20",0.280,-0.270
1,4:16,2,10,CIN 20,7,7,Andy Dalton pass complete short left to Jerome Simpson for 8 yards (tackle by Jason Allen),-0.270,0.100
1,3:43,3,2,CIN 28,7,7,Bernard Scott right guard for 3 yards (tackle by Tim Dobbins and Brooks Reed),0.100,1.000
1,3:01,1,10,CIN 31,7,7,Andy Dalton pass complete short left to A.J. Green for 9 yards (tackle by Johnathan Joseph),1.000,1.680
1,2:31,2,1,CIN 40,7,7,Bernard Scott left guard for 1 yard (tackle by DeMeco Ryans),1.680,1.660
1,1:50,1,10,CIN 41,7,7,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",1.660,1.330
1,1:29,1,15,CIN 36,7,7,Andy Dalton pass complete short left to Ryan Whalen for 4 yards (tackle by Jason Allen),1.330,0.990
1,0:46,2,11,CIN 40,7,7,Andy Dalton pass complete short left to Bernard Scott for 8 yards (tackle by Jason Allen and Brian Cushing),0.990,1.360
1,0:02,3,3,CIN 48,7,7,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Johnathan Joseph),1.360,2.520
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 46,7,7,Andy Dalton pass complete short middle to A.J. Green for 21 yards (tackle by Johnathan Joseph and Glover Quin),2.520,3.910
2,14:19,1,10,HOU 25,7,7,Bernard Scott up the middle for 2 yards (tackle by Connor Barwin),3.910,3.630
2,13:38,2,8,HOU 23,7,7,Andy Dalton pass incomplete short left intended for Jermaine Gresham (defended by Tim Jamison),3.630,2.940
2,13:31,3,8,HOU 23,7,7,Andy Dalton sacked by Brooks Reed for -9 yards,2.940,1.240
2,12:52,4,17,HOU 32,7,7,Mike Nugent 50 yard field goal no good,1.240,-1.600
2,12:45,1,10,HOU 40,7,7,T.J. Yates sacked by Geno Atkins for 0 yards,1.600,1.050
2,12:16,2,10,HOU 40,7,7,Arian Foster up the middle for 4 yards (tackle by Thomas Howard),1.050,0.890
2,11:38,3,6,HOU 44,7,7,T.J. Yates pass incomplete short middle intended for Owen Daniels,0.890,-0.460
2,11:33,4,6,HOU 44,7,7,"Matt Turk punts 56 yards, touchback",-0.460,-0.280
2,11:24,1,10,CIN 20,7,7,Andy Dalton pass complete short left to Andrew Hawkins for 8 yards (tackle by DeMeco Ryans and Shaun Cody),0.280,0.810
2,10:44,2,2,CIN 28,7,7,Cedric Benson right guard for 1 yard (tackle by Brooks Reed and Brian Cushing),0.810,0.230
,,,,,,,"CIN challenged the first down ruling, and the play was upheld.",,
2,10:02,3,1,CIN 29,7,7,Andy Dalton up the middle for 2 yards (tackle by Brooks Reed),0.230,1.000
2,9:20,1,10,CIN 31,7,7,"Andy Dalton pass complete short middle to Donald Lee for 36 yards (tackle by Danieal Manning). Penalty on Antonio Smith: Unnecessary Roughness, 15 yards",1.000,4.370
2,8:43,1,10,HOU 18,7,7,Andy Dalton pass complete short left to Cedric Benson for -2 yards (tackle by Johnathan Joseph and Jason Allen),4.370,3.560
2,7:57,2,12,HOU 20,7,7,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Brice McCain),3.560,2.870
2,7:52,3,12,HOU 20,7,7,Andy Dalton pass complete short middle to Brian Leonard for 1 yard (tackle by Connor Barwin),2.870,2.180
2,7:14,4,11,HOU 19,10,7,Mike Nugent 37 yard field goal good,2.180,3.000
2,7:09,,,CIN 35,10,7,"Mike Nugent kicks off 73 yards, touchback",0.000,0.280
2,7:09,1,10,HOU 20,10,7,Arian Foster left guard for no gain (tackle by Jonathan Fanene and Frostee Rucker),0.280,-0.270
2,6:33,,,,10,7,Timeout #1 by Houston Texans,0.000,-0.270
2,6:33,2,10,HOU 20,10,7,T.J. Yates pass complete short right to Kevin Walter for 11 yards (tackle by Nate Clements),-0.270,1.000
2,5:56,1,10,HOU 31,10,7,T.J. Yates pass incomplete deep middle intended for Andre Johnson (defended by Nate Clements),1.000,0.460
2,5:46,2,10,HOU 31,10,7,Arian Foster left guard for 6 yards (tackle by Jonathan Fanene),0.460,0.560
2,5:09,3,4,HOU 37,10,7,T.J. Yates pass complete short middle to Owen Daniels for 8 yards (tackle by Thomas Howard),0.560,1.930
,,,,,,,"CIN challenged the fumble ruling, and the play was upheld.",,
2,4:33,1,10,HOU 45,10,7,Arian Foster right end for 12 yards (tackle by Pacman Jones),1.930,2.720
2,3:49,1,10,CIN 43,10,7,Arian Foster right end for 1 yard (tackle by Nate Clements),2.720,2.310
2,3:27,2,9,CIN 42,10,7,T.J. Yates pass incomplete deep left intended for Owen Daniels,2.310,1.620
2,3:21,3,9,CIN 42,10,7,T.J. Yates pass complete deep right to Andre Johnson for 17 yards (tackle by Kelly Jennings),1.620,3.910
2,2:51,1,10,CIN 25,10,7,Ben Tate right guard for 2 yards (tackle by Jonathan Fanene),3.910,3.630
2,2:10,2,8,CIN 23,10,7,T.J. Yates pass complete short right to Arian Foster for 2 yards (tackle by Manny Lawson),3.630,3.200
2,2:00,3,6,CIN 21,10,7,T.J. Yates pass incomplete deep right intended for Andre Johnson,3.200,2.080
2,1:53,4,6,CIN 21,10,10,Neil Rackers 39 yard field goal good,2.080,3.000
2,1:48,,,HOU 35,10,10,"Neil Rackers kicks off 65 yards, touchback",0.000,0.280
2,1:48,1,10,CIN 20,10,10,Andy Dalton pass complete short middle to Brian Leonard for -1 yards (tackle by Brian Cushing),0.280,-0.460
2,1:26,2,11,CIN 19,10,10,Andy Dalton up the middle for 15 yards (tackle by Danieal Manning),-0.460,1.200
2,0:59,1,10,CIN 34,10,16,"Andy Dalton pass incomplete short middle intended for A.J. Green is intercepted by J.J. Watt at CIN-29 and returned for 29 yards, touchdown",1.200,-7.000
2,,,,CIN 2,10,17,Neil Rackers kicks extra point good,0.000,0.000
2,0:52,,,HOU 35,10,17,"Neil Rackers kicks off 74 yards, touchback",0.000,0.280
2,0:52,1,10,CIN 20,10,17,Brian Leonard left guard for 1 yard (tackle by Antonio Smith and Brian Cushing),0.280,-0.130
2,0:16,2,9,CIN 21,10,17,Brian Leonard up the middle for 19 yards (tackle by Quintin Demps),-0.130,1.600
2,0:08,,,,10,17,Timeout #3 by Cincinnati Bengals,0.000,1.600
2,0:08,1,10,CIN 40,10,17,Andy Dalton sacked by J.J. Watt for -7 yards,1.600,0.110
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,17,"Neil Rackers kicks off 71 yards, returned by Brandon Tate for 22 yards (tackle by Tim Dobbins)",0.000,-0.140
3,14:54,1,10,CIN 16,10,17,Cedric Benson left guard for 7 yards (tackle by Glover Quin),-0.140,0.420
3,14:15,2,3,CIN 23,10,17,Cedric Benson right guard for -2 yards (tackle by Antonio Smith),0.420,-0.700
3,14:15,3,5,CIN 21,10,17,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",-0.700,-1.320
3,13:16,,,,10,17,Timeout #1 by Cincinnati Bengals,0.000,-1.320
3,13:16,3,10,CIN 16,10,17,Andy Dalton pass complete short right to Brian Leonard for 6 yards (tackle by Antonio Smith),-1.320,-1.900
3,12:38,4,4,CIN 22,10,17,"Kevin Huber punts 45 yards, returned by Jacoby Jones for 3 yards (tackle by Jeromy Miles)",-1.900,-1.330
3,12:27,1,10,HOU 36,10,17,Arian Foster right guard for 4 yards (tackle by Manny Lawson),1.330,1.330
3,11:55,2,6,HOU 40,10,17,Arian Foster right guard for 12 yards (tackle by Rey Maualuga),1.330,2.390
3,11:28,1,10,CIN 48,10,17,Ben Tate right guard for 1 yard (tackle by Frostee Rucker and Geno Atkins),2.390,1.980
3,10:49,2,9,CIN 47,10,17,T.J. Yates pass incomplete short middle intended for Andre Johnson,1.980,1.290
3,10:43,3,9,CIN 47,10,17,T.J. Yates sacked by Reggie Nelson for -7 yards,1.290,-0.320
3,10:16,4,16,HOU 46,10,17,"Matt Turk punts 46 yards, fair catch by Brandon Tate",-0.320,0.380
3,10:08,1,10,CIN 8,10,17,Bernard Scott left tackle for -1 yards (tackle by Antonio Smith),-0.380,-0.850
3,9:27,2,11,CIN 7,10,17,Andy Dalton pass complete short left to Bernard Scott for 10 yards (tackle by Brian Cushing),-0.850,-0.370
3,8:42,3,1,CIN 17,10,17,Bernard Scott up the middle for 4 yards (tackle by Brooks Reed),-0.370,0.340
3,8:00,1,10,CIN 21,10,17,Andy Dalton pass complete deep left to Ryan Whalen for 20 yards (tackle by Glover Quin),0.340,1.660
3,7:11,1,10,CIN 41,10,17,Andy Dalton pass incomplete deep left intended for Jerome Simpson,1.660,1.120
3,7:05,2,10,CIN 41,10,17,Bernard Scott up the middle for 2 yards (tackle by Earl Mitchell and Tim Jamison),1.120,0.700
3,6:25,3,8,CIN 43,10,17,Andy Dalton sacked by Antonio Smith for -8 yards,0.700,-1.040
3,6:01,4,16,CIN 35,10,17,"Kevin Huber punts 45 yards, returned by Jacoby Jones for 7 yards (tackle by Clark Harris). Penalty on Mister Alexander: Illegal Block Above the Waist, 10 yards",-1.040,0.060
3,5:45,1,10,HOU 17,10,17,Arian Foster up the middle for 1 yard (tackle by Robert Geathers),-0.060,-0.420
3,5:06,2,9,HOU 18,10,17,T.J. Yates pass complete short middle to Arian Foster for 15 yards (tackle by Reggie Nelson),-0.420,1.140
3,4:38,1,10,HOU 33,10,17,Ben Tate right end for no gain (tackle by Dan Skuta),1.140,0.590
3,3:57,2,10,HOU 33,10,17,T.J. Yates pass complete short middle to Arian Foster for 12 yards (tackle by Chris Crocker),0.590,1.930
3,3:16,1,10,HOU 45,10,17,Arian Foster right tackle for 4 yards (tackle by Jonathan Fanene),1.930,1.920
3,2:39,2,6,HOU 49,10,17,T.J. Yates pass incomplete short right intended for Owen Daniels (defended by Chris Crocker),1.920,1.220
3,2:32,3,6,HOU 49,10,17,T.J. Yates pass complete short middle to Andre Johnson for 9 yards (tackle by Carlos Dunlap),1.220,2.790
3,1:56,1,10,CIN 42,10,17,Arian Foster right guard for 2 yards (tackle by Thomas Howard and Rey Maualuga),2.790,2.510
3,1:18,2,8,CIN 40,10,23,"T.J. Yates pass complete deep left to Andre Johnson for 40 yards, touchdown",2.510,7.000
3,1:18,,,CIN 2,10,24,Neil Rackers kicks extra point good,0.000,0.000
3,1:08,,,HOU 35,10,24,"Neil Rackers kicks off 65 yards, touchback",0.000,0.280
3,1:08,1,10,CIN 20,10,24,Andy Dalton pass incomplete short left intended for Jerome Simpson (defended by Jason Allen),0.280,-0.270
3,1:03,2,10,CIN 20,10,24,Andy Dalton pass complete short middle to Jerome Simpson for 16 yards (tackle by Earl Mitchell and Jason Allen),-0.270,1.330
3,0:25,1,10,CIN 36,10,24,Andy Dalton pass complete short right to Jermaine Gresham for 10 yards (tackle by Danieal Manning),1.330,1.990
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 46,10,24,Andy Dalton sacked by Earl Mitchell for -9 yards,1.990,0.240
4,14:22,2,19,CIN 37,10,24,Andy Dalton pass incomplete deep right intended for Jerome Simpson,0.240,-0.430
4,14:16,3,19,CIN 37,10,24,Andy Dalton pass complete deep left to Jermaine Gresham for 16 yards (tackle by Danieal Manning),-0.430,0.130
4,13:30,,,,10,24,Timeout #1 by Houston Texans,0.000,0.130
4,13:30,4,3,HOU 47,10,24,Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Johnathan Joseph at HOU-25 and returned for -1 yards,0.130,-0.540
4,13:18,1,10,HOU 24,10,24,Arian Foster left guard for 1 yard (tackle by Geno Atkins and Robert Geathers),0.540,0.130
4,12:46,2,9,HOU 25,10,24,T.J. Yates pass complete short right to Andre Johnson for 4 yards (tackle by Nate Clements),0.130,-0.030
4,12:05,3,5,HOU 29,10,24,Arian Foster right end for 7 yards (tackle by Kelly Jennings),-0.030,1.330
4,11:32,1,10,HOU 36,10,24,Arian Foster left end for 6 yards (tackle by Pacman Jones),1.330,1.600
4,10:54,2,4,HOU 42,10,24,Ben Tate left end for 7 yards (tackle by Manny Lawson and Rey Maualuga),1.600,2.190
4,9:59,1,10,HOU 49,10,24,Ben Tate left tackle for 4 yards (tackle by Pacman Jones),2.190,2.190
4,9:14,2,6,CIN 47,10,24,Arian Foster right end for 1 yard (tackle by Domata Peko and Jonathan Fanene),2.190,1.620
4,8:28,3,5,CIN 46,10,24,James Casey left end for no gain (tackle by Thomas Howard),1.620,0.200
4,8:28,4,5,CIN 46,10,24,Penalty on Matt Turk: Delay of Game (Declined),0.200,0.200
4,7:38,4,5,CIN 46,10,24,"Matt Turk punts 42 yards, returned by Brandon Tate for 5 yards (tackle by James Casey)",0.200,0.380
4,7:25,1,10,CIN 9,10,24,Andy Dalton pass complete short right to Jermaine Gresham for 7 yards (tackle by Glover Quin),-0.380,-0.160
4,7:09,2,3,CIN 16,10,24,Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Danieal Manning at CIN-45,-0.160,-2.590
4,7:01,1,10,CIN 45,10,24,Arian Foster left guard for 2 yards (tackle by Manny Lawson),2.590,2.310
4,6:15,2,8,CIN 43,10,24,Arian Foster left tackle for 1 yard (tackle by Chris Crocker),2.310,1.750
4,5:26,3,7,CIN 42,10,30,"Arian Foster right end for 42 yards, touchdown",1.750,7.000
4,5:26,,,CIN 2,10,31,Neil Rackers kicks extra point good,0.000,0.000
4,5:15,,,HOU 35,10,31,"Neil Rackers kicks off 72 yards, touchback",0.000,0.280
4,5:15,1,10,CIN 20,10,31,Andy Dalton pass complete short middle to Brian Leonard for 10 yards (tackle by Kareem Jackson and Earl Mitchell),0.280,0.940
4,4:48,1,10,CIN 30,10,31,Andy Dalton pass complete short left to Jerome Simpson for 9 yards (tackle by Kareem Jackson),0.940,1.610
4,4:42,2,1,CIN 39,10,31,Andy Dalton pass complete short middle to Brian Leonard for 4 yards (tackle by Brian Cushing),1.610,1.800
4,4:16,1,10,CIN 43,10,31,Brian Leonard up the middle for 14 yards (tackle by Connor Barwin and Danieal Manning),1.800,2.720
4,3:50,1,10,HOU 43,10,31,Andy Dalton pass complete short right to Jermaine Gresham for 9 yards (tackle by Johnathan Joseph and Danieal Manning),2.720,3.390
4,3:20,2,1,HOU 34,10,31,Andy Dalton pass complete short middle to Jermaine Gresham for 4 yards (tackle by Glover Quin and Kareem Jackson),3.390,3.580
4,3:17,,,,10,31,Timeout #2 by Cincinnati Bengals,0.000,3.580
4,3:17,1,10,HOU 30,10,31,Andy Dalton pass incomplete short middle intended for Bernard Scott,3.580,3.030
4,3:13,2,10,HOU 30,10,31,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Danieal Manning),3.030,3.010
4,3:08,3,5,HOU 25,10,31,Andy Dalton pass complete short middle to Bernard Scott for 11 yards (tackle by Brian Cushing),3.010,4.650
4,2:42,1,10,HOU 14,10,31,Andy Dalton pass incomplete short left intended for A.J. Green,4.650,4.000
4,2:42,2,10,HOU 14,10,31,"Penalty on Connor Barwin: Neutral Zone Infraction, 5 yards (no play)",4.000,4.900
4,2:37,2,5,HOU 9,10,31,Andy Dalton pass incomplete short middle intended for Andrew Hawkins (defended by Brice McCain),4.900,4.050
4,2:33,3,5,HOU 9,10,31,Andy Dalton pass incomplete short middle intended for Brian Leonard (defended by Earl Mitchell),4.050,2.880
4,2:28,,,,10,31,Timeout #3 by Cincinnati Bengals,0.000,2.880
4,2:28,4,5,HOU 9,10,31,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Johnathan Joseph),2.880,0.380
4,2:23,1,10,HOU 9,10,31,Ben Tate up the middle for 3 yards (tackle by Jonathan Fanene and Manny Lawson),-0.380,-0.560
4,2:00,2,7,HOU 12,10,31,Ben Tate left guard for 6 yards (tackle by Domata Peko),-0.560,-0.370
4,1:14,3,1,HOU 18,10,31,Ben Tate left guard for 9 yards (tackle by Reggie Nelson),-0.370,0.740
4,0:32,1,10,HOU 27,10,31,T.J. Yates kneels for -2 yards,0.740,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
