Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,1,10,KAN 25,0,0,Kareem Hunt middle for 4 yards (tackle by Mario Edwards and Justin Ellis),0.610,0.600
1,14:22,2,6,KAN 29,0,0,Kareem Hunt middle for 5 yards (tackle by Reggie Nelson),0.600,0.560
1,13:43,3,1,KAN 34,0,0,Kareem Hunt middle for 2 yards (tackle by NaVorro Bowman and Bruce Irvin),0.560,1.330
1,13:05,1,10,KAN 36,0,0,Kareem Hunt middle for -1 yards (tackle by Justin Ellis),1.330,0.660
1,12:27,2,11,KAN 35,0,0,Alex Smith pass complete short right to Demarcus Robinson for 16 yards (tackle by Reggie Nelson),0.660,2.320
1,11:49,1,10,OAK 49,0,0,Alex Smith pass complete short middle to Demetrius Harris for 12 yards (tackle by Nicholas Morrow and NaVorro Bowman),2.320,3.120
1,11:11,1,10,OAK 37,0,0,Kareem Hunt right tackle for 2 yards (tackle by Khalil Mack and Karl Joseph),3.120,2.840
1,10:29,2,8,OAK 35,0,0,Alex Smith pass incomplete short left intended for Demarcus Robinson,2.840,2.150
1,10:24,3,8,OAK 35,0,0,Alex Smith pass incomplete short right intended for C.J. Spiller,2.150,0.970
1,10:19,4,8,OAK 35,3,0,Harrison Butker 53 yard field goal good,0.970,3.000
1,10:14,,,KAN 35,3,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,10:14,1,10,OAK 25,3,0,Derek Carr pass complete short left to Amari Cooper for 12 yards (tackle by Terrance Mitchell),0.610,1.400
1,9:37,1,10,OAK 37,3,0,Jalen Richard left tackle for 1 yard (tackle by Bennie Logan),1.400,0.990
1,9:00,2,9,OAK 38,3,0,Derek Carr pass complete short right to Jared Cook for 24 yards (tackle by Eric Murray),0.990,3.050
1,8:19,1,10,KAN 38,3,6,"Derek Carr pass complete deep left to Amari Cooper for 38 yards, touchdown",3.050,7.000
1,8:11,,,KAN 15,3,7,Giorgio Tavecchio kicks extra point good,0.000,0.000
1,8:11,,,OAK 35,3,7,"Giorgio Tavecchio kicks off 67 yards, returned by Jehu Chesson for 20 yards (tackle by Jamize Olawale)",0.000,-0.040
1,8:06,1,10,KAN 18,3,7,Alex Smith pass complete short right to Kareem Hunt for 6 yards (tackle by Karl Joseph),0.040,0.410
1,7:24,2,4,KAN 24,3,7,Kareem Hunt middle for 34 yards (tackle by Nicholas Morrow),0.410,2.790
1,6:42,1,10,OAK 42,3,7,C.J. Spiller right guard for -1 yards (tackle by NaVorro Bowman),2.790,2.110
1,6:03,2,11,OAK 43,3,7,Alex Smith pass complete short right to Akeem Hunt for 1 yard (tackle by David Amerson),2.110,1.550
1,5:26,3,10,OAK 42,3,7,"Alex Smith pass complete short right to Demetrius Harris for 4 yards (tackle by Keith McGill). Penalty on Denico Autry: Roughing the Passer, 15 yards",1.550,4.040
1,5:01,1,10,OAK 23,3,7,Alex Smith pass complete short left to Kareem Hunt for 13 yards (tackle by T.J. Carrie),4.040,4.910
1,4:23,1,10,OAK 10,9,7,"Alex Smith pass complete short left to Travis Kelce for 10 yards, touchdown",4.910,7.000
1,4:17,,,OAK 15,10,7,Harrison Butker kicks extra point good,0.000,0.000
1,4:17,,,KAN 35,10,7,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,4:17,1,10,OAK 25,10,7,Marshawn Lynch right end for 6 yards (tackle by Derrick Johnson and Daniel Sorensen),0.610,0.870
1,3:39,2,4,OAK 31,10,7,Derek Carr pass incomplete short left intended for Amari Cooper (defended by Derrick Johnson),0.870,0.170
1,3:35,3,4,OAK 31,10,7,Derek Carr pass complete short right to Cordarrelle Patterson for 9 yards (tackle by Marcus Peters),0.170,1.600
1,3:07,1,10,OAK 40,10,7,Jalen Richard left guard for -1 yards (tackle by Allen Bailey and Bennie Logan),1.600,0.920
1,2:32,2,11,OAK 39,10,7,Jalen Richard middle for 8 yards (tackle by Justin Houston and Kevin Pierre-Louis),0.920,1.290
1,1:54,3,3,OAK 47,10,7,Derek Carr pass complete short right to Michael Crabtree for 5 yards (tackle by Marcus Peters),1.290,2.390
1,1:23,1,10,KAN 48,10,7,Marshawn Lynch right guard for 3 yards (tackle by Justin Houston),2.390,2.250
1,0:49,2,7,KAN 45,10,13,"Derek Carr pass complete short right to Amari Cooper for 45 yards, touchdown",2.250,7.000
1,0:40,,,KAN 15,10,14,Giorgio Tavecchio kicks extra point good,0.000,0.000
1,0:40,,,OAK 35,10,14,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
1,0:40,1,10,KAN 25,10,14,Alex Smith pass incomplete short right intended for Demetrius Harris,0.610,0.060
1,0:34,2,10,KAN 25,10,14,Alex Smith pass complete short right to Kareem Hunt for 5 yards (tackle by Reggie Nelson and Bruce Irvin),0.060,0.040
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,KAN 30,10,14,Alex Smith pass incomplete short right intended for C.J. Spiller,0.040,-1.370
2,14:56,4,5,KAN 30,10,14,"Dustin Colquitt punts 52 yards, fair catch by Jalen Richard",-1.370,-0.040
2,14:48,1,10,OAK 18,10,14,Derek Carr pass incomplete short right intended for Amari Cooper (defended by Justin Houston),0.040,-0.490
2,14:45,2,10,OAK 18,10,14,DeAndre Washington middle for 3 yards (tackle by Chris Jones),-0.490,-0.790
2,14:14,3,7,OAK 21,10,14,"Derek Carr sacked by Allen Bailey for -5 yards. Derek Carr fumbles (forced by Allen Bailey), recovered by Justin Houston at OAK-16 (tackle by Vadal Alexander). Penalty on Eric Murray: Illegal Contact, 5 yards (no play)",-0.790,0.670
2,14:07,1,10,OAK 26,10,14,DeAndre Washington right tackle for no gain (tackle by Bennie Logan),0.670,0.130
2,13:29,2,10,OAK 26,10,14,Derek Carr pass complete short middle to DeAndre Washington for -2 yards (tackle by Daniel Sorensen and Allen Bailey),0.130,-0.820
2,12:52,3,12,OAK 24,10,14,Derek Carr pass complete deep left to Michael Crabtree for 17 yards (tackle by Terrance Mitchell),-0.820,1.660
2,12:16,1,10,OAK 41,10,14,Derek Carr pass complete short right to Amari Cooper for 14 yards (tackle by Phillip Gaines),1.660,2.590
2,11:47,1,10,KAN 45,10,14,"DeAndre Washington left tackle for 4 yards (tackle by Daniel Sorensen and Frank Zombo). Penalty on Lee Smith: Unnecessary Roughness, 15 yards",2.590,0.560
2,11:15,2,21,OAK 44,10,14,Derek Carr pass incomplete deep middle intended for Seth Roberts,0.560,-0.100
2,11:14,3,21,OAK 44,10,14,Derek Carr pass complete short left to Jalen Richard for 10 yards (tackle by Terrance Mitchell and Derrick Johnson),-0.100,0.200
2,10:31,4,11,KAN 46,10,14,Marquette King punts 45 yards,0.200,0.380
2,10:23,1,10,KAN 1,10,14,Alex Smith pass complete deep right to Demarcus Robinson for 33 yards (tackle by David Amerson),-0.380,1.200
2,9:42,1,10,KAN 34,10,14,Kareem Hunt middle for 2 yards (tackle by NaVorro Bowman and Justin Ellis),1.200,0.930
2,8:59,2,8,KAN 36,16,14,"Alex Smith pass complete deep right to Tyreek Hill for 64 yards, touchdown",0.930,7.000
2,8:51,,,OAK 15,17,14,Harrison Butker kicks extra point good,0.000,0.000
2,8:51,,,KAN 35,17,14,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,8:51,1,10,OAK 25,17,14,Derek Carr pass incomplete short right intended for Cordarrelle Patterson,0.610,0.060
2,8:46,2,10,OAK 25,17,14,Jalen Richard middle for 3 yards (tackle by Derrick Johnson and Bennie Logan),0.060,-0.230
2,8:12,3,7,OAK 28,17,14,Derek Carr pass complete short left to Jalen Richard for 14 yards (tackle by Dee Ford),-0.230,1.730
2,7:35,1,10,OAK 42,17,14,Derek Carr pass complete short middle to Seth Roberts for 15 yards (tackle by Phillip Gaines),1.730,2.720
2,7:09,1,10,KAN 43,17,14,"Derek Carr pass incomplete short right intended for Seth Roberts. Penalty on Donald Penn: Offensive Holding (Declined), Penalty on Gabe Jackson: Offensive Holding, 10 yards (no play)",2.720,2.060
2,7:03,1,20,OAK 47,17,14,Derek Carr pass incomplete deep left intended for Amari Cooper,2.060,0.830
2,6:55,2,20,OAK 47,17,14,Jalen Richard middle for 10 yards (tackle by Ron Parker),0.830,1.490
2,6:12,3,10,KAN 43,17,14,"Derek Carr middle for 1 yard (tackle by Allen Bailey). Penalty on Marcus Peters: Unnecessary Roughness, 14 yards, Penalty on Marshawn Lynch: Disqualification, 15 yards (no play)",1.490,2.650
2,5:48,1,25,KAN 44,17,14,Derek Carr pass incomplete short right intended for Amari Cooper,2.650,1.080
2,5:44,2,25,KAN 44,17,14,Jalen Richard right guard for 9 yards (tackle by Daniel Sorensen and Eric Murray),1.080,1.620
2,4:59,3,16,KAN 35,17,14,Derek Carr pass incomplete short right intended for Seth Roberts (defended by Phillip Gaines),1.620,0.970
2,4:56,4,16,KAN 35,17,14,"Giorgio Tavecchio 53 yard field goal no good, blocked by Eric Murray",0.970,-1.800
2,4:51,1,10,KAN 43,17,14,Alex Smith pass complete short left to De'Anthony Thomas for 2 yards (tackle by Bruce Irvin and Reggie Nelson),1.800,1.520
2,4:13,2,8,KAN 45,17,14,Alex Smith pass complete short right to Tyreek Hill for 5 yards (tackle by NaVorro Bowman),1.520,0.000
2,3:42,,,,,,Timeout #1 by Oakland Raiders,0.000,-1.490
2,3:42,3,3,,17,14,Alex Smith pass complete short right to Tyreek Hill for 11 yards (tackle by David Amerson),1.490,2.980
2,3:14,1,10,OAK 39,17,14,Tyreek Hill right tackle for 7 yards (tackle by NaVorro Bowman),2.980,3.390
2,2:45,2,3,OAK 32,17,14,"Kareem Hunt middle for 6 yards (tackle by NaVorro Bowman). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",3.390,2.040
2,2:18,2,13,OAK 42,17,14,Alex Smith pass complete short right to Kareem Hunt for 6 yards (tackle by Denico Autry),2.040,2.150
2,2:00,3,7,OAK 36,17,14,Alex Smith pass complete short right to Travis Kelce for 8 yards (tackle by Nicholas Morrow),2.150,3.710
2,1:23,1,10,OAK 28,17,14,Alex Smith pass complete short right to Demarcus Robinson for 7 yards (tackle by Dexter McDonald),3.710,4.110
2,1:20,2,3,OAK 21,17,14,Tyreek Hill right end for no gain (tackle by Dexter McDonald),4.110,3.400
2,1:15,3,3,OAK 21,17,14,Alex Smith pass incomplete short left intended for Albert Wilson,3.400,2.160
2,1:09,4,3,OAK 21,20,14,Harrison Butker 39 yard field goal good,2.160,3.000
2,1:06,,,KAN 35,20,14,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,1:04,1,10,OAK 25,20,14,Derek Carr pass complete short middle to Jared Cook for 14 yards (tackle by Terrance Mitchell),0.610,1.530
2,0:59,1,10,OAK 39,20,14,Derek Carr pass incomplete short middle intended for Jamize Olawale,1.530,0.990
2,0:56,2,10,OAK 39,20,14,Derek Carr for 15 yards (tackle by Daniel Sorensen),0.990,2.520
2,0:48,1,10,KAN 46,20,14,"Derek Carr pass incomplete short right intended for Jamize Olawale. Penalty on Justin Houston: Face Mask (15 Yards), 15 yards (no play)",2.520,3.510
2,0:44,1,10,KAN 31,20,14,Derek Carr pass incomplete short middle intended for Amari Cooper (defended by Chris Jones),3.510,2.970
2,0:41,2,10,KAN 31,20,14,Derek Carr pass incomplete deep left intended for Cordarrelle Patterson,2.970,2.280
2,0:35,3,10,KAN 31,20,14,Derek Carr pass complete short right to Amari Cooper for 4 yards (tackle by Ron Parker),2.280,0.000
2,0:03,,,,,,Timeout #2 by Oakland Raiders,0.000,-1.700
2,0:02,4,6,KAN 27,20,14,Giorgio Tavecchio 45 yard field goal no good,1.700,1.200
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,20,14,"Harrison Butker kicks off 69 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Terrance Smith)",0.000,0.220
3,14:57,1,10,OAK 15,20,14,DeAndre Washington left guard for 1 yard (tackle by Rakeem Nunez-Roches),-0.220,-0.580
3,14:19,2,9,OAK 16,20,14,DeAndre Washington middle for 11 yards (tackle by Ron Parker),-0.580,0.740
3,13:45,1,10,OAK 27,20,14,Derek Carr pass complete short left to DeAndre Washington for 10 yards (tackle by Daniel Sorensen and Derrick Johnson),0.740,1.400
3,13:00,1,10,OAK 37,20,14,DeAndre Washington left guard for 1 yard (tackle by Bennie Logan),1.400,0.990
3,12:17,2,9,OAK 38,20,14,Derek Carr pass complete short right to Amari Cooper for 12 yards (tackle by Daniel Sorensen),0.990,2.260
3,11:41,1,10,,20,14,Jalen Richard right tackle for -1 yards (tackle by Derrick Johnson),2.260,1.580
3,11:06,2,11,OAK 49,20,14,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Marcus Peters: Defensive Pass Interference, 47 yards (no play)",1.580,6.280
3,10:57,1,4,KAN 4,20,14,Derek Carr pass incomplete short left intended for Michael Crabtree,6.280,5.340
3,10:53,2,4,KAN 4,20,20,"DeAndre Washington left guard for 4 yards, touchdown",5.340,7.000
3,10:45,,,KAN 15,20,21,"Penalty on Giorgio Tavecchio: False Start, 5 yards (no play)",0.000,0.000
3,10:45,,,KAN 20,20,21,Giorgio Tavecchio kicks extra point good,0.000,0.000
3,10:45,,,OAK 35,20,21,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
3,10:45,1,10,KAN 25,20,21,Alex Smith pass incomplete short right intended for Tyreek Hill,0.610,0.060
3,10:40,2,10,KAN 25,20,21,"Alex Smith sacked by Mario Edwards for -2 yards. Penalty on Khalil Mack: Defensive Offside, 5 yards (no play)",0.060,0.740
3,10:15,2,5,KAN 30,20,21,Kareem Hunt middle for 2 yards (tackle by NaVorro Bowman and Khalil Mack),0.740,0.300
3,9:27,3,3,KAN 32,20,21,Alex Smith pass complete short right to Demarcus Robinson for 7 yards (tackle by Dexter McDonald),0.300,1.530
3,8:43,1,10,KAN 39,20,21,"Alex Smith for no gain. Alex Smith fumbles, recovered by Alex Smith at KAN-37",1.530,0.720
