Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
1,3:40,2,10,HOU 36,7,7,Lamar Miller middle for 1 yard (tackle by Malik Jackson),0.790,0.230
1,2:59,3,9,HOU 37,7,7,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 13 yards (tackle by Paul Posluszny),0.230,2.260
1,2:21,1,10,,7,7,Lamar Miller middle for 4 yards (tackle by Myles Jack),2.260,2.250
1,1:49,2,6,JAX 46,7,7,Lamar Miller right guard for 45 yards (tackle by Myles Jack),2.250,6.970
1,0:57,1,1,JAX 1,7,7,Alfred Blue middle for no gain (tackle by Abry Jones),6.970,5.910
1,0:24,2,1,JAX 1,13,7,"Brock Osweiler pass complete short right to Ryan Griffin for 1 yard, touchdown",5.910,7.000
1,0:19,,,JAX 15,14,7,Nick Novak kicks extra point good,0.000,0.000
1,0:19,,,HOU 35,14,7,"Nick Novak kicks off 62 yards, returned by Marqise Lee for 17 yards (tackle by Don Jones)",0.000,-0.280
1,0:16,1,10,JAX 20,14,7,T.J. Yeldon middle for 7 yards (tackle by Jadeveon Clowney),0.280,0.680
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,JAX 27,14,7,T.J. Yeldon middle for 5 yards (tackle by Christian Covington),0.680,1.070
2,14:28,1,10,JAX 32,14,7,T.J. Yeldon right end for 6 yards (tackle by Benardrick McKinney),1.070,1.340
2,13:52,2,4,JAX 38,14,7,Blake Bortles pass complete short right to Julius Thomas for -1 yards (tackle by Benardrick McKinney),1.340,0.500
2,13:12,3,5,JAX 37,14,7,Blake Bortles pass complete deep middle to Marqise Lee for 18 yards (tackle by Andre Hal),0.500,2.590
2,12:39,1,10,HOU 45,14,7,"Chris Ivory right end for 1 yard (tackle by Robert Nelson). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",2.590,1.930
2,12:14,1,20,JAX 45,14,7,Blake Bortles pass complete short left to Allen Robinson for 11 yards (tackle by Kareem Jackson),1.930,2.180
2,11:55,2,9,HOU 44,14,7,"Blake Bortles for no gain. Blake Bortles fumbles, recovered by Whitney Mercilus at HOU-49 and returned for 2 yards (tackle by Blake Bortles)",2.180,-2.320
2,11:48,1,10,JAX 49,14,7,Brock Osweiler pass complete short right to DeAndre Hopkins for 8 yards (tackle by Jalen Ramsey),2.320,2.860
2,11:17,2,2,JAX 41,14,7,Alfred Blue middle for 5 yards (tackle by Dan Skuta),2.860,3.180
2,10:41,1,10,JAX 36,14,7,Brock Osweiler pass incomplete short left intended for Braxton Miller,3.180,2.640
2,10:36,2,10,JAX 36,14,7,Alfred Blue left end for -3 yards (tackle by Malik Jackson),2.640,0.000
2,9:53,,,,14,7,Timeout #2 by Houston Texans,0.000,-1.550
2,9:53,3,13,JAX 39,14,7,"Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins. Penalty on Chris Clark: Illegal Use of Hands (Offsetting), Penalty on Jalen Ramsey: Defensive Pass Interference (Offsetting) (no play)",1.550,1.550
2,9:48,3,13,JAX 39,14,7,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 8 yards (tackle by Paul Posluszny),1.550,1.350
2,9:05,4,5,JAX 31,14,7,Nick Novak 49 yard field goal no good,1.350,-1.530
2,9:00,1,10,JAX 39,14,7,Chris Ivory middle for 2 yards (tackle by Benardrick McKinney),1.530,1.260
2,8:29,2,8,JAX 41,14,7,Blake Bortles pass complete short left to Marqise Lee for 7 yards (tackle by Kareem Jackson),1.260,1.490
2,7:57,3,1,JAX 48,14,7,Blake Bortles pass complete short right to Allen Hurns for 2 yards (tackle by Andre Hal),1.490,2.260
2,7:22,1,10,,14,7,Blake Bortles pass complete short right to Allen Robinson for 16 yards,2.260,3.310
2,6:56,1,10,HOU 34,14,7,Chris Ivory middle for 2 yards (tackle by John Simon),3.310,3.040
2,6:16,2,8,HOU 32,14,7,"Blake Bortles for no gain. Blake Bortles fumbles, recovered by Chris Ivory at HOU-36",3.040,1.820
2,5:25,3,12,HOU 36,14,7,Blake Bortles pass incomplete deep middle intended for Allen Robinson,1.820,0.880
2,5:21,4,12,HOU 36,14,10,Jason Myers 54 yard field goal good,0.880,3.000
2,5:17,,,JAX 35,14,10,"Jason Myers kicks off 60 yards, returned by Tyler Ervin for 17 yards (tackle by Peyton Thompson)",0.000,-0.410
2,5:12,1,10,HOU 22,14,10,Lamar Miller middle for 2 yards (tackle by Abry Jones),0.410,0.140
2,4:34,2,8,HOU 24,14,10,Brock Osweiler pass complete short right to Ryan Griffin for 1 yard (tackle by Prince Amukamara),0.140,-0.430
2,3:47,3,7,HOU 25,14,10,Brock Osweiler middle for 11 yards,-0.430,1.330
2,3:05,1,10,HOU 36,14,10,Brock Osweiler pass incomplete short left intended for Akeem Hunt (defended by Malik Jackson),1.330,0.790
2,3:00,2,10,HOU 36,14,10,Lamar Miller middle for -1 yards (tackle by Paul Posluszny and Telvin Smith),0.790,-0.030
2,2:22,3,11,HOU 35,14,10,Brock Osweiler pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Jalen Ramsey). Penalty on Jalen Ramsey: Defensive Holding (Declined),-0.030,2.320
2,2:08,1,10,JAX 49,14,10,Brock Osweiler pass complete short left to Braxton Miller for 10 yards (tackle by Prince Amukamara),2.320,2.980
2,2:00,1,10,JAX 39,14,10,Brock Osweiler pass complete short left to DeAndre Hopkins for 7 yards (tackle by Jalen Ramsey),2.980,3.390
2,1:56,2,3,JAX 32,14,10,Alfred Blue middle for no gain (tackle by Yannick Ngakoue),3.390,2.680
2,1:15,3,3,JAX 32,14,10,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins,2.680,1.290
2,1:11,4,3,JAX 32,14,10,Nick Novak 50 yard field goal no good,1.290,-1.600
2,1:06,1,10,JAX 40,14,10,Blake Bortles pass incomplete short right intended for Julius Thomas,1.600,1.050
2,1:02,2,10,JAX 40,14,10,Blake Bortles pass complete short left to Julius Thomas for 2 yards (tackle by Charles James),1.050,0.630
2,0:57,3,8,JAX 42,14,10,Blake Bortles for 11 yards,0.630,2.460
2,0:48,1,10,HOU 47,14,10,Blake Bortles pass complete short left to T.J. Yeldon for 7 yards (tackle by Jadeveon Clowney),2.460,2.860
2,0:41,2,3,HOU 40,14,10,Blake Bortles pass incomplete deep left intended for Marqise Lee,2.860,2.150
2,0:36,3,3,HOU 40,14,10,Blake Bortles pass incomplete short middle intended for Julius Thomas,2.150,0.590
2,0:34,4,3,HOU 40,14,10,Blake Bortles pass incomplete short left intended for Julius Thomas,0.590,-1.600
2,0:28,1,10,HOU 40,14,10,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins (defended by Yannick Ngakoue),1.600,1.050
2,0:23,2,10,HOU 40,14,10,"Brock Osweiler right end for 8 yards (tackle by Dante Fowler). Penalty on Dante Fowler: Unnecessary Roughness, 15 yards",1.050,3.120
2,0:17,1,10,JAX 37,14,10,Brock Osweiler pass incomplete short right intended for Ryan Griffin,3.120,2.570
2,0:12,2,10,JAX 37,14,10,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins,2.570,1.880
2,0:07,3,10,JAX 37,14,10,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins (defended by Dan Skuta),1.880,0.790
2,0:04,4,10,JAX 37,14,10,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins,0.790,1.400
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,14,10,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,HOU 25,14,10,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins,0.610,0.060
3,14:55,2,10,HOU 25,14,10,Lamar Miller middle for 1 yard (tackle by Malik Jackson),0.060,-0.490
3,14:10,3,9,HOU 26,14,10,"Brock Osweiler pass incomplete short right intended for DeAndre Hopkins. Penalty on Chris Clark: Offensive Holding (Declined), Penalty on Jeff Allen: Offensive Holding (Declined)",-0.490,-1.630
3,14:03,4,9,HOU 26,14,10,"Shane Lechler punts 47 yards, returned by Rashad Greene for -1 yards (tackle by Tyler Ervin). Penalty on JAX: Unnecessary Roughness, 13 yards",-1.630,0.320
3,13:53,1,10,JAX 13,14,10,Blake Bortles pass incomplete short right intended for Marcedes Lewis,-0.320,-0.770
3,13:49,2,10,JAX 13,14,10,T.J. Yeldon left end for 7 yards (tackle by Christian Covington),-0.770,-0.590
3,13:17,3,3,JAX 20,14,10,Blake Bortles pass complete short left to Allen Robinson for 14 yards (tackle by John Simon),-0.590,1.200
3,12:48,1,10,JAX 34,14,10,T.J. Yeldon middle for -1 yards (tackle by Jadeveon Clowney),1.200,0.520
3,12:13,2,11,JAX 33,14,10,Blake Bortles pass complete short left to Allen Robinson for 6 yards (tackle by Kareem Jackson),0.520,0.630
3,11:30,3,5,JAX 39,14,10,Blake Bortles pass complete short left to T.J. Yeldon for 17 yards (tackle by Charles James),0.630,2.650
3,10:47,1,10,HOU 44,14,10,Blake Bortles pass incomplete deep middle intended for Allen Hurns,2.650,2.110
3,10:41,2,10,HOU 44,14,10,Chris Ivory middle for 2 yards (tackle by Benardrick McKinney),2.110,1.690
3,10:05,3,8,HOU 42,14,10,Blake Bortles pass complete short right to Julius Thomas for 2 yards (tackle by Johnathan Joseph),1.690,0.590
3,9:20,4,6,HOU 40,14,10,"Brad Nortman punts 40 yards, touchback",0.590,-0.280
3,9:13,1,10,HOU 20,14,10,Akeem Hunt left end for 9 yards (tackle by Tyson Alualu),0.280,0.950
3,8:38,2,1,HOU 29,14,10,Brock Osweiler for 4 yards,0.950,1.140
3,8:10,1,10,HOU 33,14,10,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins,1.140,0.590
3,8:02,2,10,HOU 33,14,10,"Akeem Hunt right end for 2 yards (tackle by Tashaun Gipson). Penalty on Chris Clark: Offensive Holding, 10 yards",0.590,-0.490
3,7:31,2,18,HOU 25,14,10,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 5 yards (tackle by Telvin Smith and Jonathan Cyprien),-0.490,-0.490
3,6:50,3,13,HOU 30,14,10,Akeem Hunt middle for 3 yards (tackle by Telvin Smith),-0.490,-1.180
3,6:14,4,10,HOU 33,14,10,"Shane Lechler punts 51 yards, returned by Rashad Greene for 12 yards (tackle by Stephen Anderson)",-1.180,-0.810
3,6:01,1,10,JAX 28,14,10,Blake Bortles sacked by D.J. Reader for -8 yards,0.810,-0.820
3,5:14,2,18,JAX 20,14,10,Blake Bortles pass incomplete short middle intended for Chris Ivory,-0.820,-1.480
3,5:10,3,18,JAX 20,14,10,Blake Bortles pass complete short left to Marcedes Lewis for -4 yards (tackle by Eddie Pleasant),-1.480,-2.390
3,4:29,4,22,JAX 16,14,10,"Brad Nortman punts 48 yards, returned by Tyler Ervin for 57 yards (tackle by Peyton Thompson)",-2.390,-5.600
3,4:12,1,7,JAX 7,20,10,"Brock Osweiler pass complete short right to Stephen Anderson for 7 yards, touchdown",5.600,7.000
3,4:07,,,JAX 15,21,10,Nick Novak kicks extra point good,0.000,0.000
3,4:07,,,HOU 35,21,10,"Nick Novak kicks off 60 yards, returned by Arrelious Benn for 16 yards (tackle by Robert Nelson)",0.000,-0.340
3,4:02,1,10,JAX 21,21,10,Chris Ivory middle for 4 yards (tackle by Brian Cushing),0.340,0.340
3,3:34,2,6,JAX 25,21,10,"Chris Ivory middle for 2 yards (tackle by John Simon). Penalty on Patrick Omameh: Offensive Holding, 10 yards (no play)",0.340,-1.140
3,3:13,2,16,JAX 15,21,10,"Blake Bortles pass incomplete deep left intended for Marqise Lee. Penalty on Kareem Jackson: Defensive Pass Interference, 28 yards (no play)",-1.140,1.800
3,3:07,1,10,JAX 43,21,10,Chris Ivory right end for 3 yards (tackle by Andre Hal),1.800,1.660
3,2:39,2,7,JAX 46,21,10,Chris Ivory right end for no gain (tackle by Christian Covington),1.660,0.960
3,1:58,3,7,JAX 46,21,10,Blake Bortles pass complete deep middle to Allen Robinson for 19 yards (tackle by Johnathan Joseph),0.960,0.000
3,1:21,,,,21,10,Timeout #1 by Jacksonville Jaguars,0.000,-3.250
3,1:21,1,10,HOU 35,21,10,Blake Bortles pass incomplete short left intended for Allen Robinson,3.250,2.700
3,1:15,2,10,HOU 35,21,10,T.J. Yeldon middle for 5 yards (tackle by Whitney Mercilus),2.700,2.680
3,0:43,3,5,HOU 30,21,10,Blake Bortles pass complete short right to Julius Thomas for 4 yards (tackle by Eddie Pleasant),2.680,1.890
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,HOU 26,21,13,Jason Myers 44 yard field goal good,1.890,3.000
4,14:56,,,JAX 35,21,13,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,14:56,1,10,HOU 25,21,13,Akeem Hunt middle for 4 yards (tackle by Tyson Alualu),0.610,0.600
4,14:21,2,6,HOU 29,21,13,"Brock Osweiler pass incomplete short left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",0.600,-0.810
4,14:16,2,16,HOU 19,21,13,Brock Osweiler pass incomplete short middle intended for C.J. Fiedorowicz,-0.810,-1.510
4,14:11,3,16,HOU 19,21,13,Akeem Hunt left end for 17 yards (tackle by Jonathan Cyprien),-1.510,1.330
4,13:28,1,10,HOU 36,21,13,Alfred Blue left guard for 4 yards (tackle by Paul Posluszny),1.330,1.330
4,12:46,2,6,HOU 40,21,13,Alfred Blue right end for 5 yards (tackle by Dan Skuta),1.330,1.290
4,12:16,3,1,HOU 45,21,13,Akeem Hunt left end for 11 yards (tackle by Telvin Smith),1.290,2.650
4,11:34,1,10,JAX 44,21,13,Alfred Blue left guard for 12 yards (tackle by Jared Odrick),2.650,3.450
4,10:50,1,10,JAX 32,21,13,Akeem Hunt right end for 2 yards (tackle by Paul Posluszny),3.450,3.170
4,10:08,2,8,JAX 30,21,13,Brock Osweiler sacked by Aaron Colvin for -7 yards,3.170,1.550
4,9:22,3,15,JAX 37,21,13,Akeem Hunt middle for 4 yards (tackle by Tashaun Gipson),1.550,1.150
4,8:38,4,11,JAX 33,24,13,Nick Novak 51 yard field goal good,1.150,3.000
4,8:32,,,HOU 35,24,13,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,8:32,1,10,JAX 25,24,13,Blake Bortles pass complete short right to Marqise Lee for 15 yards (tackle by Johnathan Joseph),0.610,1.600
4,8:04,1,10,JAX 40,24,13,Blake Bortles pass incomplete deep right intended for Marqise Lee (defended by Andre Hal),1.600,1.050
4,7:57,2,10,JAX 40,24,13,Blake Bortles pass complete deep left to Allen Robinson for 16 yards (tackle by Kareem Jackson),1.050,2.650
4,7:32,1,10,HOU 44,24,13,T.J. Yeldon middle for no gain (tackle by Jadeveon Clowney),2.650,2.110
4,7:00,2,10,HOU 44,24,13,Blake Bortles pass incomplete deep left intended for Allen Robinson,2.110,1.420
4,6:53,3,10,HOU 44,24,13,Blake Bortles sacked by John Simon for -10 yards,1.420,-0.320
4,6:12,4,20,JAX 46,24,13,"Brad Nortman punts 27 yards, out of bounds",-0.320,-0.740
4,6:05,1,10,HOU 27,24,13,Lamar Miller left end for 16 yards (tackle by Jalen Ramsey),0.740,1.800
4,5:21,1,10,HOU 43,24,13,Lamar Miller middle for 1 yard (tackle by Telvin Smith),1.800,1.390
4,4:40,2,9,HOU 44,24,13,Brock Osweiler pass complete short right to DeAndre Hopkins for 7 yards (tackle by Jalen Ramsey),1.390,1.620
4,4:36,3,2,JAX 49,24,13,Brock Osweiler pass complete short left to Akeem Hunt for 1 yard (tackle by Jonathan Cyprien),1.620,0.070
4,3:50,4,1,JAX 48,24,13,"Shane Lechler punts 40 yards, out of bounds",0.070,0.380
4,3:42,1,10,JAX 8,24,13,Blake Bortles pass incomplete short right intended for Allen Robinson,-0.380,-0.780
4,3:39,2,10,JAX 8,24,13,Blake Bortles pass complete short right to Julius Thomas for 12 yards (tackle by John Simon),-0.780,0.280
4,3:16,1,10,JAX 20,24,13,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by John Simon),0.280,-0.270
4,3:12,2,10,JAX 20,24,13,Blake Bortles pass complete short right to Allen Hurns for 11 yards (tackle by Johnathan Joseph),-0.270,1.000
4,2:46,1,10,JAX 31,24,13,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Charles James),1.000,0.460
4,2:42,2,10,JAX 31,24,13,"Blake Bortles pass incomplete deep left intended for Marqise Lee. Penalty on Whitney Mercilus: Defensive Offside (Declined), Penalty on Alfred Blue: Defensive Pass Interference, 41 yards (no play)",0.460,3.710
4,2:32,1,10,HOU 28,24,13,Blake Bortles pass complete short left to Ben Koyack for 14 yards,3.710,4.650
4,2:29,1,10,HOU 14,24,13,Blake Bortles pass incomplete short right intended for Julius Thomas,4.650,4.000
4,2:25,2,10,HOU 14,24,19,"Blake Bortles pass complete short left to Allen Robinson for 14 yards, touchdown",4.000,7.000
4,2:17,,,HOU 2,24,21,"Two Point Attempt: Blake Bortles pass complete to Allen Robinson, conversion succeeds",0.000,1.000
4,2:17,,,JAX 35,24,21,"Jason Myers kicks off 60 yards, muffed catch by Tyler Ervin, recovered by Tyler Ervin at HOU-2, and returned for 6 yards",0.000,0.380
4,2:12,1,10,HOU 8,24,21,Lamar Miller middle for 3 yards (tackle by Tyson Alualu),-0.380,0.000
4,2:08,,,,24,21,Timeout #2 by Jacksonville Jaguars,0.000,0.560
4,2:08,2,7,HOU 11,24,21,Lamar Miller middle for 2 yards (tackle by Dan Skuta),-0.560,-0.840
4,2:00,3,5,HOU 13,24,21,Brock Osweiler pass complete short left to DeAndre Hopkins for 10 yards (tackle by Jalen Ramsey),-0.840,0.480
4,1:17,1,10,HOU 23,24,21,Lamar Miller right end for no gain (tackle by Malik Jackson),0.480,0.000
4,1:10,,,,24,21,Timeout #3 by Jacksonville Jaguars,0.000,0.070
4,1:10,2,10,HOU 23,24,21,Lamar Miller middle for 1 yard (tackle by Dan Skuta),-0.070,-0.630
4,0:27,3,9,HOU 24,24,21,Lamar Miller right end for 2 yards (tackle by Tyson Alualu),-0.630,-1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
