Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,13:04,2,10,NYJ 28,7,10,Curtis Martin left end for 6 yards (tackle by David Thornton),0.260,0.370
2,12:19,3,4,NYJ 34,7,10,"Penalty on Jason Fabini: False Start, 5 yards (no play)",0.370,-0.300
2,11:52,3,9,NYJ 29,7,10,Chad Pennington sacked by Robert Mathis and Dwight Freeney for -8 yards,-0.300,-1.960
2,11:20,4,17,NYJ 21,7,10,"Dan Stryzinski punts 40 yards, returned by Terrence Wilkins for 7 yards (tackle by Victor Hobson). Penalty on Brandon Hicks: Offensive Holding (Offsetting), Penalty on Quincy Stewart: Unnecessary Roughness (Offsetting)",-1.960,-1.990
2,11:11,1,10,IND 46,7,10,Peyton Manning pass incomplete intended for Joe D. Davenport,1.990,1.450
2,11:07,2,10,IND 46,7,10,Edgerrin James right end for 13 yards (tackle by James Reed),1.450,2.850
2,10:24,1,10,NYJ 41,7,10,Peyton Manning pass complete to Troy Walters for 24 yards (tackle by Sam Garnes),2.850,4.440
2,10:24,1,10,NYJ 17,7,10,Peyton Manning pass complete to Reggie Wayne for 15 yards (tackle by Aaron Beasley),4.440,6.740
2,8:52,1,2,NYJ 2,7,10,Peyton Manning pass complete to Edgerrin James for -1 yards (tackle by Sam Cowart),6.740,5.530
2,8:15,2,3,NYJ 3,7,10,Edgerrin James right tackle for 2 yards (tackle by Shaun Ellis and Sam Garnes),5.530,5.170
2,7:29,3,1,NYJ 1,7,10,Edgerrin James left guard for no gain (tackle by Marvin Jones),5.170,3.550
2,6:44,4,1,NYJ 1,7,16,"Edgerrin James left guard for 1 yard, touchdown",3.550,7.000
2,,,,NYJ 2,7,17,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,7,17,"Mike Vanderjagt kicks off 65 yards, returned by Jonathan Carter for 22 yards (tackle by Gary Brackett)",0.000,0.740
2,6:32,1,10,NYJ 27,7,17,Chad Pennington pass complete to Santana Moss for 7 yards (tackle by Walt Harris),0.740,1.140
2,5:59,2,3,NYJ 34,7,17,Curtis Martin right tackle for 6 yards (tackle by Josh Williams),1.140,1.600
2,5:22,1,10,NYJ 40,7,17,"Curtis Martin up the middle for 3 yards (tackle by Rob Morris and Josh Williams). Penalty on Kevin Mawae: Offensive Holding, 10 yards (no play)",1.600,0.940
2,4:54,1,20,NYJ 30,7,17,Chad Pennington pass complete to Jerald Sowell for 21 yards (tackle by Nick Harper),0.940,2.320
2,4:25,1,10,IND 49,7,17,Curtis Martin right end for 15 yards (tackle by Mike Doss and Marcus Washington),2.320,3.310
2,3:41,1,10,IND 34,7,17,"LaMont Jordan pass incomplete intended for Curtis Conway. Penalty on Jason Fabini: Personal Foul, 15 yards (no play)",3.310,2.320
2,3:35,1,25,IND 49,7,17,Curtis Martin up the middle for 18 yards (tackle by Brad Scioli),2.320,3.180
2,2:59,,,,7,17,Timeout #2 by Indianapolis Colts,0.000,3.180
2,2:59,2,7,IND 31,7,17,Chad Pennington sacked by Josh Williams for -11 yards,3.180,1.030
2,2:20,3,18,IND 42,7,17,Curtis Martin up the middle for 16 yards (tackle by David Macklin and Gary Brackett),1.030,1.860
2,2:00,4,2,IND 26,10,17,Doug Brien 43 yard field goal good,1.860,3.000
2,,,,NYJ 30,10,17,"Doug Brien kicks off 60 yards, returned by Terrence Wilkins for 23 yards (tackle by David Young)",0.000,1.140
2,1:49,1,10,IND 33,10,17,Peyton Manning pass complete to Reggie Wayne for 21 yards (tackle by Jon McGraw),1.140,2.520
2,1:27,1,10,NYJ 46,10,17,Peyton Manning pass complete to Aaron Moorehead for 5 yards (tackle by Aaron Beasley),2.520,2.650
2,1:15,2,5,NYJ 41,10,17,Peyton Manning pass complete to Dallas Clark for 11 yards (tackle by Sam Cowart),2.650,3.580
2,0:56,1,10,NYJ 30,10,17,"Penalty on Makoa Freitas: False Start, 5 yards (no play)",3.580,3.250
2,0:56,,,,10,17,Timeout #3 by Indianapolis Colts,0.000,3.250
2,0:56,1,15,NYJ 35,10,17,"Peyton Manning pass incomplete intended for Reggie Wayne (defended by Dewayne Robertson). Penalty on NYJ: Defensive 12 On-field, 5 yards (no play)",3.250,3.580
2,0:52,1,10,NYJ 30,10,17,Peyton Manning pass incomplete intended for Edgerrin James,3.580,3.030
2,0:48,2,10,NYJ 30,10,17,Peyton Manning pass complete to Dallas Clark for 18 yards (tackle by Jon McGraw),3.030,4.780
2,0:22,1,10,NYJ 12,10,17,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Sam Cowart),4.780,5.600
2,0:12,2,2,NYJ 4,10,23,"Edgerrin James up the middle for 4 yards, touchdown",5.600,7.000
2,,,,NYJ 2,10,24,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,10,24,"Mike Vanderjagt kicks off 53 yards, returned by LaMont Jordan for 17 yards (tackle by Gary Brackett)",0.000,1.200
2,0:01,1,10,NYJ 34,10,24,Chad Pennington kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,24,"Mike Vanderjagt kicks off 63 yards, returned by Jonathan Carter for 24 yards (tackle by Mike Doss). Penalty on David Macklin: Offside on Free Kick, 5 yards (no play)",0.000,2.520
3,,,,IND 25,10,24,"Mike Vanderjagt kicks off 60 yards, returned by Jonathan Carter for 39 yards (tackle by Jason Doering)",,
3,14:35,1,10,IND 46,10,24,Chad Pennington pass complete to Curtis Martin for 18 yards (tackle by Rob Morris),2.520,3.710
3,13:47,1,10,IND 28,16,24,"Chad Pennington pass complete to Curtis Conway for 28 yards, touchdown",3.710,7.000
3,,,,IND 2,17,24,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,17,24,"Doug Brien kicks off 58 yards, returned by Terrence Wilkins for 42 yards (tackle by Doug Brien)",0.000,2.520
3,13:33,1,10,NYJ 46,17,24,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Mo Lewis),2.520,2.650
3,13:00,2,5,NYJ 41,17,24,Edgerrin James left guard for 3 yards (tackle by Marvin Jones),2.650,2.350
3,12:21,3,2,NYJ 38,17,24,Peyton Manning pass complete to Aaron Moorehead for 25 yards (tackle by Jon McGraw),2.350,4.710
3,11:38,1,10,NYJ 13,17,24,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Ray Mickens),4.710,5.540
3,11:12,2,2,NYJ 5,17,24,Edgerrin James up the middle for 3 yards (tackle by Sam Garnes),5.540,6.740
3,10:30,1,2,NYJ 2,17,24,"Peyton Manning pass incomplete intended for Dallas Clark. Penalty on Sam Garnes: Defensive Pass Interference, 1 yards (no play)",6.740,6.970
3,10:25,1,1,NYJ 1,17,30,"Edgerrin James up the middle for 1 yard, touchdown",6.970,7.000
3,,,,NYJ 2,17,31,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,23,31,"Mike Vanderjagt kicks off 60 yards, returned by Jonathan Carter for 90 yards, touchdown",0.000,7.000
3,,,,IND 2,24,31,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,24,31,"Doug Brien kicks off 64 yards, returned by Terrence Wilkins for 22 yards (tackle by Tyrone Carter)",0.000,0.810
3,9:59,1,10,IND 28,24,31,Edgerrin James left end for 16 yards (tackle by Jon McGraw and Shaun Ellis),0.810,1.860
3,9:16,1,10,IND 44,24,31,Edgerrin James left end for -1 yards (tackle by Chester McGlockton),1.860,1.180
3,8:43,2,11,IND 43,24,31,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Ray Mickens),1.180,0.500
3,8:38,3,11,IND 43,24,31,Peyton Manning pass incomplete intended for Joe D. Davenport (defended by Bryan Thomas),0.500,-0.520
3,8:31,4,11,IND 43,24,31,"Hunter Smith punts 36 yards. Penalty on Jason Glenn: Offensive Holding, 10 yards",-0.520,0.370
3,8:15,1,10,NYJ 11,24,31,Curtis Martin up the middle for 28 yards (tackle by Nick Harper),-0.370,1.530
3,8:15,1,10,NYJ 39,24,31,Curtis Martin left end for 13 yards (tackle by Nick Harper),1.530,2.390
3,7:00,1,10,IND 48,30,31,"Chad Pennington pass complete to Santana Moss for 48 yards, touchdown",2.390,7.000
3,,,,IND 2,31,31,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,31,31,"Doug Brien kicks off 60 yards, returned by Terrence Wilkins for 12 yards (tackle by Jerald Sowell)",0.000,0.410
3,6:45,1,10,IND 22,31,31,Peyton Manning pass complete to Reggie Wayne for 38 yards (tackle by Ray Mickens),0.410,2.920
3,6:00,1,10,NYJ 40,31,31,Edgerrin James left end for 3 yards (tackle by Marvin Jones and Bryan Thomas),2.920,2.780
3,5:16,2,7,NYJ 37,31,31,Peyton Manning pass complete to Joe D. Davenport for 9 yards (tackle by Sam Cowart),2.780,3.710
3,4:30,1,10,NYJ 28,31,31,Edgerrin James right end for 4 yards (tackle by Jason Ferguson),3.710,3.710
3,3:56,2,6,NYJ 24,31,31,Edgerrin James up the middle for 3 yards (tackle by Sam Cowart),3.710,3.400
3,3:22,3,3,NYJ 21,31,31,Peyton Manning pass incomplete intended for Dallas Clark (defended by Marvin Jones),3.400,2.160
3,3:18,4,3,NYJ 21,31,37,"Hunter Smith left end for 21 yards, touchdown",2.160,7.000
3,,,,NYJ 2,31,38,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,31,38,"Mike Vanderjagt kicks off 53 yards, returned by Jonathan Carter for 42 yards (tackle by Cato June)",0.000,2.850
3,3:04,1,10,IND 41,31,38,Curtis Martin right end for 1 yard (tackle by Josh Williams and David Thornton),2.850,2.440
3,2:22,2,9,IND 40,31,38,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",2.440,1.770
3,2:00,2,14,IND 45,31,38,Chad Pennington for 3 yards (tackle by David Thornton),1.770,1.490
3,1:32,3,11,IND 42,31,38,Chad Pennington pass incomplete intended for Curtis Conway,1.490,0.460
3,1:26,4,11,IND 42,31,38,Dan Stryzinski punts 39 yards,0.460,0.380
3,1:16,1,10,IND 3,31,38,"Penalty on Shaun Ellis: Encroachment, 5 yards (no play)",-0.380,-0.190
3,1:16,1,5,IND 8,31,38,Peyton Manning pass complete to Reggie Wayne for 10 yards (tackle by Jon McGraw),-0.190,0.040
3,0:43,1,10,IND 18,31,38,Edgerrin James right tackle for no gain (tackle by Chester McGlockton),0.040,-0.490
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 18,31,38,Peyton Manning pass complete to Dallas Clark for 25 yards (tackle by Jon McGraw),-0.490,1.800
4,14:39,1,10,IND 43,31,38,Edgerrin James right end for 5 yards (tackle by Sam Cowart),1.800,1.930
4,13:59,2,5,IND 48,31,38,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Ray Mickens),1.930,2.590
4,13:23,1,10,NYJ 45,31,38,Peyton Manning sacked by Shaun Ellis for -8 yards,2.590,0.960
4,12:51,2,18,IND 47,31,38,Edgerrin James up the middle for -1 yards (tackle by Dewayne Robertson),0.960,0.170
4,12:32,3,19,IND 46,31,38,"Edgerrin James right end for 2 yards (tackle by Jason Ferguson). Penalty on IND: Illegal Formation (Offsetting), Penalty on NYJ: Defensive 12 On-field (Offsetting) (no play)",0.170,0.170
4,12:27,3,19,IND 46,31,38,Peyton Manning pass incomplete intended for Aaron Moorehead (defended by Ray Green),0.170,-0.320
4,12:20,4,19,IND 46,31,38,"Hunter Smith punts 42 yards, fair catch by Santana Moss",-0.320,0.350
4,12:14,1,10,NYJ 12,31,38,Chad Pennington pass complete to Santana Moss for 12 yards (tackle by David Thornton),-0.350,0.540
4,11:41,1,10,NYJ 24,31,38,Curtis Martin up the middle for 3 yards (tackle by Rob Morris and Josh Williams),0.540,0.400
4,11:02,2,7,NYJ 27,31,38,Chad Pennington sacked by Dwight Freeney and Larry Tripplett for -8 yards,0.400,-1.430
4,10:21,3,15,NYJ 19,31,38,Chad Pennington pass complete to Curtis Martin for 9 yards (tackle by Mike Doss),-1.430,-1.500
4,9:47,4,6,NYJ 28,31,38,"Dan Stryzinski punts 32 yards, returned by Terrence Wilkins for 1 yard (tackle by Ray Green)",-1.500,-1.660
4,9:41,1,10,IND 41,31,38,Edgerrin James right guard for 4 yards (tackle by Bryan Thomas and Sam Cowart),1.660,1.660
4,9:04,2,6,IND 45,31,38,Peyton Manning pass complete to Reggie Wayne for 1 yard (tackle by Aaron Beasley),1.660,1.090
4,8:31,3,5,IND 46,31,38,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Ray Mickens),1.090,2.390
4,7:49,1,10,NYJ 48,31,38,Edgerrin James up the middle for 1 yard (tackle by Bryan Thomas),2.390,1.980
4,7:09,2,9,NYJ 47,31,38,Edgerrin James left end for 7 yards (tackle by Jon McGraw and Bryan Thomas),1.980,2.210
4,6:22,3,2,NYJ 40,31,38,Dominic Rhodes up the middle for no gain (tackle by Shaun Ellis),2.210,0.590
4,5:36,,,,31,38,Timeout #1 by Indianapolis Colts,0.000,0.590
4,5:36,4,2,NYJ 40,31,38,Peyton Manning pass incomplete intended for Dallas Clark,0.590,-1.600
4,5:31,1,10,NYJ 40,31,38,Curtis Martin left end for -1 yards (tackle by Walt Harris),1.600,0.920
4,4:53,2,11,NYJ 39,31,38,Chad Pennington pass complete to Chris Baker for 5 yards (tackle by David Thornton),0.920,0.890
4,4:12,3,6,NYJ 44,31,38,Chad Pennington pass complete to Anthony Becht for -1 yards (tackle by Gary Brackett),0.890,-0.520
4,3:38,4,7,NYJ 43,31,38,Dan Stryzinski punts 38 yards,-0.520,-0.280
4,3:22,1,10,IND 20,31,38,Edgerrin James left end for 7 yards (tackle by Sam Garnes),0.280,0.680
4,2:36,2,3,IND 27,31,38,Edgerrin James left end for -3 yards (tackle by Aaron Beasley and Sam Cowart),0.680,-0.430
4,2:26,,,,31,38,Timeout #1 by New York Jets,0.000,-0.430
4,2:26,3,6,IND 24,31,38,Peyton Manning pass complete to Dallas Clark for 19 yards (tackle by Sam Garnes),-0.430,1.800
4,2:00,1,10,IND 43,31,38,Edgerrin James up the middle for 2 yards (tackle by Sam Garnes and Marvin Jones),1.800,1.520
4,1:53,,,,31,38,Timeout #2 by New York Jets,0.000,1.520
4,1:53,2,8,IND 45,31,38,Edgerrin James left guard for 1 yard (tackle by Marvin Jones),1.520,0.960
4,1:46,,,,31,38,Timeout #3 by New York Jets,0.000,0.960
4,1:46,3,7,IND 46,31,38,Peyton Manning pass complete to Reggie Wayne for 35 yards (tackle by Tyrone Carter),0.960,4.310
4,0:58,1,10,NYJ 19,31,38,Peyton Manning kneels for -2 yards,4.310,3.490
4,0:37,2,12,NYJ 21,31,38,Peyton Manning kneels for -1 yards,3.490,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
