Quarter,Time,Tm,Detail,BAL,CIN
2.0,14:49,Bengals,Shayne Graham 23 yard field goal,0,3
,4:56,Bengals,Shayne Graham 27 yard field goal,0,6
3.0,11:25,Bengals,T.J. Houshmandzadeh 40 yard pass from Carson Palmer (Shayne Graham kick),0,13
4.0,1:01,Ravens,Derrick Mason 36 yard pass from Steve McNair (Matt Stover kick),7,13
