Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2,8:26,2,6,BAL 37,0,3,Rudi Johnson right tackle for no gain (tackle by Bart Scott),2.850,2.150
2,7:45,3,6,BAL 37,0,3,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 10 yards (tackle by Corey Ivy),2.150,3.780
2,7:07,1,10,BAL 27,0,3,Carson Palmer pass complete short middle to Chad Johnson for 8 yards (tackle by Ray Lewis),3.780,4.350
2,6:33,2,2,BAL 19,0,3,Carson Palmer pass complete short right to Chad Johnson for 6 yards (tackle by Samari Rolle),4.350,4.710
2,5:49,1,10,BAL 13,0,3,Rudi Johnson left guard for 4 yards (tackle by Trevor Pryce),4.710,4.770
2,5:11,2,6,BAL 9,0,3,Carson Palmer pass incomplete short right intended for Jeremi Johnson,4.770,3.880
2,5:06,3,6,BAL 9,0,3,Carson Palmer pass incomplete short right intended for Reggie Kelly,3.880,2.850
2,5:00,4,6,BAL 9,0,6,Shayne Graham 27 yard field goal good,2.850,3.000
2,,,,CIN 30,0,6,"Shayne Graham kicks off 64 yards, returned by B.J. Sams for 20 yards (tackle by Kenny Watson)",0.000,0.670
2,4:48,1,10,BAL 26,0,6,Jamal Lewis left tackle for 1 yard (tackle by Caleb Miller),0.670,0.270
2,4:09,2,9,BAL 27,0,6,Steve McNair pass complete short right to Derrick Mason for 13 yards (tackle by Johnathan Joseph),0.270,1.600
2,3:29,1,10,BAL 40,0,6,Jamal Lewis left guard for 12 yards (tackle by Dexter Jackson),1.600,2.390
2,2:45,1,10,CIN 48,0,6,Jamal Lewis middle for -2 yards (tackle by Dexter Jackson),2.390,1.580
2,2:05,2,12,,0,6,Steve McNair pass incomplete short right intended for Derrick Mason,1.580,0.890
2,1:57,3,12,,0,6,Steve McNair middle for 19 yards (tackle by Dexter Jackson),0.890,3.510
2,1:20,1,10,CIN 31,0,6,Jamal Lewis left guard for 3 yards (tackle by Dexter Jackson),3.510,3.370
2,1:14,,,,0,6,Timeout #2 by Baltimore Ravens,0.000,3.370
2,1:14,2,7,CIN 28,0,6,Steve McNair pass complete short left to Musa Smith for 3 yards (tackle by Kevin Kaesviharn and Justin Smith),3.370,3.070
2,0:45,,,,0,6,Timeout #3 by Baltimore Ravens,0.000,3.070
2,0:29,3,4,CIN 25,0,6,Steve McNair pass complete short middle to Demetrius Williams for 5 yards (tackle by Johnathan Joseph),3.070,4.240
2,0:29,1,10,CIN 20,0,6,Steve McNair spiked the ball,4.240,3.690
2,0:28,2,10,CIN 20,0,6,Steve McNair pass complete short middle to Todd Heap for 9 yards (tackle by Robert Geathers and Kevin Kaesviharn),3.690,4.590
2,0:13,3,1,CIN 11,0,6,Steve McNair spiked the ball,4.590,2.850
2,0:12,,,,0,6,Timeout #2 by Cincinnati Bengals,0.000,2.850
2,0:12,4,1,CIN 11,0,6,Matt Stover 29 yard field goal no good,2.850,-0.280
2,0:07,1,10,CIN 20,0,6,Carson Palmer kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,0,6,"Shayne Graham kicks off 66 yards, returned by Musa Smith for 27 yards (tackle by Marcus Wilkins)",0.000,1.000
3,14:54,1,10,BAL 31,0,6,Steve McNair pass incomplete short right intended for Mark Clayton (defended by Johnathan Joseph),1.000,0.460
3,14:48,2,10,BAL 31,0,6,Steve McNair pass incomplete short middle intended for Todd Heap,0.460,-0.230
3,14:44,3,10,BAL 31,0,6,Steve McNair pass complete short right to Musa Smith for 4 yards (tackle by Johnathan Joseph and Landon Johnson),-0.230,-1.040
3,14:19,4,6,BAL 35,0,6,"Sam Koch punts 50 yards, returned by Keiwan Ratliff for 9 yards (tackle by Gary Stills)",-1.040,-0.540
3,14:04,1,10,CIN 24,0,6,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",0.540,0.130
3,14:04,1,15,CIN 19,0,6,Rudi Johnson left guard for 1 yard (tackle by Bart Scott),0.130,-0.540
3,13:26,2,14,CIN 20,0,6,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Samari Rolle),-0.540,-1.220
3,13:22,3,14,CIN 20,0,6,Carson Palmer pass complete short middle to Kenny Watson for 20 yards (tackle by Ed Reed),-1.220,1.600
3,12:43,1,10,CIN 40,0,6,Rudi Johnson middle for 5 yards (tackle by Adalius Thomas and Bart Scott),1.600,1.730
3,12:11,2,5,CIN 45,0,6,Jeremi Johnson right guard for 15 yards (tackle by Ed Reed),1.730,2.920
3,11:34,1,10,BAL 40,0,12,"Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 40 yards, touchdown",2.920,7.000
3,,,,BAL 2,0,13,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,0,13,"Shayne Graham kicks off 59 yards, returned by Corey Ivy for 30 yards (tackle by Shayne Graham). Penalty on Derrick Martin: Offensive Holding, 10 yards",0.000,-0.220
3,11:18,1,10,BAL 15,0,13,"Penalty on Chris Chester: False Start, 5 yards (no play)",-0.220,-0.570
3,11:18,1,15,BAL 10,0,13,Steve McNair pass complete short middle to Ovie Mughelli for 8 yards (tackle by Rashad Jeanty),-0.570,-0.280
3,10:38,2,7,BAL 18,0,13,"Penalty on Jason Brown: False Start, 5 yards (no play)",-0.280,-0.920
3,10:13,2,12,BAL 13,0,13,Jamal Lewis middle for 6 yards (tackle by Brian Simmons and Madieu Williams),-0.920,-0.880
3,9:27,3,6,BAL 19,0,13,Steve McNair pass incomplete short right intended for Derrick Mason (defended by Johnathan Joseph),-0.880,-2.140
3,9:21,4,6,BAL 19,0,13,"Sam Koch punts 48 yards, returned by Keiwan Ratliff for -3 yards (tackle by Ovie Mughelli)",-2.140,-0.940
3,9:10,1,10,CIN 30,0,13,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 7 yards (tackle by Aubrayo Franklin),0.940,1.340
3,8:37,2,3,CIN 37,0,13,Carson Palmer pass complete short left to Chad Johnson for 4 yards (tackle by Samari Rolle),1.340,1.660
3,8:06,1,10,CIN 41,0,13,Carson Palmer sacked by Bart Scott for 0 yards,1.660,1.120
3,7:34,2,10,CIN 41,0,13,Rudi Johnson right guard for 4 yards (tackle by Trevor Pryce and Dawan Landry),1.120,0.960
3,6:55,3,6,CIN 45,0,13,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Bart Scott),0.960,-0.060
3,6:13,4,1,,0,13,"Kyle Larson punts 50 yards, touchback",-0.060,-0.280
3,6:03,1,10,BAL 20,0,13,Jamal Lewis middle for 5 yards (tackle by Caleb Miller),0.280,0.410
3,5:25,2,5,BAL 25,0,13,Steve McNair pass incomplete short left intended for Mark Clayton,0.410,-0.300
3,5:20,3,5,BAL 25,0,13,Steve McNair pass incomplete short right intended for Derrick Mason,-0.300,-1.700
3,5:14,4,5,BAL 25,0,13,"Sam Koch punts 44 yards, returned by Keiwan Ratliff for 38 yards (tackle by Evan Oglesby)",-1.700,-3.510
3,5:00,1,10,BAL 31,0,13,Carson Palmer pass incomplete short middle intended for Reggie Kelly (defended by Bart Scott),3.510,2.970
3,4:56,2,10,BAL 31,0,13,Rudi Johnson right tackle for 3 yards (tackle by Ray Lewis and Adalius Thomas),2.970,2.680
3,4:15,3,7,BAL 28,0,13,Carson Palmer sacked by Dawan Landry for -7 yards,2.680,0.970
3,3:35,4,14,BAL 35,0,13,Penalty on Kyle Larson: Delay of Game (Declined),0.970,0.970
3,3:35,4,14,BAL 35,0,13,Kyle Larson punts 27 yards,0.970,0.380
3,3:25,1,10,BAL 8,0,13,Steve McNair pass incomplete short middle intended for Mark Clayton (defended by Rashad Jeanty),-0.380,-0.780
3,3:18,2,10,BAL 8,0,13,Jamal Lewis left tackle for 8 yards (tackle by Dexter Jackson),-0.780,-0.480
3,2:33,3,2,BAL 16,0,13,Steve McNair pass complete short right to Jamal Lewis for 11 yards (tackle by Johnathan Joseph),-0.480,0.740
3,1:51,1,10,BAL 27,0,13,Steve McNair pass complete short left to Ovie Mughelli for 8 yards (tackle by Landon Johnson),0.740,1.280
3,1:10,2,2,BAL 35,0,13,Ovie Mughelli left guard for 1 yard (tackle by Domata Peko and Shaun Smith),1.280,0.700
3,0:29,3,1,BAL 36,0,13,"Steve McNair for 3 yards (tackle by Landon Johnson). Penalty on Justin Smith: Defensive Offside, 5 yards (no play)",0.700,1.660
3,0:03,1,10,BAL 41,0,13,Jamal Lewis right tackle for 8 yards (tackle by Madieu Williams),1.660,2.200
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,BAL 49,0,13,"Steve McNair pass incomplete. Penalty on Steve McNair: Intentional Grounding, 10 yards",2.200,0.170
4,14:53,3,12,BAL 39,0,13,Steve McNair pass incomplete short right intended for Demetrius Williams (defended by Johnathan Joseph),0.170,-0.780
4,14:48,4,12,BAL 39,0,13,"Sam Koch punts 61 yards, touchback",-0.780,-0.280
4,14:38,1,10,CIN 20,0,13,Rudi Johnson right tackle for 1 yard (tackle by Ray Lewis),0.280,-0.130
4,14:05,2,9,CIN 21,0,13,Carson Palmer pass incomplete short left intended for Chris Henry,-0.130,-0.820
4,13:59,3,9,CIN 21,0,13,Carson Palmer pass incomplete short middle intended for Reggie Kelly,-0.820,-1.960
4,13:17,4,9,CIN 21,0,13,"Kyle Larson punts 52 yards, returned by Corey Ivy for 7 yards (tackle by Caleb Miller)",-1.960,-1.200
4,13:04,1,10,BAL 34,0,13,Steve McNair pass complete short right to Mark Clayton for 4 yards (tackle by Johnathan Joseph),1.200,1.200
4,12:39,2,6,BAL 38,0,13,Jamal Lewis left guard for 1 yard (tackle by Rashad Jeanty),1.200,0.630
4,12:09,3,5,BAL 39,0,13,Steve McNair pass complete short middle to Derrick Mason for 10 yards (tackle by Keiwan Ratliff),0.630,2.190
4,11:30,1,10,BAL 49,0,13,Steve McNair pass complete short middle to Derrick Mason for 5 yards (tackle by Landon Johnson and Johnathan Joseph),2.190,2.320
4,10:49,2,5,CIN 46,0,13,Jamal Lewis middle for 1 yard (tackle by Robert Geathers and Rashad Jeanty),2.320,1.750
4,10:06,3,4,CIN 45,0,13,Steve McNair pass incomplete short right intended for Todd Heap,1.750,0.270
4,10:01,4,4,CIN 45,0,13,Steve McNair pass complete short left to Derrick Mason for 12 yards (tackle by Brian Simmons and Kevin Kaesviharn),0.270,3.380
4,9:19,1,10,CIN 33,0,13,Steve McNair pass complete short middle to Jamal Lewis for 15 yards (tackle by Caleb Miller and Landon Johnson),3.380,4.370
4,8:36,,,,0,13,Timeout #1 by Cincinnati Bengals,0.000,4.370
4,8:36,1,10,CIN 18,0,13,"Steve McNair pass complete short middle to Ovie Mughelli for 7 yards (tackle by Landon Johnson). Penalty on Mike Flynn: Offensive Holding, 10 yards (no play)",4.370,3.710
4,8:14,1,20,CIN 28,0,13,Jamal Lewis right tackle for 3 yards (tackle by Domata Peko and Shaun Smith),3.710,2.880
4,7:30,2,17,CIN 25,0,13,Steve McNair pass complete short right to Mark Clayton for 6 yards (tackle by Caleb Miller),2.880,2.970
4,6:44,3,11,CIN 19,0,13,Steve McNair for 8 yards (tackle by Bryan Robinson),2.970,2.800
4,6:20,,,,0,13,Timeout #1 by Baltimore Ravens,0.000,2.800
4,6:20,4,3,CIN 11,0,13,Steve McNair pass incomplete short right intended for Mark Clayton (defended by Tory James),2.800,0.370
4,6:16,1,10,CIN 11,0,13,Rudi Johnson left guard for 4 yards (tackle by Trevor Pryce),-0.370,-0.430
4,5:35,2,6,CIN 15,0,13,Rudi Johnson right guard for 2 yards (tackle by Kelly Gregg),-0.430,-0.720
4,4:58,3,4,CIN 17,0,13,Carson Palmer pass complete short left to T.J. Houshmandzadeh for -2 yards (tackle by Samari Rolle),-0.720,-2.440
4,4:20,4,6,CIN 15,0,13,"Kyle Larson punts 51 yards, muffed catch by Corey Ivy, recovered by Ethan Kilmer and returned for no gain",-2.440,3.250
4,4:09,1,10,BAL 35,0,13,Rudi Johnson right tackle for 3 yards (tackle by Ray Lewis),3.250,3.110
4,3:24,2,7,BAL 32,0,13,"Rudi Johnson left tackle for 2 yards (tackle by Bart Scott). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",3.110,1.760
4,3:17,2,17,BAL 42,0,13,Jeremi Johnson right guard for 3 yards (tackle by Bart Scott),1.760,1.490
4,3:10,,,,0,13,Timeout #2 by Baltimore Ravens,0.000,1.490
4,3:10,3,14,BAL 39,0,13,Rudi Johnson left end for 11 yards (tackle by Adalius Thomas),1.490,1.680
4,3:00,,,,0,13,Timeout #3 by Baltimore Ravens,0.000,1.680
4,3:00,4,3,BAL 28,0,13,Shayne Graham 46 yard field goal no good,1.680,-1.400
4,2:55,1,10,BAL 37,0,13,Steve McNair pass complete short right to Todd Heap for 4 yards (tackle by Dexter Jackson),1.400,1.400
4,2:50,2,6,BAL 41,0,13,Steve McNair pass complete short right to Mike Anderson for 10 yards (tackle by Madieu Williams),1.400,2.320
4,2:22,1,10,CIN 49,0,13,Steve McNair pass complete short middle to Todd Heap for 1 yard (tackle by Keiwan Ratliff and Brian Simmons),2.320,1.920
4,2:00,2,9,CIN 48,0,13,Steve McNair pass complete short left to Mike Anderson for 4 yards (tackle by Dexter Jackson),1.920,1.750
4,1:35,3,5,CIN 44,0,13,Steve McNair pass incomplete deep left intended for Demetrius Williams,1.750,0.330
4,1:29,4,5,CIN 44,0,13,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",0.330,0.000
4,1:29,4,10,CIN 49,0,13,Steve McNair pass complete short middle to Mark Clayton for 13 yards (tackle by Brian Simmons),0.000,3.180
4,1:16,1,10,CIN 36,0,13,Steve McNair spiked the ball,3.180,2.640
4,1:15,2,10,CIN 36,0,13,Steve McNair pass incomplete short right intended for Demetrius Williams (defended by Johnathan Joseph),2.640,1.950
4,1:09,3,10,CIN 36,6,13,"Steve McNair pass complete deep left to Derrick Mason for 36 yards, touchdown",1.950,7.000
4,,,,CIN 2,7,13,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,7,13,"Matt Stover kicks onside 19 yards. Penalty on Ed Reed: Offside on Free Kick, 5 yards",0.000,2.650
4,1:00,1,10,BAL 44,7,13,Carson Palmer kneels for -1 yards,2.650,1.980
4,0:24,2,11,BAL 45,7,13,Carson Palmer kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
