Quarter,Time,Down,ToGo,Location,PIT,LVR,Detail,EPB,EPA
1,7:00,2,10,PIT 25,0,7,Jaylen Warren left tackle for 3 yards (tackle by Jerry Tillery),0.060,-0.230
1,6:21,3,7,PIT 28,6,7,"Kenny Pickett pass complete deep middle to Calvin Austin for 72 yards, touchdown. Penalty on Tre'von Moehrig: Defensive Holding, 5 yards (declined)",-0.230,7.000
1,6:12,,,LVR 15,7,7,Chris Boswell kicks extra point good,0.000,0.000
1,6:12,,,PIT 35,7,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
1,6:12,1,10,LVR 25,7,7,Jimmy Garoppolo sacked by T.J. Watt for -8 yards,0.610,-1.150
1,5:31,2,18,LVR 17,7,7,Jimmy Garoppolo pass complete short middle to Jakobi Meyers for 13 yards (tackle by Patrick Peterson and Minkah Fitzpatrick),-1.150,0.040
1,4:50,3,5,LVR 30,7,7,Jimmy Garoppolo pass incomplete deep left intended for Ameer Abdullah,0.040,-1.370
1,4:42,4,5,LVR 30,7,7,"AJ Cole punts 50 yards, returned by Calvin Austin for 5 yards (tackle by Jakob Johnson and Jacob Bobenmoyer)",-1.370,-0.610
1,4:29,1,10,PIT 25,7,7,Kenny Pickett pass incomplete short right intended for Connor Heyward,0.610,0.060
1,4:25,2,10,PIT 25,7,7,Najee Harris up the middle for 2 yards (tackle by John Jenkins and Jerry Tillery),0.060,-0.360
1,3:42,3,8,PIT 27,7,7,Kenny Pickett pass complete short middle to George Pickens for 13 yards (tackle by Robert Spillane),-0.360,1.600
1,3:00,1,10,PIT 40,7,7,Najee Harris left guard for no gain (tackle by Marcus Peters and Nate Hobbs),1.600,1.050
1,2:22,2,10,PIT 40,7,7,Kenny Pickett pass complete short right to Allen Robinson for 6 yards (tackle by Marcus Peters),1.050,1.160
1,1:41,3,4,PIT 46,7,7,Kenny Pickett sacked by Maxx Crosby for -7 yards,1.160,-0.780
1,0:59,4,11,PIT 39,7,7,Pressley Harvin punts 47 yards downed by James Pierre,-0.780,0.280
1,0:49,1,10,LVR 14,7,7,Josh Jacobs right guard for 2 yards (tackle by Mark Robinson),-0.280,-0.510
1,0:23,2,8,LVR 16,7,7,Jimmy Garoppolo pass complete short left to Davante Adams for 7 yards (tackle by Levi Wallace),-0.510,-0.320
Quarter,Time,Down,ToGo,Location,PIT,LVR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,LVR 23,7,7,Jimmy Garoppolo pass complete short right to Davante Adams for 6 yards (tackle by Minkah Fitzpatrick),-0.320,0.870
2,14:29,1,10,LVR 29,7,7,Josh Jacobs left guard for 6 yards (tackle by Keanu Neal),0.870,1.140
2,13:57,2,4,LVR 35,7,7,Josh Jacobs up the middle for 3 yards (tackle by Mark Robinson),1.140,0.830
2,13:18,3,1,LVR 38,7,7,Jimmy Garoppolo pass complete deep middle to Davante Adams for 19 yards (tackle by Kwon Alexander),0.830,2.720
2,12:33,1,10,PIT 43,7,7,Jimmy Garoppolo pass incomplete deep right intended for Jakobi Meyers,2.720,2.180
2,12:27,2,10,PIT 43,7,7,Jimmy Garoppolo pass short middle intended for Michael Mayer is intercepted by Levi Wallace at PIT-31 and returned for no gain (tackle by Michael Mayer),2.180,-1.000
2,12:24,1,10,PIT 31,7,7,Kenny Pickett pass complete short left to Pat Freiermuth for 14 yards (tackle by Nate Hobbs),1.000,1.930
2,11:45,1,10,PIT 45,7,7,Kenny Pickett pass complete short left to Calvin Austin for no gain (tackle by Divine Deablo),1.930,1.380
2,11:10,2,10,PIT 45,7,7,Najee Harris left guard for 9 yards (tackle by Robert Spillane),1.380,1.880
2,10:30,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,10:30,3,1,LVR 46,7,7,"Kenny Pickett up the middle for 2 yards (tackle by Robert Spillane). Penalty on Maxx Crosby: Unnecessary Roughness / Defense, 15 yards (accepted)",1.880,3.640
2,10:00,1,10,LVR 29,7,7,Jaylen Warren left tackle for 6 yards (tackle by Divine Deablo and Jakorian Bennett),3.640,3.910
2,9:25,2,4,LVR 23,7,7,Jaylen Warren up the middle for -2 yards (tackle by John Jenkins),3.910,2.940
2,8:46,3,6,LVR 25,7,7,Kenny Pickett pass incomplete short left intended for Calvin Austin (defended by Nate Hobbs),2.940,1.830
2,8:37,4,6,LVR 25,10,7,Chris Boswell 43 yard field goal good,1.830,3.000
2,8:33,,,PIT 35,10,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,8:33,1,10,LVR 25,10,7,Josh Jacobs left guard for -1 yards (tackle by Cole Holcomb and Keanu Neal),0.610,-0.070
2,8:00,2,11,LVR 24,10,7,Jimmy Garoppolo pass incomplete deep left intended for Davante Adams (defended by Levi Wallace),-0.070,-0.760
2,7:53,3,11,LVR 24,10,7,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",-0.760,-1.510
2,7:53,3,16,LVR 19,10,7,Jimmy Garoppolo pass complete short middle to Ameer Abdullah for 13 yards (tackle by Cole Holcomb),-1.510,-1.240
2,7:11,4,3,LVR 32,10,7,"AJ Cole punts 45 yards, fair catch by Calvin Austin at PIT-23",-1.240,-0.480
2,7:04,1,10,PIT 23,10,7,Kenny Pickett pass complete short left to George Pickens for 13 yards,0.480,1.330
2,6:30,1,10,PIT 36,10,7,Najee Harris up the middle for no gain (tackle by Tre'von Moehrig and Nate Hobbs),1.330,0.790
2,5:55,2,10,PIT 36,10,7,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Jakorian Bennett),0.790,0.100
2,5:50,3,10,PIT 36,10,7,"Kenny Pickett pass incomplete intended for Calvin Austin. Penalty on Jakorian Bennett: Defensive Pass Interference, 16 yards (accepted) (no play)",0.100,2.390
2,5:46,1,10,LVR 48,10,7,Jaylen Warren up the middle for 11 yards (tackle by Nate Hobbs),2.390,3.120
2,5:22,1,10,LVR 37,10,7,Kenny Pickett pass complete short right to Allen Robinson for 4 yards (tackle by Marcus Peters and Robert Spillane),3.120,3.110
2,4:40,2,6,LVR 33,10,7,Najee Harris left guard for 2 yards (tackle by John Jenkins and Maxx Crosby),3.110,2.680
2,4:03,3,4,LVR 31,10,7,"Kenny Pickett scrambles for no gain. Penalty on George Pickens: Illegal Shift, 5 yards (accepted) (no play)",2.680,2.010
2,3:34,3,9,LVR 36,10,7,Kenny Pickett scrambles left end for 10 yards (tackle by Tre'von Moehrig),2.010,3.840
2,3:07,1,10,LVR 26,10,7,Najee Harris right guard for -4 yards (tackle by Marcus Peters),3.840,2.760
2,2:28,2,14,LVR 30,10,7,Kenny Pickett pass incomplete short right intended for Connor Heyward,2.760,2.080
2,2:23,3,14,LVR 30,10,7,Jaylen Warren up the middle for 7 yards (tackle by Marcus Epps),2.080,1.930
2,2:00,4,7,LVR 23,13,7,Chris Boswell 42 yard field goal good,1.930,3.000
2,1:56,,,PIT 35,13,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:56,1,10,LVR 25,13,7,Josh Jacobs right guard for 4 yards (tackle by Patrick Peterson),0.610,0.600
2,1:35,2,6,LVR 29,13,7,Jimmy Garoppolo pass complete short right to Jakobi Meyers for 13 yards (tackle by Joey Porter),0.600,1.730
2,1:19,1,10,LVR 42,13,7,Jimmy Garoppolo pass complete short middle to Josh Jacobs for 6 yards (tackle by Cole Holcomb),1.730,2.000
2,0:56,2,4,LVR 48,13,7,Jimmy Garoppolo pass incomplete deep left intended for Davante Adams,2.000,1.290
2,0:52,3,4,LVR 48,13,7,Jimmy Garoppolo sacked by T.J. Watt for -8 yards,1.290,-0.720
2,0:46,4,12,LVR 40,13,7,"AJ Cole punts 60 yards, touchback.",-0.720,-0.280
2,0:38,1,10,PIT 20,13,7,Najee Harris up the middle for 6 yards (tackle by Bilal Nichols),0.280,0.540
Quarter,Time,Down,ToGo,Location,PIT,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,13,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LVR 25,13,7,Jimmy Garoppolo pass incomplete short right intended for Jakobi Meyers,0.610,0.060
3,14:55,2,10,LVR 25,13,7,Jimmy Garoppolo pass incomplete deep middle intended for Davante Adams (defended by Cole Holcomb),0.060,-0.620
3,14:48,3,10,LVR 25,13,7,Jimmy Garoppolo pass complete short left to Hunter Renfrow for 7 yards (tackle by Minkah Fitzpatrick),-0.620,-1.240
3,14:04,4,3,LVR 32,13,7,AJ Cole punts 59 yards out of bounds,-1.240,0.380
3,13:57,1,10,PIT 9,13,7,Kenny Pickett pass complete short right to Allen Robinson for 8 yards (tackle by Marcus Peters),-0.380,-0.020
3,13:18,2,2,PIT 17,13,7,Najee Harris up the middle for 4 yards (tackle by Byron Young),-0.020,0.340
3,12:38,1,10,PIT 21,13,7,Kenny Pickett pass incomplete deep right intended for Calvin Austin,0.340,-0.200
3,12:31,2,10,PIT 21,13,7,Najee Harris left tackle for 5 yards (tackle by Nate Hobbs and Divine Deablo),-0.200,-0.230
3,11:50,3,5,PIT 26,13,7,Kenny Pickett pass complete short right to George Pickens for 32 yards (tackle by Marcus Peters),-0.230,2.790
3,11:03,1,10,LVR 42,13,7,Kenny Pickett pass complete short left to Jaylen Warren for 2 yards (tackle by Robert Spillane),2.790,2.510
3,10:21,2,8,LVR 40,13,7,Najee Harris up the middle for 1 yard (tackle by Tre'von Moehrig and Maxx Crosby),2.510,1.950
3,9:38,3,7,LVR 39,13,7,Kenny Pickett pass incomplete short right,1.950,0.660
3,9:33,4,7,LVR 39,16,7,Chris Boswell 57 yard field goal good,0.660,3.000
3,9:28,,,PIT 35,16,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,9:28,1,10,LVR 25,16,7,Josh Jacobs left tackle for 6 yards (tackle by DeMarvin Leal),0.610,0.870
3,8:56,2,4,LVR 31,16,7,Josh Jacobs up the middle for 3 yards (tackle by DeMarvin Leal),0.870,0.560
3,8:14,3,1,LVR 34,16,7,Jimmy Garoppolo pass complete short left to Davante Adams for 18 yards (tackle by Levi Wallace),0.560,2.390
3,7:31,1,10,PIT 48,16,7,Jimmy Garoppolo pass incomplete short left intended for Josh Jacobs,2.390,1.850
3,7:25,2,10,PIT 48,16,7,Jimmy Garoppolo pass deep right intended for Jakobi Meyers is intercepted by Patrick Peterson at PIT-19 and returned for no gain,1.850,-0.150
3,7:15,1,10,PIT 19,16,7,Kenny Pickett pass complete short left to George Pickens for 17 yards (tackle by Robert Spillane and Marcus Epps),0.150,1.330
3,6:34,1,10,PIT 36,16,7,Jaylen Warren right tackle for 4 yards (tackle by Malcolm Koonce),1.330,1.330
3,5:53,2,6,PIT 40,16,7,Kenny Pickett pass complete short right to Jaylen Warren for 16 yards (tackle by Divine Deablo),1.330,2.650
3,5:12,1,10,LVR 44,16,7,Kenny Pickett pass complete short middle to Pat Freiermuth for 14 yards (tackle by Divine Deablo and Marcus Epps),2.650,3.580
3,4:31,1,10,LVR 30,16,7,Najee Harris left guard for 17 yards (tackle by Jakorian Bennett and Tre'von Moehrig),3.580,4.710
3,4:00,1,10,LVR 13,22,7,"Kenny Pickett pass complete short left to Pat Freiermuth for 13 yards, touchdown",4.710,7.000
3,3:56,,,LVR 15,23,7,Chris Boswell kicks extra point good,0.000,0.000
3,3:56,,,PIT 35,23,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,3:56,1,10,LVR 25,23,7,Josh Jacobs up the middle for 8 yards (tackle by Minkah Fitzpatrick and Keanu Neal),0.610,1.140
3,3:18,2,2,LVR 33,23,7,Jimmy Garoppolo pass complete deep middle to Jakobi Meyers for 18 yards (tackle by Minkah Fitzpatrick),1.140,2.320
3,2:41,1,10,PIT 49,23,7,Josh Jacobs left guard for no gain (tackle by Montravius Adams),2.320,1.780
3,2:11,2,10,PIT 49,23,7,Jimmy Garoppolo pass complete short middle to Davante Adams for 12 yards (tackle by Joey Porter),1.780,3.120
3,1:41,1,10,PIT 37,23,7,Jimmy Garoppolo pass complete short right to Ameer Abdullah for 3 yards (tackle by Patrick Peterson),3.120,2.980
3,1:06,2,7,PIT 34,23,7,Jimmy Garoppolo scrambles left end for 7 yards (tackle by Damontae Kazee),2.980,3.780
3,0:23,1,10,PIT 27,23,7,Jimmy Garoppolo sacked by Keeanu Benton for -9 yards,3.780,2.020
Quarter,Time,Down,ToGo,Location,PIT,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,19,PIT 36,23,7,"Penalty on Dylan Parham: False Start, 5 yards (accepted) (no play)",2.020,1.340
4,15:00,2,24,PIT 41,23,7,"Jimmy Garoppolo pass complete to Davante Adams for no gain. Penalty on Dylan Parham: Offensive Holding, 10 yards (accepted) (no play)",1.340,-0.010
4,14:38,2,34,LVR 49,23,7,Jimmy Garoppolo pass complete short right to DeAndre Carter for 16 yards (tackle by Minkah Fitzpatrick),-0.010,1.490
4,13:53,3,18,PIT 35,23,7,Jimmy Garoppolo pass complete short right to Jakobi Meyers for 13 yards,1.490,2.040
4,13:16,4,5,PIT 22,23,7,Jimmy Garoppolo pass incomplete short middle intended for Jakobi Meyers (defended by Levi Wallace),2.040,-0.410
4,13:13,1,10,PIT 22,23,7,Najee Harris right guard for 3 yards (tackle by Divine Deablo),0.410,0.270
4,12:32,2,7,PIT 25,23,7,Kenny Pickett pass complete short left to Jaylen Warren for 5 yards (tackle by Nate Hobbs),0.270,0.230
4,11:50,3,2,PIT 30,23,7,Kenny Pickett pass incomplete short right intended for Jaylen Warren,0.230,-1.370
4,11:44,4,2,PIT 30,23,7,"Pressley Harvin punts 63 yards, returned by DeAndre Carter for 13 yards (tackle by Miles Killebrew)",-1.370,-0.280
4,11:32,1,10,LVR 20,23,7,Jimmy Garoppolo pass complete deep left to Davante Adams for 26 yards (tackle by Kwon Alexander),0.280,1.990
4,10:53,1,10,LVR 46,23,7,Jimmy Garoppolo pass complete short left to Davante Adams for 6 yards (tackle by Minkah Fitzpatrick),1.990,2.260
4,10:16,2,4,PIT 48,23,7,Jimmy Garoppolo pass complete short middle to Hunter Renfrow for 10 yards (tackle by Cole Holcomb),2.260,3.050
4,9:46,1,10,PIT 38,23,7,Josh Jacobs right guard for 10 yards (tackle by Kwon Alexander and Minkah Fitzpatrick),3.050,3.710
4,9:24,1,10,PIT 28,23,7,Josh Jacobs up the middle for 9 yards (tackle by Minkah Fitzpatrick),3.710,4.420
4,8:56,2,1,PIT 19,23,7,Josh Jacobs right guard for 2 yards (tackle by Kwon Alexander),4.420,4.440
4,8:37,1,10,PIT 17,23,7,Jimmy Garoppolo sacked by Markus Golden for -6 yards,4.440,3.080
4,7:51,2,16,PIT 23,23,7,"Jimmy Garoppolo pass complete to Ameer Abdullah for no gain. Penalty on Cole Holcomb: Defensive Holding, 5 yards (accepted) (no play)",3.080,4.370
4,7:21,1,10,PIT 18,23,7,Jimmy Garoppolo pass incomplete short left intended for Davante Adams,4.370,3.800
4,7:18,2,10,PIT 18,23,7,"Jimmy Garoppolo sacked by Minkah Fitzpatrick for no gain. Penalty on Minkah Fitzpatrick: Roughing the Passer, 9 yards (accepted) (no play)",3.800,5.140
4,6:54,1,9,PIT 9,23,7,Jimmy Garoppolo pass complete short left to Jakobi Meyers for 8 yards (tackle by Levi Wallace and Minkah Fitzpatrick),5.140,5.910
4,6:26,2,1,PIT 1,23,7,Josh Jacobs left tackle for no gain (tackle by Levi Wallace and Montravius Adams),5.910,5.170
4,5:44,3,1,PIT 1,23,13,"Jimmy Garoppolo pass complete short left to Davante Adams for 1 yard, touchdown",5.170,7.000
4,5:41,,,PIT 2,23,13,"Two Point Attempt: Jimmy Garoppolo pass incomplete. Penalty on Chandon Sullivan: Defensive Pass Interference, 1 yard (accepted) (no play)",1.000,1.000
4,5:41,,,PIT 1,23,15,Two Point Attempt: Jimmy Garoppolo pass complete to to Michael Mayer for no gain,1.000,1.000
4,5:41,,,LVR 35,23,15,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,5:41,1,10,PIT 25,23,15,Kenny Pickett pass incomplete short left intended for Calvin Austin,0.610,0.060
4,5:36,2,10,PIT 25,23,15,Najee Harris up the middle for 2 yards (tackle by Malcolm Koonce and Adam Butler),0.060,-0.360
4,4:52,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,4:52,3,8,PIT 27,23,15,Kenny Pickett pass incomplete deep middle intended for Pat Freiermuth (defended by Nate Hobbs),-0.360,-1.570
4,4:47,4,8,PIT 27,23,15,"Pressley Harvin punts 41 yards, returned by DeAndre Carter for 16 yards (tackle by Miles Killebrew)",-1.570,-2.130
4,4:35,1,10,LVR 48,23,15,Jimmy Garoppolo pass complete short middle to Josh Jacobs for 6 yards (tackle by Kwon Alexander),2.130,2.390
4,4:08,2,4,PIT 46,23,15,Jimmy Garoppolo pass complete short left to Davante Adams for 12 yards,2.390,3.310
4,4:04,1,10,PIT 34,23,15,Jimmy Garoppolo pass incomplete short middle intended for Josh Jacobs,3.310,2.770
4,3:59,2,10,PIT 34,23,15,Jimmy Garoppolo pass complete short right to Jakobi Meyers for 7 yards (tackle by Levi Wallace),2.770,3.010
4,3:52,3,3,PIT 27,23,15,Josh Jacobs up the middle for 2 yards (tackle by Keanu Neal),3.010,1.950
4,3:15,4,1,PIT 25,23,15,"Penalty on Andre James: False Start, 4 yards (accepted) (no play)",1.950,1.520
4,3:15,4,6,PIT 29,23,15,"Daniel Carlson yard field goal good. Penalty on DeMarvin Leal: Leverage, 15 yards (accepted) (no play)",1.520,4.650
4,3:11,1,10,PIT 14,23,15,Jimmy Garoppolo pass complete short middle to Josh Jacobs for 6 yards (tackle by Elandon Roberts and Markus Golden),4.650,5.090
4,2:38,2,4,PIT 8,23,15,Jimmy Garoppolo pass incomplete short left intended for Davante Adams,5.090,4.280
4,2:31,3,4,PIT 8,23,15,Jimmy Garoppolo pass incomplete short right intended for Jakobi Meyers,4.280,2.980
4,2:25,4,4,PIT 8,23,18,Daniel Carlson 26 yard field goal good,2.980,3.000
4,2:22,,,LVR 35,23,18,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,2:22,1,10,PIT 25,23,18,Najee Harris up the middle for 5 yards (tackle by Byron Young),0.610,0.740
4,2:17,,,,,,Timeout #1 by Las Vegas Raiders,,
4,2:17,2,5,PIT 30,23,18,Najee Harris right guard for 3 yards (tackle by John Jenkins),0.740,0.430
4,2:12,,,,,,Timeout #2 by Las Vegas Raiders,,
4,2:12,3,2,PIT 33,23,18,Kenny Pickett pass complete short left to Allen Robinson for 6 yards (tackle by Marcus Epps),0.430,1.530
4,2:00,1,10,PIT 39,23,18,Najee Harris left guard for -3 yards (tackle by Isaac Rochell and Divine Deablo),1.530,0.580
4,1:53,,,,,,Timeout #3 by Las Vegas Raiders,,
4,1:53,2,13,PIT 36,23,18,Jaylen Warren left guard for 1 yard (tackle by John Jenkins and Bilal Nichols),0.580,0.040
4,1:07,3,12,PIT 37,23,18,Jaylen Warren right tackle for -1 yards (tackle by Bilal Nichols),0.040,-0.980
4,0:23,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,0:23,4,13,PIT 36,23,18,"Pressley Harvin punts 56 yards, recovered by DeAndre Carter at LV-15",-0.980,0.220
4,0:12,1,10,LVR 15,23,18,Jimmy Garoppolo pass deep left intended for Davante Adams is intercepted by Levi Wallace at LV-31 and returned for no gain,-0.220,-3.510
4,0:05,1,10,LVR 31,23,18,Kenny Pickett kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
