#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:08,NOR 36,3,1:39,4,Punt
2,1,9:06,NOR 11,7,4:32,39,Punt
3,1,2:50,NOR 46,3,1:01,3,Punt
4,1,0:21,NOR 48,8,4:08,35,Field Goal
5,2,6:58,NOR 40,3,1:59,3,Punt
6,2,2:30,NOR 42,3,0:47,7,Punt
7,2,0:13,,0,0:08,0,Fumble
8,3,15:00,NOR 39,3,0:59,5,Punt
9,3,11:18,NOR 4,3,1:00,-3,Punt
10,3,8:06,NOR 10,2,0:49,13,Fumble
11,3,5:05,NOR 36,11,4:58,64,Touchdown
12,4,14:08,NOR 28,3,1:39,8,Punt
13,4,10:24,NOR 27,6,2:55,15,Punt
14,4,5:16,NOR 41,7,2:48,39,Interception
