Quarter,Time,Tm,Detail,NOR,CAR
1.0,14:08,Panthers,Jonathan Stewart 67 yard rush (John Kasay kick),0,7
2.0,11:13,Saints,Garrett Hartley 35 yard field goal,3,7
,0:13,Panthers,Dwayne Jarrett 30 yard pass from Matt Moore (John Kasay kick),3,14
,0:00,Panthers,John Kasay 41 yard field goal,3,17
3.0,8:06,Panthers,John Kasay 39 yard field goal,3,20
,5:05,Panthers,John Kasay 37 yard field goal,3,23
,0:07,Saints,Lynell Hamilton 1 yard rush (Garrett Hartley kick),10,23
