Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bears,-7.0,-14.09,-12.03,-0.99,-12.04,2.96,-2.96,5.26,10.55,3.8,-1.01,5.8,-0.99,0.0,0.0
Packers,7.0,-2.96,2.96,-5.26,-10.55,14.09,12.03,0.99,12.04,-3.8,-5.8,1.01,0.0,0.99,0.0
