Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,4:49,1,15,CHI 11,7,0,Matt Forte left tackle for 3 yards (tackle by Charles Woodson),-0.540,-0.890
1,4:12,2,12,CHI 14,7,0,Matt Forte left end for 6 yards (tackle by A.J. Hawk),-0.890,-0.820
1,3:29,3,6,CHI 20,7,0,Jay Cutler sacked by Cullen Jenkins and Clay Matthews for -5 yards,-0.820,-2.440
1,3:00,4,11,CHI 15,7,0,"Brad Maynard punts 47 yards, returned by Tramon Williams for 11 yards (tackle by Patrick Mannelly)",-2.440,-2.190
1,2:48,1,10,GNB 49,7,0,Aaron Rodgers pass complete deep left to Greg Jennings for 21 yards (tackle by Major Wright and Charles Tillman),2.190,3.580
1,2:10,1,10,CHI 30,7,0,James Starks for 2 yards (tackle by Brian Urlacher),3.580,3.300
1,1:40,2,8,CHI 28,7,0,James Starks right end for 1 yard (tackle by Chris Harris and Tim Jennings),3.300,2.740
1,0:58,3,7,CHI 27,7,0,Aaron Rodgers sacked by Brian Urlacher for -8 yards,2.740,0.970
1,0:32,4,15,CHI 35,7,0,"Tim Masthay punts 32 yards. Penalty on Rod Wilson: Offensive Holding, 1 yards",0.970,0.380
1,0:22,1,10,CHI 2,7,0,Matt Forte left tackle for 2 yards (tackle by A.J. Hawk),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CHI 4,7,0,Jay Cutler pass incomplete short middle intended for Matt Forte,-0.630,-1.190
2,14:55,3,8,CHI 4,7,0,Matt Forte left end for -2 yards (tackle by Cullen Jenkins),-1.190,-2.490
2,14:19,4,10,CHI 2,7,0,"Brad Maynard punts 37 yards, muffed catch by Tramon Williams, recovered by Tramon Williams and returned for 6 yards (tackle by Corey Graham)",-2.490,-2.650
2,14:06,1,10,CHI 44,7,0,"Penalty on Quinn Johnson: False Start, 5 yards (no play)",2.650,2.320
2,14:06,1,15,CHI 49,7,0,James Starks right end for 2 yards (tackle by Tim Jennings),2.320,1.710
2,13:25,2,13,CHI 47,7,0,Aaron Rodgers pass complete short middle to Brandon Jackson for 16 yards (tackle by Major Wright),1.710,3.510
2,12:45,1,10,CHI 31,7,0,James Starks right guard for 12 yards (tackle by Major Wright),3.510,4.310
2,12:01,1,10,CHI 19,7,0,Aaron Rodgers pass complete short left to Jordy Nelson for 15 yards (tackle by D.J. Moore and Charles Tillman),4.310,6.280
2,11:19,1,4,CHI 4,13,0,"James Starks right end for 4 yards, touchdown",6.280,7.000
2,,,,CHI 2,14,0,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,0,"Mason Crosby kicks off 51 yards, returned by Danieal Manning for 15 yards (tackle by Jarrett Bush)",0.000,1.200
2,11:08,1,10,CHI 34,14,0,Jay Cutler pass complete deep left to Johnny Knox for 24 yards (tackle by Nick Collins),1.200,2.790
2,10:38,1,10,GNB 42,14,0,Jay Cutler pass incomplete short right intended for Devin Hester,2.790,2.240
2,10:33,2,10,GNB 42,14,0,Jay Cutler pass complete short right to Chester Taylor for 12 yards (tackle by Charles Woodson),2.240,3.580
2,9:50,1,10,GNB 30,14,0,Jay Cutler pass incomplete deep right intended for Devin Hester,3.580,3.030
2,9:44,,,,14,0,Timeout #1 by Chicago Bears,0.000,3.030
2,9:44,2,10,GNB 30,14,0,"Jay Cutler pass complete short middle to Rashied Davis for 13 yards (tackle by Clay Matthews). Penalty on Chester Taylor: Offensive Holding, 11 yards (no play)",3.030,1.550
2,9:17,2,21,GNB 41,14,0,Jay Cutler left end for 9 yards (tackle by Erik Walden),1.550,2.080
2,8:31,3,12,GNB 32,14,0,Jay Cutler right end for 1 yard (tackle by Erik Walden),2.080,1.320
2,7:48,4,11,GNB 31,14,0,"Brad Maynard punts 31 yards, touchback",1.320,-0.280
2,7:40,1,10,GNB 20,14,0,James Starks right tackle for 10 yards (tackle by Major Wright),0.280,0.940
2,7:00,1,10,GNB 30,14,0,Aaron Rodgers for 25 yards (tackle by Lance Briggs),0.940,2.590
2,6:29,1,10,CHI 45,14,0,James Starks right end for no gain (tackle by Pisa Tinoisamoa),2.590,2.040
2,5:47,2,10,CHI 45,14,0,Aaron Rodgers pass complete short right to Greg Jennings for 9 yards (tackle by Brian Urlacher),2.040,2.540
2,5:02,,,,14,0,Timeout #1 by Green Bay Packers,0.000,2.540
2,5:02,3,1,CHI 36,14,0,James Starks right tackle for no gain (tackle by Lance Briggs),2.540,0.890
2,4:29,4,1,CHI 36,14,0,Tim Masthay punts 25 yards,0.890,0.370
2,4:17,1,10,CHI 11,14,0,Jay Cutler pass incomplete short right intended for Matt Forte,-0.370,-0.780
2,4:11,2,10,CHI 11,14,0,"Jay Cutler pass incomplete short left intended for Greg Olsen. Penalty on Tramon Williams: Defensive Holding, 5 yards (no play)",-0.780,-0.140
2,4:06,1,10,CHI 16,14,0,Jay Cutler pass incomplete deep right intended for Greg Olsen,-0.140,-0.660
2,3:59,2,10,CHI 16,14,0,Matt Forte left guard for 14 yards (tackle by Nick Collins),-0.660,0.940
2,3:25,1,10,CHI 30,14,0,Matt Forte left end for 1 yard (tackle by Desmond Bishop),0.940,0.530
2,2:46,2,9,CHI 31,14,0,Jay Cutler pass complete short middle to Matt Forte for 2 yards (tackle by Clay Matthews),0.530,0.100
2,2:00,3,7,CHI 33,14,0,"Jay Cutler sacked by Sam Shields for -8 yards. Jay Cutler fumbles (forced by Sam Shields), recovered by Matt Forte at CHI-23",0.100,-1.830
2,1:52,,,,14,0,Timeout #2 by Green Bay Packers,0.000,-1.830
2,1:52,4,17,CHI 23,14,0,Brad Maynard punts 41 yards,-1.830,-1.330
2,1:44,1,10,GNB 36,14,0,Aaron Rodgers for 12 yards (tackle by Brian Urlacher),1.330,2.130
2,1:38,1,10,GNB 48,14,0,Aaron Rodgers pass incomplete short right intended for Greg Jennings,2.130,1.580
2,1:34,2,10,GNB 48,14,0,Aaron Rodgers pass complete short middle to Donald Driver for 9 yards (tackle by D.J. Moore),1.580,2.080
2,1:14,3,1,CHI 43,14,0,Aaron Rodgers left guard for 2 yards (tackle by Henry Melton),2.080,2.850
2,0:53,1,10,CHI 41,14,0,Aaron Rodgers pass incomplete short left intended for Donald Driver is intercepted by Lance Briggs at CHI-38 and returned for 4 yards,2.850,-1.730
2,0:49,1,10,CHI 42,14,0,Jay Cutler pass complete short middle to Matt Forte for 17 yards (tackle by Sam Shields),1.730,2.850
2,0:42,1,10,GNB 41,14,0,Jay Cutler pass incomplete deep left intended for Johnny Knox is intercepted by Sam Shields at GNB-3 and returned for 8 yards,2.850,0.370
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:32,1,10,GNB 11,14,0,Aaron Rodgers kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,0,"Mason Crosby kicks off 54 yards, returned by Devin Hester for 24 yards (tackle by Nick Collins)",0.000,1.600
3,14:52,1,10,CHI 40,14,0,Matt Forte right guard for 5 yards (tackle by Clay Matthews),1.600,1.730
3,14:21,2,5,CHI 45,14,0,Matt Forte right guard for 1 yard (tackle by B.J. Raji and Desmond Bishop),1.730,1.160
3,13:40,3,4,CHI 46,14,0,Jay Cutler pass incomplete short right intended for Matt Forte,1.160,-0.320
3,13:32,4,4,CHI 46,14,0,Brad Maynard punts 37 yards,-0.320,0.060
3,13:22,1,10,GNB 17,14,0,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,-0.060,-0.580
3,13:15,2,10,GNB 17,14,0,James Starks right guard for 2 yards (tackle by Chris Harris and Israel Idonije),-0.580,-1.000
3,12:35,3,8,GNB 19,14,0,Aaron Rodgers pass complete deep middle to Jordy Nelson for 21 yards (tackle by Danieal Manning),-1.000,1.600
3,11:55,1,10,GNB 40,14,0,Aaron Rodgers pass complete short right to Greg Jennings for 20 yards (tackle by Major Wright),1.600,2.920
3,11:16,1,10,CHI 40,14,0,James Starks right end for 9 yards (tackle by Danieal Manning),2.920,3.590
3,10:35,2,1,CHI 31,14,0,James Starks right end for no gain (tackle by Brian Urlacher),3.590,2.870
3,9:55,3,1,CHI 31,14,0,"Aaron Rodgers pass incomplete deep right intended for James Jones. Penalty on Tim Jennings: Defensive Pass Interfere, 23 yards (no play)",2.870,5.370
3,9:48,1,8,CHI 8,14,0,James Starks right guard for 2 yards (tackle by Julius Peppers),5.370,4.950
3,9:08,2,6,CHI 6,14,0,Aaron Rodgers pass incomplete short left intended for Donald Driver,4.950,4.040
3,9:02,3,6,CHI 6,14,0,Aaron Rodgers pass incomplete short left intended for Donald Driver is intercepted by Brian Urlacher at CHI-6 and returned for 39 yards,4.040,-1.930
3,8:50,1,10,CHI 45,14,0,Todd Collins pass incomplete deep middle intended for Kellen Davis,1.930,1.380
3,8:44,2,10,CHI 45,14,0,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",1.380,0.710
3,8:44,2,15,CHI 40,14,0,Todd Collins pass incomplete short left intended for Greg Olsen,0.710,0.040
3,8:40,3,15,CHI 40,14,0,Todd Collins pass incomplete deep middle intended for Earl Bennett,0.040,-0.720
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
3,8:35,4,15,CHI 40,14,0,Brad Maynard punts 39 yards,-0.720,-0.340
3,8:26,1,10,GNB 21,14,0,"James Starks left guard for 3 yards (tackle by Chris Harris). Penalty on Scott Wells: Offensive Holding, 10 yards",0.340,-0.440
3,7:58,1,17,GNB 14,14,0,Aaron Rodgers pass complete short right to Greg Jennings for 1 yard (tackle by D.J. Moore),-0.440,-1.140
3,7:18,2,16,GNB 15,14,0,Aaron Rodgers pass complete deep middle to Greg Jennings for 22 yards (tackle by Danieal Manning),-1.140,1.400
3,6:42,1,10,GNB 37,14,0,James Starks right guard for 2 yards (tackle by Henry Melton),1.400,1.130
3,5:59,2,8,GNB 39,14,0,"Aaron Rodgers left guard for no gain (tackle by D.J. Moore). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",1.130,-0.220
3,5:34,2,18,GNB 29,14,0,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Tim Jennings),-0.220,0.300
3,4:49,3,9,GNB 38,14,0,Aaron Rodgers pass incomplete short right intended for Donald Driver,0.300,-0.850
3,4:39,4,9,GNB 38,14,0,"Tim Masthay punts 46 yards, returned by Devin Hester for 2 yards (tackle by Brandon Underwood)",-0.850,-0.040
3,4:29,1,10,CHI 18,14,0,Matt Forte left guard for no gain (tackle by Ryan Pickett),0.040,-0.490
3,3:55,2,10,CHI 18,14,0,Matt Forte right end for 8 yards (tackle by Rob Francois),-0.490,-0.140
3,3:16,3,2,CHI 26,14,0,Todd Collins pass incomplete short right intended for Johnny Knox,-0.140,-1.630
3,3:10,4,2,CHI 26,14,0,"Brad Maynard punts 43 yards, returned by Tramon Williams for no gain. Tramon Williams fumbles, recovered by Brett Swain at GNB-27. Penalty on Pisa Tinoisamoa: Ineligible Downfield Kic, 5 yards",-1.630,-1.070
3,2:59,1,10,GNB 32,14,0,John Kuhn left guard for 2 yards (tackle by Brian Urlacher and Lance Briggs),1.070,0.800
3,2:16,2,8,GNB 34,14,0,Brandon Jackson right end for -5 yards (tackle by Brian Urlacher),0.800,-0.560
3,1:35,3,13,GNB 29,14,0,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,-0.560,-1.440
3,1:29,4,13,GNB 29,14,0,"Tim Masthay punts 53 yards, returned by Devin Hester for -4 yards (tackle by Matt Wilhelm). Penalty on Korey Hall: Ineligible Downfield Kic, 5 yards (no play)",-1.440,-1.770
3,1:13,4,18,GNB 24,14,0,"Tim Masthay punts 65 yards, returned by Earl Bennett for 22 yards (tackle by Rob Francois)",-1.770,-1.140
3,0:57,1,10,CHI 33,14,0,Matt Forte right tackle for 11 yards (tackle by Charlie Peprah),1.140,1.860
3,0:20,1,10,CHI 44,14,0,Matt Forte right tackle for 4 yards (tackle by Ryan Pickett),1.860,1.860
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 48,14,0,Caleb Hanie pass complete short right to Matt Forte for 8 yards (tackle by Desmond Bishop),1.860,2.650
4,14:29,1,10,GNB 44,14,0,Caleb Hanie right end for 3 yards (tackle by A.J. Hawk),2.650,2.520
4,13:47,2,7,GNB 41,14,0,Matt Forte right tackle for 11 yards (tackle by Nick Collins),2.520,3.580
4,13:14,1,10,GNB 30,14,0,Chester Taylor right tackle for -3 yards (tackle by Clay Matthews),3.580,2.630
4,12:35,2,13,GNB 33,14,0,Caleb Hanie pass complete short right to Johnny Knox for 32 yards (tackle by Nick Collins),2.630,6.970
4,12:05,1,1,GNB 1,14,6,"Chester Taylor right tackle for 1 yard, touchdown",6.970,7.000
4,,,,GNB 2,14,7,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,14,7,"Robbie Gould kicks off 64 yards, returned by James Starks for 18 yards (tackle by Major Wright)",0.000,0.540
4,11:55,1,10,GNB 24,14,7,James Starks left tackle for 1 yard (tackle by Chris Harris and Brian Urlacher),0.540,0.130
4,11:14,2,9,GNB 25,14,7,"Aaron Rodgers pass incomplete deep right intended for Greg Jennings. Penalty on Julius Peppers: Roughing the Passer, 14 yards (no play)",0.130,1.530
4,11:08,1,10,GNB 39,14,7,"Penalty on Donald Lee: False Start, 5 yards (no play)",1.530,1.200
4,11:08,1,15,GNB 34,14,7,"Aaron Rodgers pass incomplete short right intended for Donald Driver. Penalty on Tim Jennings: Defensive Pass Interfere, 15 yards (no play)",1.200,2.190
4,11:03,1,10,GNB 49,14,7,Aaron Rodgers pass complete short right to John Kuhn for 6 yards (tackle by D.J. Moore and Israel Idonije),2.190,2.460
4,10:20,2,4,CHI 45,14,7,James Starks right guard for 2 yards (tackle by Brian Urlacher),2.460,2.010
4,9:36,3,2,CHI 43,14,7,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,2.010,0.400
4,9:32,4,2,CHI 43,14,7,"Tim Masthay punts 43 yards, touchback",0.400,-0.280
4,9:19,1,10,CHI 20,14,7,Matt Forte left end for no gain (tackle by A.J. Hawk),0.280,-0.270
4,8:40,2,10,CHI 20,14,7,Caleb Hanie pass incomplete short right intended for Earl Bennett,-0.270,-0.960
4,8:34,3,10,CHI 20,14,7,Caleb Hanie pass incomplete short left intended for Johnny Knox,-0.960,-2.030
4,8:29,4,10,CHI 20,14,7,Brad Maynard punts 24 yards,-2.030,-2.650
4,8:22,1,10,CHI 44,14,7,Aaron Rodgers pass incomplete short left intended for Andrew Quarless,2.650,2.110
4,8:16,2,10,CHI 44,14,7,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Charles Tillman),2.110,2.610
4,7:36,3,1,CHI 35,14,7,Aaron Rodgers pass incomplete short right intended for Tom Crabtree,2.610,1.000
4,7:31,4,1,CHI 35,14,7,Tim Masthay punts 25 yards,1.000,0.380
4,7:22,1,10,CHI 10,14,7,Matt Forte right tackle for 2 yards (tackle by Ryan Pickett and A.J. Hawk),-0.380,-0.630
4,6:47,2,8,CHI 12,14,7,Caleb Hanie pass complete short left to Earl Bennett for 3 yards (tackle by Charles Woodson),-0.630,-0.840
4,6:12,,,,14,7,Timeout #1 by Chicago Bears,0.000,-0.840
4,6:12,3,5,CHI 15,20,7,"Caleb Hanie pass incomplete short left intended for Matt Forte is intercepted by B.J. Raji at CHI-18 and returned for 18 yards, touchdown",-0.840,-7.000
4,,,,CHI 2,21,7,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,21,7,"Mason Crosby kicks off 46 yards, returned by Rashied Davis for 16 yards (tackle by John Kuhn)",0.000,1.600
4,5:59,1,10,CHI 40,21,7,Caleb Hanie pass complete short middle to Greg Olsen for 13 yards (tackle by Desmond Bishop),1.600,2.460
4,5:34,1,10,GNB 47,21,7,Caleb Hanie pass complete short middle to Earl Bennett for 7 yards (tackle by Charlie Peprah),2.460,2.860
4,5:14,2,3,GNB 40,21,7,Caleb Hanie pass complete short middle to Matt Forte for 5 yards (tackle by Clay Matthews),2.860,3.250
4,4:53,1,10,GNB 35,21,13,"Caleb Hanie pass complete short left to Earl Bennett for 35 yards, touchdown",3.250,7.000
4,,,,GNB 2,21,14,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,21,14,"Robbie Gould kicks off 59 yards, returned by Charles Woodson for 14 yards (tackle by Garrett Wolfe)",0.000,0.610
4,4:38,1,10,GNB 25,21,14,James Starks right end for no gain (tackle by Charles Tillman),0.610,0.060
4,3:55,2,10,GNB 25,21,14,James Starks right end for -2 yards (tackle by Danieal Manning),0.060,-0.890
4,3:50,3,12,GNB 23,21,14,Aaron Rodgers right end for 1 yard (tackle by Lance Briggs),-0.890,-1.770
4,3:07,4,11,GNB 24,21,14,"Tim Masthay punts 58 yards, returned by Devin Hester for 11 yards (tackle by Brandon Underwood)",-1.770,-0.870
4,2:53,1,10,CHI 29,21,14,Caleb Hanie pass incomplete short middle intended for Matt Forte,0.870,0.330
4,2:49,2,10,CHI 29,21,14,Caleb Hanie pass complete short left to Matt Forte for 1 yard (tackle by Nick Collins),0.330,-0.230
4,2:44,3,9,CHI 30,21,14,Caleb Hanie pass complete short left to Greg Olsen for 10 yards (tackle by A.J. Hawk),-0.230,1.600
4,2:38,1,10,CHI 40,21,14,"Caleb Hanie pass incomplete short right intended for Devin Hester. Penalty on Caleb Hanie: Intentional Grounding, 10 yards",1.600,-0.300
4,2:33,2,20,CHI 30,21,14,Caleb Hanie pass complete short middle to Matt Forte for 11 yards (tackle by Sam Shields),-0.300,0.500
4,2:01,3,9,CHI 41,21,14,Caleb Hanie pass complete short middle to Matt Forte for 8 yards (tackle by Rob Francois),0.500,-0.130
4,1:54,4,1,CHI 49,21,14,Chester Taylor right tackle for 4 yards (tackle by Desmond Bishop),-0.130,2.460
4,1:34,1,10,GNB 47,21,14,Caleb Hanie pass complete short right to Matt Forte for 13 yards (tackle by Clay Matthews),2.460,3.310
4,1:27,1,10,GNB 34,21,14,Caleb Hanie pass incomplete,3.310,2.770
4,1:21,2,10,GNB 34,21,14,Caleb Hanie pass complete short left to Greg Olsen for 7 yards (tackle by Sam Shields),2.770,3.010
4,1:15,,,,21,14,Timeout #2 by Chicago Bears,0.000,3.010
4,1:15,3,3,GNB 27,21,14,Earl Bennett left end for -2 yards (tackle by Desmond Bishop),3.010,1.540
4,0:47,4,5,GNB 29,21,14,Caleb Hanie pass incomplete deep left intended for Johnny Knox is intercepted by Sam Shields at GNB-12 and returned for 32 yards,1.540,-1.860
4,0:37,1,10,GNB 44,21,14,Aaron Rodgers kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
