Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Tramon Williams,GNB,0,0,,0,0,3,13,4.3,0,11
James Starks,GNB,2,30,15.0,0,18,0,0,,0,0
Charles Woodson,GNB,1,14,14.0,0,14,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Devin Hester,CHI,1,24,24.0,0,24,3,16,5.3,0,11
Earl Bennett,CHI,0,0,,0,0,1,22,22.0,0,22
Kellen Davis,CHI,1,8,8.0,0,8,0,0,,0,0
Rashied Davis,CHI,1,16,16.0,0,16,0,0,,0,0
Danieal Manning,CHI,1,15,15.0,0,15,0,0,,0,0
