Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
1,9:10,1,10,BAL 18,6,0,"Drew Brees pass complete deep right to Jimmy Graham for 18 yards, touchdown",4.370,7.000
1,,,,BAL 2,7,0,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,7,0,"Thomas Morstead kicks off 64 yards, returned by David Reed for 18 yards (tackle by Ramon Humber)",0.000,0.540
1,8:56,1,10,BAL 24,7,0,Ray Rice left guard for 5 yards (tackle by Jabari Greer),0.540,0.670
1,8:25,2,5,BAL 29,7,0,Ray Rice left guard for 6 yards (tackle by Sedrick Ellis and Roman Harper),0.670,1.270
1,7:43,1,10,BAL 35,7,0,"Ray Rice left guard for 5 yards (tackle by Roman Harper). Penalty on Darren Sharper: Unnecessary Roughness, 15 yards",1.270,2.590
1,7:23,1,10,NOR 45,7,0,Ray Rice left tackle for no gain (tackle by Will Smith and Jonathan Vilma),2.590,2.040
1,6:45,2,10,NOR 45,7,0,Joe Flacco pass complete short right to Ray Rice for 9 yards (tackle by Marvin Mitchell),2.040,2.540
1,6:12,3,1,NOR 36,7,0,Joe Flacco middle for 2 yards (tackle by Alex Brown),2.540,3.310
1,5:40,1,10,NOR 34,7,0,Joe Flacco pass incomplete deep right intended for Dennis Pitta,3.310,2.770
1,5:33,2,10,NOR 34,7,0,Willis McGahee right tackle for no gain (tackle by Roman Harper and Danny Clark),2.770,2.080
1,4:53,3,10,NOR 34,7,6,"Joe Flacco pass complete short middle to Ed Dickson for 34 yards, touchdown",2.080,7.000
1,,,,NOR 2,7,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,7,7,"Billy Cundiff kicks off 63 yards, returned by Pierre Thomas for 21 yards (tackle by Tavares Gooden)",0.000,0.810
1,4:36,1,10,NOR 28,7,7,Julius Jones right end for 2 yards (tackle by Terrell Suggs),0.810,0.530
1,3:54,2,8,NOR 30,7,7,"Drew Brees pass incomplete short right intended for Jimmy Graham. Penalty on Drew Brees: Intentional Grounding, 13 yards",0.530,-2.190
1,3:50,3,21,NOR 17,7,7,Drew Brees pass incomplete deep middle intended for Robert Meachem (defended by Lardarius Webb),-2.190,-2.320
1,3:42,4,21,NOR 17,7,7,"Thomas Morstead punts 41 yards, fair catch by Lardarius Webb",-2.320,-1.730
1,3:35,1,10,BAL 42,7,7,Ray Rice right guard for 2 yards (tackle by Danny Clark and Remi Ayodele),1.730,1.460
1,2:56,2,8,BAL 44,7,7,Ray Rice left guard for 7 yards (tackle by Jonathan Vilma and Sedrick Ellis),1.460,1.690
1,2:22,3,1,NOR 49,7,7,Ray Rice left end for no gain (tackle by Will Smith and Danny Clark),1.690,0.000
1,1:43,4,1,NOR 49,7,7,Ray Rice right end for 20 yards (tackle by Tracy Porter),0.000,3.640
1,1:02,1,10,NOR 29,7,7,Willis McGahee right tackle for 5 yards (tackle by Jonathan Vilma and Sedrick Ellis),3.640,3.780
1,0:17,2,5,NOR 24,7,7,Willis McGahee left guard for 7 yards (tackle by Jonathan Vilma),3.780,4.440
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 17,7,7,Joe Flacco pass incomplete short right intended for David Reed,4.440,3.850
2,14:56,2,10,NOR 17,7,7,Ray Rice right guard for 7 yards (tackle by Darren Sharper and Scott Shanle),3.850,4.340
2,14:24,3,3,NOR 10,7,13,"Ray Rice right tackle for 10 yards, touchdown",4.340,7.000
2,,,,NOR 2,7,14,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,7,14,"Billy Cundiff kicks off 64 yards, returned by Pierre Thomas for 26 yards (tackle by Dawan Landry). Penalty on Zach Strief: Offensive Holding, 10 yards",0.000,-0.350
2,14:12,1,10,NOR 12,7,14,Drew Brees pass incomplete short right intended for Lance Moore,-0.350,-0.780
2,14:09,2,10,NOR 12,7,14,Drew Brees pass complete short right to Jeremy Shockey for 5 yards (tackle by Jarret Johnson),-0.780,-0.840
2,13:33,3,5,NOR 17,7,14,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Dawan Landry),-0.840,-2.320
2,13:27,4,5,NOR 17,7,14,"Thomas Morstead punts 43 yards, returned by Lardarius Webb for 26 yards (tackle by Matt Giordano)",-2.320,-3.310
2,13:10,1,10,NOR 34,7,14,Willis McGahee right guard for 3 yards (tackle by Danny Clark and Tracy Porter),3.310,3.180
2,12:32,2,7,NOR 31,7,14,Joe Flacco pass complete short right to Ray Rice for 14 yards (tackle by Will Smith),3.180,4.440
2,11:46,,,,7,14,Timeout #1 by Baltimore Ravens,0.000,4.440
2,11:46,1,10,NOR 17,7,14,Ray Rice left guard for 2 yards (tackle by Roman Harper and Remi Ayodele),4.440,4.150
2,11:11,2,8,NOR 15,7,14,Ray Rice right guard for 3 yards (tackle by Danny Clark and Roman Harper),4.150,3.880
2,10:30,3,5,NOR 12,7,14,"Penalty on Michael Oher: False Start, 5 yards (no play)",3.880,3.070
2,10:12,3,10,NOR 17,7,20,"Joe Flacco pass complete deep right to Ray Rice for 17 yards, touchdown",3.070,7.000
2,,,,NOR 2,7,21,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,7,21,"Billy Cundiff kicks off 56 yards, returned by Pierre Thomas for 21 yards (tackle by Haruki Nakamura)",0.000,1.270
2,9:59,1,10,NOR 35,7,21,Julius Jones left guard for 3 yards (tackle by Cory Redding and Haloti Ngata),1.270,1.130
2,9:22,2,7,NOR 38,7,21,"Drew Brees pass incomplete deep right intended for Robert Meachem (defended by Lardarius Webb). Penalty on Paul Kruger: Defensive Offside, 5 yards (no play)",1.130,1.800
2,9:22,2,2,NOR 43,7,21,"Penalty on Cory Redding: Encroachment, 5 yards (no play)",1.800,2.130
2,9:12,1,10,NOR 48,7,21,Pierre Thomas right guard for 3 yards (tackle by Jarret Johnson),2.130,1.990
2,8:37,2,7,BAL 49,7,21,Drew Brees pass complete short right to Jimmy Graham for no gain,1.990,1.290
2,7:51,3,7,BAL 49,7,21,Drew Brees sacked by Dannell Ellerbe for -13 yards,1.290,-0.850
2,7:20,4,20,NOR 38,7,21,"Thomas Morstead punts 43 yards, fair catch by Lardarius Webb",-0.850,-0.150
2,7:12,1,10,BAL 19,7,21,Ray Rice left tackle for 3 yards (tackle by Jonathan Vilma),0.150,0.070
2,6:34,2,7,BAL 22,7,21,Joe Flacco pass complete short right to Ed Dickson for -1 yards (tackle by Jonathan Vilma),0.070,-0.810
2,5:54,3,8,BAL 21,7,21,Joe Flacco pass complete deep right to Derrick Mason for 42 yards (tackle by Leigh Torrence),-0.810,3.120
2,5:12,1,10,NOR 37,7,21,Joe Flacco pass complete short right to Anquan Boldin for 2 yards (tackle by Leigh Torrence),3.120,2.840
2,4:33,2,8,NOR 35,7,21,Ray Rice left guard for -2 yards (tackle by Alex Brown),2.840,1.880
2,4:27,,,,7,21,Timeout #1 by New Orleans Saints,0.000,1.880
2,4:27,3,10,NOR 37,7,21,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",1.880,1.220
2,3:55,3,15,NOR 42,7,21,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Tracy Porter and Jonathan Vilma),1.220,1.060
2,3:34,4,7,NOR 34,7,21,"Penalty on Billy Cundiff: Delay of Game, 5 yards (no play)",1.060,0.660
2,3:26,4,12,NOR 39,7,21,"Sam Koch punts 38 yards, out of bounds. Penalty on Marcus Smith: Illegal Shift (Offsetting), Penalty on Leigh Torrence: Offensive Holding (Offsetting) (no play)",0.660,0.660
2,3:24,4,12,NOR 39,7,21,Sam Koch punts 31 yards,0.660,0.380
2,3:14,1,10,NOR 8,7,21,Drew Brees pass complete short middle to Marques Colston for 27 yards (tackle by Lardarius Webb),-0.380,1.270
2,2:45,1,10,NOR 35,7,21,Drew Brees pass complete short right to Reggie Bush for 8 yards (tackle by Dannell Ellerbe),1.270,1.800
2,2:16,2,2,NOR 43,7,21,Drew Brees pass complete short right to Reggie Bush for 20 yards (tackle by Ed Reed),1.800,3.120
2,2:00,1,10,BAL 37,7,21,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Dannell Ellerbe),3.120,3.250
2,1:39,2,5,BAL 32,7,21,Drew Brees pass complete short left to Devery Henderson for 16 yards,3.250,4.510
2,1:32,1,10,BAL 16,7,21,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Chris Carr and Ed Reed),4.510,4.760
2,0:56,2,5,BAL 11,7,21,Drew Brees pass complete short middle to Jeremy Shockey for 10 yards (tackle by Dannell Ellerbe),4.760,6.970
2,0:49,,,,7,21,Timeout #2 by New Orleans Saints,0.000,6.970
2,0:49,1,1,BAL 1,7,21,Drew Brees pass complete short right to Pierre Thomas for no gain,6.970,5.910
2,0:25,2,1,BAL 1,13,21,"Drew Brees pass complete short left to Jimmy Graham for 1 yard, touchdown",5.910,7.000
2,,,,BAL 2,14,21,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,14,21,"Thomas Morstead kicks off 60 yards, returned by Jalen Parmele for 38 yards (tackle by Junior Galette)",0.000,2.130
2,0:14,1,10,BAL 48,14,21,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by Tracy Porter),2.130,1.580
2,0:09,2,10,BAL 48,14,21,Joe Flacco pass incomplete deep middle intended for T.J. Houshmandzadeh (defended by Darren Sharper),1.580,0.890
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,14,21,"Thomas Morstead kicks off 68 yards, returned by Jalen Parmele for 19 yards (tackle by Marvin Mitchell)",0.000,0.340
3,14:54,1,10,BAL 21,14,21,Ray Rice left tackle for -1 yards (tackle by Alex Brown),0.340,-0.340
3,14:13,2,11,BAL 20,14,21,"Ray Rice right guard for 6 yards (tackle by Jonathan Vilma). Penalty on Ray Rice: Unsportsmanlike Conduct, 13 yards",-0.340,-2.300
3,13:40,3,18,BAL 13,14,21,Joe Flacco sacked by Marvin Mitchell for -4 yards,-2.300,-2.490
3,13:14,4,22,BAL 9,14,21,Sam Koch punts 43 yards,-2.490,-2.130
3,13:01,1,10,NOR 48,14,21,Pierre Thomas right guard for 1 yard (tackle by Jameel McClain and Dawan Landry),2.130,1.720
3,12:24,2,9,NOR 49,14,21,Drew Brees pass complete short right to Reggie Bush for 6 yards (tackle by Lardarius Webb and Ed Reed),1.720,1.820
3,11:47,3,3,BAL 45,14,21,Drew Brees pass incomplete short left intended for Robert Meachem,1.820,0.270
3,11:41,4,3,BAL 45,14,21,Thomas Morstead punts 37 yards,0.270,0.380
3,11:32,1,10,BAL 8,14,21,Joe Flacco pass incomplete short right intended for Anquan Boldin,-0.380,-0.780
3,11:26,2,10,BAL 8,14,21,Joe Flacco pass incomplete short middle intended for Ray Rice,-0.780,-1.420
3,11:21,3,10,BAL 8,14,21,Ray Rice left guard for 4 yards (tackle by Roman Harper and Tracy Porter),-1.420,-2.490
3,10:44,4,6,BAL 12,14,21,"Sam Koch punts 46 yards, returned by Reggie Bush for 9 yards (tackle by Prescott Burgess)",-2.490,-2.320
3,10:32,1,10,BAL 49,14,21,Reggie Bush right tackle for 2 yards (tackle by Chris Carr and Lardarius Webb),2.320,2.050
3,10:02,,,,14,21,Timeout #1 by Baltimore Ravens,0.000,2.050
3,10:02,2,8,BAL 47,14,21,Drew Brees pass complete short left to Jeremy Shockey for 10 yards (tackle by Dawan Landry),2.050,3.120
3,9:19,1,10,BAL 37,14,21,Drew Brees pass complete short middle to Marques Colston for 18 yards (tackle by Ed Reed),3.120,4.310
3,8:35,1,10,BAL 19,14,21,"Drew Brees sacked by Jarret Johnson for -7 yards. Drew Brees fumbles (forced by Jarret Johnson), recovered by Drew Brees at BAL-26",4.310,2.820
3,7:59,2,17,BAL 26,14,21,Reggie Bush right guard for 2 yards (tackle by Haloti Ngata),2.820,2.410
3,7:20,3,15,BAL 24,14,21,"Drew Brees sacked by Terrell Suggs for -5 yards. Drew Brees fumbles (forced by Terrell Suggs), recovered by Jonathan Goodwin at BAL-29",2.410,1.500
3,6:30,4,20,BAL 29,17,21,Garrett Hartley 47 yard field goal good,1.500,3.000
3,,,,NOR 30,17,21,"Thomas Morstead kicks off 66 yards, returned by Jalen Parmele for 22 yards (tackle by Junior Galette)",0.000,0.670
3,6:16,1,10,BAL 26,17,21,"Penalty on Le'Ron McClain: False Start, 5 yards (no play)",0.670,0.340
3,6:16,1,15,BAL 21,17,21,Joe Flacco pass complete short left to Ray Rice for 32 yards (tackle by Malcolm Jenkins),0.340,2.460
3,5:28,1,10,NOR 47,17,21,Ray Rice left tackle for 4 yards (tackle by Danny Clark and Jonathan Vilma),2.460,2.450
3,4:50,2,6,NOR 43,17,21,Willis McGahee left guard for 28 yards (tackle by Tracy Porter),2.450,4.580
3,4:11,1,10,NOR 15,17,21,Willis McGahee left tackle for 8 yards (tackle by Malcolm Jenkins and Roman Harper),4.580,5.410
3,3:39,2,2,NOR 7,17,21,Willis McGahee left tackle for 2 yards (tackle by Jonathan Vilma),5.410,6.060
3,3:07,1,5,NOR 5,17,21,Ray Rice left guard for no gain (tackle by Remi Ayodele and Alex Brown),6.060,5.150
3,2:29,2,5,NOR 5,17,21,Joe Flacco pass incomplete short right intended for Le'Ron McClain,5.150,4.260
3,2:25,3,5,NOR 5,17,21,Joe Flacco sacked by Jimmy Wilkerson for -10 yards,4.260,2.440
3,2:20,4,15,NOR 15,17,24,Billy Cundiff 33 yard field goal good,2.440,3.000
3,,,,BAL 30,17,24,"Billy Cundiff kicks off 78 yards, touchback",0.000,0.280
3,2:15,1,10,NOR 20,17,24,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Lardarius Webb and Ray Lewis),0.280,0.950
3,1:43,2,1,NOR 29,17,24,Pierre Thomas right guard for no gain (tackle by Dannell Ellerbe),0.950,0.230
3,1:11,3,1,NOR 29,17,24,Julius Jones right end for 2 yards (tackle by Ray Lewis and Lardarius Webb),0.230,1.000
3,0:23,1,10,NOR 31,17,24,"(tackle by Ray Lewis). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",1.000,1.730
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,NOR 36,17,24,Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Dawan Landry and Dannell Ellerbe),1.730,1.730
4,14:27,1,10,NOR 42,17,24,Drew Brees pass complete short right to Robert Meachem for 12 yards (tackle by Ed Reed),1.730,2.520
4,13:47,1,10,BAL 46,17,24,Drew Brees pass incomplete short right intended for Jeremy Shockey,2.520,1.980
4,13:39,2,10,BAL 46,17,24,Drew Brees pass complete deep middle to Devery Henderson for 26 yards (tackle by Ed Reed),1.980,4.240
4,13:08,1,10,BAL 20,17,24,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Haruki Nakamura),4.240,5.140
4,12:28,1,9,BAL 9,17,24,Drew Brees pass incomplete short middle intended for Marques Colston,5.140,4.380
4,12:23,2,9,BAL 9,17,24,Reggie Bush left end for -6 yards (tackle by Jarret Johnson),4.380,2.930
4,11:41,3,15,BAL 15,23,24,"Drew Brees pass complete short left to Lance Moore for 15 yards, touchdown",2.930,7.000
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
4,,,,BAL 2,24,24,"Garrett Hartley kicks extra point good. Penalty on Lardarius Webb: Defensive Offside, 5 yards",0.000,0.000
4,,,,NOR 35,24,24,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,11:34,1,10,BAL 20,24,24,"Ray Rice left guard for 50 yards (tackle by Leigh Torrence). Penalty on Roman Harper: Unnecessary Roughness, 15 yards",0.280,4.580
4,11:01,1,10,NOR 15,24,24,Ray Rice middle for 1 yard (tackle by Jeff Charleston),4.580,4.110
4,10:19,2,9,NOR 14,24,24,Joe Flacco pass incomplete short right intended for T.J. Houshmandzadeh (defended by Leigh Torrence),4.110,3.240
4,10:14,3,9,NOR 14,24,24,Joe Flacco pass incomplete short right intended for T.J. Houshmandzadeh,3.240,2.510
4,10:08,4,9,NOR 14,24,27,Billy Cundiff 32 yard field goal good,2.510,3.000
4,,,,BAL 30,24,27,"Billy Cundiff kicks off 73 yards, returned by Pierre Thomas for 32 yards (tackle by Jalen Parmele)",0.000,0.870
4,9:54,1,10,NOR 29,24,27,Julius Jones right guard for 4 yards (tackle by Terrell Suggs and Jameel McClain),0.870,0.870
4,9:18,2,6,NOR 33,24,27,Drew Brees pass complete short right to Robert Meachem for 5 yards (tackle by Lardarius Webb and Ray Lewis),0.870,0.830
4,8:36,3,1,NOR 38,24,27,Pierre Thomas middle for 3 yards (tackle by Ray Lewis),0.830,1.660
4,7:56,1,10,NOR 41,24,27,Drew Brees pass incomplete short middle intended for Jeremy Shockey (defended by Jameel McClain),1.660,1.120
4,7:51,2,10,NOR 41,24,27,Drew Brees pass complete short middle to Lance Moore for 11 yards (tackle by Haruki Nakamura),1.120,2.390
4,7:23,1,10,BAL 48,24,27,Drew Brees pass incomplete short right intended for Jeremy Shockey (defended by Cory Redding),2.390,1.850
4,7:19,2,10,BAL 48,24,27,Drew Brees pass complete short left to Reggie Bush for -10 yards (tackle by Terrell Suggs),1.850,-0.160
4,6:33,3,20,NOR 42,24,27,Drew Brees pass incomplete deep right intended for Devery Henderson,-0.160,-0.590
4,6:27,4,20,NOR 42,24,27,"Thomas Morstead punts 47 yards, returned by Lardarius Webb for 9 yards (tackle by Anthony Waters)",-0.590,-0.280
4,6:15,1,10,BAL 20,24,27,Ray Rice left tackle for 3 yards (tackle by Jonathan Vilma and Sedrick Ellis),0.280,0.140
4,5:31,2,7,BAL 23,24,27,Joe Flacco pass complete short right to T.J. Houshmandzadeh for 15 yards (tackle by Leigh Torrence),0.140,1.470
4,4:44,,,,24,27,Timeout #3 by Baltimore Ravens,0.000,1.470
4,4:44,1,10,BAL 38,24,27,Ray Rice left guard for 3 yards (tackle by Danny Clark),1.470,1.330
4,4:38,,,,24,27,Timeout #1 by New Orleans Saints,0.000,1.330
4,4:38,2,7,BAL 41,24,27,"Ray Rice left guard for 4 yards (tackle by Jeff Charleston). Penalty on Will Smith: Personal Foul, 15 yards",1.330,2.920
4,4:20,1,10,NOR 40,24,27,Ray Rice left guard for 1 yard (tackle by Danny Clark),2.920,2.510
4,3:48,2,9,NOR 39,24,27,Ray Rice left guard for 3 yards,2.510,2.210
4,3:04,3,6,NOR 36,24,27,Joe Flacco pass incomplete deep middle intended for Ray Rice,2.210,0.880
4,3:00,4,6,NOR 36,24,27,Sam Koch punts 32 yards,0.880,0.380
4,2:51,1,10,NOR 4,24,27,Drew Brees pass incomplete short right intended for Heath Evans,-0.380,-0.780
4,2:46,2,10,NOR 4,24,27,Drew Brees pass complete short right to Devery Henderson for 11 yards (tackle by Ray Lewis),-0.780,-0.220
4,2:11,1,10,NOR 15,24,27,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Ed Reed),-0.220,-0.710
4,2:06,2,10,NOR 15,24,27,Drew Brees pass complete short right to Reggie Bush for 2 yards (tackle by Lardarius Webb),-0.710,-1.120
4,2:00,3,8,NOR 17,24,27,Drew Brees pass incomplete short left intended for Marques Colston,-1.120,-2.320
4,1:56,,,,24,27,Timeout #2 by New Orleans Saints,0.000,-2.320
4,1:56,4,8,NOR 17,24,27,Drew Brees pass incomplete short middle intended for Robert Meachem is intercepted by Cory Redding at NOR-18. Penalty on Jermon Bushrod: Offensive Holding (Declined),-2.320,-4.370
4,1:47,1,10,NOR 18,24,27,Ray Rice right tackle for 3 yards (tackle by Remi Ayodele),4.370,4.250
4,1:40,,,,24,27,Timeout #3 by New Orleans Saints,0.000,4.250
4,1:40,2,7,NOR 15,24,27,Ray Rice right guard for 3 yards (tackle by Remi Ayodele),4.250,4.030
4,0:57,3,4,NOR 12,24,27,Ray Rice right guard for 3 yards (tackle by Alex Brown and Remi Ayodele),4.030,2.980
4,0:12,4,1,NOR 9,24,30,Billy Cundiff 27 yard field goal good,2.980,3.000
4,,,,BAL 30,24,30,"Billy Cundiff kicks off 70 yards, returned by Reggie Bush for 32 yards. Penalty on Reggie Bush: Illegal Forward Pass",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
