Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
1,5:01,1,10,,0,7,"Penalty on Demarcus Robinson: False Start, 5 yards (no play)",2.260,1.930
1,4:36,1,15,KAN 45,0,7,Alex Smith pass complete short left to Albert Wilson for 18 yards (tackle by Erik Walden),1.930,3.120
1,3:53,1,10,TEN 37,0,7,Kareem Hunt middle for 3 yards (tackle by Derrick Morgan),3.120,2.980
1,3:09,2,7,TEN 34,0,7,"Alex Smith pass incomplete deep right intended for Travis Kelce. Penalty on Adoree' Jackson: Illegal Use of Hands, 5 yards (no play)",2.980,3.640
1,3:02,1,10,TEN 29,0,7,Kareem Hunt left end for 16 yards (tackle by Kevin Byard),3.640,4.710
1,2:19,1,10,TEN 13,0,13,"Alex Smith pass complete short left to Travis Kelce for 13 yards, touchdown",4.710,7.000
1,2:15,,,TEN 15,0,14,Harrison Butker kicks extra point good,0.000,0.000
1,2:15,,,KAN 35,0,14,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,2:15,1,10,TEN 25,0,14,"Derrick Henry right end for 3 yards (tackle by Kevin Pierre-Louis). Derrick Henry fumbles (forced by Kevin Pierre-Louis), ball out of bounds at TEN-28",0.610,0.470
1,1:37,2,7,TEN 28,0,14,Marcus Mariota pass complete short right to Taywan Taylor for 4 yards (tackle by Marcus Peters),0.470,0.300
1,0:52,3,3,TEN 32,0,14,Marcus Mariota right end for 12 yards (tackle by Ron Parker),0.300,1.860
1,0:14,1,10,TEN 44,0,14,Derrick Henry left guard for 4 yards (tackle by Frank Zombo),1.860,1.860
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TEN 48,0,14,Derrick Henry middle for 2 yards (tackle by Reggie Ragland and Frank Zombo),1.860,1.420
2,14:18,3,4,,0,14,Marcus Mariota pass incomplete short right intended for Eric Decker,1.420,-0.060
2,14:11,4,4,,0,14,"Brett Kern punts 38 yards, returned by Tyreek Hill for no gain",-0.060,0.350
2,13:59,1,10,KAN 12,0,14,Tyreek Hill left end for 14 yards (tackle by Kevin Byard),-0.350,0.670
2,13:15,1,10,KAN 26,0,14,"Charcandrick West middle for 2 yards (tackle by Wesley Woodyard). Penalty on Bryan Witzmann: Offensive Holding, 10 yards (no play)",0.670,-0.300
2,12:46,1,20,KAN 16,0,14,Alex Smith pass complete short left to Kareem Hunt for no gain,-0.300,-1.370
2,12:05,2,20,KAN 16,0,14,Alex Smith pass complete short right to Kareem Hunt for -2 yards (tackle by Austin Johnson and Erik Walden),-1.370,-2.650
2,11:20,3,22,KAN 14,0,14,Alex Smith pass complete short right to Charcandrick West for -2 yards (tackle by Da'Norris Searcy),-2.650,-2.490
2,10:37,4,24,KAN 12,0,14,"Dustin Colquitt punts 46 yards, fair catch by Adoree' Jackson",-2.490,-1.730
2,10:29,1,10,TEN 42,0,14,Marcus Mariota pass complete short left to Delanie Walker for 7 yards (tackle by Kevin Pierre-Louis),1.730,2.130
2,9:48,2,3,TEN 49,0,14,Marcus Mariota pass complete short middle to Delanie Walker for 10 yards (tackle by Kevin Pierre-Louis and Frank Zombo),2.130,2.850
2,9:15,1,10,KAN 41,0,14,Derrick Henry middle for 5 yards (tackle by Reggie Ragland),2.850,2.980
2,8:34,2,5,KAN 36,0,14,Marcus Mariota pass complete short left to Rishard Matthews for 15 yards (tackle by Darrelle Revis),2.980,4.170
2,7:54,1,10,KAN 21,0,14,Marcus Mariota pass incomplete deep right intended for Eric Decker,4.170,3.630
2,7:48,2,10,KAN 21,0,14,Marcus Mariota pass incomplete short right intended for Delanie Walker is intercepted by Marcus Peters at KAN-9 and returned for 28 yards,3.630,-1.400
2,7:37,1,10,KAN 37,0,14,Alex Smith sacked by Sylvester Williams for 0 yards,1.400,0.860
2,7:03,2,10,KAN 37,0,14,Alex Smith pass complete short right to Tyreek Hill for 1 yard (tackle by Tye Smith),0.860,0.300
2,6:16,3,9,KAN 38,0,14,Alex Smith pass incomplete deep right intended for Tyreek Hill,0.300,-0.850
2,6:09,4,9,KAN 38,0,14,"Dustin Colquitt punts 54 yards, returned by Adoree' Jackson for 13 yards (tackle by Jehu Chesson)",-0.850,-0.340
2,5:57,1,10,TEN 21,0,14,Derrick Henry middle for 8 yards (tackle by Reggie Ragland and Steven Nelson),0.340,0.880
2,5:19,2,2,TEN 29,0,14,Marcus Mariota pass complete short right to Delanie Walker for 22 yards (tackle by Ron Parker),0.880,2.320
2,4:50,1,10,KAN 49,0,14,Derrick Henry left guard for 9 yards (tackle by Reggie Ragland),2.320,3.000
2,4:05,2,1,KAN 40,0,14,Marcus Mariota pass complete short right to Corey Davis for 12 yards (tackle by Reggie Ragland),3.000,3.710
2,3:22,1,10,KAN 28,0,14,Derrick Henry middle for 1 yard (tackle by Chris Jones and Allen Bailey),3.710,3.300
2,3:01,2,9,KAN 27,0,14,"Marcus Mariota sacked by Chris Jones for -7 yards. Penalty on Allen Bailey: Defensive 12 On-field, 5 yards (no play)",3.300,3.980
2,2:48,2,4,KAN 22,0,14,Marcus Mariota pass incomplete deep left intended for Delanie Walker,3.980,3.270
2,2:41,3,4,KAN 22,0,14,Marcus Mariota sacked by Derrick Johnson for -9 yards,3.270,1.320
2,2:00,4,13,KAN 31,3,14,Ryan Succop 49 yard field goal good,1.320,3.000
2,1:55,,,TEN 35,3,14,"Ryan Succop kicks off 66 yards, returned by Charcandrick West for 22 yards (tackle by Da'Norris Searcy)",0.000,-0.340
2,1:48,1,10,KAN 21,3,14,Alex Smith sacked by Wesley Woodyard and Brian Orakpo for -8 yards,0.340,0.000
2,1:40,,,,,,Timeout #1 by Tennessee Titans,0.000,1.350
2,1:40,2,18,KAN 13,3,14,Alex Smith pass complete short middle to Travis Kelce for 12 yards (tackle by Jayon Brown),-1.350,0.000
2,1:25,,,,,,Timeout #1 by Kansas City Chiefs,0.000,0.360
2,1:25,3,6,KAN 25,3,14,Alex Smith pass complete short middle to Demarcus Robinson for 13 yards (tackle by Tye Smith),-0.360,1.470
2,1:02,1,10,KAN 38,3,14,Alex Smith right end for 2 yards (tackle by Johnathan Cyprien),1.470,1.190
2,0:53,2,8,KAN 40,3,14,Alex Smith pass complete short right to Demarcus Robinson for 15 yards,1.190,2.590
2,0:48,1,10,TEN 45,3,14,Alex Smith pass complete short middle to Tyreek Hill for 8 yards (tackle by Wesley Woodyard and David King),2.590,0.000
2,0:41,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-3.120
2,0:41,2,2,TEN 37,3,14,Alex Smith pass complete short right to Charcandrick West for 3 yards (tackle by Kevin Byard),3.120,3.310
2,0:36,1,10,TEN 34,3,14,"Alex Smith pass complete short right to Charcandrick West for no gain. Penalty on Derrick Morgan: Defensive Holding, 5 yards (no play)",3.310,3.640
2,0:30,1,10,TEN 29,3,14,Alex Smith pass complete short left to Demarcus Robinson for 15 yards (tackle by Logan Ryan),3.640,4.650
2,0:08,1,10,TEN 14,3,20,"Alex Smith pass complete short left to Demarcus Robinson for 14 yards, touchdown",4.650,7.000
2,0:03,,,TEN 15,3,21,Harrison Butker kicks extra point good,0.000,0.000
2,0:03,,,KAN 35,3,21,"Harrison Butker kicks off 50 yards, returned by David Fluellen for 12 yards (tackle by Jehu Chesson)",0.000,1.270
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,21,"Harrison Butker kicks off 67 yards, returned by Adoree' Jackson for 19 yards (tackle by Kevin Pierre-Louis). Penalty on Eric Weems: Illegal Block Above the Waist, 8 yards",0.000,0.380
3,14:56,1,10,TEN 9,3,21,Derrick Henry middle for 6 yards (tackle by Reggie Ragland and Derrick Johnson),-0.380,-0.280
3,14:28,2,4,TEN 15,3,21,Derrick Henry middle for 4 yards (tackle by Frank Zombo and Bennie Logan),-0.280,0.150
3,13:52,1,10,TEN 19,3,21,Marcus Mariota pass incomplete deep right intended for Corey Davis,0.150,-0.390
3,13:45,2,10,TEN 19,3,21,Marcus Mariota pass complete short right to Derrick Henry for 6 yards (tackle by Justin Houston),-0.390,-0.290
3,12:55,3,4,TEN 25,3,21,"Penalty on Marcus Mariota: Delay of Game, 5 yards (no play)",-0.290,-0.940
3,12:30,3,9,TEN 20,3,21,Marcus Mariota middle for 11 yards (tackle by Derrick Johnson),-0.940,1.000
3,11:53,1,10,TEN 31,3,21,Derrick Henry left end for 4 yards (tackle by Steven Nelson),1.000,1.000
3,11:20,2,6,TEN 35,3,21,Marcus Mariota pass complete short right to Corey Davis for 6 yards (tackle by Derrick Johnson),1.000,1.660
,,,,,,,"TEN challenged the short of the line to gain ruling, and the original play was overturned.",,
3,10:46,1,10,TEN 41,3,21,Marcus Mariota pass complete short left to Corey Davis for 4 yards (tackle by Darrelle Revis),1.660,1.660
3,10:14,2,6,TEN 45,3,21,Marcus Mariota pass complete short right to Derrick Henry for 29 yards (tackle by Daniel Sorensen),1.660,3.840
3,9:27,1,10,KAN 26,3,21,Derrick Henry middle for 12 yards (tackle by Derrick Johnson),3.840,4.650
3,8:43,1,10,KAN 14,3,21,Marcus Mariota pass incomplete short left intended for Rishard Matthews,4.650,4.000
3,8:37,2,10,KAN 14,3,21,Marcus Mariota right end for 10 yards (tackle by Ron Parker),4.000,6.280
3,7:54,1,4,KAN 4,3,21,Derrick Henry middle for 3 yards (tackle by Reggie Ragland and Daniel Sorensen),6.280,5.910
3,7:18,2,1,KAN 1,3,21,"Derrick Henry left end for 1 yard. Penalty on Delanie Walker: False Start, 4 yards (no play)",5.910,5.150
3,7:12,2,5,KAN 5,3,21,Marcus Mariota sacked by Justin Houston for -1 yards,5.150,4.040
3,6:44,3,6,KAN 6,9,21,"Marcus Mariota pass complete short left to Marcus Mariota for 6 yards, touchdown",4.040,7.000
3,6:31,,,KAN 15,10,21,Ryan Succop kicks extra point good,0.000,0.000
3,6:31,,,TEN 35,10,21,"Ryan Succop kicks off 61 yards, returned by Charcandrick West for 15 yards (tackle by Daren Bates)",0.000,-0.150
3,6:25,1,10,KAN 19,10,21,Alex Smith pass incomplete short left intended for Albert Wilson,0.150,-0.390
3,6:21,2,10,KAN 19,10,21,Kareem Hunt left guard for 9 yards (tackle by Kevin Byard),-0.390,0.100
3,5:43,3,1,KAN 28,10,21,Alex Smith right end for -1 yards (tackle by Jurrell Casey),0.100,-1.570
3,5:02,4,2,KAN 27,10,21,"Dustin Colquitt punts 43 yards, returned by Adoree' Jackson for 23 yards (tackle by Keith Reaser). Penalty on Brynden Trawick: Running Into the Kicker (Offsetting), Penalty on Ukeme Eligwe: Unnecessary Roughness (Offsetting) (no play)",-1.570,-1.570
3,4:49,4,2,KAN 27,10,21,"Dustin Colquitt punts 44 yards, muffed catch by Adoree' Jackson, recovered by Keith Reaser and returned for no gain",-1.570,3.710
3,4:34,1,10,TEN 28,10,21,Kareem Hunt right end for -1 yards (tackle by Wesley Woodyard and Avery Williamson),3.710,3.030
3,3:53,2,11,TEN 29,10,21,Alex Smith pass complete short right to Tyreek Hill for -2 yards (tackle by Logan Ryan),3.030,2.080
3,3:14,3,13,TEN 31,10,21,Alex Smith middle for 1 yard (tackle by David King),2.080,1.410
3,2:31,4,12,TEN 30,10,21,Harrison Butker 48 yard field goal no good,1.410,-1.470
3,2:25,1,10,TEN 38,10,21,Marcus Mariota pass complete short left to Corey Davis for 13 yards (tackle by Frank Zombo),1.470,2.320
3,1:48,1,10,KAN 49,10,21,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",2.320,1.990
3,1:20,1,15,TEN 46,10,21,Marcus Mariota pass complete short left to Jonnu Smith for 5 yards (tackle by Kevin Pierre-Louis),1.990,1.780
3,0:41,2,10,KAN 49,10,21,Marcus Mariota pass incomplete,1.780,1.090
3,0:31,3,10,KAN 49,10,21,Marcus Mariota pass complete short middle to Delanie Walker for 14 yards (tackle by Eric Murray),1.090,3.250
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 35,10,21,Derrick Henry left end for no gain (tackle by Darrelle Revis and Kevin Pierre-Louis),3.250,2.700
4,14:17,2,10,KAN 35,16,21,"Derrick Henry middle for 35 yards, touchdown",2.700,7.000
4,14:08,,,KAN 2,16,21,"Two Point Attempt: Marcus Mariota pass complete to Rishard Matthews, conversion fails. Penalty on TEN: Illegal Shift (Declined)",0.000,-1.000
4,14:08,,,TEN 35,16,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,14:08,1,10,KAN 25,16,21,Alex Smith pass complete short left to Tyreek Hill for 5 yards (tackle by Adoree' Jackson),0.610,0.740
4,13:26,2,5,KAN 30,16,21,Alex Smith pass complete short left to Albert Wilson for 8 yards (tackle by Johnathan Cyprien),0.740,1.470
4,12:52,1,10,KAN 38,16,21,Kareem Hunt middle for 7 yards (tackle by Wesley Woodyard and Jurrell Casey),1.470,1.870
4,12:16,2,3,KAN 45,16,21,Kareem Hunt right tackle for 1 yard (tackle by Derrick Morgan and Austin Johnson),1.870,1.290
4,11:30,3,2,KAN 46,16,21,Alex Smith pass incomplete short right intended for Orson Charles,1.290,-0.320
4,11:26,4,2,KAN 46,16,21,"Dustin Colquitt punts 54 yards, touchback",-0.320,-0.280
4,11:15,1,10,TEN 20,16,21,Marcus Mariota pass incomplete short middle intended for Jonnu Smith,0.280,-0.270
4,11:11,2,10,TEN 20,16,21,Derrick Henry middle for 7 yards (tackle by Reggie Ragland),-0.270,-0.030
4,10:31,3,3,TEN 27,16,21,Marcus Mariota pass complete short middle to Delanie Walker for 9 yards (tackle by Derrick Johnson),-0.030,1.330
4,9:54,1,10,TEN 36,16,21,Marcus Mariota pass incomplete deep right intended for Eric Decker (defended by Steven Nelson),1.330,0.790
4,9:46,2,10,TEN 36,16,21,Marcus Mariota right end for 2 yards (tackle by Derrick Johnson),0.790,0.370
4,8:56,3,8,TEN 38,16,21,"Marcus Mariota right end for 17 yards (tackle by Ron Parker). Penalty on Marcus Peters: Defensive Holding, 5 yards",0.370,2.920
4,8:24,1,10,KAN 40,16,21,Derrick Henry left tackle for 9 yards (tackle by Daniel Sorensen),2.920,3.590
4,7:42,2,1,KAN 31,16,21,Marcus Mariota pass complete short right to Eric Decker for -1 yards (tackle by Marcus Peters),3.590,0.000
4,6:55,,,,,,Timeout #1 by Tennessee Titans,0.000,-2.740
4,6:55,3,2,KAN 32,16,21,Marcus Mariota pass complete short right to Jonnu Smith for 10 yards (tackle by Marcus Peters),2.740,4.110
4,6:17,1,10,KAN 22,16,21,Marcus Mariota pass incomplete deep right intended for Corey Davis,4.110,3.560
4,6:10,2,10,KAN 22,22,21,"Marcus Mariota pass complete deep middle to Eric Decker for 22 yards, touchdown",3.560,7.000
4,6:06,,,KAN 2,22,21,"Two Point Attempt: Marcus Mariota, conversion fails",0.000,-1.000
4,6:06,,,TEN 35,22,21,"Ryan Succop kicks off 67 yards, returned by Charcandrick West for 29 yards (tackle by Da'Norris Searcy)",0.000,-0.740
4,5:58,1,10,KAN 27,22,21,Alex Smith pass complete short right to Demetrius Harris for 13 yards (tackle by Jayon Brown and Tye Smith),0.740,1.600
4,5:20,1,10,KAN 40,22,21,"Alex Smith right end for 11 yards (tackle by Johnathan Cyprien). Penalty on Demetrius Harris: Offensive Holding, 10 yards",1.600,1.740
4,4:50,1,9,KAN 41,22,21,Alex Smith pass incomplete short middle intended for Tyreek Hill (defended by Jurrell Casey),1.740,1.190
4,4:46,2,9,KAN 41,22,21,Alex Smith sacked by Brian Orakpo for 0 yards,1.190,0.500
4,4:01,3,9,KAN 41,22,21,"Penalty on Jurrell Casey: Neutral Zone Infraction, 5 yards (no play)",0.500,1.160
4,4:01,3,4,KAN 46,22,21,Alex Smith pass complete short right to Demetrius Harris for 9 yards (tackle by Jayon Brown),1.160,2.590
4,3:27,1,10,TEN 45,22,21,Kareem Hunt middle for 1 yard (tackle by Jurrell Casey and Wesley Woodyard),2.590,2.180
4,2:56,2,9,TEN 44,22,21,Alex Smith pass incomplete short left intended for Demetrius Harris (defended by Johnathan Cyprien),2.180,1.490
4,2:51,3,9,TEN 44,22,21,Alex Smith sacked by Derrick Morgan for 0 yards,1.490,0.000
4,2:15,,,,,,Timeout #2 by Tennessee Titans,0.000,-0.330
4,2:15,4,9,TEN 44,22,21,Alex Smith pass incomplete deep middle intended for Albert Wilson,0.330,-1.860
4,2:09,1,10,TEN 44,22,21,Derrick Henry left end for 12 yards (tackle by Frank Zombo),1.860,2.650
4,2:00,1,10,KAN 44,22,21,Derrick Henry middle for -2 yards (tackle by Marcus Peters),2.650,0.000
4,1:57,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-1.840
4,1:57,2,12,KAN 46,22,21,Derrick Henry middle for 2 yards (tackle by Justin Hamilton),1.840,0.000
4,1:53,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-1.420
4,1:53,3,10,KAN 44,22,21,"Derrick Henry left end for 22 yards (tackle by Ron Parker). Penalty on Marcus Peters: Unnecessary Roughness, 11 yards",1.420,0.000
4,1:40,,,,,,Timeout #3 by Kansas City Chiefs,0.000,-4.840
4,1:40,1,10,KAN 11,22,21,Marcus Mariota kneels for -2 yards,4.840,3.830
4,0:54,2,12,KAN 13,22,21,Marcus Mariota kneels for -2 yards,3.830,2.970
4,0:27,3,14,KAN 15,22,21,Marcus Mariota kneels for -2 yards,2.970,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
