Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Weston Richburg,C,60,100%,0,0%,2,8%
Justin Pugh,T,60,100%,0,0%,1,4%
Will Beatty,T,60,100%,0,0%,1,4%
Eli Manning,QB,60,100%,0,0%,0,0%
J.D. Walton,C,60,100%,0,0%,0,0%
John Jerry,G,58,97%,0,0%,2,8%
Victor Cruz,WR,57,95%,0,0%,0,0%
Rueben Randle,WR,56,93%,0,0%,0,0%
Larry Donnell,TE,52,87%,0,0%,5,19%
Jerrel Jernigan,WR,51,85%,0,0%,0,0%
Rashad Jennings,RB,42,70%,0,0%,0,0%
Andre Williams,RB,18,30%,0,0%,2,8%
Daniel Fells,TE,13,22%,0,0%,12,46%
Henry Hynoski,FB,6,10%,0,0%,7,27%
Dallas Reynolds,C,3,5%,0,0%,2,8%
Corey Washington,WR,2,3%,0,0%,2,8%
Brandon Mosley,G,2,3%,0,0%,2,8%
Jacquian Williams,LB,0,0%,67,100%,9,35%
Stevie Brown,FS,0,0%,67,100%,0,0%
Antrel Rolle,SS,0,0%,67,100%,0,0%
Dominique Rodgers-Cromartie,CB,0,0%,65,97%,7,27%
Prince Amukamara,CB,0,0%,63,94%,1,4%
Mathias Kiwanuka,DE,0,0%,57,85%,6,23%
Jason Pierre-Paul,DE,0,0%,51,76%,5,19%
Johnathan Hankins,DT,0,0%,46,69%,3,12%
Jameel McClain,LB,0,0%,44,66%,9,35%
Jon Beason,LB,0,0%,43,64%,0,0%
Walter Thurmond,CB,0,0%,41,61%,0,0%
Mike Patterson,DT,0,0%,39,58%,6,23%
Robert Ayers,DE,0,0%,34,51%,0,0%
Cullen Jenkins,DT,0,0%,28,42%,5,19%
Damontre Moore,DE,0,0%,10,15%,6,23%
Mark Herzlich,LB,0,0%,6,9%,24,92%
Nat Berhe,SS,0,0%,4,6%,24,92%
Devon Kennard,LB,0,0%,2,3%,12,46%
Zackary Bowman,CB,0,0%,1,1%,24,92%
Quintin Demps,FS,0,0%,1,1%,23,88%
Spencer Paysinger,LB,0,0%,0,0%,24,92%
Trumaine McBride,CB,0,0%,0,0%,15,58%
Peyton Hillis,RB,0,0%,0,0%,10,38%
Zak DeOssie,LS,0,0%,0,0%,8,31%
Adrien Robinson,TE,0,0%,0,0%,8,31%
Steve Weatherford,P,0,0%,0,0%,8,31%
Preston Parker,WR,0,0%,0,0%,6,23%
Josh Brown,K,0,0%,0,0%,5,19%
