Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
1,9:52,2,18,DET 23,0,7,Matthew Stafford pass complete short middle to Reggie Bush for 24 yards (tackle by Walter Thurmond and Stevie Brown),-0.620,2.060
1,9:16,1,10,DET 47,0,7,Matthew Stafford pass complete short left to Calvin Johnson for 15 yards,2.060,3.050
1,8:36,1,10,NYG 38,0,7,Joique Bell right end for 1 yard (tackle by Mathias Kiwanuka),3.050,2.640
1,7:53,2,9,NYG 37,0,7,Matthew Stafford pass complete short middle to Brandon Pettigrew for 9 yards (tackle by Jacquian Williams and Jon Beason),2.640,3.710
1,7:07,1,10,NYG 28,0,7,Joique Bell right end for 10 yards (tackle by Jacquian Williams),3.710,4.370
1,6:22,1,10,NYG 18,0,7,"Matthew Stafford pass incomplete deep right intended for Eric Ebron (defended by Stevie Brown). Penalty on Jacquian Williams: Defensive Holding, 5 yards (no play)",4.370,4.710
1,6:16,1,10,NYG 13,0,7,"Joique Bell right tackle for -3 yards (tackle by Antrel Rolle). Joique Bell fumbles (forced by Antrel Rolle), recovered by Joique Bell at NYG-16",4.710,3.620
1,5:24,2,13,NYG 16,0,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.620,2.970
1,5:19,3,13,NYG 16,0,13,"Matthew Stafford pass complete deep middle to Calvin Johnson for 16 yards, touchdown",2.970,7.000
1,5:19,,,NYG 2,0,14,Nate Freese kicks extra point good,0.000,0.000
1,5:19,,,DET 35,0,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
1,5:12,1,10,NYG 20,0,14,Eli Manning pass incomplete short right intended for Larry Donnell,0.280,-0.270
1,5:06,2,10,NYG 20,0,14,"Eli Manning pass incomplete deep right intended for Victor Cruz. Penalty on Bill Bentley: Defensive Pass Interference, 22 yards (no play)",-0.270,1.730
1,5:01,1,10,NYG 42,0,14,Rashad Jennings left tackle for 1 yard (tackle by Ndamukong Suh),1.730,1.320
1,4:35,2,9,NYG 43,0,14,Eli Manning pass complete short right to Jerrel Jernigan for 5 yards (tackle by Darius Slay),1.320,1.290
1,3:57,3,4,NYG 48,0,14,Eli Manning pass incomplete short right intended for Rashad Jennings,1.290,-0.190
1,3:50,4,4,NYG 48,0,14,Steve Weatherford punts 16 yards,-0.190,-1.330
1,3:41,1,10,DET 36,0,14,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson (defended by Prince Amukamara),1.330,0.790
1,3:30,2,10,DET 36,0,14,Matthew Stafford pass incomplete,0.790,0.100
1,3:24,3,10,DET 36,0,14,Matthew Stafford pass complete short right to Reggie Bush for 3 yards (tackle by Prince Amukamara),0.100,-0.780
1,3:02,4,7,DET 39,0,14,"Sam Martin punts 57 yards, returned by Preston Parker for 12 yards (tackle by Tahir Whitehead). Penalty on Travis Lewis: Ineligible Downfield Kick, 5 yards",-0.780,-0.340
1,2:50,1,10,NYG 21,0,14,Eli Manning pass complete short middle to Larry Donnell for 19 yards (tackle by Glover Quin),0.340,1.600
1,2:27,1,10,NYG 40,0,14,Rashad Jennings up the middle for 2 yards (tackle by DeAndre Levy and Stephen Tulloch),1.600,1.320
1,1:52,2,8,NYG 42,0,14,Eli Manning pass complete short right to Jerrel Jernigan for 9 yards (tackle by DeAndre Levy),1.320,2.320
1,1:29,1,10,DET 49,0,14,"Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Rashean Mathis). Penalty on Nick Fairley: Illegal Use of Hands, 5 yards (no play)",2.320,2.650
1,1:12,1,10,DET 44,0,14,Rashad Jennings right tackle for 4 yards (tackle by Stephen Tulloch),2.650,2.650
1,0:44,2,6,DET 40,0,14,Eli Manning pass incomplete deep right intended for Jerrel Jernigan (defended by Darius Slay),2.650,1.950
1,0:37,3,6,DET 40,0,14,Eli Manning sacked by George Johnson for -10 yards,1.950,-0.060
1,0:06,4,16,,0,14,"Steve Weatherford punts 40 yards, fair catch by Jeremy Ross. Penalty on Jerome Couplin: Roughing the Kicker, 15 yards (no play)",-0.060,3.250
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 35,0,14,Eli Manning pass complete short right to Larry Donnell for 3 yards (tackle by Isa Abdul-Quddus),3.250,3.110
2,14:35,2,7,DET 32,0,14,Rashad Jennings left tackle for 14 yards (tackle by Isa Abdul-Quddus and Glover Quin),3.110,4.370
2,14:12,1,10,DET 18,0,14,Rashad Jennings up the middle for 4 yards (tackle by DeAndre Levy),4.370,4.430
2,13:47,2,6,DET 14,0,14,"Eli Manning pass incomplete short right intended for Jerrel Jernigan (defended by Darius Slay). Penalty on Darius Slay: Defensive Pass Interference, 13 yards (no play)",4.430,6.970
2,13:43,1,1,DET 1,0,14,Eli Manning pass incomplete short right intended for Corey Washington (defended by Darius Slay),6.970,5.910
2,13:39,2,1,DET 1,0,14,Eli Manning pass incomplete short right intended for Larry Donnell,5.910,5.170
2,13:34,3,1,DET 1,0,14,Rashad Jennings left tackle for no gain (tackle by DeAndre Levy),5.170,5.170
2,12:59,3,1,DET 1,0,14,Timeout #1 by Detroit Lions,5.170,3.550
2,12:59,4,1,DET 1,6,14,"Eli Manning pass complete short left to Larry Donnell for 1 yard, touchdown",3.550,7.000
2,12:59,,,DET 2,7,14,Josh Brown kicks extra point good,0.000,0.000
2,12:59,,,NYG 35,7,14,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,12:54,1,10,DET 20,7,14,Reggie Bush up the middle for 1 yard (tackle by Johnathan Hankins),0.280,-0.130
2,12:14,2,9,DET 21,7,14,Reggie Bush right tackle for 2 yards (tackle by Mike Patterson),-0.130,-0.560
2,11:30,3,7,DET 23,7,14,Matthew Stafford pass complete short left to Golden Tate for 4 yards (tackle by Prince Amukamara and Jason Pierre-Paul),-0.560,-1.570
2,10:51,4,3,DET 27,7,14,"Sam Martin punts 52 yards, returned by Preston Parker for 18 yards (tackle by Travis Lewis)",-1.570,-1.530
2,10:41,1,10,NYG 39,7,14,Eli Manning pass complete short left to Jerrel Jernigan for 8 yards (tackle by DeAndre Levy),1.530,2.070
2,10:09,2,2,NYG 47,7,14,Andre Williams up the middle for 3 yards (tackle by Stephen Tulloch),2.070,2.260
2,9:44,1,10,,7,14,Eli Manning pass incomplete,2.260,1.710
2,9:38,2,10,,7,14,Eli Manning pass complete short right to Rueben Randle for no gain,1.710,1.030
2,9:06,3,10,,7,14,Eli Manning sacked by George Johnson and Ezekiel Ansah for -9 yards,1.030,-0.650
2,8:27,4,19,NYG 41,7,14,"Steve Weatherford punts 41 yards, returned by Jeremy Ross for 3 yards (tackle by Daniel Fells). Penalty on Quintin Demps: Offensive Holding, 10 yards",-0.650,-1.000
2,8:18,1,10,DET 31,7,14,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Dominique Rodgers-Cromartie),1.000,1.680
2,7:45,2,1,DET 40,7,14,Joique Bell right tackle for -2 yards (tackle by Jason Pierre-Paul and Stevie Brown),1.680,0.700
2,7:01,3,3,DET 38,7,14,Matthew Stafford pass complete short middle to Golden Tate for 9 yards (tackle by Prince Amukamara),0.700,2.060
2,6:18,1,10,DET 47,7,14,Reggie Bush right tackle for 2 yards (tackle by Cullen Jenkins),2.060,1.790
2,5:37,2,8,DET 49,7,14,Golden Tate right end for 4 yards (tackle by Antrel Rolle),1.790,1.620
2,4:59,3,4,NYG 47,7,14,Matthew Stafford pass complete short middle to Calvin Johnson for 24 yards (tackle by Dominique Rodgers-Cromartie),1.620,4.040
2,4:16,1,10,NYG 23,7,14,Joique Bell right tackle for no gain (tackle by Jason Pierre-Paul),4.040,3.500
2,3:34,2,10,NYG 23,7,14,"Matthew Stafford pass complete short right to Golden Tate for 13 yards (tackle by Stevie Brown). Penalty on Dominic Raiola: Face Mask (15 Yards), 15 yards (no play)",3.500,1.470
2,3:05,2,25,NYG 38,7,14,Matthew Stafford pass complete short right to Reggie Bush for no gain,1.470,0.830
2,2:23,3,25,NYG 38,7,14,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Jacquian Williams and Jameel McClain),0.830,1.870
2,2:00,4,11,NYG 24,7,14,Nate Freese 43 yard field goal no good,1.870,-1.140
2,1:55,1,10,NYG 33,7,14,Eli Manning pass complete short middle to Victor Cruz for 4 yards (tackle by DeAndre Levy),1.140,1.130
2,1:37,2,6,NYG 37,7,14,Eli Manning pass incomplete short right intended for Victor Cruz,1.130,0.430
2,1:31,3,6,NYG 37,7,14,Eli Manning pass complete short middle to Larry Donnell for 17 yards (tackle by Glover Quin),0.430,0.430
2,1:25,3,6,NYG 37,7,14,Timeout #1 by New York Giants,0.430,2.520
2,1:25,1,10,DET 46,7,14,Eli Manning pass incomplete short right intended for Jerrel Jernigan (defended by Darius Slay),2.520,1.980
2,1:22,2,10,DET 46,7,14,Eli Manning pass complete short left to Rueben Randle for 1 yard (tackle by Rashean Mathis),1.980,1.420
2,0:59,3,9,DET 45,7,14,Eli Manning pass incomplete short left intended for Rueben Randle,1.420,0.270
2,0:56,4,9,DET 45,7,14,"Steve Weatherford punts 37 yards, fair catch by Jeremy Ross",0.270,0.380
2,0:49,1,10,DET 8,7,14,Reggie Bush right tackle for 4 yards (tackle by Stevie Brown),-0.380,-0.380
2,0:41,1,10,DET 8,7,14,Timeout #2 by New York Giants,-0.380,-0.490
2,0:41,2,6,DET 12,7,14,Matthew Stafford kneels for -1 yards,-0.490,-1.070
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,7,14,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NYG 20,7,14,Rashad Jennings left end for 4 yards (tackle by Stephen Tulloch),0.280,0.270
3,14:23,2,6,NYG 24,7,14,Jerrel Jernigan left end for -2 yards (tackle by DeAndre Levy),0.270,-0.690
3,13:43,3,8,NYG 22,7,14,Eli Manning pass incomplete short middle intended for Larry Donnell is intercepted by DeAndre Levy at NYG-31 and returned for 13 yards,-0.690,-4.370
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,13:31,1,10,NYG 18,7,14,Matthew Stafford pass complete short left to Joique Bell for 5 yards (tackle by Prince Amukamara),4.370,4.610
3,12:50,2,5,NYG 13,7,14,Joique Bell right tackle for 3 yards (tackle by Stevie Brown and Jon Beason),4.610,4.510
3,12:07,3,2,NYG 10,7,14,Matthew Stafford pass incomplete,4.510,2.890
3,11:58,4,2,NYG 10,7,17,Nate Freese 28 yard field goal good,2.890,3.000
3,11:58,,,DET 35,7,17,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,11:54,1,10,NYG 20,7,17,Rashad Jennings up the middle for no gain (tackle by Ndamukong Suh),0.280,-0.270
3,11:11,2,10,NYG 20,7,17,Rashad Jennings right tackle for 3 yards (tackle by C.J. Mosley),-0.270,-0.560
3,10:34,3,7,NYG 23,7,17,Eli Manning pass complete short middle to Jerrel Jernigan for 3 yards (tackle by Glover Quin),-0.560,-1.630
3,10:03,4,4,NYG 26,7,17,"Steve Weatherford punts 51 yards, returned by Jeremy Ross for 2 yards (tackle by Mark Herzlich)",-1.630,-0.610
3,9:52,1,10,DET 25,7,17,Matthew Stafford sacked by Robert Ayers for -5 yards,0.610,-0.610
3,9:09,2,15,DET 20,7,17,Matthew Stafford pass complete short left to Reggie Bush for 4 yards (tackle by Dominique Rodgers-Cromartie),-0.610,-0.760
3,8:24,3,11,DET 24,7,17,Matthew Stafford pass complete deep right to Golden Tate for 44 yards (tackle by Stevie Brown),-0.760,3.450
3,7:43,1,10,NYG 32,7,17,Reggie Bush left tackle for -3 yards (tackle by Jon Beason),3.450,2.500
3,6:58,2,13,NYG 35,7,17,Matthew Stafford pass complete short middle to Joseph Fauria for 26 yards (tackle by Walter Thurmond and Jacquian Williams),2.500,5.140
3,6:11,1,9,NYG 9,7,17,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Antrel Rolle),5.140,5.140
3,6:05,1,9,NYG 9,7,17,Timeout #1 by Detroit Lions,5.140,4.380
3,6:05,2,9,NYG 9,7,17,Matthew Stafford pass incomplete short left intended for Joseph Fauria (defended by Prince Amukamara),4.380,3.360
3,6:00,3,9,NYG 9,7,17,Matthew Stafford pass incomplete short right intended for Eric Ebron,3.360,2.830
3,5:54,4,9,NYG 9,7,20,Nate Freese 27 yard field goal good,2.830,3.000
3,5:54,,,DET 35,7,20,"Sam Martin kicks off 63 yards, returned by Quintin Demps for 14 yards (tackle by Theo Riddick)",0.000,0.140
3,5:46,1,10,NYG 16,7,20,Eli Manning pass incomplete deep left intended for Victor Cruz is intercepted by Glover Quin at NYG-37 and returned for 18 yards,-0.140,-4.310
3,5:32,1,10,NYG 19,7,20,Joique Bell right tackle for 8 yards (tackle by Prince Amukamara and Jameel McClain),4.310,5.140
3,4:51,2,2,NYG 11,7,20,Reggie Bush left tackle for 6 yards (tackle by Stevie Brown),5.140,6.060
3,4:07,1,5,NYG 5,7,20,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Dominique Rodgers-Cromartie),6.060,5.150
3,4:01,2,5,NYG 5,7,20,Matthew Stafford pass incomplete short right intended for Joseph Fauria,5.150,4.260
3,3:58,3,5,NYG 5,7,26,"Matthew Stafford right tackle for 5 yards, touchdown",4.260,7.000
3,3:58,,,NYG 2,7,27,Nate Freese kicks extra point good,0.000,0.000
3,3:58,,,DET 35,7,27,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,3:51,1,10,NYG 20,7,27,Andre Williams left tackle for 1 yard (tackle by Ndamukong Suh),0.280,-0.130
3,3:12,2,9,NYG 21,7,27,Eli Manning pass complete short right to Daniel Fells for 7 yards (tackle by DeAndre Levy),-0.130,0.100
3,2:28,3,2,NYG 28,7,27,Eli Manning pass complete deep left to Victor Cruz for 20 yards (tackle by Nevin Lawson),0.100,2.130
3,1:42,1,10,NYG 48,7,27,Eli Manning pass incomplete short right intended for Andre Williams,2.130,1.580
3,1:37,2,10,NYG 48,7,27,Rashad Jennings up the middle for 4 yards (tackle by Darius Slay),1.580,1.420
3,1:00,3,6,DET 48,7,27,Eli Manning pass complete short right to Rashad Jennings for 5 yards (tackle by Stephen Tulloch),1.420,0.400
3,0:21,4,1,DET 43,7,27,Rashad Jennings up the middle for 3 yards (tackle by Isa Abdul-Quddus),0.400,2.920
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 40,7,27,Andre Williams left tackle for 5 yards (tackle by Stephen Tulloch and Nick Fairley),2.920,3.050
4,14:34,2,5,DET 35,7,27,"Penalty on Weston Richburg: False Start, 5 yards (no play)",3.050,2.370
4,14:05,2,10,DET 40,7,27,Eli Manning pass incomplete deep middle intended for Victor Cruz,2.370,1.680
4,14:01,3,10,DET 40,7,27,"Penalty on Justin Pugh: False Start, 5 yards (no play)",1.680,1.030
4,14:01,3,15,DET 45,7,27,Eli Manning pass complete deep middle to Larry Donnell for 16 yards (tackle by Isa Abdul-Quddus),1.030,3.640
4,13:27,1,10,DET 29,7,27,Rashad Jennings up the middle for 6 yards (tackle by Jerome Couplin),3.640,3.910
4,12:52,2,4,DET 23,7,27,Eli Manning pass complete short right to Rashad Jennings for 21 yards (tackle by Jerome Couplin),3.910,6.740
4,12:29,1,2,DET 2,7,27,Rashad Jennings up the middle for 1 yard (tackle by Stephen Tulloch),6.740,5.910
4,11:58,2,1,DET 1,13,27,"Rashad Jennings left tackle for 1 yard, touchdown",5.910,7.000
4,11:58,,,DET 2,14,27,Josh Brown kicks extra point good,0.000,0.000
4,11:58,,,NYG 35,14,27,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,11:53,1,10,DET 20,14,27,Joique Bell left tackle for 3 yards (tackle by Prince Amukamara and Johnathan Hankins),0.280,0.140
4,11:10,2,7,DET 23,14,27,Matthew Stafford pass incomplete deep left intended for Eric Ebron (defended by Dominique Rodgers-Cromartie),0.140,-0.560
4,11:03,3,7,DET 23,14,27,Matthew Stafford pass complete deep left to Calvin Johnson for 22 yards (tackle by Antrel Rolle),-0.560,1.930
4,10:19,1,10,DET 45,14,27,Joique Bell left tackle for 1 yard (tackle by Jason Pierre-Paul),1.930,1.520
4,9:41,2,9,DET 46,14,27,Reggie Bush right end for 4 yards (tackle by Prince Amukamara and Jameel McClain),1.520,1.360
4,8:54,3,5,,14,27,Matthew Stafford pass complete short middle to Calvin Johnson for 11 yards (tackle by Dominique Rodgers-Cromartie),1.360,2.980
4,8:14,1,10,NYG 39,14,27,Joique Bell left end for 8 yards (tackle by Stevie Brown),2.980,3.520
4,7:39,2,2,NYG 31,14,27,Joique Bell right end for 12 yards (tackle by Stevie Brown),3.520,4.310
4,6:54,1,10,NYG 19,14,27,Theo Riddick right tackle for 4 yards (tackle by Johnathan Hankins),4.310,4.350
4,6:11,2,6,NYG 15,14,27,Reggie Bush right tackle for 2 yards (tackle by Antrel Rolle),4.350,3.960
4,5:27,3,4,NYG 13,14,27,Matthew Stafford pass complete short left to Golden Tate for 10 yards (tackle by Stevie Brown),3.960,6.510
4,4:44,1,3,NYG 3,14,33,"Joique Bell right tackle for 3 yards, touchdown",6.510,7.000
4,4:44,,,,14,35,"Two Point Attempt: Matthew Stafford pass complete to Joseph Fauria, conversion succeeds",0.000,1.000
4,4:44,,,DET 35,14,35,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,4:39,1,10,NYG 20,14,35,Eli Manning pass complete short right to Rashad Jennings for 15 yards (tackle by Glover Quin),0.280,1.270
4,4:12,1,10,NYG 35,14,35,Eli Manning pass complete short left to Rashad Jennings for 9 yards (tackle by George Johnson),1.270,1.940
4,3:42,2,1,NYG 44,14,35,Eli Manning pass incomplete deep right intended for Victor Cruz,1.940,1.220
4,3:36,3,1,NYG 44,14,35,Andre Williams left end for no gain (tackle by DeAndre Levy),1.220,-0.460
4,3:08,4,1,NYG 44,14,35,Andre Williams up the middle for no gain (tackle by Isa Abdul-Quddus),-0.460,-2.650
4,3:02,1,10,NYG 44,14,35,Joique Bell right tackle for no gain (tackle by Johnathan Hankins),2.650,2.110
4,2:17,2,10,NYG 44,14,35,Joique Bell right end for 7 yards (tackle by Nat Berhe),2.110,2.350
4,2:00,3,3,NYG 37,14,35,Matthew Stafford pass complete short left to Golden Tate for 12 yards (tackle by Johnathan Hankins),2.350,3.910
4,1:12,1,10,NYG 25,14,35,Matthew Stafford kneels for -1 yards,3.910,3.230
4,0:36,2,11,NYG 26,14,35,Matthew Stafford kneels for -1 yards,3.230,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
