Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2,3:56,1,10,IND 38,6,14,"Deshaun Watson pass complete deep left to Chad Hansen for 38 yards, touchdown",3.050,7.000
2,3:46,,,IND 15,7,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,3:46,,,HOU 35,7,14,"Ka'imi Fairbairn kicks off 69 yards, returned by Isaiah Rodgers for 19 yards (tackle by Steven Mitchell and A.J. Moore)",0.000,-0.220
2,3:41,1,10,IND 15,7,14,Philip Rivers pass complete short left to T.Y. Hilton for 15 yards (tackle by Vernon Hargreaves),-0.220,0.940
2,3:06,1,10,IND 30,7,14,Jonathan Taylor right guard for 2 yards (tackle by Zach Cunningham),0.940,0.660
2,2:28,2,8,IND 32,7,14,Philip Rivers pass complete short right to Nyheim Hines for 2 yards (tackle by A.J. Moore),0.660,0.230
2,2:00,3,6,IND 34,7,14,Philip Rivers pass incomplete short left intended for Trey Burton,0.230,-1.110
2,1:56,4,6,IND 34,7,14,Rigoberto Sanchez punts 47 yards,-1.110,-0.150
2,1:43,1,10,HOU 19,7,14,Deshaun Watson up the middle for 3 yards (tackle by Bobby Okereke),0.150,0.070
2,1:23,2,7,HOU 22,7,14,Deshaun Watson pass complete short right to Keke Coutee for 5 yards (tackle by Kenny Moore),0.070,-0.030
2,0:59,3,2,HOU 27,7,14,Deshaun Watson pass complete short right to Brandin Cooks for 12 yards (tackle by Darius Leonard and Khari Willis),-0.030,1.530
2,0:54,,,,,,Timeout #1 by Houston Texans,,
2,0:54,1,10,HOU 39,7,14,"Deshaun Watson sacked by and Denico Autry for no gain and DeForest Buckner for no gain. Penalty on Justin Houston: Defensive Offside, 5 yards (no play)",1.530,2.260
2,0:48,1,5,HOU 44,7,14,Deshaun Watson pass complete deep right to Jordan Akins for 20 yards (tackle by Khari Willis),2.260,3.180
2,0:42,1,10,IND 36,7,14,Deshaun Watson pass complete short right to Brandin Cooks for 14 yards,3.180,4.110
2,0:37,1,10,IND 22,7,14,Deshaun Watson pass incomplete deep right intended for Brandin Cooks,4.110,3.560
2,0:33,2,10,IND 22,7,14,Deshaun Watson pass complete short right to Jordan Akins for 9 yards (tackle by Khari Willis),3.560,4.390
2,0:27,3,1,IND 13,7,14,David Johnson left tackle for 3 yards (tackle by Al-Quadin Muhammad and Darius Leonard),4.390,4.910
2,0:22,,,,,,Timeout #2 by Houston Texans,,
2,0:22,1,10,IND 10,7,14,Deshaun Watson pass incomplete short right,4.910,4.190
2,0:16,2,10,IND 10,7,14,"Penalty on Denico Autry: Encroachment, 5 yards (no play)",4.190,5.150
2,0:16,2,5,IND 5,7,14,Deshaun Watson pass incomplete short middle,5.150,4.260
2,0:11,3,5,IND 5,7,14,Deshaun Watson pass incomplete short right,4.260,3.010
2,0:05,4,5,IND 5,10,14,Ka'imi Fairbairn 23 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,10,14,Philip Rivers pass complete short middle to Michael Pittman for 13 yards (tackle by Tyrell Adams and Keion Crossen),0.610,1.470
3,14:30,1,10,IND 38,10,14,Philip Rivers pass complete short left to Nyheim Hines for 9 yards (tackle by Vernon Hargreaves),1.470,2.140
3,13:42,2,1,IND 47,10,14,Philip Rivers pass incomplete short middle intended for Zach Pascal (defended by Eric Murray),2.140,1.420
3,13:37,3,1,IND 47,10,14,Jonathan Taylor left end for 8 yards (tackle by Lonnie Johnson and Carlos Watkins),1.420,2.590
3,13:04,1,10,HOU 45,10,14,Jonathan Taylor left tackle for 6 yards (tackle by Tyrell Adams),2.590,2.850
3,12:29,2,4,HOU 39,10,14,Jonathan Taylor up the middle for 11 yards (tackle by A.J. Moore and Lonnie Johnson),2.850,3.710
3,11:53,1,10,HOU 28,10,14,Nyheim Hines up the middle for 9 yards (tackle by Tyrell Adams and A.J. Moore),3.710,4.420
3,11:15,2,1,HOU 19,10,14,Nyheim Hines left guard for -1 yards (tackle by J.J. Watt and Lonnie Johnson),4.420,3.530
3,10:41,3,2,HOU 20,10,14,Jonathan Taylor right tackle for 3 yards (tackle by Keion Crossen and Tyrell Adams),3.530,4.440
3,10:04,1,10,HOU 17,10,14,Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton,4.440,3.850
3,9:56,2,10,HOU 17,10,14,Philip Rivers pass complete short right to Jonathan Taylor for no gain (tackle by Tyrell Adams),3.850,3.070
3,9:11,3,10,HOU 17,10,14,Philip Rivers pass complete short left to Jonathan Taylor for no gain (tackle by Vernon Hargreaves and Whitney Mercilus),3.070,2.310
3,8:31,4,10,HOU 17,10,17,Rodrigo Blankenship 35 yard field goal good,2.310,3.000
3,8:27,,,IND 35,10,17,"Rigoberto Sanchez kicks off 59 yards, returned by Scottie Phillips for 26 yards (tackle by Tavon Wilson)",0.000,1.070
3,8:21,1,10,HOU 32,10,17,"Deshaun Watson pass complete short right to David Johnson for 4 yards (tackle by Khari Willis). David Johnson fumbles, ball out of bounds at HOU-36 (forced by Khari Willis)",1.070,1.070
3,7:50,2,6,HOU 36,10,17,"David Johnson up the middle for 13 yards (tackle by Anthony Walker). Penalty on Roderick Johnson: Illegal Formation, 5 yards (no play)",1.070,0.390
3,7:39,2,11,HOU 31,10,17,Deshaun Watson pass incomplete short middle intended for Keke Coutee,0.390,-0.290
3,7:35,3,11,HOU 31,10,17,Deshaun Watson pass complete short left to David Johnson for 31 yards (tackle by Darius Leonard),-0.290,3.050
3,6:52,1,10,IND 38,10,17,Buddy Howell up the middle for 5 yards (tackle by Anthony Walker),3.050,3.180
3,6:06,2,5,IND 33,10,17,Deshaun Watson left end for 6 yards (tackle by Anthony Walker),3.180,3.780
3,5:25,1,10,IND 27,10,17,Deshaun Watson pass complete short right to Brandin Cooks for 7 yards,3.780,4.180
3,4:54,2,3,IND 20,10,17,Deshaun Watson pass complete short left to David Johnson for 2 yards (tackle by Darius Leonard and Julian Blackmon),4.180,3.840
3,4:04,3,1,IND 18,10,17,Deshaun Watson left end for 2 yards (tackle by Justin Houston),3.840,4.510
3,3:21,1,10,IND 16,10,17,Buddy Howell up the middle for 2 yards (tackle by Khari Willis and Anthony Walker),4.510,4.210
3,2:39,2,8,IND 14,10,17,Deshaun Watson pass complete short left to Scottie Phillips for 7 yards (tackle by Khari Willis),4.210,4.850
3,2:23,3,1,IND 7,10,17,"Penalty on Jordan Akins: False Start, 4 yards (no play)",4.850,3.940
3,2:07,3,5,IND 11,10,17,Deshaun Watson pass complete short right to David Johnson for -2 yards (tackle by Kenny Moore),3.940,2.570
3,1:22,4,7,IND 13,13,17,Ka'imi Fairbairn 31 yard field goal good,2.570,3.000
3,1:19,,,HOU 35,13,17,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,1:19,1,10,IND 25,13,17,Philip Rivers pass complete deep left to Zach Pascal for 24 yards (tackle by Zach Cunningham),0.610,2.190
3,0:34,1,10,IND 49,13,17,Nyheim Hines right tackle for 11 yards (tackle by Tyrell Adams),2.190,2.920
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 40,13,17,Jonathan Taylor right end for 4 yards (tackle by Keion Crossen),2.920,2.910
4,14:23,2,6,HOU 36,13,17,Jonathan Taylor up the middle for 1 yard (tackle by Lonnie Johnson and Auzoyah Alufohai),2.910,2.340
4,13:41,3,5,HOU 35,13,17,Philip Rivers pass incomplete short right intended for Nyheim Hines,2.340,0.980
4,13:36,4,5,HOU 35,13,20,Rodrigo Blankenship 53 yard field goal good,0.980,3.000
4,13:31,,,IND 35,13,20,"Rigoberto Sanchez kicks off 66 yards, returned by Scottie Phillips for 21 yards (tackle by George Odum)",0.000,0.280
4,13:26,1,10,HOU 20,13,20,Deshaun Watson pass complete short left to David Johnson for 14 yards (tackle by Xavier Rhodes),0.280,1.200
4,12:40,1,10,HOU 34,13,20,Deshaun Watson pass complete short right to David Johnson for 5 yards (tackle by Bobby Okereke),1.200,1.330
4,12:04,2,5,HOU 39,13,20,Scottie Phillips left tackle for 4 yards (tackle by Grover Stewart),1.330,1.160
4,11:21,3,1,HOU 43,13,20,David Johnson right tackle for no gain (tackle by Darius Leonard and Bobby Okereke),1.160,-0.520
4,10:35,4,1,HOU 43,13,20,Deshaun Watson left end for 4 yards (tackle by Darius Leonard),-0.520,2.060
4,9:59,1,10,HOU 47,13,20,Deshaun Watson pass complete deep right to Kahale Warring for 23 yards (tackle by Xavier Rhodes),2.060,3.580
4,9:17,1,10,IND 30,13,20,Buddy Howell up the middle for 7 yards (tackle by Bobby Okereke),3.580,3.980
4,8:44,2,3,IND 23,13,20,Deshaun Watson pass complete short right to Jordan Akins for 6 yards (tackle by T.J. Carrie),3.980,4.440
4,8:12,1,10,IND 17,13,20,Deshaun Watson pass complete short middle to David Johnson for 8 yards (tackle by Darius Leonard),4.440,5.290
4,7:30,2,2,IND 9,19,20,"Deshaun Watson pass complete short middle to Keke Coutee for 9 yards, touchdown",5.290,7.000
4,7:25,,,IND 15,20,20,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,7:25,,,HOU 35,20,20,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,7:25,1,10,IND 25,20,20,Philip Rivers pass incomplete short left intended for T.Y. Hilton (defended by Vernon Hargreaves),0.610,0.060
4,7:21,2,10,IND 25,20,20,Philip Rivers pass complete short left to T.Y. Hilton for 8 yards (tackle by Eric Murray),0.060,0.430
4,6:58,3,2,IND 33,20,20,Philip Rivers pass complete short middle to Trey Burton for 8 yards (tackle by Vernon Hargreaves),0.430,1.660
4,6:19,1,10,IND 41,20,20,Jonathan Taylor up the middle for 14 yards (tackle by Lonnie Johnson and Keion Crossen),1.660,2.590
4,5:30,1,10,HOU 45,20,20,Philip Rivers pass complete short right to Jonathan Taylor for 5 yards (tackle by Eric Murray and Tyrell Adams),2.590,2.720
4,4:49,2,5,HOU 40,20,20,Jonathan Taylor up the middle for -2 yards (tackle by Zach Cunningham and Carlos Watkins),2.720,1.750
4,4:06,3,7,HOU 42,20,20,Philip Rivers pass complete short middle to Michael Pittman for 6 yards (tackle by Vernon Hargreaves and Eric Murray),1.750,0.890
4,3:21,4,1,HOU 36,20,20,Jacoby Brissett up the middle for 2 yards (tackle by Zach Cunningham and Tyrell Adams),0.890,3.310
4,2:38,1,10,HOU 34,20,20,"Philip Rivers pass incomplete short left intended for T.Y. Hilton. Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (no play)",3.310,2.650
4,2:34,1,20,HOU 44,20,20,Philip Rivers pass incomplete deep left intended for Michael Pittman,2.650,1.420
4,2:29,2,20,HOU 44,20,20,Philip Rivers pass complete deep middle to T.Y. Hilton for 41 yards (tackle by Lonnie Johnson),1.420,6.510
4,2:00,1,3,HOU 3,20,20,Jonathan Taylor left end for -2 yards (tackle by Tyrell Adams),6.510,5.150
4,1:53,,,,,,Timeout #1 by Houston Texans,,
4,1:53,2,5,HOU 5,20,26,"Philip Rivers pass complete short left to Zach Pascal for 5 yards, touchdown",5.150,7.000
4,1:47,,,HOU 15,20,27,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,1:47,,,IND 35,20,27,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,1:47,1,10,HOU 25,20,27,Deshaun Watson pass incomplete short right intended for Jordan Akins,0.610,0.060
4,1:44,2,10,HOU 25,20,27,"Deshaun Watson left end for 9 yards (tackle by Xavier Rhodes). Penalty on Xavier Rhodes: Unnecessary Roughness, 15 yards",0.060,2.190
4,1:36,1,10,HOU 49,20,27,Deshaun Watson pass complete short right to Jordan Akins for 5 yards (tackle by Kenny Moore),2.190,2.320
4,1:30,2,5,IND 46,20,27,Deshaun Watson pass complete deep right to Brandin Cooks for 16 yards,2.320,3.580
4,1:26,1,10,IND 30,20,27,Deshaun Watson pass complete short middle to David Johnson for 10 yards (tackle by Darius Leonard and Kenny Moore),3.580,4.240
4,1:03,1,10,IND 20,20,27,Deshaun Watson sacked by DeForest Buckner for -6 yards,4.240,2.880
4,0:56,,,,,,Timeout #2 by Houston Texans,,
4,0:56,2,16,IND 26,20,27,"Penalty on Roderick Johnson: False Start, 5 yards (no play)",2.880,2.210
4,0:56,2,21,IND 31,20,27,Deshaun Watson pass complete short middle to Jordan Akins for 10 yards (tackle by Darius Leonard),2.210,2.870
4,0:36,3,11,IND 21,20,27,Deshaun Watson pass complete short left to David Johnson for 6 yards (tackle by Bobby Okereke),2.870,2.490
4,0:28,,,,,,Timeout #3 by Houston Texans,,
4,0:28,4,5,IND 15,20,27,"Deshaun Watson pass complete short middle to Keke Coutee for 13 yards (tackle by Darius Leonard). Keke Coutee fumbles (forced by Darius Leonard), recovered by Bobby Okereke at IND--6",2.490,-0.280
4,0:19,1,10,IND 20,20,27,Philip Rivers kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
