Quarter,Time,Tm,Detail,CIN,PIT
2.0,12:47,Steelers,Rashard Mendenhall 3 yard rush (Shaun Suisham kick),0,7
,10:12,Steelers,Rashard Mendenhall 5 yard rush (Shaun Suisham kick),0,14
,8:33,Steelers,Mike Wallace 12 yard pass from Ben Roethlisberger (Shaun Suisham kick),0,21
,4:06,Bengals,A.J. Green 11 yard pass from Andy Dalton (Mike Nugent kick),7,21
,1:16,Steelers,Antonio Brown 60 yard punt return (Shaun Suisham kick),7,28
3.0,3:26,Steelers,Mike Wallace 19 yard pass from Ben Roethlisberger (Shaun Suisham kick),7,35
