0,1
Officials,Officials
Referee,Carl Cheffers
Umpire,Undrey Wash
Head Linesman,Kent Payne
Line Judge,Tom Symonette
Back Judge,Todd Prukop
Side Judge,Boris Cheek
Field Judge,Jimmy Buchanan
