Quarter,Time,Tm,Detail,DET,GNB
1.0,1:24,Packers,Mason Crosby 26 yard field goal,0,3
2.0,11:19,Packers,Mason Crosby 52 yard field goal,0,6
,0:15,Lions,David Akers 53 yard field goal,3,6
3.0,5:04,Packers,Mason Crosby 31 yard field goal,3,9
,3:12,Packers,James Jones 83 yard pass from Aaron Rodgers (Mason Crosby kick),3,16
4.0,10:16,Packers,Mason Crosby 42 yard field goal,3,19
,3:50,Packers,Mason Crosby 45 yard field goal,3,22
,2:06,Lions,Kris Durham 13 yard pass from Matthew Stafford (pass failed),9,22
