Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2,10:06,1,10,BAL 46,0,7,"Matt Schaub pass incomplete short right intended for Jacoby Jones. Penalty on Ray Lewis: Defensive Holding, 5 yards (no play)",2.520,2.850
2,9:59,1,10,BAL 41,0,7,Ben Tate right tackle for 12 yards (tackle by Ed Reed and Lardarius Webb),2.850,3.640
2,9:26,1,10,BAL 29,0,7,Ben Tate left tackle for 2 yards (tackle by Ed Reed and Haloti Ngata),3.640,3.370
2,8:50,2,8,BAL 27,0,7,Matt Schaub pass complete short left to Arian Foster for 1 yard (tackle by Cary Williams),3.370,2.810
2,8:18,3,7,BAL 26,0,7,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Lardarius Webb),2.810,2.270
2,7:35,4,1,BAL 20,0,7,Arian Foster right tackle for no gain (tackle by Jarret Johnson),2.270,-0.340
2,7:33,1,10,BAL 21,0,7,Ray Rice right guard for 1 yard (tackle by J.J. Watt and Brooks Reed),0.340,-0.070
2,6:56,2,9,BAL 22,0,7,Ray Rice right guard for 2 yards (tackle by Brooks Reed and Brian Cushing),-0.070,-0.490
2,6:17,3,7,BAL 24,0,7,"Joe Flacco sacked by Tim Jamison for -7 yards. Joe Flacco fumbles (forced by Tim Jamison), recovered by Tim Jamison at BAL-17 (tackle by Joe Flacco)",-0.490,-4.440
2,6:11,1,10,BAL 17,0,7,Arian Foster right guard for 6 yards (tackle by Haloti Ngata),4.440,4.890
2,5:38,2,4,BAL 11,0,7,Ben Tate right guard for 5 yards (tackle by Bernard Pollard and Jarret Johnson),4.890,5.830
2,4:59,1,6,BAL 6,6,7,"Ben Tate right tackle for 5 yards (tackle by Lardarius Webb). Ben Tate fumbles (forced by Lardarius Webb), recovered by Wade Smith at BAL-0, touchdown",5.830,7.000
2,,,,BAL 2,7,7,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 35,7,7,"Brett Hartmann kicks off 48 yards, returned by Vonta Leach for 14 yards (tackle by Tim Dobbins)",0.000,1.000
2,4:42,1,10,BAL 31,7,7,Joe Flacco pass incomplete short right intended for Vonta Leach,1.000,0.460
2,4:38,,,,7,7,Timeout #1 by Baltimore Ravens,0.000,0.460
2,4:38,2,10,BAL 31,7,7,Joe Flacco pass complete short right to Ray Rice for 7 yards (tackle by Danieal Manning),0.460,0.700
2,3:58,3,3,BAL 38,7,7,Joe Flacco pass complete short right to Dennis Pitta for 6 yards (tackle by Danieal Manning),0.700,1.860
2,3:44,1,10,BAL 44,7,7,Joe Flacco pass complete short middle to Anquan Boldin for 14 yards (tackle by Danieal Manning),1.860,2.790
2,3:15,1,10,HOU 42,7,7,Joe Flacco pass incomplete deep left intended for Dennis Pitta,2.790,2.240
2,3:11,2,10,HOU 42,7,7,Joe Flacco pass complete short middle to Ray Rice for 18 yards (tackle by Johnathan Joseph),2.240,3.970
2,2:31,1,10,HOU 24,7,7,Joe Flacco pass incomplete deep right intended for Torrey Smith,3.970,3.430
2,2:24,2,10,HOU 24,7,7,Ray Rice up the middle for -1 yards (tackle by Antonio Smith),3.430,2.610
2,2:00,3,11,HOU 25,7,7,Joe Flacco pass incomplete short right intended for Dennis Pitta,2.610,1.800
2,1:55,4,11,HOU 25,7,10,Billy Cundiff 43 yard field goal good,1.800,3.000
2,,,,BAL 35,7,10,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
2,1:50,1,10,HOU 20,7,10,Matt Schaub pass complete short middle to Kevin Walter for 9 yards (tackle by Brendon Ayanbadejo),0.280,0.950
2,1:28,2,1,HOU 29,7,10,"Penalty on Eric Winston: False Start, 5 yards (no play)",0.950,0.270
2,1:28,2,6,HOU 24,7,10,Matt Schaub sacked by Haloti Ngata for -6 yards,0.270,-1.330
2,0:43,,,,7,10,Timeout #1 by Houston Texans,0.000,-1.330
2,0:43,3,12,HOU 18,7,10,Matt Schaub pass incomplete short right intended for Arian Foster,-1.330,-2.240
2,0:39,4,12,HOU 18,7,10,"Brett Hartmann punts 43 yards, fair catch by Ed Reed",-2.240,-1.530
2,0:31,1,10,BAL 39,7,10,Joe Flacco pass incomplete deep middle intended for Ed Dickson is intercepted by Johnathan Joseph at HOU-32 and returned for 2 yards (tackle by Dennis Pitta),1.530,-1.200
2,0:21,1,10,HOU 34,7,10,Matt Schaub pass complete deep middle to Jacoby Jones for 21 yards (tackle by Cary Williams),1.200,2.590
2,0:14,,,,7,10,Timeout #2 by Houston Texans,0.000,2.590
2,0:14,1,10,BAL 45,7,10,"Penalty on Joel Dreessen: False Start, 5 yards (no play)",2.590,2.260
2,0:14,1,15,,7,10,Matt Schaub pass complete short left to Arian Foster for 8 yards (tackle by Haloti Ngata),2.260,2.450
2,0:08,,,,7,10,Timeout #3 by Houston Texans,0.000,2.450
2,0:08,2,7,BAL 42,7,10,Matt Schaub pass incomplete short left intended for Arian Foster,2.450,1.750
2,0:03,,,,7,10,Timeout #2 by Baltimore Ravens,0.000,1.750
2,0:03,3,7,BAL 42,7,10,Matt Schaub pass incomplete deep left intended for Joel Dreessen (defended by Haruki Nakamura),1.750,0.460
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,10,"Brett Hartmann kicks off 68 yards, returned by Bryan McCann for 26 yards (tackle by Dominique Barber)",0.000,0.480
3,14:55,1,10,BAL 23,7,10,Ray Rice right end for 18 yards (tackle by Danieal Manning),0.480,1.660
3,14:30,1,10,BAL 41,7,10,Joe Flacco pass complete short middle to Ray Rice for 11 yards (tackle by Antonio Smith),1.660,2.390
3,13:46,1,10,HOU 48,7,10,Joe Flacco pass complete short right to Anquan Boldin for 12 yards (tackle by Johnathan Joseph and DeMeco Ryans),2.390,3.180
3,13:11,1,10,HOU 36,7,10,Ray Rice left end for 1 yard (tackle by Shaun Cody and Earl Mitchell),3.180,2.770
3,12:36,2,9,HOU 35,7,10,Ray Rice left tackle for 5 yards (tackle by Shaun Cody),2.770,2.740
3,11:55,3,4,HOU 30,7,10,Joe Flacco pass incomplete short right intended for LaQuan Williams,2.740,1.460
3,11:51,4,4,HOU 30,7,13,Billy Cundiff 48 yard field goal good,1.460,3.000
3,,,,BAL 35,7,13,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
3,11:46,1,10,HOU 20,7,13,Matt Schaub pass complete deep middle to Kevin Walter for 20 yards (tackle by Bernard Pollard),0.280,1.600
3,11:11,1,10,HOU 40,7,13,Matt Schaub pass complete short left to Arian Foster for 16 yards (tackle by Bernard Pollard),1.600,2.650
3,10:39,1,10,BAL 44,7,13,Ben Tate right guard for 3 yards (tackle by Haloti Ngata and Cory Redding),2.650,2.520
3,10:04,2,7,BAL 41,7,13,Ben Tate left tackle for 4 yards (tackle by Haloti Ngata),2.520,2.350
3,9:24,3,3,BAL 37,7,13,Matt Schaub pass complete short left to Jacoby Jones for 5 yards (tackle by Cary Williams),2.350,3.450
3,8:46,1,10,BAL 32,13,13,"Matt Schaub pass complete deep left to Jacoby Jones for 32 yards, touchdown",3.450,7.000
3,,,,BAL 2,14,13,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 35,14,13,"Neil Rackers kicks off 73 yards, returned by Bryan McCann for 27 yards (tackle by Dominique Barber)",0.000,0.150
3,8:31,1,10,BAL 19,14,13,Ray Rice right guard for no gain (tackle by Brian Cushing and Shaun Cody),0.150,-0.390
3,7:51,2,10,BAL 19,14,13,Joe Flacco pass complete short right to Dennis Pitta for 3 yards (tackle by Danieal Manning),-0.390,-0.680
3,7:11,3,7,BAL 22,14,13,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",-0.680,-1.420
3,6:54,3,12,BAL 17,14,13,Joe Flacco pass complete deep right to Torrey Smith for 19 yards (tackle by Kareem Jackson). Penalty on Connor Barwin: Defensive Offside (Declined),-1.420,1.330
3,6:24,1,10,BAL 36,14,13,Joe Flacco pass complete deep middle to Torrey Smith for 51 yards (tackle by Kareem Jackson),1.330,4.710
3,5:37,1,10,HOU 13,14,13,Ray Rice left guard for 6 yards (tackle by Glover Quin and DeMeco Ryans),4.710,5.150
3,4:56,2,4,HOU 7,14,13,Joe Flacco pass complete short right to Anquan Boldin for 2 yards (tackle by Johnathan Joseph and Brooks Reed),5.150,4.780
3,4:16,3,2,HOU 5,14,13,Ray Rice left tackle for -2 yards (tackle by Antonio Smith),4.780,2.990
3,3:34,4,4,HOU 7,14,16,Billy Cundiff 25 yard field goal good,2.990,3.000
3,,,,BAL 35,14,16,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
3,3:30,1,10,HOU 20,14,16,Matt Schaub sacked by Jarret Johnson for -6 yards,0.280,-1.180
3,2:55,2,16,HOU 14,14,16,Matt Schaub pass complete deep middle to Jacoby Jones for 18 yards (tackle by Ed Reed),-1.180,1.070
3,2:21,1,10,HOU 32,14,16,Ben Tate left tackle for 1 yard (tackle by Jarret Johnson),1.070,0.660
3,1:46,2,9,HOU 33,14,16,Matt Schaub pass incomplete short right intended for Joel Dreessen,0.660,-0.030
3,1:40,3,9,HOU 33,14,16,Matt Schaub pass incomplete short left intended for Jacoby Jones (defended by Terrell Suggs),-0.030,-1.180
3,1:36,4,9,HOU 33,14,16,Brett Hartmann punts 33 yards,-1.180,-1.200
3,1:27,1,10,BAL 34,14,16,Joe Flacco pass complete deep left to Anquan Boldin for 56 yards (tackle by Johnathan Joseph),1.200,4.910
3,0:38,,,,14,16,Timeout #1 by Baltimore Ravens,0.000,4.910
3,0:38,1,10,HOU 10,14,16,Ray Rice right end for -5 yards (tackle by Brian Cushing),4.910,3.460
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,HOU 15,14,16,Joe Flacco pass incomplete short left intended for Vonta Leach (defended by Brooks Reed),3.460,2.930
4,14:56,3,15,HOU 15,14,16,Joe Flacco pass incomplete short right intended for Ray Rice,2.930,2.440
4,14:49,4,15,HOU 15,14,19,Billy Cundiff 33 yard field goal good,2.440,3.000
4,,,,BAL 35,14,19,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
4,14:44,1,10,HOU 20,14,19,Arian Foster right tackle for 3 yards (tackle by Terrence Cody and Ray Lewis),0.280,0.140
4,14:06,2,7,HOU 23,14,19,Matt Schaub pass complete short middle to Arian Foster for 15 yards (tackle by Dannell Ellerbe),0.140,1.470
4,13:33,1,10,HOU 38,14,19,Arian Foster left tackle for 1 yard (tackle by Ray Lewis and Jarret Johnson),1.470,1.060
4,12:53,2,9,HOU 39,14,19,"Matt Schaub pass incomplete deep right intended for Jacoby Jones. Penalty on Lardarius Webb: Defensive Holding, 5 yards (no play)",1.060,1.860
4,12:48,1,10,HOU 44,14,19,Ben Tate right end for 7 yards (tackle by Jarret Johnson and Ray Lewis),1.860,2.260
4,12:08,2,3,BAL 49,14,19,Arian Foster right tackle for 10 yards (tackle by Lardarius Webb). Penalty on Jarret Johnson: Defensive Offside (Declined),2.260,2.980
4,11:45,1,10,BAL 39,14,19,Arian Foster left guard for 1 yard (tackle by Cory Redding and Brandon McKinney),2.980,2.580
4,11:14,2,9,BAL 38,14,19,Matt Schaub pass incomplete short middle intended for Ben Tate,2.580,1.880
4,11:08,,,,14,19,Timeout #1 by Houston Texans,0.000,1.880
4,11:08,3,9,BAL 38,14,19,Matt Schaub pass incomplete short middle intended for Arian Foster (defended by Bernard Pollard),1.880,0.720
4,11:04,4,9,BAL 38,14,19,"Brett Hartmann punts 38 yards, touchback",0.720,-0.280
4,10:57,1,10,BAL 20,14,19,Ray Rice left guard for 9 yards (tackle by J.J. Watt and Danieal Manning),0.280,0.950
4,10:20,2,1,BAL 29,14,19,Ray Rice left guard for 13 yards (tackle by Glover Quin),0.950,1.730
4,9:39,1,10,BAL 42,14,19,Ray Rice left guard for 2 yards (tackle by Glover Quin and Danieal Manning),1.730,1.460
4,8:57,2,8,BAL 44,14,19,Joe Flacco pass incomplete short middle intended for Ricky Williams,1.460,0.760
4,8:52,3,8,BAL 44,14,19,Joe Flacco pass incomplete deep left intended for Ray Rice,0.760,-0.460
4,8:47,4,8,BAL 44,14,19,"Sam Koch punts 42 yards, fair catch by Jacoby Jones",-0.460,0.280
4,8:39,1,10,HOU 14,14,19,Matt Schaub pass complete short left to Arian Foster for 6 yards (tackle by Jameel McClain and Ray Lewis),-0.280,0.150
4,8:04,2,4,HOU 20,14,19,Arian Foster right tackle for 1 yard (tackle by Ray Lewis),0.150,-0.560
4,7:27,,,,14,19,Timeout #2 by Houston Texans,0.000,-0.560
4,7:27,3,3,HOU 21,14,19,"Matt Schaub sacked by Pernell McPhee for -7 yards. Matt Schaub fumbles (forced by Pernell McPhee), recovered by Wade Smith at HOU-20",-0.560,-2.030
4,6:48,4,4,HOU 20,14,19,"Brett Hartmann punts 59 yards, returned by Ed Reed for 13 yards (tackle by Tim Dobbins)",-2.030,-1.200
4,6:38,1,10,BAL 34,14,19,Ricky Williams right guard for 4 yards (tackle by Shaun Cody and DeMeco Ryans),1.200,1.200
4,6:02,2,6,BAL 38,14,19,Joe Flacco pass complete short left to Anquan Boldin for 11 yards (tackle by Johnathan Joseph),1.200,2.190
4,5:31,1,10,BAL 49,14,19,Joe Flacco pass complete short right to Ed Dickson for 13 yards (tackle by Glover Quin),2.190,3.050
4,4:52,1,10,HOU 38,14,19,Ray Rice left guard for 7 yards (tackle by Connor Barwin),3.050,3.450
4,4:14,2,3,HOU 31,14,19,Ray Rice right guard for 27 yards (tackle by Danieal Manning),3.450,6.280
4,4:05,1,4,HOU 4,14,25,"Ricky Williams right tackle for 4 yards, touchdown",6.280,7.000
4,,,,HOU 2,14,26,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 35,14,26,"Billy Cundiff kicks off 71 yards, returned by Danieal Manning for 26 yards (tackle by Haruki Nakamura)",0.000,0.280
4,3:53,1,10,HOU 20,14,26,Matt Schaub pass complete short right to Arian Foster for 6 yards (tackle by Bernard Pollard),0.280,0.540
4,3:47,2,4,HOU 26,14,26,Matt Schaub pass incomplete short left intended for Kevin Walter (defended by Cary Williams),0.540,-0.160
4,3:42,3,4,HOU 26,14,26,Matt Schaub pass incomplete deep middle intended for Kevin Walter (defended by Ed Reed),-0.160,-1.630
4,3:36,4,4,HOU 26,14,26,Matt Schaub pass incomplete short right intended for Jacoby Jones (defended by Danny Gorrer),-1.630,-3.840
,,,,,,,"BAL challenged the first down ruling, and the original play was overturned.",,
4,3:34,1,10,HOU 26,14,26,Ray Rice right tackle for 1 yard (tackle by Darryl Sharpton),3.840,3.430
4,3:29,,,,14,26,Timeout #3 by Houston Texans,0.000,3.430
4,3:29,2,9,HOU 25,14,26,Ray Rice right guard for 1 yard (tackle by Brooks Reed and Tim Bulman),3.430,2.870
4,3:29,3,8,HOU 24,14,26,Ray Rice up the middle for 2 yards (tackle by Connor Barwin),2.870,2.020
4,2:00,4,6,HOU 22,14,29,Billy Cundiff 40 yard field goal good,2.020,3.000
4,,,,BAL 35,14,29,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
4,1:54,1,10,HOU 20,14,29,Matt Schaub pass complete short right to Derrick Mason for 4 yards (tackle by Lardarius Webb),0.280,0.270
4,1:50,2,6,HOU 24,14,29,Matt Schaub pass complete short left to Kevin Walter for 4 yards (tackle by Cary Williams),0.270,0.100
4,1:31,3,2,HOU 28,14,29,Matt Schaub pass incomplete short middle intended for Derrick Mason (defended by Paul Kruger),0.100,-1.500
4,1:25,4,2,HOU 28,14,29,Arian Foster left tackle for 1 yard (tackle by Ray Lewis and Brendon Ayanbadejo),-1.500,-3.640
4,1:17,1,10,HOU 29,14,29,Joe Flacco kneels for -1 yards,3.640,2.970
4,0:39,2,11,HOU 30,14,29,Joe Flacco kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
