Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
1,0:35,1,10,PHI 37,7,3,Duce Staley middle for 5 yards (tackle by Brian Kelly),1.400,1.530
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,PHI 42,7,3,Duce Staley middle for 2 yards (tackle by Alshermond Singleton),1.530,1.090
2,14:22,3,3,PHI 44,7,3,Donovan McNabb pass incomplete intended for James Thrash,1.090,-0.460
2,14:17,4,3,PHI 44,7,3,"Sean Landeta punts 56 yards, touchback. Penalty on Corey Ivy: Offensive Holding, 10 yards",-0.460,0.380
2,14:07,1,10,TAM 10,7,3,Brad Johnson pass incomplete intended for Keenan McCardell,-0.380,-0.780
2,14:03,2,10,TAM 10,7,3,Brad Johnson pass complete to Ken Dilger for 4 yards (tackle by Troy Vincent),-0.780,-0.950
2,13:39,3,6,TAM 14,7,3,"Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Bobby Taylor). Penalty on Bobby Taylor: Defensive Pass Interference, 5 yards (no play)",-0.950,0.150
2,13:36,1,10,TAM 19,7,3,Brad Johnson pass complete to Keyshawn Johnson for 4 yards (tackle by Levon Kirkland),0.150,0.210
2,12:57,2,6,TAM 23,7,3,Brad Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Brian Dawkins),0.210,1.530
2,12:15,1,10,TAM 39,7,3,Brad Johnson pass complete to Ken Dilger for 5 yards (tackle by Bobby Taylor),1.530,1.660
2,11:51,2,5,TAM 44,7,3,"Michael Pittman left end for 4 yards (tackle by Brian Dawkins). Michael Pittman fumbles (forced by Brian Dawkins), recovered by Kerry Jenkins at TAM-48",1.660,1.490
2,11:05,3,1,TAM 48,7,3,Brad Johnson sacked by Carlos Emmons and Hugh Douglas for 0 yards,1.490,-0.190
2,10:53,4,1,TAM 48,7,3,"Tom Tupa punts 38 yards, returned by Bobby Taylor for no gain. Bobby Taylor fumbles, recovered by Brian Mitchell at PHI-14 (tackle by Dwight Smith)",-0.190,0.280
2,10:43,1,10,PHI 14,7,3,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Dexter Jackson),-0.280,-0.750
2,10:38,2,10,PHI 14,7,3,Donovan McNabb pass complete to Todd Pinkston for 6 yards (tackle by John Lynch),-0.750,-0.680
2,10:00,3,4,PHI 20,7,3,Donovan McNabb pass incomplete intended for James Thrash (defended by Brian Kelly),-0.680,-2.030
2,9:54,4,4,PHI 20,7,3,"Sean Landeta punts 54 yards. Penalty on Dameane Douglas: Ineligible Downfield Kick, 5 yards (no play)",-2.030,-2.440
2,9:41,4,9,PHI 15,7,3,"Sean Landeta punts 53 yards, returned by Karl Williams for 13 yards (tackle by Mike Bartrum). Penalty on Ryan Nece: Offensive Holding, 10 yards",-2.440,-1.270
2,9:28,1,10,TAM 35,7,3,Michael Pittman right guard for 6 yards (tackle by Levon Kirkland),1.270,1.530
2,8:49,2,4,TAM 41,7,3,Michael Pittman middle for 1 yard (tackle by Jeremy Slechta and Shawn Barber),1.530,0.960
2,8:10,3,3,TAM 42,7,3,"Brad Johnson sacked by Brandon Whiting for -8 yards. Brad Johnson fumbles (forced by Brandon Whiting), recovered by Kerry Jenkins at TAM-35",0.960,-1.040
2,7:35,4,10,TAM 35,7,3,"Tom Tupa punts 43 yards, returned by Brian Mitchell for -1 yards (tackle by Aaron Stecker). Brian Mitchell fumbles (forced by Aaron Stecker), recovered by Brian Mitchell at PHI-21",-1.040,-0.340
2,7:24,1,10,PHI 21,7,3,Duce Staley middle for 6 yards (tackle by Shelton Quarles),0.340,0.610
2,6:53,2,4,PHI 27,7,3,Duce Staley middle for 3 yards (tackle by John Lynch),0.610,0.300
2,6:15,3,1,PHI 30,7,3,Duce Staley middle for 5 yards (tackle by Simeon Rice),0.300,1.270
2,5:38,1,10,PHI 35,7,3,Duce Staley right guard for 5 yards (tackle by Dexter Jackson),1.270,1.400
2,5:05,2,5,PHI 40,7,3,Duce Staley right tackle for -1 yards (tackle by Warren Sapp),1.400,0.560
2,4:26,3,6,PHI 39,7,3,Donovan McNabb pass incomplete intended for Chad Lewis,0.560,-0.780
2,4:19,4,6,PHI 39,7,3,"Sean Landeta punts 61 yards, touchback. Penalty on Dameane Douglas: Illegal Touch Kick (Declined)",-0.780,-0.280
2,4:08,1,10,TAM 20,7,3,Brad Johnson pass incomplete intended for Ken Dilger,0.280,-0.270
2,4:05,2,10,TAM 20,7,3,Brad Johnson pass incomplete intended for Joe Jurevicius,-0.270,-0.960
2,4:00,3,10,TAM 20,7,3,Michael Pittman left end for 9 yards (tackle by Bobby Taylor and Brandon Whiting),-0.960,-1.440
2,3:27,4,1,TAM 29,7,3,"Tom Tupa punts 45 yards, returned by Brian Mitchell for 29 yards (tackle by Aaron Stecker)",-1.440,-2.590
2,3:10,1,10,TAM 45,7,3,Donovan McNabb middle for 3 yards (tackle by Shelton Quarles),2.590,2.450
2,2:37,2,7,TAM 42,7,9,"Donovan McNabb pass complete to Todd Pinkston for 42 yards, touchdown",2.450,7.000
2,2:37,,,TAM 42,7,10,David Akers kicks extra point good,0.000,0.000
2,2:37,,,PHI 30,7,10,"David Akers kicks off 72 yards, returned by Aaron Stecker for 17 yards (tackle by Michael Lewis). Aaron Stecker fumbles, recovered by Jermaine Phillips at TAM-9 (tackle by Michael Lewis)",0.000,-0.380
2,2:22,1,10,TAM 9,7,10,Brad Johnson pass complete to Michael Pittman for 5 yards (tackle by Levon Kirkland),-0.380,-0.390
2,2:00,2,5,TAM 14,7,10,Aaron Stecker left end for 8 yards (tackle by Paul Grasmanis),-0.390,0.410
2,1:23,1,10,TAM 22,7,10,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Shawn Barber),0.410,0.810
2,1:02,2,3,TAM 29,7,10,Michael Pittman left end for 13 yards (tackle by Bobby Taylor),0.810,1.730
2,0:58,1,10,TAM 42,7,10,Brad Johnson pass complete to Michael Pittman for -1 yards (tackle by Darwin Walker),1.730,1.050
2,0:26,1,10,TAM 42,,,Timeout #2 by Philadelphia Eagles,1.730,1.050
2,0:26,2,11,TAM 41,7,10,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",1.050,0.380
2,0:26,2,16,TAM 36,7,10,Brad Johnson pass complete to Keyshawn Johnson for 18 yards (tackle by Blaine Bishop),0.380,2.520
2,0:18,2,16,TAM 36,,,Timeout #3 by Tampa Bay Buccaneers,0.380,2.520
2,0:18,1,10,PHI 46,7,10,"Brad Johnson pass incomplete intended for Keenan McCardell (defended by Brian Dawkins). Penalty on Rickey Dudley: Illegal Shift, 5 yards (no play)",2.520,2.190
2,0:12,1,15,TAM 49,7,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,2.190,1.300
2,0:06,2,15,TAM 49,7,10,"Brad Johnson pass complete to Michael Pittman for 13 yards (tackle by Troy Vincent). Penalty on Hugh Douglas: Defensive Offside, 5 yards (no play)",1.300,1.980
2,0:00,2,10,PHI 46,7,10,Brad Johnson sacked by Darwin Walker for -6 yards,1.980,0.500
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,10,"David Akers kicks off 70 yards, returned by Aaron Stecker for 19 yards (tackle by Jeff Thomason)",0.000,0.150
3,14:52,1,10,TAM 19,7,10,Mike Alstott right guard for 8 yards (tackle by Darwin Walker and Brian Dawkins),0.150,0.750
3,14:10,2,2,TAM 27,7,10,Mike Alstott middle for 1 yard (tackle by Levon Kirkland),0.750,0.100
3,13:28,3,1,TAM 28,7,10,Mike Alstott right tackle for 2 yards (tackle by Carlos Emmons and Hugh Douglas),0.100,0.940
3,12:52,1,10,TAM 30,7,10,Brad Johnson sacked by Corey Simon for -4 yards,0.940,-0.150
3,12:26,2,14,TAM 26,7,10,Brad Johnson pass complete to Joe Jurevicius for 8 yards (tackle by Bobby Taylor),-0.150,0.230
3,11:43,3,6,TAM 34,7,10,Brad Johnson sacked by N.D. Kalu for -9 yards,0.230,-1.700
3,11:30,4,15,TAM 25,7,10,"Tom Tupa punts 43 yards, returned by Brian Mitchell for 15 yards (tackle by Todd Yoder). Penalty on Barry Gardner: Offensive Holding, 10 yards",-1.700,-1.400
3,11:18,1,10,PHI 37,7,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ronde Barber),1.400,0.860
3,11:14,2,10,PHI 37,7,10,Donovan McNabb pass incomplete intended for James Thrash (defended by Brian Kelly),0.860,0.170
3,11:11,3,10,PHI 37,7,10,Donovan McNabb pass complete to Dorsey Levens for 24 yards (tackle by Dexter Jackson),0.170,2.980
3,10:24,1,10,TAM 39,7,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ronde Barber),2.980,2.440
3,10:18,2,10,TAM 39,7,10,Duce Staley right tackle for 13 yards (tackle by Shelton Quarles),2.440,3.840
3,9:40,1,10,TAM 26,7,10,Duce Staley right tackle for 6 yards (tackle by Alshermond Singleton),3.840,4.110
3,8:54,2,4,TAM 20,7,10,Duce Staley middle for 5 yards (tackle by Ellis Wyms),4.110,4.580
3,8:17,1,10,TAM 15,7,10,Duce Staley left guard for 1 yard (tackle by Shelton Quarles and Ellis Wyms),4.580,4.110
3,7:32,2,9,TAM 14,7,10,Donovan McNabb pass complete to James Thrash for 5 yards (tackle by Dwight Smith),4.110,4.220
3,6:49,3,4,TAM 9,7,10,Donovan McNabb sacked by Warren Sapp and Ellis Wyms for -9 yards,4.220,2.250
3,6:25,4,13,TAM 18,7,13,David Akers 36 yard field goal good,2.250,3.000
3,6:25,,,PHI 30,7,13,"David Akers kicks off 76 yards, touchback",0.000,0.280
3,6:22,1,10,TAM 20,7,13,Brad Johnson pass complete to Keenan McCardell for 5 yards (tackle by Carlos Emmons),0.280,0.410
3,5:49,2,5,TAM 25,7,13,Michael Pittman right guard for 7 yards (tackle by Darwin Walker),0.410,1.070
3,5:05,1,10,TAM 32,7,13,"Brad Johnson pass complete to Keenan McCardell for 8 yards (tackle by Levon Kirkland). Penalty on Hugh Douglas: Roughing the Passer, 15 yards",1.070,2.590
3,4:48,1,10,PHI 45,7,13,Brad Johnson pass complete to Mike Alstott for 7 yards (tackle by Brian Dawkins),2.590,2.990
3,4:14,2,3,PHI 38,7,13,Michael Pittman middle for 5 yards (tackle by Shawn Barber),2.990,3.380
3,3:34,1,10,PHI 33,7,13,Brad Johnson pass complete to Mike Alstott for 3 yards (tackle by Carlos Emmons),3.380,3.240
3,2:52,2,7,PHI 30,7,13,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Brian Dawkins),3.240,2.540
3,2:46,3,7,PHI 30,7,13,Brad Johnson pass incomplete intended for Michael Pittman (defended by Shawn Barber),2.540,1.410
3,2:43,4,7,PHI 30,10,13,Martin Gramatica 48 yard field goal good,1.410,3.000
3,2:43,,,TAM 30,10,13,"Martin Gramatica kicks off 60 yards, returned by Brian Mitchell for 26 yards (tackle by Corey Ivy)",0.000,1.330
3,2:34,1,10,PHI 36,10,13,Donovan McNabb pass complete to Duce Staley for 6 yards (tackle by Dexter Jackson),1.330,1.600
3,1:56,2,4,PHI 42,10,13,Duce Staley right tackle for -1 yards (tackle by John Lynch),1.600,0.760
3,1:11,3,5,PHI 41,10,13,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Dwight Smith),0.760,-0.650
3,1:06,4,5,PHI 41,10,13,"Sean Landeta punts 43 yards, fair catch by Karl Williams",-0.650,0.140
3,0:59,1,10,TAM 16,10,13,Michael Pittman left end for 1 yard (tackle by Levon Kirkland),-0.140,-0.510
3,0:20,2,9,TAM 17,10,13,Brad Johnson pass complete to Rickey Dudley for 18 yards (tackle by Brian Dawkins),-0.510,1.270
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 35,10,13,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Troy Vincent),1.270,1.260
4,14:31,2,6,TAM 39,10,13,Michael Pittman left end for -5 yards (tackle by Brian Dawkins),1.260,-0.100
4,14:00,3,11,TAM 34,10,13,Brad Johnson pass incomplete intended for Keyshawn Johnson is intercepted by Al Harris at TAM-42,-0.100,-2.790
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,13:55,1,10,TAM 42,10,13,Donovan McNabb pass complete to Cecil Martin for no gain,2.790,2.240
4,13:17,2,10,TAM 42,10,13,Donovan McNabb pass complete to Todd Pinkston for 12 yards (tackle by Brian Kelly),2.240,3.580
4,12:41,1,10,TAM 30,10,13,Duce Staley right tackle for 9 yards (tackle by Brian Kelly),3.580,4.250
4,12:41,2,1,TAM 21,10,13,Duce Staley right guard for 5 yards (tackle by Shelton Quarles),4.250,4.510
4,11:25,1,10,TAM 16,10,13,Duce Staley middle for 9 yards (tackle by John Lynch),4.510,5.540
4,10:51,2,1,TAM 7,10,13,Duce Staley right guard for no gain (tackle by John Lynch),5.540,4.850
4,10:15,3,1,TAM 7,10,13,Donovan McNabb middle for 2 yards (tackle by Shelton Quarles),4.850,6.060
4,9:42,1,5,TAM 5,10,13,"Penalty on Jon Runyan: False Start, 5 yards (no play)",6.060,4.910
4,9:18,1,10,TAM 10,10,13,Donovan McNabb pass incomplete intended for James Thrash (defended by Ronde Barber),4.910,4.190
4,9:14,2,10,TAM 10,10,13,"Donovan McNabb pass incomplete intended for James Thrash (defended by Dwight Smith). Penalty on Dwight Smith: Defensive Pass Interference, 9 yards (no play)",4.190,6.970
4,9:06,1,1,TAM 1,10,13,Duce Staley middle for no gain (tackle by Warren Sapp),6.970,5.910
4,8:24,2,1,TAM 1,10,19,"Donovan McNabb right end for 1 yard, touchdown",5.910,7.000
4,8:24,,,TAM 1,10,20,David Akers kicks extra point good,0.000,0.000
4,8:24,,,PHI 30,10,20,"David Akers kicks off 65 yards, returned by Aaron Stecker for 39 yards (tackle by Freddie Mitchell)",0.000,1.860
4,8:12,1,10,TAM 44,10,20,Rob Johnson right end for 1 yard (tackle by Shawn Barber),1.860,1.450
4,7:34,2,9,TAM 45,10,20,Rob Johnson right end for 4 yards (tackle by Shawn Barber),1.450,1.290
4,7:05,3,5,TAM 49,10,20,Rob Johnson pass complete to Keenan McCardell for 9 yards (tackle by Bobby Taylor),1.290,2.790
4,6:29,1,10,PHI 42,10,20,Rob Johnson pass complete to Keenan McCardell for 6 yards (tackle by Bobby Taylor),2.790,3.050
4,5:59,2,4,PHI 36,10,20,Rob Johnson pass complete to Joe Jurevicius for 14 yards (tackle by Bobby Taylor),3.050,4.110
4,5:34,2,4,PHI 36,,,Timeout #2 by Tampa Bay Buccaneers,3.050,4.110
4,5:34,1,10,PHI 22,10,20,"Penalty on Darwin Walker: Encroachment, 5 yards (no play)",4.110,4.970
4,5:34,1,5,PHI 17,10,20,Rob Johnson pass complete to Mike Alstott for 2 yards (tackle by Barry Gardner),4.970,4.650
4,4:57,2,3,PHI 15,10,20,Rob Johnson middle for 5 yards (tackle by Shawn Barber),4.650,4.910
4,4:17,1,10,PHI 10,10,20,"Rob Johnson sacked by Carlos Emmons for -2 yards. Penalty on Carlos Emmons: Personal Foul, 6 yards",4.910,5.830
4,4:07,1,6,PHI 6,10,20,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",5.830,4.770
4,4:07,1,11,PHI 11,10,20,Rob Johnson pass incomplete intended for Keenan McCardell,4.770,4.020
4,4:05,2,11,PHI 11,10,20,Rob Johnson pass incomplete intended for Keyshawn Johnson (defended by Bobby Taylor),4.020,3.120
4,4:02,3,11,PHI 11,10,20,Rob Johnson pass incomplete intended for Keyshawn Johnson (defended by Al Harris),3.120,2.700
4,3:59,4,11,PHI 11,10,20,Martin Gramatica 29 yard field goal no good,2.700,-0.280
4,3:56,1,10,PHI 20,10,20,Duce Staley right guard for 1 yard (tackle by Ronde Barber and Derrick Brooks),0.280,-0.130
4,3:16,2,9,PHI 21,10,20,Duce Staley middle for no gain (tackle by John Lynch),-0.130,-0.820
4,2:38,2,9,PHI 21,,,Timeout #1 by Philadelphia Eagles,-0.130,-0.820
4,2:38,3,9,PHI 21,10,20,Duce Staley middle for 11 yards (tackle by John Lynch),-0.820,1.070
4,2:23,3,9,PHI 21,,,Timeout #3 by Tampa Bay Buccaneers,-0.820,1.070
4,2:23,1,10,PHI 32,10,20,Duce Staley right tackle for 57 yards (tackle by Ronde Barber and Brian Kelly),1.070,4.840
4,2:00,1,10,TAM 11,10,20,Donovan McNabb kneels for no gain,4.840,4.140
4,1:20,2,10,TAM 11,10,20,Donovan McNabb kneels for -1 yards,4.140,3.110
4,0:40,3,11,TAM 12,10,20,Donovan McNabb kneels for -1 yards,3.110,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
