Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Martin Gramatica kicks off 68 yards, returned by Brian Mitchell for 10 yards (tackle by Aaron Stecker)",0.000,-0.350
1,14:57,1,10,PHI 12,0,0,Duce Staley middle for 3 yards (tackle by Simeon Rice and Alshermond Singleton),-0.350,-0.500
1,14:14,2,7,PHI 15,0,0,Donovan McNabb pass complete to Dorsey Levens for 12 yards (tackle by Shelton Quarles),-0.500,0.740
1,13:36,1,10,PHI 27,0,0,Donovan McNabb pass complete to Duce Staley for 6 yards (tackle by Simeon Rice),0.740,1.010
1,12:59,2,4,PHI 33,0,0,Donovan McNabb pass complete to Todd Pinkston for 1 yard (tackle by Brian Kelly),1.010,0.430
1,12:23,3,3,PHI 34,0,0,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Brian Kelly),0.430,-1.110
1,12:15,4,3,PHI 34,0,0,"Sean Landeta punts 49 yards, returned by Karl Williams for 17 yards (tackle by Shawn Barber)",-1.110,-1.200
1,12:04,1,10,TAM 34,0,0,Brad Johnson pass incomplete intended for Mike Alstott (defended by Troy Vincent),1.200,0.660
1,11:59,2,10,TAM 34,0,0,"Brad Johnson pass complete to Mike Alstott for -2 yards (tackle by Bobby Taylor). Mike Alstott fumbles (forced by Bobby Taylor), recovered by Barry Gardner at TAM-26 and returned for 12 yards (tackle by Kenyatta Walker)",0.660,-4.650
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
1,11:49,1,10,TAM 14,0,0,Duce Staley middle for 1 yard (tackle by Dexter Jackson),4.650,4.160
1,11:15,2,9,TAM 13,0,0,Donovan McNabb pass complete to Dorsey Levens for 1 yard (tackle by Ronde Barber),4.160,3.430
1,10:34,3,8,TAM 12,0,0,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Simeon Rice),3.430,2.630
1,10:32,4,8,TAM 12,0,3,David Akers 30 yard field goal good,2.630,3.000
1,10:32,,,PHI 30,0,3,"David Akers kicks off 61 yards, returned by Dwight Smith for 23 yards (tackle by Rashard Cook)",0.000,1.070
1,10:22,1,10,TAM 32,0,3,Mike Alstott right tackle for 3 yards (tackle by Blaine Bishop),1.070,0.930
1,9:46,2,7,TAM 35,0,3,Brad Johnson pass incomplete intended for Ken Dilger,0.930,0.230
1,9:40,3,7,TAM 35,0,3,Brad Johnson pass complete to Joe Jurevicius for 13 yards (tackle by Shawn Barber),0.230,2.130
1,8:57,1,10,TAM 48,0,3,Michael Pittman right guard for 2 yards (tackle by Brandon Whiting and Levon Kirkland),2.130,1.850
1,8:19,2,8,,0,3,Michael Pittman left end for 3 yards (tackle by Carlos Emmons),1.850,1.550
1,7:40,3,5,PHI 47,0,3,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Al Harris),1.550,0.130
1,7:34,3,5,PHI 47,,,Timeout #1 by Philadelphia Eagles,1.550,0.130
1,7:34,4,5,PHI 47,0,3,Tom Tupa punts 41 yards,0.130,0.380
1,7:24,1,10,PHI 6,0,3,Duce Staley middle for 7 yards (tackle by John Lynch and Shelton Quarles),-0.380,-0.270
1,6:49,2,3,PHI 13,0,3,Donovan McNabb pass complete to James Thrash for 12 yards (tackle by Derrick Brooks),-0.270,0.610
1,6:29,1,10,PHI 25,0,3,Brian Westbrook middle for -1 yards (tackle by Simeon Rice),0.610,-0.070
1,5:53,2,11,PHI 24,0,3,Donovan McNabb pass incomplete intended for James Thrash,-0.070,-0.760
1,5:48,3,11,PHI 24,6,3,"Donovan McNabb sacked by Simeon Rice for -8 yards. Donovan McNabb fumbles (forced by Simeon Rice), recovered by Derrick Brooks at PHI-11 and returned for 11 yards, touchdown",-0.760,-7.000
1,5:39,,,PHI 24,7,3,Martin Gramatica kicks extra point good,0.000,0.000
1,5:39,,,TAM 30,7,3,"Martin Gramatica kicks off 69 yards, returned by Brian Mitchell for 47 yards (tackle by Corey Ivy)",0.000,2.130
1,5:30,1,10,PHI 48,7,3,"Donovan McNabb pass incomplete intended for Chad Lewis is intercepted by Brian Kelly at TAM-38 and returned for 14 yards. Penalty on Dwight Smith: Clipping, 15 yards",2.130,-1.400
1,5:18,1,10,PHI 48,,,Timeout #2 by Tampa Bay Buccaneers,2.130,-1.400
1,5:18,1,10,TAM 37,7,3,Brad Johnson pass incomplete intended for Michael Pittman,1.400,0.860
1,5:13,2,10,TAM 37,7,3,Brad Johnson pass complete to Mike Alstott for -2 yards (tackle by Darwin Walker),0.860,-0.100
1,4:28,3,12,TAM 35,7,3,Brad Johnson pass complete to Keenan McCardell for 4 yards (tackle by Blaine Bishop),-0.100,-0.780
1,3:58,4,8,TAM 39,7,3,"Tom Tupa punts 37 yards, returned by Brian Mitchell for 18 yards (tackle by Todd Yoder)",-0.780,-1.730
1,3:47,1,10,PHI 42,7,3,James Thrash left end for -5 yards (tackle by Dexter Jackson),1.730,0.510
1,3:07,2,15,PHI 37,7,3,Dorsey Levens right tackle for 3 yards (tackle by Derrick Brooks),0.510,0.230
1,2:31,3,12,PHI 40,7,3,Dorsey Levens right end for 6 yards (tackle by Derrick Brooks and Nate Webster),0.230,-0.320
1,1:54,4,6,PHI 46,7,3,"Sean Landeta punts 45 yards, out of bounds",-0.320,0.380
1,1:45,1,10,TAM 9,7,3,Mike Alstott left guard for no gain (tackle by Troy Vincent),-0.380,-0.780
1,1:10,2,10,TAM 9,7,3,Brad Johnson pass incomplete intended for Michael Pittman,-0.780,-1.420
1,1:06,3,10,TAM 9,7,3,Michael Pittman left end for 3 yards (tackle by Blaine Bishop),-1.420,-2.490
1,0:44,4,7,TAM 12,7,3,"Tom Tupa punts 51 yards, returned by Brian Mitchell for no gain",-2.490,-1.400
