Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
1,7:30,2,10,DEN 13,0,0,Joe Flacco pass incomplete short left intended for Dallas Clark (defended by Duke Ihenacho),4.050,3.120
1,7:24,3,10,DEN 13,0,0,Joe Flacco pass complete short left to Torrey Smith for 11 yards (tackle by Tony Carter),3.120,6.740
1,7:17,1,2,DEN 2,6,0,"Joe Flacco pass complete short right to Vonta Leach for 2 yards, touchdown",6.740,7.000
1,7:17,,,DEN 2,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,7:17,,,BAL 35,7,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
1,7:11,1,10,DEN 20,7,0,Peyton Manning pass complete short left to Wes Welker for 2 yards (tackle by Jimmy Smith),0.280,0.000
1,6:46,2,8,DEN 22,7,0,Knowshon Moreno left tackle for 6 yards (tackle by Josh Bynes),0.000,0.100
1,6:14,3,2,DEN 28,7,0,Peyton Manning pass complete short middle to Wes Welker for 12 yards (tackle by Michael Huff),0.100,1.600
1,5:42,1,10,DEN 40,7,0,Peyton Manning pass complete short left to Wes Welker for 15 yards (tackle by Corey Graham),1.600,2.590
1,5:05,1,10,BAL 45,7,0,Ronnie Hillman left tackle for 1 yard (tackle by Haloti Ngata and Elvis Dumervil),2.590,2.180
1,4:33,2,9,BAL 44,7,0,Peyton Manning pass complete short right to Eric Decker for 5 yards (tackle by Josh Bynes),2.180,2.150
1,3:51,3,4,BAL 39,7,0,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,2.150,0.660
1,3:46,4,4,BAL 39,7,0,"Britton Colquitt punts 29 yards, fair catch by Lardarius Webb",0.660,0.380
1,3:39,1,10,BAL 10,7,0,Joe Flacco pass incomplete short left intended for Jacoby Jones,-0.380,-0.780
1,3:32,2,10,BAL 10,7,0,Ray Rice up the middle for 9 yards (tackle by Rahim Moore),-0.780,-0.370
1,2:51,3,1,BAL 19,7,0,Joe Flacco pass complete short right to Ray Rice for 7 yards (tackle by Danny Trevathan),-0.370,0.670
1,2:14,1,10,BAL 26,7,0,Bernard Pierce left guard for -1 yards (tackle by Kevin Vickerson),0.670,-0.010
1,1:35,2,11,BAL 25,7,0,Joe Flacco pass complete short right to Jacoby Jones for 13 yards (tackle by Chris Harris),-0.010,1.470
1,0:57,1,10,BAL 38,7,0,Joe Flacco pass complete short left to Ray Rice for no gain,1.470,0.920
1,0:21,2,10,BAL 38,7,0,Joe Flacco pass complete short left to Jacoby Jones for -2 yards (tackle by Duke Ihenacho),0.920,-0.030
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,BAL 36,7,0,"Penalty on Torrey Smith: False Start, 5 yards (no play)",-0.030,-0.690
2,15:00,3,17,BAL 31,7,0,Joe Flacco pass incomplete deep middle intended for Ed Dickson (defended by Mike Adams),-0.690,-1.310
2,14:55,4,17,BAL 31,7,0,"Sam Koch punts 45 yards, returned by Trindon Holliday for 5 yards (tackle by Albert McClellan)",-1.310,-0.870
2,14:45,1,10,DEN 29,7,0,Knowshon Moreno up the middle for 3 yards (tackle by Terrell Suggs),0.870,0.730
2,14:16,2,7,DEN 32,7,0,Knowshon Moreno up the middle for -1 yards (tackle by Haloti Ngata),0.730,-0.100
2,13:35,3,8,DEN 31,7,0,"Peyton Manning pass incomplete short left intended for Wes Welker (defended by Corey Graham). Penalty on Corey Graham: Illegal Contact, 5 yards (no play)",-0.100,1.330
2,13:30,1,10,DEN 36,7,0,Peyton Manning pass incomplete short left intended for Eric Decker (defended by Daryl Smith),1.330,0.790
2,13:25,2,10,DEN 36,7,0,Peyton Manning pass complete short left to Julius Thomas for 6 yards (tackle by James Ihedigbo),0.790,0.890
2,13:13,3,4,DEN 42,7,0,Peyton Manning pass incomplete short middle intended for Julius Thomas (defended by Daryl Smith),0.890,-0.590
2,13:08,4,4,DEN 42,7,0,Britton Colquitt punts 43 yards,-0.590,0.220
2,12:57,1,10,BAL 15,7,0,Ray Rice up the middle for 1 yard (tackle by Derek Wolfe),-0.220,-0.580
2,12:23,2,9,BAL 16,7,0,Ray Rice right tackle for no gain (tackle by Kevin Vickerson),-0.580,-1.250
2,11:47,3,9,BAL 16,7,0,Joe Flacco pass incomplete short right intended for Brandon Stokley is intercepted by Chris Harris at BAL-24,-1.250,-3.970
2,11:40,1,10,BAL 24,7,6,"Peyton Manning pass complete deep middle to Julius Thomas for 24 yards, touchdown",3.970,7.000
2,11:40,,,BAL 2,7,7,Matt Prater kicks extra point good,0.000,0.000
2,11:40,,,DEN 35,7,7,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,11:35,1,10,BAL 20,7,7,Bernard Pierce right guard for -2 yards (tackle by Shaun Phillips),0.280,-0.630
2,11:01,2,12,BAL 18,7,7,Joe Flacco pass incomplete deep left intended for Ed Dickson,-0.630,-1.330
2,10:56,3,12,BAL 18,7,7,Joe Flacco pass complete short left to Dallas Clark for 31 yards (tackle by Rahim Moore),-1.330,2.190
2,10:16,1,10,BAL 49,7,7,Bernard Pierce right tackle for 1 yard (tackle by Nate Irving),2.190,1.780
2,9:42,2,9,,7,7,"Joe Flacco pass incomplete deep middle intended for Marlon Brown. Penalty on Duke Ihenacho: Defensive Holding, 5 yards (no play)",1.780,2.590
2,9:35,1,10,DEN 45,7,7,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",2.590,2.260
2,9:35,1,15,,7,7,Joe Flacco pass complete short right to Ray Rice for 10 yards (tackle by Duke Ihenacho),2.260,2.720
2,8:58,2,5,DEN 40,7,7,Ray Rice up the middle for no gain (tackle by Wesley Woodyard),2.720,2.010
2,8:24,3,5,DEN 40,7,7,Joe Flacco pass incomplete deep right intended for Marlon Brown,2.010,0.590
2,8:18,4,5,DEN 40,7,7,"Sam Koch punts 38 yards, muffed catch by Wes Welker, recovered by Morgan Cox and returned for no gain",0.590,6.970
2,8:08,1,1,DEN 1,13,7,"Ray Rice right end for 1 yard, touchdown",6.970,7.000
2,8:08,,,DEN 2,14,7,Justin Tucker kicks extra point good,0.000,0.000
2,8:08,,,BAL 35,14,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,8:03,1,10,DEN 20,14,7,Peyton Manning pass complete short left to Demaryius Thomas for 13 yards (tackle by Jimmy Smith),0.280,1.140
2,7:46,1,10,DEN 33,14,7,Knowshon Moreno left guard for 2 yards (tackle by Haloti Ngata),1.140,0.860
2,7:12,2,8,DEN 35,14,7,Peyton Manning pass complete short middle to Knowshon Moreno for 6 yards (tackle by Daryl Smith),0.860,0.960
2,6:32,3,2,DEN 41,14,7,Knowshon Moreno left tackle for 2 yards (tackle by Terrell Suggs),0.960,1.800
2,6:03,1,10,DEN 43,14,7,"Peyton Manning pass incomplete deep right intended for Eric Decker. Penalty on Eric Decker: Offensive Pass Interference, 10 yards (no play)",1.800,1.140
2,5:57,1,20,DEN 33,14,7,Peyton Manning pass complete short left to Julius Thomas for 44 yards (tackle by James Ihedigbo),1.140,4.040
2,5:41,1,10,BAL 23,14,13,"Peyton Manning pass complete deep left to Julius Thomas for 23 yards, touchdown",4.040,7.000
2,5:41,,,BAL 2,14,14,Matt Prater kicks extra point good,0.000,0.000
2,5:41,,,DEN 35,14,14,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
2,5:34,1,10,BAL 20,14,14,Joe Flacco sacked by Robert Ayers for -9 yards,0.280,-1.440
2,5:01,2,19,BAL 11,14,14,Bernard Pierce up the middle for 5 yards (tackle by Mitch Unrein and Wesley Woodyard),-1.440,-1.690
2,4:24,3,14,BAL 16,14,14,Joe Flacco pass incomplete short left intended for Brandon Stokley,-1.690,-2.390
2,4:18,4,14,BAL 16,14,14,"Sam Koch punts 51 yards, returned by Trindon Holliday for 3 yards (tackle by Albert McClellan). Penalty on James Ihedigbo: Offensive Holding (Declined), Penalty on Albert McClellan: Unnecessary Roughness, 15 yards",-2.390,-2.320
2,4:07,1,10,BAL 49,14,14,Peyton Manning pass incomplete short left intended for Demaryius Thomas,2.320,1.780
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
2,4:05,2,10,BAL 49,14,14,"Penalty on Ryan Clady: False Start, 5 yards (no play)",1.780,1.110
2,4:05,2,15,DEN 46,14,14,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,1.110,0.430
2,4:00,3,15,DEN 46,14,14,Peyton Manning sacked by Terrell Suggs for -6 yards,0.430,-0.720
2,3:27,4,21,DEN 40,14,14,"Britton Colquitt punts 44 yards, fair catch by Lardarius Webb",-0.720,0.140
2,3:19,1,10,BAL 16,14,14,Joe Flacco pass incomplete short left intended for Torrey Smith,-0.140,-0.660
2,3:14,2,10,BAL 16,14,14,Ray Rice left guard for 6 yards (tackle by Duke Ihenacho),-0.660,-0.570
2,2:36,3,4,BAL 22,14,14,Joe Flacco pass complete short right to Marlon Brown for 7 yards (tackle by Kayvon Webster),-0.570,0.870
2,2:00,1,10,BAL 29,14,14,Joe Flacco pass complete short right to Marlon Brown for 23 yards (tackle by Duke Ihenacho),0.870,2.390
2,1:33,1,10,DEN 48,14,14,Joe Flacco pass complete short left to Dallas Clark for 5 yards (tackle by Rahim Moore),2.390,2.390
2,1:18,1,10,DEN 48,14,14,Timeout #1 by Denver Broncos,2.390,2.520
2,1:18,2,5,DEN 43,14,14,Joe Flacco pass incomplete short left intended for Dallas Clark (defended by Danny Trevathan),2.520,1.820
2,1:14,3,5,DEN 43,14,14,Joe Flacco pass complete short left to Dallas Clark for 7 yards (tackle by Mike Adams and Tony Carter),1.820,3.180
2,0:44,1,10,DEN 36,14,14,Joe Flacco pass complete deep left to Torrey Smith for 18 yards (tackle by Mike Adams),3.180,4.370
2,0:39,1,10,DEN 18,14,14,Ray Rice up the middle for 12 yards (tackle by Duke Ihenacho),4.370,4.370
2,0:33,1,10,DEN 18,14,14,Timeout #1 by Baltimore Ravens,4.370,5.830
2,0:33,1,6,DEN 6,14,14,Joe Flacco pass incomplete short right intended for Brandon Stokley (defended by Kayvon Webster),5.830,4.950
2,0:28,2,6,DEN 6,14,14,Ray Rice up the middle for -1 yards (tackle by Derek Wolfe),4.950,4.950
2,0:15,2,6,DEN 6,14,14,Timeout #2 by Baltimore Ravens,4.950,3.810
2,0:15,3,7,DEN 7,14,14,Joe Flacco pass incomplete short left intended for Dallas Clark,3.810,2.970
2,0:10,4,7,DEN 7,17,14,Justin Tucker 25 yard field goal good,2.970,3.000
2,0:10,,,BAL 35,17,14,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,0:07,1,10,DEN 20,17,14,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,17,14,"Justin Tucker kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,DEN 20,17,14,Peyton Manning sacked by Elvis Dumervil for -7 yards,0.280,-1.280
3,14:42,2,17,DEN 13,17,14,Peyton Manning pass complete short right to Knowshon Moreno for 8 yards (tackle by Lardarius Webb),-1.280,-0.820
3,14:13,3,9,DEN 21,17,14,Peyton Manning pass complete short left to Wes Welker for 10 yards (tackle by Jimmy Smith),-0.820,1.000
3,13:45,1,10,DEN 31,17,14,Peyton Manning pass complete short left to Demaryius Thomas for 34 yards (tackle by Daryl Smith),1.000,3.250
3,13:09,1,10,BAL 35,17,14,Ronnie Hillman right guard for 7 yards (tackle by Josh Bynes),3.250,3.650
3,12:37,2,3,BAL 28,17,20,"Peyton Manning pass complete deep left to Andre Caldwell for 28 yards, touchdown. Penalty on Corey Graham: Defensive Holding (Declined)",3.650,7.000
3,12:37,,,BAL 2,17,21,Matt Prater kicks extra point good,0.000,0.000
3,12:37,,,DEN 35,17,21,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,12:30,1,10,BAL 20,17,21,Ray Rice left guard for -2 yards (tackle by Nate Irving),0.280,-0.630
3,11:55,2,12,BAL 18,17,21,Joe Flacco pass incomplete short middle intended for Ed Dickson,-0.630,-1.330
3,11:50,3,12,BAL 18,17,21,Joe Flacco sacked by Shaun Phillips for -4 yards,-1.330,-2.470
3,11:17,4,16,BAL 14,17,21,"Sam Koch punts, blocked by David Bruton, recovered by Sam Koch",-2.470,-4.910
3,11:08,1,10,BAL 10,17,21,Peyton Manning pass complete short right to Wes Welker for 5 yards (tackle by Corey Graham),4.910,5.150
3,10:34,2,5,BAL 5,17,27,"Peyton Manning pass complete short left to Wes Welker for 5 yards, touchdown",5.150,7.000
3,10:34,,,BAL 2,17,28,Matt Prater kicks extra point good,0.000,0.000
3,10:34,,,DEN 35,17,28,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,10:28,1,10,BAL 20,17,28,Bernard Pierce up the middle for no gain (tackle by Terrance Knighton),0.280,-0.270
3,10:00,2,10,BAL 20,17,28,Bernard Pierce left end for 3 yards (tackle by Wesley Woodyard),-0.270,-0.560
3,9:20,3,7,BAL 23,17,28,Joe Flacco pass incomplete short middle intended for Dallas Clark (defended by Rahim Moore),-0.560,-1.830
3,9:14,4,7,BAL 23,17,28,"Sam Koch punts 40 yards, out of bounds",-1.830,-1.400
3,9:06,1,10,DEN 37,17,28,"Ronnie Hillman up the middle for 3 yards (tackle by Josh Bynes). Penalty on Terrell Suggs: Illegal Use of Hands, 5 yards",1.400,1.930
3,8:58,1,10,DEN 45,17,28,Peyton Manning pass complete short right to Ronnie Hillman for 17 yards (tackle by Corey Graham and Josh Bynes),1.930,3.050
3,8:30,1,10,BAL 38,17,28,Peyton Manning pass complete short right to Ronnie Hillman for 10 yards (tackle by Josh Bynes),3.050,3.710
3,8:15,1,10,BAL 28,17,28,Peyton Manning pass complete short right to Julius Thomas for 13 yards (tackle by Corey Graham),3.710,4.580
3,7:51,1,10,BAL 15,17,28,Peyton Manning pass incomplete short right intended for Demaryius Thomas,4.580,3.950
3,7:45,2,10,BAL 15,17,28,Montee Ball up the middle for 9 yards (tackle by Courtney Upshaw),3.950,4.900
3,7:13,3,1,BAL 6,17,28,Montee Ball left end for 4 yards (tackle by Jimmy Smith),4.900,6.740
3,6:46,1,2,BAL 2,17,28,Peyton Manning pass incomplete short left intended for Eric Decker,6.740,5.720
3,6:42,2,2,BAL 2,17,34,"Peyton Manning pass complete short right to Wes Welker for 2 yards, touchdown",5.720,7.000
3,6:42,,,BAL 2,17,35,Matt Prater kicks extra point good,0.000,0.000
3,6:42,,,DEN 35,17,35,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,6:37,1,10,BAL 20,17,35,Joe Flacco pass incomplete,0.280,-0.270
3,6:30,2,10,BAL 20,17,35,Joe Flacco pass complete short right to Brandon Stokley for 9 yards (tackle by Duke Ihenacho),-0.270,0.230
3,5:58,3,1,BAL 29,17,35,Ray Rice up the middle for no gain (tackle by Terrance Knighton and Derek Wolfe),0.230,-1.440
3,5:09,4,1,BAL 29,17,35,"Sam Koch punts 59 yards, returned by Trindon Holliday for 14 yards (tackle by James Ihedigbo)",-1.440,-0.670
3,4:55,1,10,DEN 26,17,35,"Peyton Manning pass complete short right to Wes Welker for 13 yards (tackle by Lardarius Webb). Penalty on Knowshon Moreno: Offensive Holding, 10 yards (no play)",0.670,-0.300
3,4:42,1,20,DEN 16,17,35,Peyton Manning pass complete short left to Knowshon Moreno for 23 yards (tackle by Jimmy Smith),-0.300,1.530
3,4:27,1,10,DEN 39,17,35,Knowshon Moreno left tackle for 1 yard (tackle by Pernell McPhee),1.530,1.120
3,4:02,2,9,DEN 40,17,35,Peyton Manning sacked by Chris Canty for -4 yards,1.120,-0.100
3,3:25,3,13,DEN 36,17,35,Peyton Manning pass incomplete short right intended for Wes Welker,-0.100,-0.980
3,3:18,4,13,DEN 36,17,35,"Britton Colquitt punts 47 yards, fair catch by Lardarius Webb. Penalty on Jimmy Smith: Unnecessary Roughness, 8 yards",-0.980,0.380
3,3:09,1,10,BAL 9,17,35,Joe Flacco pass incomplete deep left intended for Torrey Smith,-0.380,-0.780
3,3:04,2,10,BAL 9,17,35,Joe Flacco pass complete short left to Dallas Clark for 3 yards (tackle by Danny Trevathan),-0.780,-1.070
3,2:45,3,7,BAL 12,17,35,Joe Flacco pass complete short left to Dallas Clark for 9 yards (tackle by Wesley Woodyard),-1.070,0.340
3,2:12,1,10,BAL 21,17,35,Joe Flacco pass incomplete short left intended for Dallas Clark (defended by Duke Ihenacho),0.340,-0.200
3,2:07,2,10,BAL 21,17,35,Joe Flacco pass incomplete deep right intended for Marlon Brown (defended by Tony Carter),-0.200,-0.890
3,2:01,3,10,BAL 21,17,35,"Joe Flacco pass incomplete short middle intended for Brandon Stokley. Penalty on Gino Gradkowski: Unnecessary Roughness, 10 yards",-0.890,-2.490
3,1:53,4,20,BAL 11,17,35,"Sam Koch punts 61 yards, returned by Trindon Holliday for 14 yards (tackle by Kyle Juszczyk)",-2.490,-1.730
3,1:40,1,10,DEN 42,17,35,Ronnie Hillman up the middle for 4 yards (tackle by Daryl Smith),1.730,1.730
3,1:16,2,6,DEN 46,17,35,Peyton Manning pass incomplete short left intended for Eric Decker,1.730,1.030
3,1:11,3,6,DEN 46,17,35,Peyton Manning pass incomplete short right intended for Demaryius Thomas. Penalty on Orlando Franklin: Offensive Holding (Declined),1.030,-0.320
3,1:04,4,6,DEN 46,17,35,"Britton Colquitt punts 42 yards, fair catch by Lardarius Webb",-0.320,0.350
3,0:55,1,10,BAL 12,17,35,Joe Flacco pass complete short middle to Marlon Brown for 22 yards (tackle by Rahim Moore),-0.350,1.200
3,0:26,1,10,BAL 34,17,35,Joe Flacco pass incomplete deep left intended for Brandon Stokley (defended by Tony Carter),1.200,0.660
3,0:20,2,10,BAL 34,17,35,Joe Flacco pass incomplete deep right intended for Brandon Stokley,0.660,-0.030
3,0:15,3,10,BAL 34,17,35,Joe Flacco sacked by Shaun Phillips and Wesley Woodyard for -8 yards,-0.030,-1.630
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,18,BAL 26,17,35,"Sam Koch punts 57 yards, returned by Wes Welker for 27 yards (tackle by Brynden Trawick)",-1.630,-1.860
4,14:46,1,10,DEN 44,17,35,"Penalty on Wes Welker: False Start, 5 yards (no play)",1.860,1.530
4,14:46,1,15,DEN 39,17,35,Peyton Manning pass complete short left to Wes Welker for 6 yards (tackle by James Ihedigbo),1.530,1.450
4,14:27,2,9,DEN 45,17,35,"Peyton Manning pass complete short right to Eric Decker for 27 yards (tackle by Jimmy Smith). Eric Decker fumbles (forced by Jimmy Smith), ball out of bounds at BAL-28",1.450,3.710
4,14:05,1,10,BAL 28,17,35,Peyton Manning pass incomplete deep left intended for Wes Welker,3.710,3.170
4,14:00,2,10,BAL 28,17,35,"Penalty on Louis Vasquez: False Start, 5 yards (no play)",3.170,2.490
4,14:00,2,15,BAL 33,17,35,Knowshon Moreno up the middle for 7 yards (tackle by Corey Graham and Daryl Smith),2.490,2.740
4,13:19,3,8,BAL 26,17,41,"Peyton Manning pass complete deep right to Demaryius Thomas for 26 yards, touchdown",2.740,7.000
4,13:19,,,BAL 2,17,42,Matt Prater kicks extra point good,0.000,0.000
4,13:19,,,DEN 35,17,42,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,13:13,1,10,BAL 20,17,42,Joe Flacco pass incomplete deep middle intended for Ed Dickson (defended by Duke Ihenacho),0.280,-0.270
4,13:07,2,10,BAL 20,17,42,Bernard Pierce right guard for 2 yards (tackle by Wesley Woodyard and Malik Jackson),-0.270,-0.690
4,12:32,3,8,BAL 22,17,42,Joe Flacco pass complete short right to Brandon Stokley for 7 yards (tackle by Duke Ihenacho),-0.690,-0.690
4,12:13,3,8,BAL 22,17,42,Timeout #1 by Baltimore Ravens,-0.690,-1.440
4,12:13,4,1,BAL 29,17,42,Joe Flacco pass incomplete short right intended for Ray Rice is intercepted by Danny Trevathan at BAL-30 and returned for 29 yards. Danny Trevathan fumbles,-1.440,0.280
4,12:06,1,10,BAL 20,17,42,Joe Flacco pass complete short right to Ray Rice for 8 yards (tackle by Paris Lenon),0.280,0.810
4,11:48,2,2,BAL 28,17,42,Joe Flacco pass complete short right to Ed Dickson for 13 yards,0.810,1.660
4,11:19,1,10,BAL 41,17,42,"Joe Flacco pass complete short middle to Dallas Clark for 27 yards (tackle by Rahim Moore). Penalty on Rahim Moore: Face Mask (15 Yards), 15 yards",1.660,4.440
4,11:06,1,10,DEN 17,17,42,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Nate Irving),4.440,4.500
4,10:32,2,6,DEN 13,23,42,"Joe Flacco pass complete short left to Marlon Brown for 13 yards, touchdown. Penalty on Rahim Moore: Defensive Offside (Declined)",4.500,7.000
4,10:32,,,DEN 2,24,42,Justin Tucker kicks extra point good,0.000,0.000
4,10:32,,,BAL 35,24,42,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,10:28,1,10,DEN 20,24,42,Montee Ball up the middle for 2 yards (tackle by Terrell Suggs),0.280,0.000
4,9:46,2,8,DEN 22,24,42,Montee Ball right tackle for 7 yards (tackle by Matt Elam),0.000,0.230
4,9:02,3,1,DEN 29,24,42,Montee Ball right tackle for -2 yards (tackle by Terrell Suggs and Haloti Ngata),0.230,-1.570
4,8:21,4,3,DEN 27,24,42,"Britton Colquitt punts 55 yards, returned by Lardarius Webb for 13 yards (tackle by Aaron Brewer)",-1.570,-1.000
4,8:07,1,10,BAL 31,24,42,Joe Flacco pass complete short left to Dallas Clark for 5 yards (tackle by Rahim Moore),1.000,1.140
4,7:35,2,5,BAL 36,24,42,Joe Flacco pass incomplete short left intended for Bernard Pierce,1.140,0.430
4,7:30,3,5,BAL 36,24,42,Joe Flacco pass complete deep right to Torrey Smith for 34 yards (tackle by Tony Carter),0.430,3.580
4,6:54,1,10,DEN 30,24,42,Joe Flacco pass complete short middle to Brandon Stokley for 12 yards (tackle by Tony Carter),3.580,4.370
4,6:19,1,10,DEN 18,24,42,Joe Flacco pass incomplete short left intended for Ray Rice,4.370,3.800
4,6:15,2,10,DEN 18,24,42,Joe Flacco pass incomplete short right intended for Ray Rice,3.800,3.050
4,6:09,3,10,DEN 18,24,42,Joe Flacco pass complete short right to Vonta Leach for 6 yards (tackle by Wesley Woodyard),3.050,3.050
4,5:33,3,10,DEN 18,24,42,Timeout #1 by Denver Broncos,3.050,2.710
4,5:33,4,4,DEN 12,27,42,Justin Tucker 30 yard field goal good,2.710,3.000
4,5:33,,,BAL 35,27,42,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,5:29,1,10,DEN 20,27,42,Montee Ball up the middle for 2 yards (tackle by Josh Bynes),0.280,0.000
4,4:47,2,8,DEN 22,27,42,Peyton Manning pass incomplete short right intended for Eric Decker,0.000,-0.690
4,4:42,3,8,DEN 22,27,48,"Peyton Manning pass complete short left to Demaryius Thomas for 78 yards, touchdown. Penalty on Elvis Dumervil: Defensive Offside (Declined)",-0.690,7.000
4,4:42,,,BAL 2,27,49,Matt Prater kicks extra point good,0.000,0.000
4,4:42,,,DEN 35,27,49,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,4:30,1,10,BAL 20,27,49,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Danny Trevathan),0.280,0.810
4,4:06,2,2,BAL 28,27,49,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Tony Carter),0.810,0.100
4,4:00,3,2,BAL 28,27,49,"Joe Flacco pass incomplete short right intended for Torrey Smith (defended by Tony Carter). Penalty on Tony Carter: Defensive Pass Interference, 6 yards (no play)",0.100,1.200
4,3:56,1,10,BAL 34,27,49,Joe Flacco pass incomplete short right intended for Vonta Leach (defended by Wesley Woodyard),1.200,0.660
4,3:51,2,10,BAL 34,27,49,Joe Flacco pass complete short right to Ray Rice for -1 yards (tackle by Sylvester Williams),0.660,-0.160
4,3:11,3,11,BAL 33,27,49,"Joe Flacco sacked by Shaun Phillips for -6 yards. Joe Flacco fumbles (forced by Shaun Phillips), recovered by Ricky Wagner at BAL-27",-0.160,-1.570
4,2:26,4,17,BAL 27,27,49,"Sam Koch punts 56 yards, fair catch by Wes Welker",-1.570,0.060
4,2:19,1,10,DEN 17,27,49,Montee Ball right tackle for 1 yard (tackle by Chris Canty),-0.060,-0.420
4,2:00,2,9,DEN 18,27,49,Montee Ball up the middle for 1 yard (tackle by Marcus Spears),-0.420,-0.420
4,1:16,2,9,DEN 18,27,49,Timeout #2 by Denver Broncos,-0.420,-1.000
