#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:48,KAN 14,9,3:47,86,Touchdown
2,1,8:53,DAL 22,4,0:58,3,Field Goal
3,1,2:50,KAN 35,8,3:42,65,Touchdown
4,2,8:33,KAN 8,5,2:13,29,Punt
5,2,4:23,KAN 33,3,1:44,-1,Punt
6,2,1:43,KAN 45,2,0:11,-3,Fumble
7,2,0:15,KAN 20,1,0:15,0,End of Half
8,3,15:00,KAN 25,7,3:37,38,Interception
9,3,9:21,KAN 36,3,1:38,-4,Punt
10,3,5:49,KAN 24,7,3:13,41,Field Goal
11,4,12:52,KAN 25,7,3:09,42,Missed FG
12,4,7:55,KAN 14,11,5:20,52,Punt
13,4,1:00,KAN 7,2,1:00,-2,End of Game
