Quarter,Time,Down,ToGo,Location,DAL,KAN,Detail,EPB,EPA
2,9:43,3,19,DAL 36,3,16,"Dak Prescott pass incomplete intended for Cedrick Wilson. Penalty on L'Jarius Sneed: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
2,9:37,1,10,DAL 41,3,16,Tony Pollard left end for 5 yards (tackle by Derrick Nnadi),,
2,8:53,2,5,DAL 46,3,16,Dak Prescott pass incomplete deep left intended for Noah Brown (defended by Juan Thornhill),,
2,8:48,3,5,DAL 46,3,16,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by L'Jarius Sneed) (defended by Charvarius Ward),,
2,8:44,4,5,DAL 46,3,16,Bryan Anger punts 46 yards downed by Francis Bernard,,
2,8:33,1,10,KAN 8,3,16,Patrick Mahomes pass incomplete short right intended for Travis Kelce,,
2,8:29,2,10,KAN 8,3,16,Patrick Mahomes pass complete short right to Tyreek Hill for 23 yards (tackle by Keanu Neal),,
2,7:51,1,10,KAN 31,3,16,Clyde Edwards-Helaire right tackle for 5 yards (tackle by Tarell Basham and Keanu Neal),,
2,7:15,2,5,KAN 36,3,16,Clyde Edwards-Helaire up the middle for 1 yard (tackle by Leighton Vander Esch and Quinton Bohanna),,
2,6:35,3,4,KAN 37,3,16,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Donovan Wilson),,
2,6:28,4,4,KAN 37,3,16,"Tommy Townsend punts 49 yards, returned by Cedrick Wilson for no gain (tackle by Daurice Fountain)",,
2,6:20,1,10,DAL 14,3,16,Ezekiel Elliott right end for 2 yards (tackle by Chris Jones),,
2,5:48,2,8,DAL 16,3,16,Dak Prescott pass complete short right to Dalton Schultz for 3 yards (tackle by Tyrann Mathieu),,
2,5:02,3,5,DAL 19,3,16,Dak Prescott pass complete short left to CeeDee Lamb for 1 yard (tackle by L'Jarius Sneed),,
2,4:31,4,4,DAL 20,3,16,"Bryan Anger punts 47 yards, fair catch by Mike Hughes at KC-33",,
2,4:23,1,10,KAN 33,3,16,Clyde Edwards-Helaire right tackle for 5 yards (tackle by Donovan Wilson and Carlos Watkins),,
2,3:48,2,5,KAN 38,3,16,"Patrick Mahomes pass incomplete intended for Demarcus Robinson. Penalty on Trey Smith: Offensive Holding, 10 yards (accepted) (no play)",,
2,3:44,2,15,KAN 28,3,16,"Penalty on Trey Smith: Unsportsmanlike Conduct / Offense, 14 yards (accepted) (no play)",,
2,3:44,2,29,KAN 14,3,16,Patrick Mahomes pass complete short right to Josh Gordon for 7 yards (tackle by Anthony Brown),,
2,3:02,3,22,KAN 21,3,16,Patrick Mahomes pass complete short right to Darrel Williams for 11 yards (tackle by Jourdan Lewis and Trysten Hill),,
2,2:51,,,,,,Timeout #1 by Dallas Cowboys,,
2,2:51,4,11,KAN 32,3,16,"Tommy Townsend punts 49 yards, returned by Cedrick Wilson for 7 yards (tackle by Chris Lammons)",,
2,2:39,1,10,DAL 26,3,16,Ezekiel Elliott up the middle for 8 yards (tackle by Anthony Hitchens and Willie Gay),,
2,2:16,2,2,DAL 34,3,16,Dak Prescott sacked by Chris Jones for -4 yards,,
2,2:00,3,6,DAL 30,3,16,Dak Prescott sacked by Chris Jones for -9 yards. Dak Prescott fumbles (forced by Chris Jones),,
2,1:50,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:50,4,15,DAL 21,3,16,"Bryan Anger punts 34 yards out of bounds. Penalty on Rashad Fenton: Taunting / Offense, 15 yards (offset) . Penalty on C.J. Goodwin: Face Mask (15 Yards), 15 yards (offset)",,
2,1:43,1,10,KAN 45,3,16,Patrick Mahomes pass incomplete short right intended for Travis Kelce,,
2,1:39,2,10,KAN 45,3,16,"Patrick Mahomes sacked by Micah Parsons for -3 yards. Patrick Mahomes fumbles (forced by Micah Parsons), recovered by Tarell Basham at KC-42 (tackle by Micah Parsons)",,
2,1:32,1,10,KAN 42,3,16,Dak Prescott pass complete short left to Ezekiel Elliott for 5 yards (tackle by Juan Thornhill),,
2,1:05,2,5,KAN 37,3,16,Dak Prescott pass complete short right to Dalton Schultz for 4 yards (tackle by Ben Niemann),,
2,0:41,3,1,KAN 33,3,16,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by Charvarius Ward),,
2,0:21,1,10,KAN 28,3,16,Dak Prescott pass deep right intended for CeeDee Lamb is intercepted by Charvarius Ward in end zone and returned for no gain,,
2,0:15,1,10,KAN 20,3,16,Darrel Williams up the middle for no gain (tackle by Tarell Basham),,
Quarter,Time,Down,ToGo,Location,DAL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,16,"Greg Zuerlein kicks off 67 yards, returned by Byron Pringle for 27 yards (tackle by Luke Gifford)",,
3,14:56,1,10,KAN 25,3,16,Patrick Mahomes pass incomplete short right,,
3,14:50,2,10,KAN 25,3,16,Patrick Mahomes pass complete short middle to Noah Gray for 8 yards (tackle by Leighton Vander Esch),,
3,14:08,3,2,KAN 33,3,16,Patrick Mahomes left end for 2 yards (tackle by Jourdan Lewis),,
3,13:31,1,10,KAN 35,3,16,Patrick Mahomes pass complete deep left to Travis Kelce for 24 yards (tackle by Malik Hooker),,
3,12:46,1,10,DAL 41,3,16,Patrick Mahomes pass incomplete short middle,,
3,12:41,2,10,DAL 41,3,16,"Clyde Edwards-Helaire up the middle for no gain (tackle by Leighton Vander Esch and Jayron Kearse). Penalty on Joe Thuney: Offensive Holding, 10 yards (accepted) (no play)",,
3,12:20,2,20,KAN 49,3,16,Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by Trevon Diggs),,
3,11:34,3,6,DAL 37,3,16,Patrick Mahomes pass short middle intended for Travis Kelce is intercepted by Jayron Kearse at DAL-30 and returned for 34 yards (tackle by Byron Pringle),,
3,11:23,1,10,KAN 36,3,16,Ezekiel Elliott up the middle for 3 yards (tackle by Derrick Nnadi),,
3,10:47,2,7,KAN 33,3,16,Dak Prescott pass incomplete short right,,
3,10:43,3,7,KAN 33,3,16,Dak Prescott pass complete deep right to Cedrick Wilson for 16 yards (tackle by L'Jarius Sneed),,
3,10:06,1,10,KAN 17,3,16,Ezekiel Elliott right end for 5 yards (tackle by Daniel Sorensen),,
3,9:33,2,5,KAN 12,3,16,Dak Prescott pass incomplete short middle intended for Cedrick Wilson,,
3,9:29,3,5,KAN 12,3,16,Dak Prescott pass incomplete short middle intended for Michael Gallup,,
3,9:24,4,5,KAN 12,6,16,Greg Zuerlein 30 yard field goal good,,
3,9:21,,,DAL 35,6,16,"Greg Zuerlein kicks off 68 yards, returned by Byron Pringle for 39 yards (tackle by Corey Clement)",,
3,9:13,1,10,KAN 36,6,16,Clyde Edwards-Helaire left guard for 3 yards (tackle by Malik Hooker),,
3,8:41,2,7,KAN 39,6,16,Patrick Mahomes sacked by Micah Parsons for -7 yards,,
3,7:59,3,14,KAN 32,6,16,Patrick Mahomes pass incomplete short left intended for Darrel Williams,,
3,7:52,4,14,KAN 32,6,16,"Tommy Townsend punts 68 yards, touchback.",,
3,7:43,1,10,DAL 20,6,16,Dak Prescott pass complete short left to Cedrick Wilson for 4 yards (tackle by Tyrann Mathieu),,
3,7:09,2,6,DAL 24,6,16,Ezekiel Elliott left guard for 4 yards (tackle by Anthony Hitchens and Jarran Reed),,
3,6:32,3,2,DAL 28,6,16,Dak Prescott pass complete short left to Ezekiel Elliott for no gain (tackle by Willie Gay),,
3,5:56,4,2,DAL 28,6,16,"Bryan Anger punts 48 yards, fair catch by Mike Hughes at KC-24",,
3,5:49,1,10,KAN 24,6,16,Patrick Mahomes pass complete short middle to Travis Kelce for 22 yards (tackle by Jayron Kearse),,
3,5:18,1,10,KAN 46,6,16,Patrick Mahomes pass complete short right to Tyreek Hill for 10 yards (tackle by Anthony Brown),,
3,4:40,1,10,DAL 44,6,16,Patrick Mahomes pass complete short left to Mecole Hardman for 12 yards (tackle by Jourdan Lewis),,
3,4:07,1,10,DAL 32,6,16,Patrick Mahomes pass incomplete deep left,,
3,4:00,2,10,DAL 32,6,16,Patrick Mahomes scrambles left end for 3 yards (tackle by Donovan Wilson),,
3,3:25,3,7,DAL 29,6,16,Patrick Mahomes sacked by Dorance Armstrong for -6 yards,,
3,2:42,4,13,DAL 35,6,19,Harrison Butker 53 yard field goal good,,
3,2:36,,,KAN 35,6,19,"Harrison Butker kicks off 65 yards, touchback.",,
3,2:36,1,10,DAL 25,6,19,Tony Pollard left end for 4 yards (tackle by L'Jarius Sneed),,
3,2:02,2,6,DAL 29,6,19,Dak Prescott pass complete short left to Tony Pollard for 6 yards (tackle by Rashad Fenton),,
3,1:34,1,10,DAL 35,6,19,Dak Prescott pass complete short left to Michael Gallup for 12 yards (tackle by Rashad Fenton),,
3,0:55,1,10,DAL 47,6,19,Dak Prescott pass complete short right to Cedrick Wilson for 18 yards (tackle by Juan Thornhill and Nick Bolton),,
3,0:19,1,10,KAN 35,6,19,Dak Prescott pass complete short right to Tony Pollard for 14 yards (tackle by Charvarius Ward),,
Quarter,Time,Down,ToGo,Location,DAL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 21,6,19,"Penalty on Tyler Biadasz: False Start, 5 yards (accepted) (no play)",,
4,15:00,1,15,KAN 26,6,19,Ezekiel Elliott right end for 4 yards (tackle by Jarran Reed),,
4,14:27,2,11,KAN 22,6,19,Dak Prescott pass complete short left to Cedrick Wilson for -2 yards (tackle by Daniel Sorensen and L'Jarius Sneed),,
4,13:40,3,13,KAN 24,6,19,Dak Prescott sacked by Chris Jones for -6 yards,,
4,12:57,4,19,KAN 30,9,19,Greg Zuerlein 48 yard field goal good,,
4,12:52,,,DAL 35,9,19,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,12:52,1,10,KAN 25,9,19,"Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Jayron Kearse). Penalty on Chauncey Golston: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,12:30,1,10,KAN 46,9,19,Clyde Edwards-Helaire up the middle for 7 yards (tackle by Malik Hooker),,
4,11:54,2,3,DAL 47,9,19,Patrick Mahomes pass complete short left to Tyreek Hill for 6 yards (tackle by Trevon Diggs),,
4,11:18,1,10,DAL 41,9,19,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,,
4,11:15,2,10,DAL 41,9,19,Patrick Mahomes scrambles left end for 4 yards (tackle by Trevon Diggs),,
4,10:32,3,6,DAL 37,9,19,Patrick Mahomes pass complete short middle to Tyreek Hill for 4 yards (tackle by Damontae Kazee),,
4,9:49,4,2,DAL 33,9,19,Harrison Butker 51 yard field goal no good,,
4,9:43,1,10,DAL 41,9,19,Dak Prescott pass incomplete deep right intended for Cedrick Wilson (defended by Charvarius Ward),,
4,9:35,2,10,DAL 41,9,19,Dak Prescott pass complete short left to Ezekiel Elliott for 3 yards (tackle by Rashad Fenton),,
4,8:52,3,7,DAL 44,9,19,Dak Prescott sacked by and Chris Jones for -2 yards and Jarran Reed for -2 yards,,
4,8:06,4,9,DAL 42,9,19,"Bryan Anger punts 53 yards, returned by Mike Hughes for 9 yards (tackle by Jeremy Sprinkle)",,
4,7:55,1,10,KAN 14,9,19,Clyde Edwards-Helaire up the middle for 14 yards (tackle by Micah Parsons and Jayron Kearse),,
4,7:16,1,10,KAN 28,9,19,Clyde Edwards-Helaire right tackle for 3 yards (tackle by Osa Odighizuwa and Chauncey Golston),,
4,6:39,2,7,KAN 31,9,19,Clyde Edwards-Helaire left guard for 6 yards (tackle by Dorance Armstrong and Carlos Watkins),,
4,5:59,3,1,KAN 37,9,19,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Jourdan Lewis),,
4,5:17,1,10,KAN 45,9,19,Patrick Mahomes pass incomplete intended for Byron Pringle,,
4,5:13,2,10,KAN 45,9,19,Darrel Williams up the middle for 4 yards (tackle by Keanu Neal),,
4,4:32,3,6,KAN 49,9,19,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Keanu Neal),,
4,3:46,1,10,DAL 43,9,19,Darrel Williams left end for 10 yards (tackle by Malik Hooker),,
4,3:02,1,10,DAL 33,9,19,Darrel Williams left end for -2 yards (tackle by Carlos Watkins),,
4,2:57,,,,,,Timeout #1 by Dallas Cowboys,,
4,2:57,2,12,DAL 35,9,19,Patrick Mahomes left end for -7 yards (tackle by Micah Parsons),,
4,2:51,,,,,,Timeout #2 by Dallas Cowboys,,
4,2:51,3,19,DAL 42,9,19,Patrick Mahomes pass complete short left to Blake Bell for 8 yards (tackle by Jayron Kearse),,
4,2:45,,,,,,Timeout #3 by Dallas Cowboys,,
4,2:45,,,,,,Timeout #1 by Kansas City Chiefs,,
4,2:45,4,11,DAL 34,9,19,Harrison Butker punts 31 yards downed by Nick Allegretti,,
4,2:35,1,10,DAL 3,9,19,Dak Prescott pass incomplete deep left intended for Dalton Schultz (defended by Mike Hughes),,
4,2:30,2,10,DAL 3,9,19,Dak Prescott pass complete short right to Dalton Schultz for 19 yards (tackle by L'Jarius Sneed),,
4,2:24,1,10,DAL 22,9,19,Dak Prescott pass incomplete deep middle intended for Cedrick Wilson,,
4,2:18,2,10,DAL 22,9,19,Dak Prescott pass complete short right to Dalton Schultz for 5 yards,,
4,2:13,3,5,DAL 27,9,19,Dak Prescott pass complete short left to Ezekiel Elliott for 19 yards (tackle by Juan Thornhill),,
4,2:04,1,10,DAL 46,9,19,Dak Prescott pass complete short left to Ezekiel Elliott for 7 yards (tackle by Mike Hughes),,
4,1:57,2,3,KAN 47,9,19,Dak Prescott pass complete short right to Malik Turner for 11 yards (tackle by Ben Niemann),,
4,1:30,1,10,KAN 36,9,19,Dak Prescott pass complete short right to Michael Gallup for 16 yards (tackle by Charvarius Ward),,
4,1:07,1,10,KAN 20,9,19,Dak Prescott pass short middle (defended by Chris Jones) intended for Malik Turner is intercepted by L'Jarius Sneed at KC-5 and returned for 2 yards,,
4,1:00,1,10,KAN 7,9,19,Patrick Mahomes kneels for -1 yards,,
4,0:32,2,11,KAN 6,9,19,Patrick Mahomes kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
