Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1,2:23,2,7,KAN 35,21,3,Matt McGloin pass complete short left to Rashad Jennings for 4 yards (tackle by Eric Berry),2.910,2.740
1,1:41,3,3,KAN 31,21,3,Matt McGloin pass complete short right to Rod Streater for 23 yards (tackle by Frank Zombo),2.740,5.370
1,0:59,1,8,KAN 8,21,3,Matt McGloin pass incomplete short left intended for Marcel Reece,5.370,4.570
1,0:54,2,8,KAN 8,21,3,Rashad Jennings left tackle for 4 yards (tackle by Kendrick Lewis),4.570,4.490
1,0:12,3,4,KAN 4,21,3,"Matt McGloin pass incomplete short middle intended for Mychal Rivera. Penalty on Quintin Demps: Defensive Holding (Declined), Penalty on Eric Berry: Roughing the Passer, 2 yards (no play)",4.490,6.740
1,0:08,1,2,KAN 2,21,3,Rashad Jennings up the middle for 1 yard,6.740,5.910
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,KAN 1,21,3,Terrelle Pryor right end for -3 yards (tackle by Akeem Jordan). Penalty on Akeem Jordan: Face Mask (15 Yards) (no play),5.910,6.970
2,14:43,1,1,KAN 1,21,9,"Rashad Jennings up the middle for 1 yard, touchdown",6.970,7.000
2,14:43,,,KAN 2,21,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,14:43,,,OAK 35,21,10,"Sebastian Janikowski kicks off 49 yards, returned by Quintin Demps for 12 yards (tackle by Kaelin Burnett)",0.000,-0.810
2,14:35,1,10,KAN 28,21,10,Jamaal Charles right end for -4 yards (tackle by Kevin Burnett),0.810,-0.280
2,13:52,2,14,KAN 24,21,10,Jamaal Charles up the middle for 6 yards (tackle by Daniel Muir),-0.280,-0.160
2,13:11,3,8,KAN 30,21,10,"Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Tracy Porter). Penalty on Tracy Porter: Defensive Pass Interference, 5 yards (no play)",-0.160,1.270
2,13:08,1,10,KAN 35,21,10,Knile Davis left tackle for 3 yards (tackle by Pat Sims),1.270,1.130
2,12:29,2,7,KAN 38,21,10,Alex Smith right end for 2 yards (tackle by Nick Roach),1.130,0.700
2,11:44,3,5,KAN 40,21,10,Alex Smith pass complete short middle to Jamaal Charles for 2 yards (tackle by Nick Roach). Penalty on Geoff Schwartz: Face Mask (15 Yards) (Declined),0.700,-0.590
2,11:21,4,3,KAN 42,21,10,"Dustin Colquitt punts 58 yards, touchback",-0.590,-0.280
2,11:12,1,10,OAK 20,21,10,Matt McGloin pass incomplete deep right intended for Rod Streater,0.280,-0.270
2,11:07,2,10,OAK 20,21,10,Rashad Jennings left guard for 2 yards (tackle by Akeem Jordan),-0.270,-0.690
2,10:26,3,8,OAK 22,21,10,"Matt McGloin for no gain. Matt McGloin fumbles, recovered by Tamba Hali at OAK-11 (tackle by Lucas Nix)",-0.690,-4.840
2,10:20,1,10,OAK 11,21,10,A.J. Jenkins left end for 5 yards (tackle by Lamarr Houston),4.840,5.080
2,9:38,2,5,OAK 6,21,10,Alex Smith pass complete short middle to Jamaal Charles for 5 yards (tackle by Brandian Ross and Stacy McGee),5.080,6.970
2,9:02,1,1,OAK 1,27,10,"Rokevious Watkins for 1 yard, touchdown",6.970,7.000
2,9:02,,,OAK 2,28,10,Ryan Succop kicks extra point good,0.000,0.000
2,9:02,,,KAN 35,28,10,"Ryan Succop kicks off 63 yards, out of bounds",0.000,-1.600
2,8:51,1,10,OAK 40,28,10,Marcel Reece left guard for 3 yards (tackle by Frank Zombo),1.600,1.460
2,8:20,2,7,OAK 43,28,10,Matt McGloin pass complete short middle to Andre Holmes for 2 yards (tackle by Akeem Jordan),1.460,1.030
2,7:41,3,5,OAK 45,28,10,Matt McGloin pass incomplete short middle intended for Andre Holmes (defended by Sean Smith),1.030,-0.390
2,7:34,4,5,OAK 45,28,10,Marcel Reece pass complete short left to Chimdi Chekwa for 22 yards (tackle by Cyrus Gray),-0.390,3.380
2,7:27,1,10,KAN 33,28,10,Matt McGloin pass incomplete deep middle intended for Rod Streater,3.380,2.840
2,6:45,2,10,KAN 33,28,10,Rashad Jennings up the middle for 1 yard (tackle by Derrick Johnson),2.840,2.280
2,6:04,3,9,KAN 32,28,10,"Matt McGloin pass incomplete short middle intended for Rod Streater is intercepted by Eric Berry at KAN-20 and returned for 49 yards (tackle by Tony Pashos). Penalty on Mike Brisiel: Unnecessary Roughness, 15 yards",2.280,-4.510
2,5:48,1,10,OAK 16,34,10,"Alex Smith pass complete short left to Jamaal Charles for 16 yards, touchdown",4.510,7.000
2,5:48,,,OAK 2,35,10,"Ryan Succop kicks extra point good. Penalty on Tracy Porter: Defensive Offside, 5 yards",0.000,0.000
2,5:48,,,KAN 40,35,10,"Ryan Succop kicks off 69 yards, touchback",0.000,-0.280
2,5:42,1,10,OAK 20,35,10,Rashad Jennings up the middle for 3 yards (tackle by Akeem Jordan),0.280,0.140
2,4:59,2,7,OAK 23,35,10,Matt McGloin pass incomplete short middle intended for Marcel Reece,0.140,-0.560
2,4:49,3,7,OAK 23,35,10,"Matt McGloin pass incomplete short middle intended for Rod Streater (defended by Kendrick Lewis). Penalty on Kendrick Lewis: Unsportsmanlike Conduct, 15 yards",-0.560,1.470
2,4:45,1,10,OAK 38,35,10,Matt McGloin pass incomplete short left intended for Taiwan Jones,1.470,0.920
2,4:42,2,10,OAK 38,35,10,Rashad Jennings left end for 4 yards (tackle by Sean Smith and Quintin Demps),0.920,0.760
2,4:00,3,6,OAK 42,35,10,Matt McGloin pass complete deep right to Denarius Moore for 34 yards (tackle by Marcus Cooper),0.760,3.970
2,3:13,1,10,KAN 24,35,10,Matt McGloin pass incomplete short left intended for Jacoby Ford,3.970,3.430
2,3:09,2,10,KAN 24,35,10,"Matt McGloin pass incomplete deep middle intended for Mychal Rivera. Penalty on Frank Zombo: Defensive Pass Interference, 23 yards (no play)",3.430,6.970
2,3:03,1,1,KAN 1,35,16,"Rashad Jennings left tackle for 1 yard, touchdown",6.970,7.000
2,3:03,,,KAN 2,35,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,3:03,,,OAK 35,35,17,"Sebastian Janikowski kicks off 71 yards, touchback",0.000,-0.280
2,3:00,1,10,KAN 20,35,17,Alex Smith pass complete short right to Dwayne Bowe for 6 yards (tackle by Mike Jenkins),0.280,0.540
2,2:24,2,4,KAN 26,35,17,Jamaal Charles up the middle for 5 yards (tackle by Daniel Muir),0.540,1.000
2,1:59,1,10,KAN 31,35,17,Alex Smith right end for 1 yard (tackle by Lamarr Houston),1.000,0.600
2,1:16,2,9,KAN 32,35,17,Alex Smith pass complete short middle to Donnie Avery for 10 yards (tackle by Kevin Burnett),0.600,0.600
2,1:05,2,9,KAN 32,35,17,Timeout #1 by Kansas City Chiefs,0.600,1.730
2,1:05,1,10,KAN 42,35,17,"Alex Smith for 18 yards. Penalty on Jamaal Charles: Offensive Holding, 10 yards (no play)",1.730,1.070
2,0:56,1,20,KAN 32,35,17,Alex Smith pass complete short middle to Jamaal Charles for 5 yards (tackle by Kevin Burnett),1.070,1.070
2,0:50,1,20,KAN 32,35,17,Timeout #2 by Kansas City Chiefs,1.070,0.510
2,0:50,2,15,KAN 37,35,17,Alex Smith pass incomplete deep left intended for Dwayne Bowe (defended by Phillip Adams),0.510,-0.160
2,0:45,3,15,KAN 37,35,17,Alex Smith pass complete short right to Dwayne Bowe for 11 yards (tackle by Mike Jenkins),-0.160,-0.160
2,0:38,3,15,KAN 37,35,17,Timeout #1 by Oakland Raiders,-0.160,-0.190
2,0:36,4,4,KAN 48,35,17,"Dustin Colquitt punts 40 yards, fair catch by Greg Jenkins",-0.190,0.350
2,0:30,1,10,OAK 12,35,17,Marcel Reece up the middle for 2 yards (tackle by Allen Bailey),-0.350,-0.610
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,35,17,"Ryan Succop kicks off no gain, returned by Taiwan Jones for 26 yards (tackle by Husain Abdullah)",0.000,0.670
3,14:54,1,10,OAK 26,35,17,"Rashad Jennings up the middle for 2 yards (tackle by Kendrick Lewis). Penalty on Stefen Wisniewski: Offensive Holding, 10 yards",0.670,-1.050
3,14:14,2,18,OAK 18,35,17,Matt McGloin pass complete short middle to Andre Holmes for 22 yards (tackle by Kendrick Lewis),-1.050,1.600
3,13:38,1,10,OAK 40,35,17,Rashad Jennings left guard for 2 yards (tackle by Mike DeVito),1.600,1.320
3,12:59,2,8,OAK 42,35,17,Matt McGloin pass complete deep left to Taiwan Jones for 52 yards (tackle by Brandon Flowers),1.320,5.830
3,12:06,1,6,KAN 6,35,23,"Matt McGloin pass complete short middle to Andre Holmes for 6 yards, touchdown",5.830,7.000
3,12:06,,,KAN 2,35,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,12:06,,,OAK 35,35,24,"Sebastian Janikowski kicks off 70 yards, returned by Quintin Demps for 20 yards (tackle by Marshall McFadden)",0.000,0.220
3,11:56,1,10,KAN 15,35,24,Jamaal Charles left end for 3 yards (tackle by Stacy McGee),-0.220,-0.280
3,11:18,2,7,KAN 18,35,24,Alex Smith right tackle for 3 yards (tackle by Tracy Porter),-0.280,-0.630
3,10:33,3,4,KAN 21,35,24,Alex Smith pass incomplete short middle intended for Junior Hemingway,-0.630,-1.960
3,10:29,4,4,KAN 21,35,24,"Dustin Colquitt punts 61 yards, returned by Greg Jenkins for 6 yards (tackle by Anthony Sherman). Penalty on Shelton Johnson: Illegal Block Above the Waist, 10 yards",-1.960,0.280
3,10:15,1,10,OAK 14,35,24,Matt McGloin pass complete short middle to Rashad Jennings for 4 yards (tackle by Frank Zombo),-0.280,-0.210
3,9:37,2,6,OAK 18,35,24,Rashad Jennings up the middle for 8 yards (tackle by Frank Zombo),-0.210,0.670
3,8:59,1,10,OAK 26,35,24,Terrelle Pryor left end for no gain (tackle by Kendrick Lewis),0.670,0.130
3,8:22,2,10,OAK 26,35,24,Terrelle Pryor pass incomplete short right intended for Marcel Reece,0.130,-0.560
3,8:16,3,10,OAK 26,35,24,Rashad Jennings up the middle for 21 yards (tackle by Kendrick Lewis and Sean Smith),-0.560,2.060
3,7:39,1,10,OAK 47,35,24,Terrelle Pryor left end for 4 yards (tackle by Sean Smith),2.060,2.060
3,7:05,2,6,KAN 49,35,24,Rashad Jennings up the middle for 4 yards (tackle by Mike DeVito),2.060,2.060
3,6:27,2,6,KAN 49,35,24,Timeout #1 by Oakland Raiders,2.060,1.880
3,6:27,3,2,KAN 45,35,24,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",1.880,1.220
3,6:27,3,7,,35,24,Matt McGloin pass complete deep right to Andre Holmes for 28 yards (tackle by Marcus Cooper),1.220,4.110
3,5:41,1,10,KAN 22,35,24,"Matt McGloin pass incomplete short middle intended for Denarius Moore. Penalty on Marcus Cooper: Defensive Holding, 5 yards (no play)",4.110,4.440
3,5:38,1,10,KAN 17,35,24,Rashad Jennings up the middle for 3 yards (tackle by Derrick Johnson),4.440,4.320
3,5:01,2,7,KAN 14,35,30,"Matt McGloin pass complete short middle to Mychal Rivera for 14 yards, touchdown",4.320,7.000
3,5:01,,,KAN 2,35,31,Sebastian Janikowski kicks extra point good,0.000,0.000
3,5:01,,,OAK 35,35,31,"Sebastian Janikowski kicks off 74 yards, touchback",0.000,-0.280
3,4:56,1,10,KAN 20,35,31,Alex Smith pass complete short right to Sean McGrath for 8 yards (tackle by Brandian Ross),0.280,0.810
3,4:25,2,2,KAN 28,35,31,Jamaal Charles right tackle for 1 yard (tackle by Daniel Muir),0.810,0.230
3,3:47,3,1,KAN 29,41,31,"Alex Smith pass complete deep right to Jamaal Charles for 71 yards, touchdown",0.230,7.000
3,3:47,,,OAK 2,42,31,Ryan Succop kicks extra point good,0.000,0.000
3,3:47,,,KAN 35,42,31,"Ryan Succop kicks off 65 yards, returned by Taiwan Jones for 29 yards (tackle by Josh Martin). Taiwan Jones fumbles, recovered by Husain Abdullah at OAK-28",0.000,3.710
,,,,,,,"KAN challenged the runner was down by contact ruling, and the original play was overturned.",,
3,3:21,1,10,OAK 28,42,31,Alex Smith pass complete short left to Jamaal Charles for 8 yards (tackle by Tracy Porter),3.710,4.250
3,2:45,2,2,OAK 20,42,31,Knile Davis up the middle for 3 yards (tackle by Pat Sims),4.250,4.440
3,2:06,1,10,OAK 17,42,31,Alex Smith pass complete short left to Chad Hall for 11 yards (tackle by Charles Woodson),4.440,5.830
3,1:24,1,6,OAK 6,48,31,"Alex Smith pass complete short middle to Sean McGrath for 6 yards, touchdown",5.830,7.000
3,1:24,,,OAK 2,49,31,"Ryan Succop kicks extra point good. Penalty on Tracy Porter: Defensive Offside, 5 yards",0.000,0.000
3,1:24,,,KAN 40,49,31,"Ryan Succop kicks off 69 yards, touchback",0.000,-0.280
3,1:20,1,10,OAK 20,49,31,Matt McGloin pass complete short middle to Rashad Jennings for 4 yards (tackle by Frank Zombo),0.280,0.270
3,0:39,2,6,OAK 24,49,31,Rashad Jennings up the middle for 7 yards (tackle by Kendrick Lewis),0.270,1.000
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 31,49,31,Matt McGloin pass incomplete deep right intended for Rod Streater,1.000,0.460
4,14:53,2,10,OAK 31,49,31,Matt McGloin pass incomplete short middle intended for Jamize Olawale is intercepted by Frank Zombo at OAK-36 and returned for 5 yards (tackle by Jeron Mastrud),0.460,-3.510
4,14:41,1,10,OAK 31,49,31,Knile Davis right guard for 2 yards (tackle by Lamarr Houston),3.510,3.240
4,14:02,2,8,OAK 29,49,31,"Alex Smith sacked by Jason Hunter for -5 yards. Alex Smith fumbles (forced by Jason Hunter), recovered by Stacy McGee at OAK-32 and returned for 3 yards (tackle by Alex Smith)",3.240,-1.270
4,13:53,1,10,OAK 35,49,31,Matt McGloin pass complete short right to Rod Streater for 5 yards (tackle by Brandon Flowers),1.270,1.400
4,13:19,2,5,OAK 40,49,31,Matt McGloin pass complete short middle to Mychal Rivera for 4 yards (tackle by Derrick Johnson),1.400,1.220
4,12:40,3,1,OAK 44,49,31,Rashad Jennings up the middle for 1 yard (tackle by Mike DeVito),1.220,1.930
4,12:04,1,10,OAK 45,49,31,"Matt McGloin pass incomplete short right intended for Denarius Moore. Penalty on Jared Veldheer: Offensive Holding, 10 yards (no play)",1.930,1.270
4,11:56,1,20,OAK 35,49,31,Matt McGloin pass complete short right to Marcel Reece for 7 yards,1.270,0.980
4,11:10,2,13,OAK 42,49,31,Matt McGloin pass incomplete short middle intended for Andre Holmes is intercepted by Derrick Johnson at OAK-48 and returned for 3 yards (tackle by Andre Holmes),0.980,-2.590
4,11:00,1,10,OAK 45,49,31,"Knile Davis right end for 4 yards (tackle by Sio Moore). Penalty on Sean McGrath: Offensive Holding, 10 yards (no play)",2.590,1.930
4,10:30,1,20,KAN 45,49,31,"Alex Smith pass complete short right to Knile Davis for 10 yards (tackle by Stacy McGee). Penalty on Stacy McGee: Horse Collar Tackle, 15 yards",1.930,3.580
4,9:53,1,10,OAK 30,49,31,Knile Davis left guard for 2 yards (tackle by Brandian Ross),3.580,3.300
4,9:11,2,8,OAK 28,49,31,Alex Smith left end for 11 yards (tackle by Brandian Ross),3.300,4.440
4,8:24,1,10,OAK 17,55,31,"Knile Davis left tackle for 17 yards, touchdown",4.440,7.000
4,8:24,,,OAK 2,56,31,Ryan Succop kicks extra point good,0.000,0.000
4,8:24,,,KAN 35,56,31,"Ryan Succop kicks off 70 yards, returned by Greg Jenkins for 23 yards (tackle by Junior Hemingway)",0.000,-0.040
4,8:12,1,10,OAK 18,56,31,Marcel Reece left tackle for 8 yards (tackle by Brandon Flowers),0.040,0.680
4,7:46,2,2,OAK 26,56,31,Marcel Reece right guard for no gain (tackle by James-Michael Johnson),0.680,-0.140
4,7:15,3,2,OAK 26,56,31,Terrelle Pryor pass incomplete short left intended for Mychal Rivera,-0.140,-1.630
4,7:11,4,2,OAK 26,56,31,"Marquette King punts 48 yards, returned by Chad Hall for 9 yards (tackle by Miles Burris)",-1.630,-1.270
4,6:58,1,10,KAN 35,56,31,Knile Davis left guard for 3 yards (tackle by Kevin Burnett),1.270,1.130
4,6:26,2,7,KAN 38,56,31,Knile Davis left guard for 1 yard (tackle by Jason Hunter),1.130,1.130
4,5:43,2,7,KAN 38,56,31,Timeout #1 by Kansas City Chiefs,1.130,0.560
4,5:39,3,6,KAN 39,56,31,Chase Daniel pass complete short right to Cyrus Gray for 18 yards (tackle by Brandian Ross),0.560,2.720
4,4:58,1,10,OAK 43,56,31,Cyrus Gray left guard for 3 yards (tackle by Pat Sims),2.720,2.580
4,4:18,2,7,OAK 40,56,31,Chase Daniel pass incomplete short right intended for Junior Hemingway (defended by Mike Jenkins),2.580,2.580
4,4:13,2,7,OAK 40,56,31,Timeout #2 by Kansas City Chiefs,2.580,1.880
4,4:13,3,7,OAK 40,56,31,Chase Daniel pass incomplete short right intended for A.J. Jenkins,1.880,0.590
4,4:08,4,7,OAK 40,56,31,Dustin Colquitt punts 39 yards,0.590,0.380
4,3:58,1,10,OAK 1,56,31,Jamize Olawale up the middle for 2 yards,-0.380,-0.630
4,3:22,2,8,OAK 3,56,31,Terrelle Pryor left end for 15 yards (tackle by Sean Smith),-0.630,0.040
4,3:14,1,10,OAK 18,56,31,Terrelle Pryor pass complete short right to Denarius Moore for 12 yards (tackle by James-Michael Johnson),0.040,0.940
4,3:08,1,10,OAK 30,56,31,Terrelle Pryor pass incomplete short right intended for Andre Holmes,0.940,0.390
4,3:05,2,10,OAK 30,56,31,Terrelle Pryor pass incomplete deep middle intended for Nick Kasa is intercepted by Ron Parker at 50 and returned for 15 yards (tackle by Jared Veldheer),0.390,-3.250
4,2:50,1,10,OAK 35,56,31,Knile Davis right end for 2 yards (tackle by Stacy McGee),3.250,2.970
4,2:43,2,8,OAK 33,56,31,Knile Davis up the middle for 1 yard (tackle by Brandian Ross),2.970,2.410
4,2:00,3,7,OAK 32,56,31,Chase Daniel pass complete short right to Knile Davis for -2 yards (tackle by Charles Woodson),2.410,1.060
4,1:14,4,9,OAK 34,56,31,Chase Daniel pass complete short right to Anthony Sherman for 15 yards (tackle by Charles Woodson),1.060,4.310
4,0:28,1,10,OAK 19,56,31,Chase Daniel kneels for -1 yards,4.310,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
