Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
2,9:48,2,12,HOU 4,7,0,Tom Savage pass incomplete deep middle intended for DeAndre Hopkins (defended by Jonathan Bostic),-0.930,-1.650
2,9:42,3,12,HOU 4,7,0,Tom Savage pass incomplete deep left intended for DeAndre Hopkins (defended by Pierre Desir),-1.650,-2.490
2,9:34,4,12,HOU 4,7,0,"Shane Lechler punts 51 yards, fair catch by Quan Bray",-2.490,-1.930
2,9:27,1,10,IND 45,7,0,Marlon Mack right tackle for 11 yards (tackle by Johnathan Joseph),1.930,2.650
2,8:50,1,10,HOU 44,7,0,Marlon Mack middle for -2 yards (tackle by Kareem Jackson),2.650,1.840
2,8:12,2,12,HOU 46,7,0,Jacoby Brissett pass complete deep right to T.Y. Hilton for 30 yards (tackle by Andre Hal),1.840,4.510
2,8:12,1,10,HOU 16,7,0,"Penalty on Angelo Blackson: Encroachment, 5 yards (no play)",4.510,5.630
2,7:31,1,5,HOU 11,7,0,Marlon Mack right end for 1 yard (tackle by Zach Cunningham),5.630,4.970
2,6:55,2,4,HOU 10,7,0,Marlon Mack right tackle for 3 yards (tackle by Johnathan Joseph),4.970,4.850
2,6:12,3,1,HOU 7,7,0,Marlon Mack middle for 1 yard (tackle by Brandon Dunn),4.850,5.830
2,5:29,1,6,HOU 6,7,0,Marlon Mack right guard for 2 yards (tackle by Jelani Jenkins),5.830,5.340
2,4:50,2,4,HOU 4,7,0,Jacoby Brissett pass incomplete short right intended for Kamar Aiken,5.340,4.490
2,4:43,3,4,HOU 4,7,0,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,4.490,3.030
2,4:37,4,4,HOU 4,10,0,Adam Vinatieri 22 yard field goal good,3.030,3.000
2,4:34,,,IND 35,10,0,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,4:34,1,10,HOU 25,10,0,Lamar Miller left tackle for 2 yards (tackle by Henry Anderson),0.610,0.330
2,4:03,2,8,HOU 27,10,0,Tom Savage pass complete deep middle to Will Fuller for 29 yards (tackle by Matthias Farley),0.330,2.650
2,3:23,1,10,IND 44,10,0,"Tom Savage sacked by Jabaal Sheard for -6 yards. Tom Savage fumbles (forced by Jabaal Sheard), recovered by Julie'n Davenport at HOU-47",2.650,0.900
2,2:41,2,19,HOU 47,10,0,Tom Savage pass incomplete short left intended for Bruce Ellington,0.900,0.230
2,2:35,3,19,HOU 47,10,0,Tom Savage pass complete short right to Stephen Anderson for 12 yards (tackle by Darius Butler and Jonathan Bostic),0.230,0.530
2,2:00,4,7,IND 41,10,0,"Shane Lechler punts 41 yards, touchback",0.530,-0.280
2,1:52,1,10,IND 20,10,0,Jacoby Brissett pass complete short right to Jack Doyle for 9 yards (tackle by Andre Hal),0.280,0.000
2,1:46,,,,,,Timeout #1 by Houston Texans,0.000,-0.950
2,1:46,2,1,IND 29,10,0,Marlon Mack middle for 4 yards (tackle by Johnathan Joseph),0.950,0.000
2,1:40,,,,,,Timeout #2 by Houston Texans,0.000,-1.140
2,1:40,1,10,IND 33,10,0,Jacoby Brissett pass complete short right to Jack Doyle for 4 yards (tackle by Eddie Pleasant),1.140,1.130
2,1:35,2,6,IND 37,10,0,Jacoby Brissett pass complete short left to Donte Moncrief for 7 yards (tackle by Kevin Johnson),1.130,1.860
2,1:30,1,10,IND 44,10,0,Jacoby Brissett pass complete short right to Brandon Williams for 5 yards (tackle by Andre Hal),1.860,1.990
2,1:10,2,5,IND 49,10,0,Jacoby Brissett pass incomplete short middle intended for Chester Rogers (defended by Kareem Jackson),1.990,1.290
2,1:05,3,5,IND 49,10,6,"Jacoby Brissett sacked by Eddie Pleasant for -10 yards. Jacoby Brissett fumbles (forced by Eddie Pleasant), touchdown",1.290,-7.000
2,,,,IND 15,10,7,Ka'imi Fairbairn kicks extra point good,,
2,0:56,,,HOU 35,10,7,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
2,0:56,1,10,IND 25,10,7,Jacoby Brissett sacked by Eddie Pleasant for -6 yards,0.610,0.000
2,0:50,,,,,,Timeout #3 by Houston Texans,0.000,0.810
2,0:50,2,16,IND 19,10,7,Frank Gore left guard for -1 yards (tackle by Brennan Scarlett and Eddie Pleasant),-0.810,-1.720
2,0:09,3,17,IND 18,10,7,Jacoby Brissett kneels for -1 yards,-1.720,-2.320
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,7,"Ka'imi Fairbairn kicks off 68 yards, returned by Quan Bray for 17 yards (tackle by Kurtis Drummond)",0.000,0.280
3,14:54,1,10,IND 14,10,7,Frank Gore left tackle for 1 yard (tackle by Brandon Dunn),-0.280,-0.640
3,14:14,2,9,IND 15,10,7,Jacoby Brissett pass complete short left to Frank Gore for 7 yards (tackle by D.J. Reader),-0.640,-0.440
3,13:29,3,2,IND 22,10,7,"Jacoby Brissett pass complete short middle to Jack Doyle for 5 yards (tackle by Marcus Gilchrist). Penalty on Kyle Kalis: Illegal Use of Hands, 10 yards (no play)",-0.440,-1.650
3,13:06,3,12,IND 12,10,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 11 yards (tackle by Kevin Johnson),-1.650,-1.830
3,12:25,4,1,IND 23,10,7,"Rigoberto Sanchez punts 50 yards, out of bounds",-1.830,-0.740
3,12:16,1,10,HOU 27,10,7,Tom Savage pass incomplete short right intended for Will Fuller (defended by Johnathan Hankins),0.740,0.200
3,12:12,2,10,HOU 27,10,7,Lamar Miller right guard for 14 yards (tackle by Matthias Farley),0.200,1.660
3,11:35,1,10,HOU 41,10,7,Tom Savage pass incomplete deep left intended for DeAndre Hopkins (defended by Pierre Desir),1.660,1.120
3,11:28,2,10,HOU 41,10,7,Lamar Miller right guard for 4 yards (tackle by Johnathan Hankins),1.120,0.960
3,10:50,3,6,HOU 45,10,7,Tom Savage pass incomplete short middle intended for DeAndre Hopkins,0.960,-0.390
3,10:44,4,6,HOU 45,10,7,Shane Lechler punts 50 yards,-0.390,0.380
3,10:30,1,10,IND 5,10,7,Jacoby Brissett left end for 13 yards (tackle by Jadeveon Clowney),-0.380,0.040
3,9:56,1,10,IND 18,10,7,Frank Gore right tackle for 1 yard (tackle by Zach Cunningham and Benardrick McKinney),0.040,-0.320
3,9:15,2,9,IND 19,10,7,Jacoby Brissett sacked by Jadeveon Clowney for -8 yards,-0.320,-2.240
3,8:29,3,17,IND 11,10,7,Jacoby Brissett pass complete short right to Jack Doyle for 11 yards (tackle by Kevin Johnson),-2.240,-1.900
3,7:53,4,6,IND 22,10,7,Rigoberto Sanchez punts 48 yards (tackle by Anthony Walker),-1.900,-1.200
3,7:41,1,10,HOU 34,10,7,Tom Savage pass complete short left to DeAndre Hopkins for 5 yards (tackle by Henry Anderson),1.200,1.330
3,7:08,2,5,HOU 39,10,7,D'Onta Foreman middle for 5 yards (tackle by Jonathan Bostic),1.330,1.860
3,6:41,1,10,HOU 44,10,7,D'Onta Foreman middle for 2 yards (tackle by Jabaal Sheard),1.860,1.590
3,6:02,2,8,HOU 46,10,7,Tom Savage pass incomplete short middle intended for D'Onta Foreman (defended by Jonathan Bostic),1.590,0.000
3,5:55,,,,,,Timeout #1 by Houston Texans,0.000,-0.890
3,5:55,3,8,HOU 46,10,7,Tom Savage pass incomplete short middle intended for Stephen Anderson,0.890,-0.320
3,5:49,4,8,HOU 46,10,7,"Shane Lechler punts 45 yards, fair catch by Quan Bray",-0.320,0.380
3,5:41,1,10,IND 9,10,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 9 yards (tackle by Brennan Scarlett),-0.380,0.140
3,5:11,2,1,IND 18,10,7,Frank Gore left tackle for no gain (tackle by Marcus Gilchrist and Benardrick McKinney),0.140,0.000
3,4:33,,,,,,Timeout #2 by Houston Texans,0.000,0.370
3,4:33,3,1,IND 18,10,7,Frank Gore middle for 1 yard (tackle by Benardrick McKinney and Carlos Watkins),-0.370,0.150
3,3:52,1,10,IND 19,10,7,Marlon Mack right guard for 3 yards (tackle by D.J. Reader),0.150,0.070
3,3:15,2,7,IND 22,10,7,"Jacoby Brissett left end for 1 yard (tackle by Brennan Scarlett). Penalty on Kyle Kalis: Offensive Holding, 10 yards (no play)",0.070,-1.290
3,2:55,2,17,IND 12,10,7,Jacoby Brissett pass complete short right to Jack Doyle for 8 yards (tackle by Andre Hal),-1.290,-0.940
3,2:15,3,9,IND 20,16,7,"Jacoby Brissett pass complete short middle to T.Y. Hilton for 80 yards, touchdown",-0.940,7.000
3,1:56,,,HOU 15,17,7,Adam Vinatieri kicks extra point good,0.000,0.000
3,1:56,,,IND 35,17,7,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
3,1:56,1,10,HOU 25,17,7,D'Onta Foreman left tackle for 8 yards (tackle by Barkevious Mingo and Matthias Farley),0.610,1.140
3,1:12,2,2,HOU 33,17,7,D'Onta Foreman left tackle for 5 yards (tackle by Barkevious Mingo),1.140,1.470
3,0:34,1,10,HOU 38,17,7,"Tom Savage sacked by Jabaal Sheard for -8 yards. Penalty on Pierre Desir: Defensive Holding (Offsetting), Penalty on Chris Clark: Offensive Holding (Offsetting) (no play)",1.470,1.470
3,0:14,1,10,HOU 38,17,7,Tom Savage pass incomplete deep left intended for Will Fuller (defended by Darius Butler),1.470,0.920
3,0:07,2,10,HOU 38,17,7,D'Onta Foreman left guard for 1 yard (tackle by Matthias Farley),0.920,0.370
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,HOU 39,17,7,Tom Savage pass complete short left to DeAndre Hopkins for 15 yards (tackle by Barkevious Mingo),0.370,2.520
4,14:14,1,10,IND 46,17,7,D'Onta Foreman left guard for 1 yard (tackle by Jonathan Bostic),2.520,2.110
4,13:29,2,9,IND 45,17,7,Tom Savage pass incomplete deep left intended for Will Fuller,2.110,1.420
4,13:21,3,9,IND 45,17,7,Tom Savage pass incomplete short middle intended for DeAndre Hopkins (defended by Matthias Farley),1.420,0.270
4,13:12,4,9,IND 45,17,7,"Shane Lechler punts 40 yards, out of bounds",0.270,0.380
4,13:03,1,10,IND 5,17,7,Frank Gore left guard for no gain (tackle by Zach Cunningham and Corey Moore),-0.380,-0.780
4,12:21,2,10,IND 5,17,7,Frank Gore left tackle for 6 yards (tackle by Jadeveon Clowney and Marcus Gilchrist),-0.780,-0.720
4,11:41,3,4,IND 11,17,7,"Jacoby Brissett pass incomplete deep left intended for Donte Moncrief (defended by Marcus Williams). Penalty on Marcus Williams: Defensive Pass Interference, 36 yards (no play)",-0.720,2.060
4,11:33,1,10,IND 47,17,7,Frank Gore left end for 12 yards (tackle by Marcus Gilchrist),2.060,2.850
4,10:51,1,10,HOU 41,17,7,"Jacoby Brissett pass incomplete short left intended for Jack Doyle. Penalty on T.Y. Hilton: Offensive Pass Interference, 10 yards (no play)",2.850,2.190
4,10:45,1,20,IND 49,17,7,Jacoby Brissett pass incomplete short left intended for Donte Moncrief,2.190,0.960
4,10:41,2,20,IND 49,17,7,Jacoby Brissett pass complete short middle to Frank Gore for 8 yards (tackle by Corey Moore),0.960,1.350
4,9:55,3,12,HOU 43,17,7,Jacoby Brissett pass complete short left to Jack Doyle for 8 yards (tackle by Kevin Johnson and Kareem Jackson),1.350,0.980
4,9:17,4,4,HOU 35,20,7,Adam Vinatieri 53 yard field goal good,0.980,3.000
4,9:12,,,IND 35,20,7,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
4,9:12,1,10,HOU 25,20,7,Tom Savage pass complete short left to Will Fuller for 3 yards (tackle by Grover Stewart and Hassan Ridgeway),0.610,0.470
4,8:32,2,7,HOU 28,20,7,Lamar Miller right guard for 9 yards (tackle by Matthias Farley),0.470,1.400
4,8:04,1,10,HOU 37,20,7,Lamar Miller left guard for 2 yards (tackle by Grover Stewart),1.400,1.130
4,7:29,2,8,HOU 39,20,7,Tom Savage pass complete short middle to Lamar Miller for 15 yards (tackle by Darius Butler and Pierre Desir),1.130,2.520
4,6:52,1,10,IND 46,20,7,Tom Savage pass complete short left to DeAndre Hopkins for 12 yards,2.520,3.310
4,6:19,1,10,IND 34,20,13,"Tom Savage pass complete deep left to DeAndre Hopkins for 34 yards, touchdown",3.310,7.000
4,6:11,,,IND 15,20,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,6:11,,,HOU 35,20,14,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
4,6:11,1,10,IND 25,20,14,Jacoby Brissett pass complete short left to Jack Doyle for 11 yards (tackle by Benardrick McKinney),0.610,1.330
4,5:40,1,10,IND 36,20,14,Frank Gore middle for 4 yards (tackle by Brennan Scarlett),1.330,1.330
4,5:00,2,6,IND 40,20,14,Frank Gore middle for 4 yards (tackle by D.J. Reader),1.330,0.000
4,4:15,,,,,,Timeout #1 by Indianapolis Colts,0.000,-1.160
4,4:15,3,2,IND 44,20,14,"Jacoby Brissett sacked by Benardrick McKinney for -10 yards. Penalty on Johnathan Joseph: Defensive Holding, 5 yards (no play)",1.160,2.190
4,4:10,1,10,IND 49,20,14,Jacoby Brissett pass complete short right to Jack Doyle for 4 yards (tackle by Zach Cunningham),2.190,2.190
4,4:04,2,6,HOU 47,20,14,Frank Gore middle for 1 yard (tackle by Kareem Jackson),2.190,1.620
4,3:22,3,5,HOU 46,20,14,Jacoby Brissett pass incomplete short left intended for Jack Doyle (defended by Corey Moore),1.620,0.200
4,3:17,4,5,HOU 46,20,14,"Rigoberto Sanchez punts 26 yards, out of bounds",0.200,-0.280
4,3:10,1,10,HOU 20,20,14,Tom Savage pass complete short left to Bruce Ellington for 13 yards (tackle by Nate Hairston),0.280,1.140
4,2:33,1,10,HOU 33,20,14,Tom Savage pass complete short left to Lamar Miller for no gain,1.140,0.590
4,2:00,2,10,HOU 33,20,14,Lamar Miller middle for 14 yards (tackle by Matthias Farley),0.590,2.060
4,1:55,1,10,HOU 47,20,14,Tom Savage pass incomplete short right intended for DeAndre Hopkins,2.060,1.520
4,1:50,2,10,HOU 47,20,14,Tom Savage pass complete short left to Stephen Anderson for 16 yards (tackle by Matthias Farley),1.520,3.120
4,1:21,1,10,IND 37,20,14,Tom Savage pass complete short right to Stephen Anderson for 14 yards (tackle by Jonathan Bostic). Penalty on Jonathan Bostic: Defensive Holding (Declined),3.120,4.040
4,1:15,1,10,IND 23,20,14,Tom Savage pass complete short left to Bruce Ellington for 6 yards (tackle by Nate Hairston),4.040,4.380
4,0:48,2,4,IND 17,20,14,Tom Savage pass incomplete deep left intended for DeAndre Hopkins,4.380,3.660
4,0:42,3,4,IND 17,20,14,Tom Savage pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Pierre Desir),3.660,5.600
4,0:18,1,7,IND 7,20,14,Tom Savage pass incomplete short left intended for Bruce Ellington,5.600,0.000
4,0:12,,,,,,Timeout #2 by Indianapolis Colts,0.000,-4.760
4,0:12,2,7,IND 7,20,14,Tom Savage pass incomplete short right intended for Stephen Anderson,4.760,0.000
4,0:07,,,,,,Timeout #3 by Indianapolis Colts,0.000,-3.810
4,0:07,3,7,IND 7,20,14,Tom Savage pass incomplete short middle intended for DeAndre Hopkins (defended by Nate Hairston),3.810,0.000
4,0:02,,,,,,Timeout #3 by Houston Texans,0.000,-2.970
4,0:02,4,7,IND 7,20,14,Tom Savage sacked by Jabaal Sheard for -10 yards. Tom Savage fumbles (forced by Jabaal Sheard),2.970,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
