Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alvin Kamara,NOR,8,5,51,1,3,-13,-2.6,64,12.8,1.4,0,,2,25.0,0,120.3
Marquez Callaway,NOR,8,4,85,2,4,81,20.3,4,1.0,17.9,0,,0,0.0,0,127.6
Kenny Stills,NOR,5,2,17,0,1,12,6.0,5,2.5,16.0,0,,0,0.0,0,49.6
Adam Trautman,NOR,2,2,43,0,2,26,13.0,17,8.5,13.0,0,,0,0.0,0,118.7
Deonte Harty,NOR,1,1,72,1,1,47,47.0,25,25.0,47.0,0,,0,0.0,0,158.3
Taysom Hill,NOR,2,1,11,0,1,0,0.0,11,11.0,7.5,1,1.0,0,0.0,1,27.1
Chris Hogan,NOR,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Juwan Johnson,NOR,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ricky Seals-Jones,WAS,9,5,41,0,2,22,4.4,19,3.8,4.3,1,5.0,0,0.0,0,67.4
DeAndre Carter,WAS,8,4,62,0,3,47,11.8,15,3.8,14.6,0,,0,0.0,1,36.5
Terry McLaurin,WAS,11,4,46,0,2,32,8.0,14,3.5,14.8,0,,1,9.1,0,49.8
Adam Humphries,WAS,5,3,73,0,3,31,10.3,42,14.0,8.6,0,,0,0.0,0,104.2
Antonio Gibson,WAS,2,2,12,0,1,3,1.5,9,4.5,1.5,0,,0,0.0,0,91.7
J.D. McKissic,WAS,4,1,8,0,,-1,-1.0,9,9.0,3.3,0,,0,0.0,0,39.6
Dax Milne,WAS,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Curtis Samuel,WAS,1,0,0,0,,0,,0,,14.0,0,,0,0.0,1,0.0
