Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,9:39,1,10,NOR 10,0,7,Pierre Thomas right tackle for 3 yards (tackle by Daniel Te'o-Nesheim),-0.380,-0.560
1,8:55,2,7,NOR 13,0,7,Drew Brees pass complete short middle to Pierre Thomas for 4 yards (tackle by Lavonte David),-0.560,-0.600
1,8:11,3,3,NOR 17,0,7,Drew Brees pass incomplete short right intended for Darren Sproles,-0.600,-2.320
1,8:07,4,3,NOR 17,0,7,"Thomas Morstead punts 60 yards, out of bounds",-2.320,-0.480
1,7:59,1,10,TAM 23,0,7,Doug Martin left tackle for 3 yards (tackle by Cameron Jordan and David Hawthorne),0.480,0.340
1,7:23,2,7,TAM 26,0,7,Josh Freeman pass incomplete short left intended for Vincent Jackson,0.340,-0.360
1,7:18,3,7,TAM 26,0,7,Josh Freeman pass complete short left to DJ Ware for 23 yards (tackle by Roman Harper),-0.360,2.190
1,6:36,1,10,TAM 49,0,7,Doug Martin right tackle for 3 yards (tackle by Jonathan Vilma),2.190,2.050
1,6:00,2,7,NOR 48,0,7,Josh Freeman pass complete short right to Dallas Clark for 4 yards (tackle by Jabari Greer),2.050,1.880
1,5:19,3,3,NOR 44,0,7,Josh Freeman pass complete deep left to Mike Williams for 24 yards (tackle by Patrick Robinson),1.880,4.240
1,4:53,1,10,NOR 20,0,7,Doug Martin left end for no gain (tackle by Tom Johnson),4.240,3.690
1,4:11,2,10,NOR 20,0,7,Josh Freeman pass incomplete short right intended for Dallas Clark is intercepted by Jabari Greer at NOR-16 and returned for 3 yards (tackle by Dallas Clark),3.690,-0.150
1,4:06,1,10,NOR 19,0,7,Mark Ingram left guard for 4 yards (tackle by Ronde Barber and Mark Barron),0.150,0.210
1,3:26,2,6,NOR 23,0,7,Drew Brees pass complete short right to Darren Sproles for 2 yards (tackle by Leonard Johnson),0.210,-0.290
1,2:50,3,4,NOR 25,0,7,Drew Brees pass complete short middle to Jimmy Graham for 15 yards (tackle by Aaron Morgan),-0.290,1.600
1,2:15,1,10,NOR 40,0,7,Drew Brees pass complete short left to Darren Sproles for 3 yards (tackle by Mark Barron),1.600,1.460
1,1:41,2,7,NOR 43,0,7,Devery Henderson left end for 13 yards (tackle by Ronde Barber),1.460,2.650
1,1:11,1,10,TAM 44,0,7,Drew Brees pass complete short middle to Marques Colston for 26 yards (tackle by Mark Barron and Ronde Barber),2.650,4.370
1,0:29,1,10,TAM 18,0,7,Drew Brees pass complete short right to Lance Moore for 12 yards (tackle by Mark Barron),4.370,5.830
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,6,TAM 6,0,7,Darren Sproles left end for 1 yard (tackle by Mason Foster),5.830,5.150
2,14:25,2,5,TAM 5,0,7,Drew Brees pass complete short right to Travaris Cadet for 3 yards (tackle by Anthony Gaitor),5.150,4.950
2,13:48,3,2,TAM 2,0,7,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",4.950,3.810
2,13:32,3,7,TAM 7,0,7,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Ahmad Black),3.810,2.970
2,13:27,4,7,TAM 7,0,10,Garrett Hartley 25 yard field goal good,2.970,3.000
2,13:23,,,NOR 35,0,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,13:23,1,10,TAM 20,0,10,Josh Freeman pass incomplete short right intended for Dallas Clark,0.280,-0.270
2,13:20,2,10,TAM 20,0,10,Doug Martin left tackle for 1 yard (tackle by Curtis Lofton and Tom Johnson),-0.270,-0.820
2,12:38,3,9,TAM 21,0,10,Josh Freeman pass complete short right to Mike Williams for 8 yards (tackle by Jabari Greer),-0.820,-1.440
2,12:12,4,1,TAM 29,0,10,"Michael Koenen punts 40 yards, fair catch by Darren Sproles",-1.440,-1.000
2,12:06,1,10,NOR 31,0,10,Drew Brees pass incomplete short right intended for Devery Henderson,1.000,0.460
2,12:02,2,10,NOR 31,0,10,Drew Brees pass incomplete deep left intended for Joe Morgan,0.460,-0.230
2,11:56,3,10,NOR 31,0,10,Drew Brees sacked by Da'Quan Bowers for -9 yards,-0.230,-1.900
2,11:25,4,19,NOR 22,0,10,"Thomas Morstead punts 60 yards, returned by Roscoe Parrish for 39 yards (tackle by Jonathan Casillas). Penalty on Justin Drescher: Offensive Holding, 10 yards",-1.900,-3.380
2,10:28,1,10,NOR 33,0,10,Doug Martin right end for 11 yards (tackle by Roman Harper),3.380,4.110
2,10:01,1,10,NOR 22,0,10,Doug Martin right guard for -4 yards (tackle by Will Smith),4.110,3.020
2,9:46,2,14,NOR 26,0,10,Josh Freeman pass incomplete deep right intended for Mike Williams,3.020,2.350
2,9:40,3,14,NOR 26,0,10,Josh Freeman pass incomplete deep middle intended for Vincent Jackson is intercepted by Rafael Bush at NOR-9 and returned for 40 yards (tackle by Mike Williams),2.350,-2.190
2,9:23,1,10,NOR 49,0,10,Mark Ingram left end for -3 yards (tackle by Michael Bennett),2.190,1.240
2,8:47,2,13,NOR 46,0,10,"Penalty on Michael Bennett: Encroachment, 5 yards (no play)",1.240,1.920
2,8:33,2,8,TAM 49,0,10,"Darren Sproles left end for 3 yards (tackle by Mark Barron). Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",1.920,0.570
2,8:13,2,18,NOR 41,0,10,"Drew Brees pass incomplete short middle intended for Lance Moore. Penalty on Anthony Gaitor: Defensive Holding, 5 yards (no play)",0.570,1.990
2,8:07,1,10,NOR 46,0,10,Mark Ingram left tackle for -1 yards (tackle by Gerald McCoy and Adam Hayward),1.990,1.320
2,7:32,2,11,NOR 45,0,10,Drew Brees pass incomplete short left intended for Jimmy Graham,1.320,0.630
2,7:28,3,11,NOR 45,0,10,Drew Brees pass complete short right to Marques Colston for 21 yards (tackle by Danny Gorrer),0.630,3.310
2,6:43,1,10,TAM 34,0,10,Mark Ingram left guard for 9 yards (tackle by Mason Foster),3.310,3.990
2,6:06,2,1,TAM 25,0,10,Drew Brees pass complete deep middle to Lance Moore for 16 yards (tackle by Mark Barron),3.990,5.140
2,5:24,1,9,TAM 9,0,10,Drew Brees pass complete short left to Darren Sproles for 7 yards (tackle by Mark Barron),5.140,5.720
2,5:01,2,2,TAM 2,0,16,"Drew Brees pass complete short left to Darren Sproles for 2 yards, touchdown",5.720,7.000
2,5:01,,,TAM 2,0,17,Garrett Hartley kicks extra point good,0.000,0.000
2,4:57,,,NOR 35,0,17,"Thomas Morstead kicks off 66 yards, returned by Roscoe Parrish for 16 yards (tackle by Junior Galette)",0.000,-0.220
2,4:53,1,10,TAM 15,0,17,Josh Freeman pass complete short right to Luke Stocker for 15 yards (tackle by Cameron Jordan),-0.220,0.940
2,4:20,1,10,TAM 30,0,17,Josh Freeman pass incomplete short left intended for Doug Martin (defended by David Hawthorne),0.940,0.390
2,4:14,2,10,TAM 30,0,17,Doug Martin left end for -2 yards (tackle by Curtis Lofton),0.390,-0.560
2,3:33,3,12,TAM 28,0,17,Josh Freeman pass complete short middle to DJ Ware for 9 yards (tackle by Elbert Mack),-0.560,-0.910
2,2:52,4,3,TAM 37,0,17,"Michael Koenen punts 42 yards, returned by Darren Sproles for no gain",-0.910,-0.340
2,2:43,1,10,NOR 21,0,17,Mark Ingram left guard for 2 yards (tackle by Lavonte David and Mason Foster),0.340,0.070
2,2:11,2,8,NOR 23,0,17,Drew Brees up the middle for 11 yards,0.070,1.200
2,2:00,1,10,NOR 34,0,17,Drew Brees pass incomplete short right intended for Darren Sproles,1.200,0.660
2,1:53,2,10,NOR 34,0,17,Drew Brees pass incomplete short left intended for Darren Sproles,0.660,-0.030
2,1:50,3,10,NOR 34,0,17,Drew Brees pass incomplete deep left intended for Lance Moore,-0.030,-1.110
2,1:45,4,10,NOR 34,0,17,"Thomas Morstead punts 45 yards, fair catch by Roscoe Parrish",-1.110,-0.340
2,1:37,1,10,TAM 21,0,17,Josh Freeman pass incomplete short right intended for DJ Ware (defended by Elbert Mack),0.340,-0.200
2,1:31,2,10,TAM 21,0,17,Josh Freeman pass incomplete short left intended for DJ Ware,-0.200,-0.890
2,1:24,3,10,TAM 21,0,17,Josh Freeman sacked by Will Smith for -4 yards,-0.890,0.000
2,1:18,,,,0,17,Timeout #1 by New Orleans Saints,0.000,-2.320
2,1:18,4,14,TAM 17,0,17,"Michael Koenen punts 58 yards, returned by Darren Sproles for 37 yards (tackle by Mason Foster)",-2.320,-3.050
2,1:04,1,10,TAM 38,0,17,Drew Brees pass complete short left to Jimmy Graham for 7 yards (tackle by Mark Barron),3.050,3.450
2,0:43,2,3,TAM 31,0,17,Drew Brees pass incomplete deep right intended for Jimmy Graham (defended by Mark Barron),3.450,0.000
2,0:39,,,,0,17,Timeout #2 by New Orleans Saints,0.000,2.740
2,0:39,3,3,TAM 31,0,17,Drew Brees pass complete deep middle to Jimmy Graham for 24 yards (tackle by Lavonte David),2.740,5.600
2,0:13,1,7,TAM 7,0,17,Drew Brees spiked the ball,5.600,4.760
2,0:12,2,7,TAM 7,0,23,"Drew Brees pass complete short left to Lance Moore for 7 yards, touchdown",4.760,7.000
2,0:12,,,TAM 2,0,24,Garrett Hartley kicks extra point good,0.000,0.000
2,0:09,,,NOR 35,0,24,"Thomas Morstead kicks off 37 yards, returned by DJ Ware for 7 yards (tackle by Ramon Humber)",0.000,1.270
2,0:05,1,10,TAM 35,0,24,Josh Freeman kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,0,24,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,0,24,Doug Martin left guard for no gain (tackle by Jonathan Vilma),0.280,-0.270
3,14:25,2,10,TAM 20,0,24,Josh Freeman pass incomplete short middle intended for Tiquan Underwood,-0.270,-0.960
3,14:19,3,10,TAM 20,0,24,Josh Freeman up the middle for 9 yards (tackle by Will Smith). Penalty on Jamon Meredith: Offensive Holding (Declined),-0.960,-1.440
3,13:59,4,1,TAM 29,0,24,Keith Tandy right guard for 18 yards (tackle by Will Herring),-1.440,2.060
3,13:38,1,10,TAM 47,0,24,Josh Freeman pass incomplete deep middle intended for Dallas Clark is intercepted by Isa Abdul-Quddus at NOR-8,2.060,0.380
3,13:29,1,10,NOR 8,0,24,Mark Ingram left guard for 31 yards (tackle by E.J. Biggers and Ronde Barber),-0.380,1.530
3,12:48,1,10,NOR 39,0,24,Mark Ingram right guard for 5 yards (tackle by Danny Gorrer),1.530,1.660
3,12:12,2,5,NOR 44,0,24,Darren Sproles for 7 yards (tackle by E.J. Biggers),1.660,2.320
3,11:45,1,10,TAM 49,0,24,Pierre Thomas left guard for 1 yard (tackle by Adam Hayward and Mason Foster),2.320,1.920
3,11:10,2,9,TAM 48,0,24,Pierre Thomas left end for 7 yards (tackle by E.J. Biggers and Lavonte David),1.920,2.150
3,10:26,3,2,TAM 41,0,24,Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by Ronde Barber),2.150,3.510
3,9:48,1,10,TAM 31,0,24,Mark Ingram left guard for -3 yards (tackle by Lazarius Levingston),3.510,2.560
3,9:11,2,13,TAM 34,0,30,"Drew Brees pass complete deep left to Joe Morgan for 34 yards, touchdown",2.560,7.000
3,9:11,,,TAM 2,0,31,Garrett Hartley kicks extra point good,0.000,0.000
3,9:05,,,NOR 35,0,31,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,9:05,1,10,TAM 20,0,31,Josh Freeman pass complete short left to Doug Martin for 5 yards (tackle by Martez Wilson and Roman Harper),0.280,0.410
3,8:33,2,5,TAM 25,0,31,Josh Freeman pass complete short left to Mike Williams for 10 yards (tackle by Elbert Mack),0.410,1.270
3,8:03,1,10,TAM 35,0,31,Josh Freeman pass complete short right to Mike Williams for 21 yards (tackle by Isa Abdul-Quddus),1.270,2.650
3,7:34,1,10,NOR 44,0,31,Josh Freeman pass complete short right to Dallas Clark for 4 yards (tackle by Roman Harper),2.650,2.650
3,7:19,2,6,NOR 40,0,31,Josh Freeman pass incomplete short left intended for Vincent Jackson,2.650,1.950
3,7:14,3,6,NOR 40,0,31,Josh Freeman pass complete short left to Dallas Clark for 10 yards (tackle by Roman Harper),1.950,3.580
3,6:37,1,10,NOR 30,0,31,Josh Freeman pass incomplete deep left intended for Mike Williams,3.580,3.030
3,6:31,2,10,NOR 30,0,31,Josh Freeman pass complete short right to Dallas Clark for 6 yards (tackle by Elbert Mack),3.030,3.140
3,5:55,3,4,NOR 24,0,31,"Josh Freeman pass complete short middle to Dallas Clark for 4 yards (tackle by Isa Abdul-Quddus). Penalty on Doug Martin: Offensive Holding, 10 yards (no play)",3.140,1.820
3,5:33,3,14,NOR 34,0,31,Josh Freeman pass incomplete short right intended for Dallas Clark (defended by Jabari Greer),1.820,1.060
3,5:28,4,14,NOR 34,0,31,Josh Freeman pass incomplete deep right intended for Vincent Jackson,1.060,-1.270
3,5:21,1,10,NOR 35,0,31,Mark Ingram left tackle for 2 yards (tackle by Michael Bennett),1.270,0.990
3,4:51,2,8,NOR 37,0,31,Darren Sproles left end for no gain (tackle by Mark Barron),0.990,0.300
3,4:07,3,8,NOR 37,0,31,Drew Brees pass complete short right to Darren Sproles for 7 yards (tackle by Lavonte David),0.300,-0.460
3,3:21,4,1,NOR 44,0,31,"Thomas Morstead punts 56 yards, touchback",-0.460,-0.280
3,3:12,1,10,TAM 20,0,31,Josh Freeman pass complete short left to Vincent Jackson for 7 yards (tackle by Patrick Robinson),0.280,0.680
3,2:44,2,3,TAM 27,0,31,Josh Freeman pass complete short left to Dallas Clark for 4 yards (tackle by Patrick Robinson),0.680,1.000
3,2:28,1,10,TAM 31,0,31,Josh Freeman pass complete deep middle to Vincent Jackson for 19 yards (tackle by Isa Abdul-Quddus),1.000,2.260
3,2:00,1,10,,0,31,Josh Freeman pass complete deep right to Vincent Jackson for 19 yards (tackle by Isa Abdul-Quddus),2.260,3.510
3,1:40,1,10,NOR 31,0,31,Josh Freeman pass incomplete deep right intended for Vincent Jackson (defended by Jabari Greer),3.510,2.970
3,1:33,2,10,NOR 31,0,31,Josh Freeman pass complete short left to Vincent Jackson for 12 yards (tackle by Johnny Patrick),2.970,4.310
3,1:02,1,10,NOR 19,0,31,Josh Freeman pass complete short right to Doug Martin for 8 yards (tackle by Junior Galette and Jabari Greer),4.310,5.140
3,0:17,2,2,NOR 11,0,31,Josh Freeman pass incomplete short right intended for Doug Martin,5.140,4.430
3,0:12,3,2,NOR 11,0,31,Josh Freeman pass incomplete short left intended for Mike Williams,4.430,0.000
3,0:05,,,,0,31,Timeout #1 by Tampa Bay Buccaneers,0.000,2.820
3,0:05,4,2,NOR 11,0,31,Josh Freeman pass incomplete (defended by Martez Wilson),2.820,0.350
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 12,0,31,Drew Brees pass incomplete short right intended for Travaris Cadet (defended by Anthony Gaitor),-0.350,-0.780
4,14:57,2,10,NOR 12,0,31,Mark Ingram left guard for 5 yards (tackle by Mason Foster and Lavonte David),-0.780,-0.840
4,14:13,3,5,NOR 17,0,31,Drew Brees pass complete short middle to Pierre Thomas for 2 yards (tackle by Anthony Gaitor),-0.840,-2.140
4,13:28,4,3,NOR 19,0,31,"Thomas Morstead punts 47 yards, out of bounds",-2.140,-1.200
4,13:19,1,10,TAM 34,0,31,"Doug Martin left tackle for 1 yard (tackle by Roman Harper). Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",1.200,0.540
4,12:57,1,20,TAM 24,0,31,Josh Freeman pass complete short left to Doug Martin for 6 yards (tackle by Curtis Lofton),0.540,0.120
4,12:33,2,14,TAM 30,0,31,Josh Freeman pass complete short right to Tiquan Underwood for 14 yards (tackle by Isa Abdul-Quddus),0.120,1.860
4,12:06,1,10,TAM 44,0,31,"Penalty on Jeremy Zuttah: False Start, 4 yards (no play)",1.860,1.600
4,11:52,1,14,TAM 40,0,31,Josh Freeman pass complete short left to Vincent Jackson for 13 yards (tackle by Rafael Bush),1.600,2.530
4,11:24,2,1,NOR 47,0,31,Josh Freeman pass complete short left to Dallas Clark for 5 yards (tackle by Roman Harper),2.530,2.790
4,10:59,1,10,NOR 42,0,31,Josh Freeman pass incomplete deep right intended for Tiquan Underwood is intercepted by Jabari Greer at NOR-0,2.790,-0.280
4,10:55,1,10,NOR 20,0,31,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by Ronde Barber),0.280,0.680
4,10:27,2,3,NOR 27,0,31,Mark Ingram left tackle for 26 yards (tackle by Mark Barron),0.680,2.460
4,10:04,1,10,TAM 47,0,31,Drew Brees pass incomplete short right intended for Pierre Thomas,2.460,1.910
4,10:00,2,10,TAM 47,0,31,Drew Brees pass complete deep right to Joe Morgan for 27 yards (tackle by Leonard Johnson),1.910,4.240
4,9:25,1,10,TAM 20,0,31,Mark Ingram right guard for -1 yards (tackle by Lavonte David),4.240,3.560
4,8:54,2,11,TAM 21,0,31,Drew Brees pass complete short right to Jed Collins for 4 yards (tackle by Adam Hayward),3.560,3.360
4,8:18,3,7,TAM 17,0,31,Drew Brees pass incomplete deep middle intended for Jimmy Graham,3.360,2.310
4,8:14,4,7,TAM 17,0,34,Garrett Hartley 36 yard field goal good,2.310,3.000
4,8:09,,,NOR 35,0,34,"Thomas Morstead kicks off 71 yards, returned by Roscoe Parrish for 25 yards (tackle by Junior Galette)",0.000,0.150
4,8:04,1,10,TAM 19,0,34,Josh Freeman pass complete short middle to Dallas Clark for 7 yards (tackle by Roman Harper),0.150,0.610
4,7:41,2,3,TAM 26,0,34,Josh Freeman pass complete short right to Tiquan Underwood for 13 yards (tackle by Rafael Bush),0.610,1.530
4,7:14,1,10,TAM 39,0,34,Josh Freeman pass incomplete short left intended for Vincent Jackson,1.530,0.990
4,7:08,2,10,TAM 39,0,34,Josh Freeman pass complete short right to Vincent Jackson for 11 yards (tackle by Jabari Greer),0.990,2.260
4,6:42,1,10,,0,34,"Josh Freeman sacked by Cameron Jordan for -7 yards. Josh Freeman fumbles (forced by Cameron Jordan), recovered by Cameron Jordan at TAM-43 (tackle by Demar Dotson)",2.260,-2.720
4,6:26,1,10,TAM 43,0,34,Mark Ingram right guard for 3 yards (tackle by Lazarius Levingston),2.720,2.580
4,5:46,2,7,TAM 40,0,34,"Chase Daniel pass incomplete short left intended for Mark Ingram. Penalty on Brian De La Puente: Offensive Holding, 10 yards (no play)",2.580,1.230
4,5:40,2,17,,0,34,Darren Sproles right guard for -1 yards (tackle by Adam Hayward),1.230,0.430
4,5:07,3,18,NOR 49,0,34,"Chase Daniel pass incomplete deep left intended for Joe Morgan. Penalty on Mark Barron: Defensive Pass Interference, 40 yards (no play)",0.430,4.840
4,4:59,1,10,TAM 11,0,40,"Mark Ingram left guard for 11 yards, touchdown",4.840,7.000
4,4:59,,,TAM 2,0,41,Garrett Hartley kicks extra point good,0.000,0.000
4,4:54,,,NOR 35,0,41,"Thomas Morstead kicks off 63 yards, returned by Roscoe Parrish for 22 yards (tackle by Will Herring)",0.000,0.540
4,4:47,1,10,TAM 24,0,41,LeGarrette Blount left tackle for 9 yards (tackle by Jonathan Vilma and Isa Abdul-Quddus),0.540,1.210
4,4:09,2,1,TAM 33,0,41,LeGarrette Blount left tackle for 4 yards (tackle by Junior Galette),1.210,1.400
4,3:29,1,10,TAM 37,0,41,LeGarrette Blount left guard for 2 yards (tackle by Roman Harper),1.400,1.130
4,2:51,2,8,TAM 39,0,41,"LeGarrette Blount right tackle for no gain (tackle by Akiem Hicks and Jonathan Vilma). Penalty on Derek Hardman: Offensive Holding, 10 yards (no play)",1.130,-0.220
4,2:45,2,18,TAM 29,0,41,Dan Orlovsky pass complete short right to Luke Stocker for 2 yards (tackle by Roman Harper),-0.220,-0.620
4,2:00,3,16,TAM 31,0,41,Dan Orlovsky pass complete deep middle to Tiquan Underwood for 19 yards (tackle by Isa Abdul-Quddus),-0.620,2.260
4,1:23,1,10,,0,41,LeGarrette Blount left guard for 10 yards (tackle by Roman Harper and Isa Abdul-Quddus),2.260,2.920
4,0:46,1,10,NOR 40,0,41,Dan Orlovsky pass incomplete deep right intended for Nate Byham,2.920,2.370
4,0:38,2,10,NOR 40,0,41,Dan Orlovsky pass complete short right to Chris Owusu for 24 yards (tackle by Roman Harper),2.370,4.510
4,0:29,1,10,NOR 16,0,41,Dan Orlovsky pass complete short left to Luke Stocker for 6 yards (tackle by Elbert Mack),4.510,4.970
4,0:08,2,4,NOR 10,0,41,Dan Orlovsky pass incomplete short right intended for Tiquan Underwood,4.970,0.000
4,0:02,,,,0,41,Timeout #2 by Tampa Bay Buccaneers,0.000,4.170
4,0:02,3,4,NOR 10,0,41,Dan Orlovsky pass incomplete short left intended for Chris Owusu,4.170,2.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
