Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 66 yards, returned by Josh Cribbs for 27 yards (tackle by Tom Zbikowski)",0.000,1.000
1,14:54,1,10,CLE 31,0,0,Jamal Lewis left guard for 1 yard (tackle by Jarret Johnson and Haloti Ngata),1.000,0.600
1,14:17,2,9,CLE 32,0,0,Derek Anderson pass incomplete short middle intended for Braylon Edwards,0.600,-0.100
1,14:12,3,9,CLE 32,0,0,Derek Anderson pass incomplete short right intended for Syndric Steptoe,-0.100,-1.240
1,14:07,4,9,CLE 32,0,0,"Penalty on Josh Cribbs: False Start, 5 yards (no play)",-1.240,-1.570
1,14:07,4,14,CLE 27,0,0,"Dave Zastudil punts 20 yards. Penalty on Mike Adams: Player Out of Bounds on Punt, 5 yards",-1.570,-2.790
1,14:01,1,10,CLE 42,0,0,Ray Rice right guard for 5 yards (tackle by Shaun Smith and Shaun Rogers),2.790,2.920
1,13:25,2,5,CLE 37,0,0,Joe Flacco pass incomplete short left intended for Mark Clayton,2.920,2.210
1,13:18,3,5,CLE 37,0,0,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by D'Qwell Jackson),2.210,3.510
1,12:45,1,10,CLE 31,0,0,Ray Rice left tackle for 2 yards (tackle by D'Qwell Jackson),3.510,3.240
1,12:04,2,8,CLE 29,0,0,Joe Flacco pass complete short left to Derrick Mason for 8 yards (tackle by Brandon McDonald),3.240,4.170
1,11:48,1,10,CLE 21,0,0,Ray Rice right guard for -1 yards (tackle by Shaun Rogers and Kamerion Wimbley),4.170,3.490
1,11:11,2,11,CLE 22,0,0,Joe Flacco pass incomplete deep middle intended for Mark Clayton,3.490,2.810
1,11:03,3,11,CLE 22,0,0,"Joe Flacco pass incomplete short right intended for Derrick Mason. Penalty on Joe Flacco: Intentional Grounding (Offsetting), Penalty on CLE: Defensive 12 On-field (Offsetting) (no play)",2.810,2.810
1,10:58,3,11,CLE 22,0,0,Le'Ron McClain left guard for -1 yards (tackle by Shaun Rogers). Penalty on Jared Gaither: Offensive Holding (Declined),2.810,1.930
1,10:43,4,12,CLE 23,3,0,Matt Stover 41 yard field goal good,1.930,3.000
1,,,,BAL 30,3,0,"Matt Stover kicks off 63 yards, returned by Josh Cribbs for 20 yards (tackle by Brendon Ayanbadejo)",0.000,0.740
1,10:34,1,10,CLE 27,3,0,Jamal Lewis right tackle for 2 yards (tackle by Bart Scott),0.740,0.470
1,9:56,2,8,CLE 29,3,0,Jamal Lewis left guard for 3 yards (tackle by Haloti Ngata),0.470,0.170
1,9:17,3,5,CLE 32,3,0,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 15 yards (tackle by Ed Reed),0.170,2.060
1,8:38,1,10,CLE 47,3,0,Derek Anderson pass complete short left to Jamal Lewis for 13 yards (tackle by Jim Leonhard),2.060,2.920
1,7:55,1,10,BAL 40,3,0,Jamal Lewis left tackle for 1 yard (tackle by Ray Lewis),2.920,2.510
1,7:18,2,9,BAL 39,3,0,"Penalty on Kellen Winslow Jr.: False Start, 5 yards (no play)",2.510,1.830
1,6:56,2,14,BAL 44,3,0,Derek Anderson sacked by Trevor Pryce for -9 yards,1.830,-0.030
1,6:20,3,23,CLE 47,3,0,"Derek Anderson pass complete short right to Syndric Steptoe for 6 yards (tackle by Corey Ivy). Syndric Steptoe fumbles (forced by Corey Ivy), recovered by Evan Oglesby at BAL-47 and returned for 6 yards (tackle by Syndric Steptoe)",-0.030,-2.460
1,6:08,1,10,CLE 47,3,0,Ray Rice left tackle for no gain (tackle by Brandon McDonald),2.460,1.910
1,5:28,2,10,CLE 47,9,0,"Joe Flacco pass complete deep left to Mark Clayton for 47 yards, touchdown",1.910,7.000
1,,,,CLE 2,10,0,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,10,6,"Matt Stover kicks off 62 yards, returned by Josh Cribbs for 92 yards, touchdown",0.000,7.000
1,,,,BAL 2,10,7,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,10,7,"Phil Dawson kicks off 72 yards, touchback",0.000,0.280
1,5:05,1,10,BAL 20,10,7,Joe Flacco pass complete short left to Derrick Mason for 11 yards (tackle by Brandon McDonald),0.280,1.000
1,4:40,1,10,BAL 31,10,7,Ray Rice left tackle for 3 yards (tackle by Shaun Rogers),1.000,0.870
1,4:10,2,7,BAL 34,10,7,Joe Flacco pass complete short left to Derrick Mason for 12 yards (tackle by Brodney Pool),0.870,1.990
1,3:49,1,10,BAL 46,10,7,Ray Rice right tackle for 5 yards (tackle by Corey Williams),1.990,2.130
1,3:09,2,5,CLE 49,10,7,Ray Rice left tackle for 4 yards (tackle by Andra Davis),2.130,1.950
1,2:24,,,,10,7,Timeout #1 by Baltimore Ravens,0.000,1.950
1,2:24,3,1,CLE 45,10,7,Le'Ron McClain left tackle for 2 yards (tackle by D'Qwell Jackson),1.950,2.720
1,1:46,1,10,CLE 43,10,7,Joe Flacco pass incomplete deep middle intended for Mark Clayton (defended by Eric Wright),2.720,2.180
1,1:36,2,10,CLE 43,10,7,Ray Rice left guard for 1 yard (tackle by Shaun Rogers),2.180,1.620
1,1:02,3,9,CLE 42,10,7,Joe Flacco pass complete deep middle to Mark Clayton for 16 yards (tackle by Brandon McDonald),1.620,3.840
1,0:23,1,10,CLE 26,10,7,Troy Smith right guard for 1 yard (tackle by Willie McGinest),3.840,3.430
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,CLE 25,10,7,"Joe Flacco pass incomplete deep left intended for Derrick Mason. Penalty on Joe Flacco: Intentional Grounding, 11 yards",3.430,1.290
2,14:56,3,20,CLE 36,10,7,Joe Flacco for 2 yards (tackle by Willie McGinest),1.290,1.060
2,14:28,4,18,CLE 34,10,7,"Sam Koch punts 28 yards, fair catch by Josh Cribbs",1.060,0.380
2,14:28,1,10,CLE 6,10,7,Jamal Lewis right guard for -1 yards (tackle by Jarret Johnson),-0.380,-0.850
2,13:58,2,11,CLE 5,10,7,Jamal Lewis left tackle for 1 yard (tackle by Jim Leonhard),-0.850,-1.420
2,13:15,3,10,CLE 6,10,7,Derek Anderson pass incomplete short right intended for Steve Heiden,-1.420,-2.490
2,13:05,4,10,CLE 6,10,7,"Dave Zastudil punts 44 yards, returned by Jim Leonhard for no gain",-2.490,-2.260
2,12:56,1,10,,10,7,"Penalty on Todd Heap: False Start, 5 yards (no play)",2.260,1.930
2,12:56,1,15,BAL 45,10,7,Joe Flacco pass complete deep right to Derrick Mason for 17 yards,1.930,3.050
2,12:56,1,10,CLE 38,10,7,Ray Rice right tackle for -1 yards (tackle by Shaun Rogers),3.050,2.370
2,12:56,2,11,CLE 39,10,7,Joe Flacco pass complete short right to Le'Ron McClain for 3 yards (tackle by Eric Wright),2.370,2.080
2,12:56,3,8,CLE 36,10,7,Joe Flacco pass incomplete short middle intended for Ray Rice,2.080,0.880
2,11:37,4,8,CLE 36,10,7,"Sam Koch punts 36 yards, touchback",0.880,-0.280
2,11:29,1,10,CLE 20,10,7,Derek Anderson pass complete deep middle to Steve Heiden for 20 yards (tackle by Jarret Johnson),0.280,1.600
2,10:53,1,10,CLE 40,10,7,Jamal Lewis right guard for 7 yards (tackle by Justin Bannan),1.600,2.000
2,10:18,2,3,CLE 47,10,7,Jamal Lewis right guard for 4 yards (tackle by Bart Scott and Trevor Pryce),2.000,2.320
2,9:39,1,10,BAL 49,10,7,Derek Anderson pass incomplete short left intended for Braylon Edwards,2.320,1.780
2,9:32,2,10,BAL 49,10,7,Derek Anderson pass complete short right to Kellen Winslow Jr. for 10 yards (tackle by Ray Lewis),1.780,2.980
2,8:55,1,10,BAL 39,10,7,Jamal Lewis left guard for 1 yard (tackle by Marques Douglas),2.980,2.580
2,8:14,2,9,BAL 38,10,7,Derek Anderson pass complete deep middle to Braylon Edwards for 23 yards (tackle by Jim Leonhard). Penalty on Terrell Suggs: Illegal Contact (Declined),2.580,4.580
2,7:45,1,10,BAL 15,10,7,Derek Anderson pass complete short middle to Steve Heiden for 5 yards (tackle by Bart Scott),4.580,4.840
2,7:06,2,5,BAL 10,10,7,Jamal Lewis left guard for 1 yard (tackle by Bart Scott and Terrell Suggs),4.840,4.220
2,6:24,3,4,BAL 9,10,7,Derek Anderson pass complete short left to Jason Wright for 3 yards (tackle by Fabian Washington),4.220,3.020
2,5:53,4,1,BAL 6,10,10,Phil Dawson 23 yard field goal good,3.020,3.000
2,,,,CLE 30,10,10,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
2,5:50,1,10,BAL 20,10,10,Le'Ron McClain left tackle for 1 yard (tackle by Kamerion Wimbley),0.280,-0.130
2,5:17,2,9,BAL 21,10,10,Le'Ron McClain left tackle for -2 yards (tackle by Shaun Rogers),-0.130,-1.140
2,4:37,3,11,BAL 19,10,10,Joe Flacco pass complete short middle to Derrick Mason for 19 yards (tackle by Willie McGinest),-1.140,1.470
2,4:01,1,10,BAL 38,10,10,Ray Rice right guard for 6 yards (tackle by Leon Williams),1.470,1.730
2,3:28,2,4,BAL 44,10,10,Ray Rice left guard for 26 yards (tackle by Sean Jones),1.730,3.580
2,2:39,1,10,CLE 30,10,10,Joe Flacco pass incomplete short left intended for Mark Clayton,3.580,3.030
2,2:36,2,10,CLE 30,10,10,Le'Ron McClain left tackle for 6 yards (tackle by Andra Davis),3.030,3.140
2,2:00,3,4,CLE 24,10,10,Joe Flacco pass complete short left to Derrick Mason for 14 yards (tackle by Brandon McDonald),3.140,4.910
2,1:34,1,10,CLE 10,10,10,Ray Rice left guard for 2 yards (tackle by Eric Wright),4.910,4.570
2,0:54,2,8,CLE 8,10,10,Joe Flacco pass incomplete,4.570,3.580
2,0:46,,,,10,10,Timeout #2 by Baltimore Ravens,0.000,0.000
2,0:46,,,,10,10,Timeout #1 by Cleveland Browns,0.000,3.580
2,0:46,3,8,CLE 8,10,10,Joe Flacco sacked by Shaun Rogers for -6 yards,3.580,2.510
2,0:32,,,,10,10,Timeout #2 by Cleveland Browns,0.000,2.510
2,0:32,4,14,CLE 14,13,10,Matt Stover 32 yard field goal good,2.510,3.000
2,,,,BAL 30,13,10,"Matt Stover kicks off 52 yards, returned by Josh Cribbs for 15 yards (tackle by Jameel McClain)",0.000,1.140
2,0:25,1,10,CLE 33,13,10,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 13 yards (tackle by Evan Oglesby),1.140,1.990
2,0:20,,,,13,10,Timeout #3 by Cleveland Browns,0.000,1.990
2,0:20,1,10,CLE 46,13,10,Derek Anderson pass complete deep left to Braylon Edwards for 17 yards (tackle by Corey Ivy),1.990,3.120
2,0:16,1,10,BAL 37,13,10,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,3.120,2.570
2,0:12,2,10,BAL 37,13,10,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,2.570,1.880
2,0:07,3,10,BAL 37,13,13,Phil Dawson 54 yard field goal good,1.880,3.000
2,,,,CLE 30,13,13,"Phil Dawson kicks off 49 yards, returned by Yamon Figurs for no gain",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,13,13,"Phil Dawson kicks off 61 yards, returned by Ray Rice for 6 yards (tackle by Josh Cribbs)",0.000,-0.220
3,14:52,1,10,BAL 15,13,13,Ray Rice right guard for 3 yards (tackle by Corey Williams),-0.220,-0.280
3,14:13,2,7,BAL 18,13,13,Joe Flacco pass incomplete short left intended for Mark Clayton (defended by Brandon McDonald),-0.280,-1.000
3,14:07,,,,13,13,Timeout #1 by Baltimore Ravens,0.000,-1.000
3,14:07,3,7,BAL 18,13,13,Joe Flacco right guard for 2 yards (tackle by D'Qwell Jackson and Corey Williams),-1.000,-2.030
3,13:27,4,5,BAL 20,13,13,"Sam Koch punts 40 yards, returned by Josh Cribbs for 32 yards (tackle by Antwan Barnes)",-2.030,-3.710
3,13:13,1,10,BAL 28,13,19,"Derek Anderson pass complete deep right to Braylon Edwards for 28 yards, touchdown",3.710,7.000
3,,,,BAL 2,13,20,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,13,20,"Phil Dawson kicks off 72 yards, returned by Yamon Figurs for 28 yards (tackle by Josh Cribbs)",0.000,0.670
3,12:58,1,10,BAL 26,13,20,Ray Rice right tackle for 4 yards (tackle by Andra Davis),0.670,0.670
3,12:58,2,6,BAL 30,13,20,"Penalty on Todd Heap: False Start, 5 yards (no play)",0.670,-0.010
3,11:58,2,11,BAL 25,13,20,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by Eric Wright),-0.010,-0.690
3,11:54,3,11,BAL 25,13,20,Joe Flacco pass complete short right to Mark Clayton for 10 yards (tackle by Eric Wright),-0.690,-1.040
3,11:12,4,1,BAL 35,13,20,Sam Koch punts 37 yards,-1.040,-0.810
3,11:04,1,10,CLE 28,13,20,Jamal Lewis left guard for 3 yards (tackle by Haloti Ngata and Bart Scott),0.810,0.670
3,10:23,2,7,CLE 31,13,20,Jamal Lewis right guard for 5 yards (tackle by Bart Scott),0.670,0.630
3,9:42,3,2,CLE 36,13,20,"Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.. Penalty on Ray Lewis: Defensive Pass Interference, 6 yards (no play)",0.630,1.730
3,9:37,1,10,CLE 42,13,20,Derek Anderson pass complete deep left to Braylon Edwards for 18 yards (tackle by Fabian Washington),1.730,2.920
3,9:07,1,10,BAL 40,13,20,Jerome Harrison left tackle for 5 yards (tackle by Ray Lewis and Justin Bannan),2.920,3.050
3,8:23,2,5,BAL 35,13,20,Derek Anderson pass complete deep middle to Kellen Winslow Jr. for 20 yards (tackle by Fabian Washington),3.050,4.580
3,7:41,1,10,BAL 15,13,20,Jamal Lewis left tackle for 7 yards (tackle by Corey Ivy),4.580,5.220
3,6:58,2,3,BAL 8,13,20,Jamal Lewis right guard for 1 yard (tackle by Ray Lewis),5.220,4.680
3,6:17,3,2,BAL 7,13,26,"Derek Anderson pass complete short right to Jason Wright for 7 yards, touchdown",4.680,7.000
3,,,,BAL 2,13,27,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,13,27,Phil Dawson kicks off 49 yards,0.000,0.340
3,6:06,1,10,BAL 21,13,27,Joe Flacco pass incomplete short right intended for Lorenzo Neal (defended by Corey Williams),0.340,-0.200
3,6:00,2,10,BAL 21,13,27,Joe Flacco sacked by D'Qwell Jackson for -6 yards,-0.200,-1.960
3,5:31,3,16,BAL 15,13,27,Joe Flacco pass complete deep middle to Derrick Mason for 20 yards (tackle by Mike Adams),-1.960,1.270
3,4:57,1,10,BAL 35,13,27,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by D'Qwell Jackson),1.270,1.800
3,4:24,2,2,BAL 43,13,27,Ray Rice left guard for 11 yards (tackle by Alex Hall and Mike Adams),1.800,2.520
3,3:50,1,10,CLE 46,13,27,Le'Ron McClain left guard for 9 yards (tackle by Leon Williams),2.520,3.190
3,3:22,2,1,CLE 37,13,27,Joe Flacco pass complete short right to Derrick Mason for 7 yards (tackle by Eric Wright),3.190,3.580
3,2:59,1,10,CLE 30,13,27,"Joe Flacco pass incomplete deep left intended for Yamon Figurs (defended by Brandon McDonald). Penalty on Kamerion Wimbley: Defensive Offside, 5 yards (no play)",3.580,4.310
3,2:53,1,5,CLE 25,13,27,Ray Rice left guard for 5 yards (tackle by Terry Cousin),4.310,4.240
3,2:20,1,10,CLE 20,13,27,Ray Rice for 18 yards (tackle by Brodney Pool),4.240,6.740
3,2:03,1,2,CLE 2,13,27,Le'Ron McClain right guard for 1 yard (tackle by D'Qwell Jackson),6.740,5.910
3,2:03,2,1,CLE 1,13,27,Penalty on Corey Williams: Encroachment (no play),5.910,5.910
3,1:15,2,1,CLE 1,19,27,"Le'Ron McClain left tackle for 1 yard, touchdown",5.910,7.000
3,,,,CLE 2,20,27,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,20,27,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
3,1:10,1,10,CLE 20,20,27,Jamal Lewis right guard for 4 yards (tackle by Justin Bannan),0.280,0.270
3,0:35,2,6,CLE 24,20,27,Derek Anderson pass complete short right to Syndric Steptoe for 3 yards,0.270,-0.030
3,0:08,3,3,CLE 27,20,27,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Justin Bannan),-0.030,-1.570
3,0:03,4,3,CLE 27,20,27,"Dave Zastudil punts 38 yards, returned by Yamon Figurs for 23 yards (tackle by Jerome Harrison)",-1.570,-2.790
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 42,20,27,Joe Flacco pass complete short right to Mark Clayton for 14 yards (tackle by Eric Wright),2.790,3.710
4,14:40,1,10,CLE 28,20,27,Ray Rice left tackle for no gain (tackle by Andra Davis),3.710,3.170
4,14:07,2,10,CLE 28,26,27,"Joe Flacco pass complete short right to Derrick Mason for 28 yards, touchdown",3.170,7.000
4,,,,CLE 2,27,27,"Matt Stover kicks extra point good. Penalty on Brandon McDonald: Defensive Offside, 5 yards",0.000,0.000
4,,,,BAL 35,27,27,"Matt Stover kicks off 68 yards, returned by Josh Cribbs for 23 yards (tackle by Haruki Nakamura)",0.000,0.280
4,13:52,1,10,CLE 20,27,27,Jamal Lewis left guard for no gain (tackle by Bart Scott),0.280,-0.270
4,13:20,2,10,CLE 20,27,27,Jamal Lewis left guard for 3 yards (tackle by Bart Scott),-0.270,-0.560
4,12:36,3,7,CLE 23,27,27,Derek Anderson pass incomplete deep middle intended for Braylon Edwards,-0.560,-1.830
4,12:27,4,7,CLE 23,27,27,"Dave Zastudil punts 48 yards, returned by Yamon Figurs for -6 yards (tackle by Darnell Dinkins)",-1.830,-0.480
4,12:13,1,10,BAL 23,27,27,Ray Rice left tackle for 1 yard (tackle by Brandon McDonald),0.480,0.070
4,11:41,2,9,BAL 24,27,27,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by Leon Williams),0.070,0.430
4,11:08,3,1,BAL 32,27,27,Ray Rice right guard for no gain (tackle by D'Qwell Jackson),0.430,-1.240
4,11:08,4,1,BAL 32,27,27,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",-1.240,-1.570
4,10:07,4,6,BAL 27,27,27,"Sam Koch punts 57 yards, returned by Josh Cribbs for no gain. Penalty on Steve Heiden: Offensive Holding, 8 yards",-1.570,0.380
4,9:57,1,10,CLE 8,27,27,"Derek Anderson pass complete deep middle to Kellen Winslow Jr. for 24 yards (tackle by Jim Leonhard). Penalty on Kellen Winslow Jr.: Offensive Pass Interference, 4 yards (no play)",-0.380,-0.530
4,9:40,1,14,CLE 4,27,27,Jamal Lewis left guard for 3 yards (tackle by Terrell Suggs),-0.530,-0.850
4,9:01,2,11,CLE 7,27,27,Jamal Lewis right guard for 3 yards (tackle by Bart Scott),-0.850,-1.190
4,8:20,3,8,CLE 10,27,27,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 6 yards (tackle by Corey Ivy),-1.190,-2.390
4,7:46,4,2,CLE 16,27,27,"Dave Zastudil punts 55 yards, returned by Ed Reed for 8 yards (tackle by Kris Griffin)",-2.390,-1.400
4,7:30,1,10,BAL 37,27,27,Ray Rice right guard for 60 yards (tackle by Brandon McDonald),1.400,6.510
4,7:25,1,3,CLE 3,27,27,Le'Ron McClain right guard for 1 yard (tackle by D'Qwell Jackson),6.510,5.720
4,6:23,,,,27,27,Timeout #2 by Baltimore Ravens,0.000,5.720
4,6:23,2,2,CLE 2,27,27,Joe Flacco pass incomplete short right intended for Lorenzo Neal,5.720,4.950
4,6:18,3,2,CLE 2,27,27,Le'Ron McClain left tackle for -2 yards (tackle by Brodney Pool and Willie McGinest),4.950,3.030
4,5:40,4,4,CLE 4,30,27,Matt Stover 22 yard field goal good,3.030,3.000
4,,,,BAL 30,30,27,"Matt Stover kicks off 68 yards, returned by Josh Cribbs for 38 yards (tackle by Evan Oglesby)",0.000,1.600
4,5:27,1,10,CLE 40,30,27,Jason Wright left guard for 2 yards (tackle by Justin Bannan),1.600,1.320
4,4:55,2,8,CLE 42,30,27,Derek Anderson pass incomplete short left intended for Braylon Edwards,1.320,0.630
4,4:47,3,8,CLE 42,30,27,Derek Anderson pass incomplete short right intended for Steve Sanders,0.630,-0.590
4,4:41,4,8,CLE 42,30,27,"Dave Zastudil punts 45 yards, returned by Jim Leonhard for 13 yards (tackle by Kris Griffin). Penalty on Tom Zbikowski: Illegal Block Above the Waist, 7 yards",-0.590,0.380
4,4:30,1,10,BAL 7,30,27,"Le'Ron McClain left tackle for 4 yards (tackle by Sean Jones). Penalty on Derrick Mason: Illegal Formation, 3 yards (no play)",-0.380,-0.490
4,4:26,1,13,BAL 4,30,27,Lorenzo Neal left tackle for 2 yards (tackle by Kamerion Wimbley),-0.490,-0.850
4,3:48,2,11,BAL 6,30,27,Le'Ron McClain left tackle for 7 yards (tackle by Kamerion Wimbley),-0.850,-0.720
4,3:38,,,,30,27,Timeout #1 by Cleveland Browns,0.000,-0.720
4,3:38,3,4,BAL 13,30,27,Joe Flacco pass incomplete short left intended for Mark Clayton,-0.720,-2.490
4,3:35,4,4,BAL 13,30,27,"Sam Koch punts 52 yards, returned by Josh Cribbs for 9 yards (tackle by Brendon Ayanbadejo)",-2.490,-1.860
4,3:25,1,10,CLE 44,30,27,Derek Anderson right guard for 2 yards (tackle by Trevor Pryce and Bart Scott),1.860,1.590
4,3:00,2,8,CLE 46,30,27,Derek Anderson pass incomplete short left intended for Steve Sanders (defended by Fabian Washington),1.590,0.890
4,2:52,3,8,CLE 46,36,27,"Derek Anderson pass incomplete short middle intended for Jason Wright is intercepted by Terrell Suggs at CLE-42 and returned for 42 yards, touchdown",0.890,-7.000
4,,,,CLE 2,37,27,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,37,27,"Matt Stover kicks off 52 yards, returned by Josh Cribbs for 22 yards (tackle by Jameel McClain)",0.000,1.600
4,2:38,1,10,CLE 40,37,27,Derek Anderson pass incomplete right intended for Steve Sanders (defended by Terrell Suggs),1.600,1.050
4,2:32,2,10,CLE 40,37,27,Derek Anderson pass complete short middle to Jason Wright for 12 yards (tackle by Frank Walker),1.050,2.390
4,2:25,1,10,BAL 48,37,27,Derek Anderson for 6 yards (tackle by Frank Walker),2.390,2.660
4,2:18,2,4,BAL 42,37,27,Derek Anderson pass incomplete short middle intended for Syndric Steptoe,2.660,1.950
4,2:14,3,4,BAL 42,37,27,Derek Anderson pass incomplete short left intended for Syndric Steptoe (defended by Corey Ivy),1.950,0.460
4,2:10,4,4,BAL 42,37,27,Derek Anderson pass incomplete short left intended for Jerome Harrison,0.460,-1.730
