Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Yamon Figurs,BAL,2,28,14.0,0,28,2,17,8.5,0,23
Jim Leonhard,BAL,0,0,,0,0,2,1,0.5,0,1
Ed Reed,BAL,0,0,,0,0,1,8,8.0,0,8
Edgar Jones,BAL,1,0,0.0,0,0,0,0,,0,0
Ray Rice,BAL,1,6,6.0,0,6,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Josh Cribbs,CLE,7,237,33.9,1,92,3,41,13.7,0,32
