Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1,5:45,1,10,CLE 28,0,0,Le'Veon Bell right tackle for 3 yards (tackle by Demario Davis),3.710,3.570
1,5:02,2,7,CLE 25,0,0,Ben Roethlisberger pass complete short left to Le'Veon Bell for 7 yards (tackle by Jamie Collins),3.570,4.370
1,4:30,1,10,CLE 18,0,0,Le'Veon Bell left tackle for 9 yards (tackle by Ed Reynolds),4.370,5.420
1,3:48,2,1,CLE 9,0,0,"Penalty on Le'Veon Bell: False Start, 5 yards (no play)",5.420,4.430
1,3:21,2,6,CLE 14,0,0,Le'Veon Bell left guard for no gain (tackle by Danny Shelton and Christian Kirksey),4.430,3.630
1,2:36,3,6,CLE 14,0,0,Ben Roethlisberger pass incomplete short right intended for Jesse James (defended by Briean Boddy-Calhoun),3.630,2.530
1,2:32,4,6,CLE 14,3,0,Chris Boswell 32 yard field goal good,2.530,3.000
1,2:28,,,PIT 35,3,0,Chris Boswell kicks off 57 yards (tackle by Sammie Coates),0.000,-0.410
1,2:22,1,10,CLE 22,3,0,Cody Kessler sacked by Stephon Tuitt for -7 yards,0.410,-1.210
1,1:47,2,17,CLE 15,3,0,Isaiah Crowell left tackle for 5 yards (tackle by Ryan Shazier),-1.210,-1.090
1,1:03,3,12,CLE 20,3,0,"Cody Kessler pass incomplete short right intended for Duke Johnson. Penalty on Artie Burns: Illegal Use of Hands, 5 yards (no play)",-1.090,0.610
1,0:56,1,10,CLE 25,3,0,Cody Kessler pass complete short left to Andrew Hawkins for 20 yards (tackle by Mike Mitchell),0.610,1.930
1,0:32,1,10,CLE 45,3,0,Cody Kessler pass incomplete short right intended for Terrelle Pryor,1.930,1.380
1,0:28,2,10,CLE 45,3,0,Isaiah Crowell right guard for 2 yards (tackle by Lawrence Timmons),1.380,0.960
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CLE 47,3,0,Cody Kessler sacked by Javon Hargrave for -11 yards,0.960,-0.980
2,14:22,4,19,CLE 36,3,0,Britton Colquitt punts 47 yards,-0.980,0.060
2,14:11,1,10,PIT 17,3,0,Le'Veon Bell left tackle for 2 yards (tackle by Demario Davis and Cam Johnson),-0.060,-0.250
2,13:25,2,8,PIT 19,3,0,Ben Roethlisberger pass complete deep left to Antonio Brown for 18 yards (tackle by Derrick Kindred),-0.250,1.400
2,12:45,1,10,PIT 37,3,0,Ben Roethlisberger pass incomplete deep left intended for Eli Rogers (defended by Derrick Kindred),1.400,0.860
2,12:38,2,10,PIT 37,3,0,Le'Veon Bell left tackle for 11 yards (tackle by Ed Reynolds),0.860,2.130
2,12:02,1,10,PIT 48,3,0,Le'Veon Bell left tackle for 1 yard (tackle by Jamie Collins and Christian Kirksey),2.130,1.720
2,11:16,2,9,PIT 49,3,0,Ben Roethlisberger pass complete short right to Eli Rogers for 3 yards (tackle by Demario Davis),1.720,1.420
2,10:31,3,6,CLE 48,3,0,Ben Roethlisberger pass complete short right to Cobi Hamilton for 9 yards (tackle by Jamar Taylor),1.420,2.980
2,9:51,1,10,CLE 39,3,0,Le'Veon Bell right guard for 5 yards (tackle by Demario Davis),2.980,3.120
2,9:07,2,5,CLE 34,3,0,"Penalty on David DeCastro: False Start, 5 yards (no play)",3.120,2.440
2,8:43,2,10,CLE 39,3,0,Ben Roethlisberger pass complete short right to Jesse James for 5 yards (tackle by Jamie Collins and Xavier Cooper),2.440,2.410
2,7:58,3,5,CLE 34,3,0,Ben Roethlisberger pass complete short left to Cobi Hamilton for 2 yards (tackle by Christian Kirksey),2.410,1.290
2,7:13,4,3,CLE 32,3,0,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Joe Haden and Jamie Collins),1.290,3.710
2,6:29,1,10,CLE 28,3,0,Le'Veon Bell left tackle for 10 yards (tackle by Ed Reynolds),3.710,4.370
2,5:44,1,10,CLE 18,3,0,Le'Veon Bell left guard for 3 yards (tackle by Stephen Paea),4.370,4.250
2,5:00,2,7,CLE 15,3,0,Ben Roethlisberger pass incomplete short right intended for Ladarius Green,4.250,3.460
2,4:53,3,7,CLE 15,3,0,Ben Roethlisberger pass incomplete short right intended for Eli Rogers (defended by Christian Kirksey),3.460,2.440
2,4:46,4,7,CLE 15,6,0,Chris Boswell 33 yard field goal good,2.440,3.000
2,4:43,,,PIT 35,6,0,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,4:43,1,10,CLE 25,6,0,Cody Kessler pass complete short left to Corey Coleman for 4 yards (tackle by Lawrence Timmons and Sean Davis),0.610,0.600
2,4:13,2,6,CLE 29,6,0,Duke Johnson right tackle for 12 yards (tackle by Lawrence Timmons and Mike Mitchell),0.600,1.660
2,3:44,1,10,CLE 41,6,0,Cody Kessler pass incomplete short left intended for Corey Coleman,1.660,1.120
2,3:40,2,10,CLE 41,6,0,Cody Kessler sacked by Arthur Moats for -11 yards,1.120,-1.020
2,2:54,3,21,CLE 30,6,0,Duke Johnson right guard for -2 yards (tackle by Sean Davis),-1.020,-1.500
2,2:16,4,23,CLE 28,6,0,"Britton Colquitt punts 57 yards. Penalty on Dominique Alexander: Offensive Holding, 10 yards (no play)",-1.500,-2.240
2,2:03,4,33,CLE 18,6,0,"Britton Colquitt punts 48 yards, returned by Antonio Brown for 7 yards (tackle by Joe Schobert)",-2.240,-1.660
2,1:51,1,10,PIT 41,6,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 5 yards (tackle by Jamie Collins),1.660,1.800
2,1:26,2,5,PIT 46,6,0,Le'Veon Bell left guard for 7 yards (tackle by Jamie Meder),1.800,0.000
2,1:19,,,,6,0,Timeout #1 by Pittsburgh Steelers,0.000,-2.460
2,1:19,1,10,CLE 47,6,0,Ben Roethlisberger pass complete deep right to Antonio Brown for 21 yards (tackle by Joe Haden),2.460,3.840
2,1:12,1,10,CLE 26,6,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 4 yards (tackle by Emmanuel Ogbah),3.840,3.840
2,0:41,2,6,CLE 22,6,0,Ben Roethlisberger pass complete short right to Eli Rogers for 4 yards (tackle by Jamar Taylor),3.840,0.000
2,0:34,,,,6,0,Timeout #2 by Pittsburgh Steelers,0.000,-3.750
2,0:34,3,2,CLE 18,6,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 5 yards (tackle by Jamar Taylor),3.750,4.710
2,0:26,1,10,CLE 13,6,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 2 yards (tackle by Jamie Collins),4.710,4.390
2,0:20,2,8,CLE 11,6,0,Ben Roethlisberger pass incomplete short left intended for Cobi Hamilton (defended by Briean Boddy-Calhoun),4.390,3.450
2,0:17,3,8,CLE 11,6,0,Ben Roethlisberger pass complete short left to Eli Rogers for 8 yards (tackle by Joe Haden),3.450,0.000
2,0:10,,,,6,0,Timeout #3 by Pittsburgh Steelers,0.000,-6.510
2,0:10,1,3,CLE 3,6,0,Ben Roethlisberger pass incomplete short left intended for Cobi Hamilton,6.510,5.530
2,0:05,2,3,CLE 3,6,0,"Ben Roethlisberger pass incomplete short right intended for Antonio Brown. Penalty on Briean Boddy-Calhoun: Defensive Holding, 2 yards (no play)",5.530,6.970
2,0:00,1,1,CLE 1,6,0,Ben Roethlisberger pass incomplete short left intended for Antonio Brown. Penalty on Joe Haden: Defensive Pass Interference (no play),6.970,6.970
2,0:00,1,1,CLE 1,12,0,"Le'Veon Bell left guard for 1 yard, touchdown",6.970,7.000
2,0:00,,,CLE 2,14,0,"Two Point Attempt: Ben Roethlisberger pass complete to David Johnson, conversion succeeds",0.000,1.000
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,14,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PIT 25,14,0,"Le'Veon Bell left tackle for 10 yards (tackle by Christian Kirksey). Penalty on Jesse James: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:34,1,20,PIT 15,14,0,Ben Roethlisberger pass complete short right to Antonio Brown for 3 yards (tackle by Christian Kirksey),-0.410,-0.980
3,13:51,2,17,PIT 18,14,0,Ben Roethlisberger pass incomplete short right intended for Cobi Hamilton (defended by Briean Boddy-Calhoun),-0.980,-1.720
3,13:47,3,17,PIT 18,14,0,Le'Veon Bell right tackle for 7 yards (tackle by Briean Boddy-Calhoun),-1.720,-1.700
3,13:15,4,10,PIT 25,14,0,"Jordan Berry punts 43 yards, returned by Duke Johnson for 14 yards (tackle by Sammie Coates)",-1.700,-1.990
3,13:05,1,10,CLE 46,14,0,Cody Kessler pass incomplete,1.990,1.450
3,12:56,2,10,CLE 46,14,0,Cody Kessler pass complete short right to Duke Johnson for 4 yards (tackle by Ryan Shazier),1.450,1.290
3,12:20,3,6,,14,0,Cody Kessler pass complete short middle to Duke Johnson for 22 yards (tackle by Lawrence Timmons and Mike Mitchell),1.290,3.710
3,11:37,1,10,PIT 28,14,0,Cody Kessler pass incomplete deep left intended for Corey Coleman,3.710,3.170
3,11:30,2,10,PIT 28,14,0,Isaiah Crowell left guard for 1 yard (tackle by Anthony Chickillo),3.170,2.610
3,10:48,3,9,PIT 27,14,0,Cody Kessler pass incomplete short middle intended for Gary Barnidge (defended by Ryan Shazier),2.610,1.670
3,10:43,4,9,PIT 27,14,0,Cody Kessler pass complete deep left to Terrelle Pryor for 26 yards (tackle by Ross Cockrell),1.670,6.970
3,10:14,1,1,PIT 1,14,0,Isaiah Crowell right guard for -2 yards (tackle by Daniel McCullers and Stephon Tuitt),6.970,5.530
3,9:39,2,3,PIT 3,14,0,Cody Kessler sacked by James Harrison for -5 yards,5.530,0.000
3,8:54,,,,14,0,Timeout #1 by Cleveland Browns,0.000,-3.580
3,8:54,3,8,PIT 8,14,0,Cody Kessler right guard for 2 yards (tackle by Stephon Tuitt),3.580,2.990
3,8:05,4,6,PIT 6,14,3,Cody Parkey 24 yard field goal good,2.990,3.000
3,8:05,,,CLE 35,14,3,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,8:05,1,10,PIT 25,14,3,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,0.610,0.060
3,8:00,2,10,PIT 25,14,3,Le'Veon Bell left tackle for 7 yards (tackle by Ed Reynolds and Demario Davis),0.060,0.300
3,7:10,3,3,PIT 32,14,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for 5 yards,0.300,1.400
3,6:34,1,10,PIT 37,14,3,Le'Veon Bell left guard for 4 yards (tackle by Jamie Meder),1.400,1.400
3,5:48,2,6,PIT 41,14,3,Le'Veon Bell right tackle for 6 yards (tackle by Christian Kirksey),1.400,2.060
3,5:04,1,10,PIT 47,14,3,Le'Veon Bell left guard for 2 yards (tackle by Joe Schobert),2.060,1.790
3,4:18,2,8,PIT 49,14,3,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Marcus Burley),1.790,2.920
3,3:37,1,10,CLE 40,14,3,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards,2.920,3.780
3,2:57,1,10,CLE 27,14,3,Le'Veon Bell right guard for 2 yards (tackle by Danny Shelton),3.780,3.500
3,2:13,2,8,CLE 25,14,3,"Ben Roethlisberger pass incomplete short middle intended for David Johnson. Penalty on Christian Kirksey: Defensive Holding, 5 yards (no play)",3.500,4.240
3,2:08,1,10,CLE 20,14,3,"Le'Veon Bell right tackle for 12 yards (tackle by Marcus Burley and Derrick Kindred). Penalty on Cobi Hamilton: Offensive Holding, 10 yards",4.240,4.570
3,2:08,1,8,CLE 18,14,3,Le'Veon Bell right tackle for 11 yards (tackle by Ed Reynolds),4.570,5.600
3,1:07,1,7,CLE 7,14,3,Ben Roethlisberger pass incomplete short right intended for Jesse James,5.600,4.760
3,0:58,2,7,CLE 7,14,3,Le'Veon Bell right tackle for 3 yards (tackle by Christian Kirksey),4.760,0.000
3,0:10,,,,14,3,Timeout #1 by Pittsburgh Steelers,0.000,-4.490
3,0:10,3,4,CLE 4,14,3,Ben Roethlisberger pass incomplete short middle intended for Ladarius Green (defended by Derrick Kindred),4.490,3.030
3,0:04,4,4,CLE 4,17,3,Chris Boswell 22 yard field goal good,3.030,3.000
3,0:03,,,PIT 35,17,3,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,0:03,1,10,CLE 25,17,3,"Cody Kessler pass complete deep right to Corey Coleman for 16 yards (tackle by Mike Mitchell). Penalty on Lawrence Timmons: Unnecessary Roughness, 15 yards",0.610,2.650
3,0:00,1,10,PIT 44,17,3,Josh McCown pass complete short left to Corey Coleman for 3 yards (tackle by Sean Davis),2.650,2.520
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 41,17,3,Josh McCown pass complete short left to Isaiah Crowell for 3 yards (tackle by Artie Burns),2.520,2.210
4,14:16,3,4,PIT 38,17,3,Josh McCown sacked by Stephon Tuitt and Arthur Moats for -5 yards,2.210,0.400
4,13:30,4,9,PIT 43,17,3,Josh McCown pass complete short middle to Gary Barnidge for 9 yards (tackle by Lawrence Timmons),0.400,3.310
4,13:02,1,10,PIT 34,17,3,Josh McCown pass incomplete deep right intended for Terrelle Pryor,3.310,2.770
4,12:56,2,10,PIT 34,17,3,"Josh McCown pass incomplete short middle intended for Corey Coleman. Penalty on Cameron Erving: Offensive Holding, 10 yards (no play)",2.770,1.420
4,12:52,2,20,PIT 44,17,3,"Penalty on Cameron Erving: False Start, 5 yards (no play)",1.420,0.750
4,12:45,2,25,PIT 49,17,3,Josh McCown pass complete short middle to Terrelle Pryor for 15 yards (tackle by Ross Cockrell),0.750,2.080
4,12:11,3,10,PIT 34,17,3,Josh McCown pass complete short right to Duke Johnson for 20 yards (tackle by Artie Burns),2.080,4.650
4,11:23,1,10,PIT 14,17,3,Josh McCown pass complete short left to Isaiah Crowell for 4 yards (tackle by Ryan Shazier),4.650,4.710
4,10:38,2,6,PIT 10,17,3,Josh McCown pass complete short left to Isaiah Crowell for -4 yards (tackle by Ryan Shazier),4.710,3.110
4,9:50,3,10,PIT 14,17,9,"Josh McCown pass complete short middle to Gary Barnidge for 14 yards, touchdown",3.110,7.000
4,9:45,,,PIT 15,17,9,Cody Parkey kicks extra point no good,0.000,-1.000
4,9:45,,,CLE 35,17,9,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
4,9:45,1,10,PIT 25,17,9,Ben Roethlisberger pass complete short left to Antonio Brown for 3 yards (tackle by Jamar Taylor),0.610,0.470
4,9:10,2,7,PIT 28,17,9,Le'Veon Bell right tackle for 2 yards (tackle by Christian Kirksey and Carl Nassib),0.470,0.040
4,8:25,3,5,PIT 30,17,9,Ben Roethlisberger pass incomplete short middle intended for Jesse James,0.040,-1.370
4,8:19,4,5,PIT 30,17,9,"Jordan Berry punts 50 yards, returned by Duke Johnson for 18 yards (tackle by Sammie Coates)",-1.370,-1.470
4,8:08,1,10,CLE 38,17,9,Josh McCown sacked by Stephon Tuitt for -7 yards,1.470,-0.020
4,7:32,2,17,CLE 31,17,9,Josh McCown pass incomplete short right intended for Gary Barnidge (defended by Sean Davis),-0.020,-0.690
4,7:28,3,17,CLE 31,17,9,"Josh McCown pass complete short left to Gary Barnidge for 5 yards (tackle by Ryan Shazier). Penalty on Lawrence Timmons: Illegal Use of Hands, 5 yards (no play)",-0.690,1.330
4,6:58,1,10,CLE 36,17,9,Josh McCown sacked by Lawrence Timmons for -11 yards,1.330,-0.700
4,6:18,2,21,CLE 25,17,9,Josh McCown pass complete deep middle to Corey Coleman for 16 yards (tackle by Mike Mitchell),-0.700,0.760
4,5:49,3,5,CLE 41,17,9,Josh McCown pass incomplete deep left intended for Rashard Higgins,0.760,-0.650
4,5:43,4,5,CLE 41,17,9,"Britton Colquitt punts 44 yards, fair catch by Antonio Brown",-0.650,0.220
4,5:36,1,10,PIT 15,17,9,Le'Veon Bell left tackle for 5 yards (tackle by Cam Johnson),-0.220,0.080
4,4:51,2,5,PIT 20,17,9,Le'Veon Bell left guard for no gain (tackle by Derrick Kindred and Jamie Collins),0.080,-0.760
4,4:07,3,5,PIT 20,17,9,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,-0.760,-2.030
4,4:02,4,5,PIT 20,17,9,"Jordan Berry punts 57 yards, returned by Duke Johnson for no gain. Penalty on Briean Boddy-Calhoun: Illegal Block Above the Waist, 10 yards",-2.030,0.320
4,3:49,1,10,CLE 13,17,9,Josh McCown pass incomplete short middle intended for Terrelle Pryor,-0.320,-0.770
4,3:44,2,10,CLE 13,23,9,"Josh McCown sacked by Ryan Shazier for -11 yards. Josh McCown fumbles (forced by Ryan Shazier), recovered by Javon Hargrave at CLE-0, touchdown",-0.770,-7.000
4,,,,CLE 15,24,9,Chris Boswell kicks extra point good,,
4,3:36,,,PIT 35,24,9,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,3:36,1,10,CLE 25,24,9,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",0.610,0.280
4,3:36,1,15,CLE 20,24,9,Josh McCown right guard for 6 yards (tackle by Stephon Tuitt),0.280,0.200
4,2:55,2,9,CLE 26,24,9,Josh McCown pass complete short right to Isaiah Crowell for 1 yard (tackle by Artie Burns),0.200,-0.360
4,2:22,3,8,CLE 27,24,9,Josh McCown pass incomplete short right intended for Terrelle Pryor,-0.360,-1.570
4,2:16,4,8,CLE 27,24,9,Josh McCown pass complete short middle to Terrelle Pryor for 8 yards (tackle by Lawrence Timmons),-1.570,1.270
4,2:00,1,10,CLE 35,24,9,Josh McCown pass complete short middle to Terrelle Pryor for 12 yards (tackle by Ross Cockrell),1.270,2.060
4,1:36,1,10,CLE 47,24,9,Josh McCown pass incomplete short left intended for Corey Coleman (defended by Daniel McCullers),2.060,1.520
4,1:32,2,10,CLE 47,24,9,Josh McCown pass incomplete short middle intended for Gary Barnidge (defended by Mike Mitchell),1.520,0.830
4,1:28,3,10,CLE 47,24,9,Josh McCown pass incomplete short left intended for Corey Coleman,0.830,-0.260
4,1:23,4,10,CLE 47,24,9,"Josh McCown pass complete short left to Duke Johnson for -10 yards (tackle by Lawrence Timmons). Duke Johnson fumbles (forced by Lawrence Timmons), recovered by Sean Davis at CLE-37 and returned for 37 yards. Penalty on Daniel McCullers: Roughing the Passer, 15 yards (no play)",-0.260,3.050
4,1:06,1,10,PIT 38,24,9,Josh McCown pass complete short right to Isaiah Crowell for 9 yards (tackle by Mike Mitchell),3.050,3.720
4,0:43,2,1,PIT 29,24,9,Josh McCown pass incomplete short left intended for Terrelle Pryor,3.720,3.010
4,0:35,3,1,PIT 29,24,9,Josh McCown pass incomplete short right intended for Corey Coleman (defended by Artie Burns),3.010,1.620
4,0:31,4,1,PIT 29,24,9,Isaiah Crowell right guard for 2 yards (tackle by Ryan Shazier and Ricardo Mathews),1.620,0.000
4,0:27,,,,24,9,Timeout #2 by Cleveland Browns,0.000,-3.780
4,0:24,1,10,PIT 27,24,9,Josh McCown pass incomplete short right intended for Corey Coleman (defended by Mike Mitchell),3.780,3.230
4,0:22,2,10,PIT 27,24,9,Josh McCown for 5 yards,3.230,3.200
4,0:13,3,5,PIT 22,24,9,Josh McCown pass incomplete short right intended for Ricardo Louis,3.200,2.040
4,0:08,4,5,PIT 22,24,9,Josh McCown pass complete short right to Seth Devalve for 8 yards (tackle by Jarvis Jones),2.040,0.000
4,0:02,,,,24,9,Timeout #3 by Cleveland Browns,0.000,-4.650
4,0:02,1,10,PIT 14,24,9,Josh McCown pass incomplete short right intended for Duke Johnson (defended by Artie Burns),4.650,4.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
