Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 73 yards, returned by Griff Whalen for 19 yards (tackle by Brandon King)",0.000,0.370
1,14:57,1,10,IND 11,0,0,Andrew Luck pass complete short left to Andre Johnson for 16 yards (tackle by Logan Ryan),-0.370,0.740
1,14:37,1,10,IND 27,0,0,Frank Gore middle for 4 yards (tackle by Jamie Collins and Jonathan Freeny),0.740,0.740
1,14:02,2,6,IND 31,0,0,Andrew Luck pass complete short right to Dwayne Allen for 4 yards (tackle by Patrick Chung),0.740,0.560
1,13:19,3,2,IND 35,0,0,Andrew Luck pass complete short left to Frank Gore for 11 yards (tackle by Jonathan Freeny),0.560,1.990
1,12:49,1,10,IND 46,0,0,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards (tackle by Patrick Chung),1.990,2.260
1,12:11,2,4,NWE 48,0,0,Frank Gore right guard for 23 yards (tackle by Devin McCourty),2.260,3.910
1,11:23,1,10,NWE 25,0,0,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",3.910,3.580
1,10:58,1,15,NWE 30,0,0,Ahmad Bradshaw right tackle for 4 yards (tackle by Logan Ryan and Jonathan Freeny),3.580,3.230
1,10:18,2,11,NWE 26,0,0,Andrew Luck pass complete short left to Dwayne Allen for 10 yards (tackle by Jamie Collins and Logan Ryan),3.230,4.060
1,9:33,3,1,NWE 16,0,0,Andrew Luck pass complete short left to Jack Doyle for 2 yards (tackle by Malcolm Butler),4.060,4.650
1,8:51,1,10,NWE 14,0,0,Ahmad Bradshaw middle for 1 yard (tackle by Chandler Jones and Jamie Collins),4.650,4.160
1,8:10,2,9,NWE 13,0,0,Andrew Luck pass complete short middle to T.Y. Hilton for 8 yards (tackle by Jonathan Freeny),4.160,4.960
1,7:28,3,1,NWE 5,0,0,Andrew Luck pass incomplete,4.960,3.030
1,7:21,4,1,NWE 5,0,6,"Andrew Luck pass complete short left to Donte Moncrief for 5 yards, touchdown",3.030,7.000
1,7:21,,,NWE 5,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,7:21,,,IND 35,0,7,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,7:16,1,10,NWE 20,0,7,"Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by D'Qwell Jackson). Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",0.280,1.010
1,6:53,1,5,NWE 25,0,7,Tom Brady pass incomplete short right intended for Rob Gronkowski,1.010,0.410
1,6:49,2,5,NWE 25,0,7,LeGarrette Blount middle for 4 yards (tackle by Jerrell Freeman and D'Qwell Jackson),0.410,0.230
1,6:07,3,1,NWE 29,0,7,Tom Brady middle for 2 yards (tackle by Kendall Langford and D'Qwell Jackson),0.230,1.000
1,5:29,1,10,NWE 31,0,7,Tom Brady pass complete short left to Danny Amendola for 6 yards (tackle by Erik Walden),1.000,1.270
1,4:55,2,4,NWE 37,0,7,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Jerrell Freeman),1.270,2.060
1,4:25,1,10,NWE 47,0,7,Tom Brady pass complete short right to Danny Amendola for 3 yards (tackle by Dwight Lowery),2.060,1.920
1,3:57,2,7,,0,7,Tom Brady pass complete short middle to Scott Chandler for 14 yards (tackle by Dwight Lowery),1.920,3.180
1,3:32,1,10,IND 36,0,7,Tom Brady pass complete short middle to Danny Amendola for 24 yards (tackle by Dwight Lowery and Mike Adams),3.180,4.780
1,3:01,1,10,IND 12,0,7,Tom Brady pass incomplete short left intended for Dion Lewis,4.780,4.780
1,2:56,1,10,IND 12,0,7,Timeout #1 by New England Patriots,4.780,4.100
1,2:56,2,10,IND 12,6,7,"Tom Brady pass complete short middle to Julian Edelman for 12 yards, touchdown",4.100,7.000
1,2:56,,,IND 12,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,2:56,,,NWE 35,7,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,2:50,1,10,IND 20,7,7,Frank Gore right tackle for 3 yards (tackle by Jabaal Sheard),0.280,0.140
1,2:20,2,7,IND 23,7,7,Andrew Luck pass incomplete short right intended for Frank Gore,0.140,-0.560
1,2:14,3,7,IND 23,7,7,"Penalty on Andre Johnson: False Start, 5 yards (no play)",-0.560,-1.330
1,2:14,3,12,IND 18,7,7,Andrew Luck pass complete short right to T.Y. Hilton for 10 yards (tackle by Malcolm Butler),-1.330,-1.500
1,1:59,4,2,IND 28,7,7,"Pat McAfee punts 56 yards, returned by Julian Edelman for 36 yards (tackle by Colt Anderson). Penalty on Devin McCourty: Illegal Block Above the Waist, 9 yards",-1.500,0.380
1,1:41,1,10,NWE 9,7,7,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Jerrell Freeman). Penalty on Trent Cole: Defensive Offside (Declined),-0.380,0.410
1,1:23,1,10,NWE 22,7,7,Tom Brady pass incomplete short middle intended for Julian Edelman,0.410,-0.130
1,1:19,2,10,NWE 22,7,7,LeGarrette Blount right tackle for 3 yards (tackle by Billy Winn and D'Qwell Jackson),-0.130,-0.130
1,0:37,2,10,NWE 22,7,7,Timeout #1 by Indianapolis Colts,-0.130,-0.430
1,0:37,3,7,NWE 25,7,7,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Greg Toler),-0.430,1.140
1,0:06,1,10,NWE 33,7,7,LeGarrette Blount left tackle for 1 yard (tackle by David Parry),1.140,0.730
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NWE 34,7,7,Tom Brady pass complete deep right to Keshawn Martin for 39 yards,0.730,3.780
2,14:43,1,10,IND 27,7,7,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Greg Toler),3.780,3.230
2,14:38,2,10,IND 27,7,7,Tom Brady pass complete short middle to Julian Edelman for 5 yards (tackle by Greg Toler),3.230,3.200
2,13:59,3,5,IND 22,7,7,Tom Brady pass incomplete short right intended for Danny Amendola,3.200,2.040
2,13:53,4,5,IND 22,10,7,Stephen Gostkowski 40 yard field goal good,2.040,3.000
2,13:53,,,NWE 35,10,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,13:48,1,10,IND 20,10,7,Frank Gore middle for 2 yards (tackle by Akiem Hicks and Alan Branch),0.280,0.000
2,13:10,2,8,IND 22,10,7,Andrew Luck pass complete deep right to Donte Moncrief for 20 yards (tackle by Malcolm Butler),0.000,1.730
2,12:33,1,10,IND 42,10,7,Frank Gore middle for 5 yards (tackle by Devin McCourty),1.730,1.860
2,11:58,2,5,IND 47,10,7,Andrew Luck pass incomplete deep right intended for Andre Johnson,1.860,1.160
2,11:54,3,5,IND 47,10,7,Andrew Luck pass incomplete short right intended for Coby Fleener,1.160,-0.260
2,11:48,4,5,IND 47,10,7,"Pat McAfee punts 43 yards, fair catch by Danny Amendola",-0.260,0.380
2,11:40,1,10,NWE 10,10,7,Tom Brady pass incomplete short right intended for Danny Amendola,-0.380,-0.780
2,11:37,2,10,NWE 10,10,13,"Tom Brady pass incomplete short right intended for Julian Edelman is intercepted by Mike Adams at NWE-14 and returned for 14 yards, touchdown",-0.780,-7.000
2,11:30,,,NWE 10,10,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,11:30,,,IND 35,10,14,"Pat McAfee kicks onside 30 yards, recovered by Josh Kline",0.000,-1.270
,,,,,,,"IND challenged the loose ball recovery ruling, and the play was upheld.",,
2,11:27,1,10,NWE 35,10,14,Tom Brady sacked by Jonathan Newsome for -4 yards,1.270,0.180
2,10:48,2,14,NWE 31,10,14,"Tom Brady pass complete short left to Dion Lewis for 12 yards (tackle by Mike Adams). Penalty on Mike Adams: Face Mask (15 Yards), 15 yards",0.180,2.790
2,10:15,1,10,IND 42,10,14,LeGarrette Blount left tackle for 4 yards (tackle by Jerrell Freeman and Erik Walden),2.790,2.780
2,9:42,2,6,IND 38,16,14,"LeGarrette Blount middle for 38 yards, touchdown",2.780,7.000
2,9:42,,,IND 38,17,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,9:42,,,NWE 35,17,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,9:33,1,10,IND 20,17,14,Andrew Luck pass complete short left to Coby Fleener for 2 yards (tackle by Malcolm Butler and Logan Ryan),0.280,0.000
2,8:47,2,8,IND 22,17,14,Andrew Luck pass complete short left to Donte Moncrief for 13 yards (tackle by Malcolm Butler),0.000,1.270
2,8:11,1,10,IND 35,17,14,Frank Gore left guard for 18 yards (tackle by Duron Harmon),1.270,2.460
2,7:29,1,10,NWE 47,17,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton (defended by Malcolm Butler),2.460,1.910
2,7:23,2,10,NWE 47,17,14,Andrew Luck pass complete short left to Frank Gore for 5 yards (tackle by Logan Ryan),1.910,1.880
2,6:39,3,5,NWE 42,17,14,Andrew Luck middle for 8 yards (tackle by Devin McCourty),1.880,3.310
2,6:00,1,10,NWE 34,17,14,Andrew Luck pass complete short right to Jack Doyle for 5 yards (tackle by Jonathan Freeny and Alan Branch),3.310,3.450
2,5:19,2,5,NWE 29,17,14,Andrew Luck pass complete short left to Coby Fleener for 11 yards (tackle by Jamie Collins),3.450,4.370
2,4:36,1,10,NWE 18,17,14,"Frank Gore right end for 2 yards (tackle by Logan Ryan). Penalty on Khaled Holmes: Offensive Holding, 10 yards",4.370,3.840
2,4:10,1,18,NWE 26,17,14,"Andrew Luck pass incomplete deep right intended for Phillip Dorsett. Penalty on Devin McCourty: Defensive Pass Interference, 18 yards (no play)",3.840,5.370
2,4:04,1,8,NWE 8,17,14,Frank Gore left tackle for -4 yards (tackle by Jamie Collins and Malcom Brown),5.370,3.860
2,3:21,2,12,NWE 12,17,14,Andrew Luck pass complete short left to Dwayne Allen for 9 yards (tackle by Devin McCourty),3.860,3.860
2,2:45,2,12,NWE 12,17,14,Timeout #2 by New England Patriots,3.860,4.720
2,2:45,3,3,NWE 3,17,20,"Andrew Luck pass complete short middle to T.Y. Hilton for 3 yards, touchdown",4.720,7.000
2,2:45,,,NWE 3,17,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,2:45,,,IND 35,17,21,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,2:38,1,10,NWE 20,17,21,Tom Brady pass complete deep right to Danny Amendola for 35 yards (tackle by D'Qwell Jackson and Greg Toler),0.280,2.590
2,2:00,1,10,IND 45,17,21,Dion Lewis for 8 yards (tackle by D'Qwell Jackson),2.590,3.120
2,1:54,2,2,IND 37,17,21,Tom Brady pass incomplete short left intended for Julian Edelman,3.120,2.410
