Quarter,Time,Tm,Detail,CLE,PIT
1.0,7:31,Browns,Austin Seibert 31 yard field goal,3,0
2.0,7:40,Browns,Kareem Hunt 15 yard pass from Baker Mayfield (Austin Seibert kick),10,0
,2:56,Steelers,Chris Boswell 39 yard field goal,10,3
,1:00,Steelers,James Washington 30 yard pass from Devlin Hodges (Chris Boswell kick),10,10
3.0,10:36,Steelers,Benny Snell Jr. 1 yard rush (Chris Boswell kick),10,17
4.0,13:48,Steelers,Chris Boswell 29 yard field goal,10,20
,7:30,Browns,Austin Seibert 34 yard field goal,13,20
