Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,1:55,,,TAM 2,7,14,Garrett Hartley kicks extra point good,0.000,0.000
1,1:46,,,NOR 35,7,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
1,1:46,1,10,TAM 20,7,14,Doug Martin up the middle for 3 yards (tackle by Akiem Hicks),0.280,0.140
1,1:09,2,7,TAM 23,7,14,Josh Freeman pass complete deep left to Vincent Jackson for 16 yards (tackle by Corey White),0.140,1.530
1,0:34,1,10,TAM 39,7,14,Arrelious Benn right end for 2 yards (tackle by Jonathan Casillas),1.530,1.260
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,TAM 41,7,14,Doug Martin left tackle for 9 yards (tackle by Patrick Robinson),1.260,2.260
2,14:15,1,10,,7,14,Josh Freeman pass complete short left to Luke Stocker for 33 yards (tackle by Patrick Robinson),2.260,4.440
2,13:26,1,10,NOR 17,7,20,"Josh Freeman pass complete short left to Vincent Jackson for 17 yards, touchdown",4.440,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,13:26,,,NOR 2,7,21,Connor Barth kicks extra point good,0.000,0.000
2,13:18,,,TAM 35,7,21,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,13:18,1,10,NOR 20,7,21,Mark Ingram right guard for no gain (tackle by Lavonte David and George Johnson),0.280,-0.270
2,12:43,2,10,NOR 20,7,21,Drew Brees pass incomplete short right intended for Pierre Thomas,-0.270,-0.960
2,12:38,3,10,NOR 20,7,21,Drew Brees pass complete short middle to Lance Moore for 13 yards (tackle by Lavonte David),-0.960,1.140
2,12:05,1,10,NOR 33,7,21,Pierre Thomas left guard for 1 yard (tackle by Gerald McCoy),1.140,0.730
2,11:28,2,9,NOR 34,7,21,Drew Brees pass complete short right to Devery Henderson for 30 yards (tackle by Ronde Barber),0.730,3.180
2,10:57,1,10,TAM 36,7,21,Darren Sproles up the middle for 9 yards (tackle by Mark Barron),3.180,3.850
2,10:23,2,1,TAM 27,7,21,Drew Brees pass complete short left to Marques Colston for 17 yards (tackle by Mark Barron),3.850,4.910
2,10:11,1,10,TAM 10,7,21,Mark Ingram up the middle for 1 yard (tackle by Mason Foster),4.910,4.380
2,9:34,2,9,TAM 9,13,21,"Drew Brees pass complete short right to Darren Sproles for 9 yards, touchdown",4.380,7.000
2,9:34,,,TAM 2,14,21,Garrett Hartley kicks extra point good,0.000,0.000
2,9:24,,,NOR 35,14,21,"Thomas Morstead kicks off 73 yards, returned by Arrelious Benn for 16 yards (tackle by Ramon Humber)",0.000,-0.380
2,9:20,1,10,TAM 8,14,21,Josh Freeman pass complete short middle to Mike Williams for 17 yards (tackle by Patrick Robinson and Malcolm Jenkins),-0.380,0.610
2,8:32,1,10,TAM 25,14,21,Josh Freeman pass incomplete short middle intended for LeGarrette Blount,0.610,0.060
2,8:27,2,10,TAM 25,14,21,LeGarrette Blount left guard for no gain (tackle by Curtis Lofton),0.060,-0.620
2,7:42,3,10,TAM 25,14,21,Josh Freeman pass incomplete short right intended for Vincent Jackson (defended by Cameron Jordan),-0.620,-1.700
2,7:37,4,10,TAM 25,14,21,"Penalty on Martez Wilson: Defensive Offside, 5 yards (no play)",-1.700,-1.370
2,7:37,4,5,TAM 30,14,21,"Michael Koenen punts 54 yards, returned by Darren Sproles for 21 yards (tackle by Cody Grimm). Penalty on Junior Galette: Offensive Holding, 10 yards",-1.370,-0.340
2,7:20,1,10,NOR 21,14,21,Drew Brees pass complete short left to Lance Moore for 13 yards (tackle by Eric Wright),0.340,1.200
2,6:46,1,10,NOR 34,14,21,Pierre Thomas left end for 6 yards (tackle by Eric Wright and Daniel Te'o-Nesheim),1.200,1.470
2,6:12,2,4,NOR 40,14,21,Pierre Thomas up the middle for -4 yards (tackle by Lavonte David),1.470,0.230
2,5:31,3,8,NOR 36,14,21,Drew Brees pass complete deep middle to Lance Moore for 16 yards (tackle by Ronde Barber),0.230,2.390
2,4:47,1,10,TAM 48,20,21,"Drew Brees pass complete deep right to Joe Morgan for 48 yards, touchdown",2.390,7.000
2,4:47,,,TAM 2,21,21,Garrett Hartley kicks extra point good,0.000,0.000
2,4:35,,,NOR 35,21,21,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
2,4:35,1,10,TAM 20,21,21,Doug Martin left end for 8 yards (tackle by Roman Harper),0.280,0.810
2,4:01,2,2,TAM 28,21,21,Josh Freeman pass complete short left to Mike Williams for 6 yards (tackle by Patrick Robinson),0.810,1.200
2,3:23,1,10,TAM 34,21,21,Doug Martin left guard for 1 yard (tackle by Will Smith),1.200,0.790
2,2:40,2,9,TAM 35,21,21,Josh Freeman pass incomplete short right intended for Tiquan Underwood,0.790,0.100
2,2:35,3,9,TAM 35,21,21,Josh Freeman pass complete short left to DJ Ware for 6 yards (tackle by Roman Harper),0.100,-0.650
2,2:00,4,3,TAM 41,21,21,"Michael Koenen punts 31 yards, fair catch by Darren Sproles",-0.650,-0.810
2,1:53,1,10,NOR 28,21,21,Darren Sproles up the middle for -3 yards (tackle by Michael Bennett),0.810,-0.140
2,1:34,2,13,NOR 25,21,21,Drew Brees pass complete short left to Darren Sproles for 8 yards,-0.140,0.230
2,1:26,3,5,NOR 33,21,21,Drew Brees pass complete short middle to Lance Moore for 13 yards (tackle by E.J. Biggers),0.230,1.990
2,1:08,1,10,NOR 46,21,21,Drew Brees pass complete short middle to David Thomas for 7 yards (tackle by Ronde Barber),1.990,2.400
2,0:45,2,3,TAM 47,21,21,Drew Brees pass incomplete short left intended for Joe Morgan,2.400,1.690
2,0:38,3,3,TAM 47,21,21,Drew Brees pass complete short left to Lance Moore for 9 yards (tackle by Brandon McDonald),1.690,3.050
2,0:38,1,10,TAM 38,21,21,Drew Brees spiked the ball,3.050,2.510
2,0:26,2,10,TAM 38,21,21,Drew Brees pass complete deep left to Lance Moore for 18 yards,2.510,4.240
2,0:21,1,10,TAM 20,27,21,"Drew Brees pass complete deep middle to David Thomas for 20 yards, touchdown",4.240,7.000
2,0:21,,,TAM 2,28,21,Garrett Hartley kicks extra point good,0.000,0.000
2,0:15,,,NOR 35,28,21,"Thomas Morstead kicks off 59 yards, out of bounds",0.000,1.600
2,0:15,1,10,TAM 40,28,21,Josh Freeman sacked by Junior Galette for -5 yards,1.600,0.380
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,28,21,"Thomas Morstead kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,28,21,Doug Martin left end for 1 yard (tackle by Sedrick Ellis),0.280,-0.130
3,14:21,2,9,TAM 21,28,21,Josh Freeman pass complete short right to Vincent Jackson for 14 yards (tackle by Jonathan Casillas),-0.130,1.270
3,13:35,1,10,TAM 35,28,21,Doug Martin right guard for 11 yards (tackle by Scott Shanle),1.270,1.990
3,12:58,1,10,TAM 46,28,21,Doug Martin up the middle for -2 yards (tackle by Curtis Lofton),1.990,1.180
3,12:19,2,12,TAM 44,28,21,"Josh Freeman pass incomplete short right intended for Mike Williams. Penalty on Jamon Meredith: Illegal Use of Hands, 10 yards (no play)",1.180,-0.170
3,12:13,2,22,TAM 34,28,21,Doug Martin left tackle for 11 yards (tackle by Malcolm Jenkins),-0.170,0.630
3,11:26,3,11,TAM 45,28,21,Josh Freeman pass complete deep right to Vincent Jackson for 28 yards (tackle by Jabari Greer),0.630,3.780
3,10:40,1,10,NOR 27,28,21,Doug Martin right tackle for -4 yards (tackle by Malcolm Jenkins),3.780,2.690
3,9:50,2,14,NOR 31,28,21,LeGarrette Blount left guard for -2 yards (tackle by Junior Galette),2.690,1.750
3,9:04,3,16,NOR 33,28,21,Josh Freeman pass complete short middle to Dallas Clark for 9 yards (tackle by Curtis Lofton),1.750,1.870
3,8:21,4,7,NOR 24,28,21,Connor Barth 42 yard field goal no good,1.870,-1.070
3,8:15,1,10,NOR 32,28,21,Pierre Thomas left guard for 4 yards (tackle by Lavonte David and Mason Foster),1.070,1.070
3,7:42,2,6,NOR 36,28,21,Drew Brees pass incomplete deep left intended for Joe Morgan (defended by Mark Barron),1.070,0.370
3,7:32,3,6,NOR 36,28,21,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Eric Wright),0.370,-0.980
3,7:28,4,6,NOR 36,28,21,"Thomas Morstead punts 33 yards, out of bounds. Penalty on E.J. Biggers: Running Into the Kicker, 5 yards (no play)",-0.980,-0.650
3,7:19,4,1,NOR 41,28,21,"Thomas Morstead punts 55 yards, out of bounds",-0.650,0.380
3,7:09,1,10,TAM 4,28,21,Doug Martin left guard for no gain (tackle by Tom Johnson),-0.380,-0.780
3,6:39,2,10,TAM 4,28,21,Josh Freeman pass complete deep left to Vincent Jackson for 95 yards (tackle by Malcolm Jenkins),-0.780,6.970
3,5:41,1,1,NOR 1,28,21,LeGarrette Blount left guard for -1 yards (tackle by Sedrick Ellis),6.970,5.720
3,4:59,2,2,NOR 2,28,21,LeGarrette Blount right guard for 1 yard (tackle by Roman Harper),5.720,5.170
3,4:16,3,1,NOR 1,28,21,LeGarrette Blount left tackle for no gain (tackle by Malcolm Jenkins),5.170,3.550
3,3:34,4,1,NOR 1,28,21,Josh Freeman right end for -4 yards (tackle by Will Herring),3.550,0.380
3,3:24,1,10,NOR 5,28,21,Pierre Thomas up the middle for 3 yards (tackle by Daniel Te'o-Nesheim),-0.380,-0.560
3,2:56,2,7,NOR 8,28,21,Drew Brees pass complete short left to Jed Collins for 1 yard (tackle by Lavonte David),-0.560,-0.950
3,2:10,3,6,NOR 9,28,21,Drew Brees pass complete deep right to Lance Moore for 35 yards (tackle by Mark Barron),-0.950,1.860
3,1:44,1,10,NOR 44,28,21,Mark Ingram up the middle for 10 yards (tackle by Mark Barron and Ronde Barber). Penalty on Gary Gibson: Defensive Offside (Declined),1.860,2.520
3,1:25,1,10,TAM 46,28,21,Darren Sproles left end for 12 yards (tackle by Mark Barron),2.520,3.310
3,0:57,1,10,TAM 34,28,21,Drew Brees pass complete short left to Marques Colston for 4 yards (tackle by Eric Wright),3.310,3.310
3,0:25,2,6,TAM 30,28,21,Pierre Thomas left guard for -3 yards (tackle by Lavonte David and Roy Miller),3.310,2.210
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,TAM 33,28,21,Drew Brees pass incomplete short right intended for David Thomas (defended by Lavonte David),2.210,1.150
4,14:54,4,9,TAM 33,28,21,"Penalty on TAM: Unsportsmanlike Conduct, 15 yards (no play)",1.150,4.370
4,14:54,1,10,TAM 18,28,21,"Penalty on David Thomas: False Start, 5 yards (no play)",4.370,4.040
4,14:54,1,15,TAM 23,28,21,Drew Brees pass complete short left to Darren Sproles for 8 yards (tackle by Lavonte David),4.040,4.250
4,14:18,2,7,TAM 15,28,21,Drew Brees pass incomplete short left intended for David Thomas,4.250,3.460
4,14:13,3,7,TAM 15,28,21,Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Eric Wright),3.460,6.060
4,13:31,1,5,TAM 5,34,21,"Pierre Thomas right guard for 5 yards, touchdown",6.060,7.000
4,13:31,,,TAM 2,35,21,Garrett Hartley kicks extra point good,0.000,0.000
4,13:23,,,NOR 35,35,21,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
4,13:23,1,10,TAM 20,35,21,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Will Smith),0.280,-0.270
4,13:19,2,10,TAM 20,35,21,Doug Martin left guard for 3 yards (tackle by Junior Galette),-0.270,-0.560
4,12:43,3,7,TAM 23,35,21,Josh Freeman pass complete short middle to Mike Williams for 5 yards (tackle by Jabari Greer),-0.560,-1.500
4,12:02,4,2,TAM 28,35,21,"Michael Koenen punts 41 yards, out of bounds",-1.500,-1.000
,,,,,,,"NOR challenged the runner was in bounds ruling, and the original play was overturned.",,
4,11:48,1,10,NOR 31,35,21,Pierre Thomas up the middle for -1 yards (tackle by Mason Foster),1.000,0.320
4,11:15,2,11,NOR 30,35,21,Mark Ingram right guard for 3 yards (tackle by Roy Miller),0.320,0.040
4,10:40,3,8,NOR 33,35,21,Drew Brees pass incomplete short middle intended for Lance Moore (defended by E.J. Biggers),0.040,-1.180
4,10:33,4,8,NOR 33,35,21,"Thomas Morstead punts 48 yards, fair catch by Roscoe Parrish. Penalty on TAM: Illegal Formation (Declined)",-1.180,-0.150
4,10:28,1,10,TAM 19,35,21,Josh Freeman pass complete short right to Doug Martin for 14 yards (tackle by Isa Abdul-Quddus),0.150,1.140
4,9:40,1,10,TAM 33,35,21,Josh Freeman pass incomplete deep right intended for Vincent Jackson (defended by Jabari Greer),1.140,0.590
4,9:34,2,10,TAM 33,35,21,"Josh Freeman pass complete short right to Doug Martin for 18 yards (tackle by Malcolm Jenkins and Isa Abdul-Quddus). Penalty on Malcolm Jenkins: Face Mask (15 Yards), 15 yards",0.590,3.310
4,9:01,1,10,NOR 34,35,21,Josh Freeman pass complete deep middle to Tiquan Underwood for 22 yards (tackle by Isa Abdul-Quddus),3.310,4.780
4,8:14,1,10,NOR 12,35,21,"Josh Freeman pass complete short middle to Doug Martin for 7 yards (tackle by Curtis Lofton). Penalty on Demar Dotson: Illegal Use of Hands, 10 yards (no play)",4.780,4.110
4,7:53,1,20,NOR 22,35,21,Doug Martin up the middle for no gain (tackle by Junior Galette),4.110,2.870
4,7:06,2,20,NOR 22,35,21,Josh Freeman pass incomplete short middle intended for Tiquan Underwood (defended by Patrick Robinson),2.870,2.210
4,7:06,3,20,NOR 22,35,21,"Penalty on Josh Freeman: Delay of Game, 5 yards (no play)",2.210,1.550
4,7:00,3,25,NOR 27,35,21,"Josh Freeman pass incomplete deep right intended for Vincent Jackson (defended by Corey White). Penalty on Roman Harper: Illegal Contact, 5 yards (no play)",1.550,4.110
4,6:52,1,10,NOR 22,35,21,Josh Freeman pass incomplete deep right intended for Mike Williams,4.110,3.560
4,6:45,2,10,NOR 22,35,21,"Josh Freeman pass incomplete deep middle intended for Dallas Clark. Penalty on Roman Harper: Illegal Contact, 5 yards (no play)",3.560,4.440
4,6:39,1,10,NOR 17,35,21,Josh Freeman pass incomplete short right intended for Vincent Jackson,4.440,3.850
4,6:31,2,10,NOR 17,35,21,Josh Freeman pass incomplete deep left intended for Vincent Jackson,3.850,3.070
4,6:26,3,10,NOR 17,35,21,"Penalty on Vincent Jackson: False Start, 5 yards (no play)",3.070,2.540
4,6:26,3,15,NOR 22,35,21,Josh Freeman pass complete short right to Doug Martin for 5 yards (tackle by Tom Johnson),2.540,2.310
4,5:42,4,10,NOR 17,35,21,Josh Freeman pass complete short right to Dallas Clark for 15 yards (tackle by Jabari Greer),2.310,6.740
4,5:03,1,2,NOR 2,35,21,Doug Martin left guard for -1 yards (tackle by Will Smith and Patrick Robinson),6.740,5.530
4,4:22,2,3,NOR 3,35,21,Josh Freeman pass incomplete short left intended for Mike Williams,5.530,4.720
4,4:16,3,3,NOR 3,35,27,"Josh Freeman pass complete short middle to Dallas Clark for 3 yards, touchdown. Penalty on Curtis Lofton: Defensive Holding (Declined)",4.720,7.000
4,4:16,,,NOR 2,35,28,Connor Barth kicks extra point good,0.000,0.000
4,4:10,,,TAM 35,35,28,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,4:10,1,10,NOR 20,35,28,Pierre Thomas left guard for 5 yards (tackle by Mason Foster),0.280,0.410
4,3:41,2,5,NOR 25,35,28,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Brandon McDonald),0.410,0.230
4,2:58,3,1,NOR 29,35,28,Mark Ingram up the middle for 3 yards (tackle by Eric Wright),0.230,0.000
4,2:51,,,,35,28,Timeout #1 by Tampa Bay Buccaneers,0.000,1.070
4,2:51,1,10,NOR 32,35,28,Pierre Thomas up the middle for 5 yards (tackle by Mark Barron),1.070,0.000
4,2:45,,,,35,28,Timeout #2 by Tampa Bay Buccaneers,0.000,1.200
4,2:45,2,5,NOR 37,35,28,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by E.J. Biggers),1.200,0.000
4,2:39,,,,35,28,Timeout #3 by Tampa Bay Buccaneers,0.000,0.760
4,2:39,3,3,NOR 39,35,28,Darren Sproles right end for 1 yard (tackle by Ronde Barber),0.760,0.000
4,2:00,,,,35,28,Timeout #1 by New Orleans Saints,0.000,-0.720
4,2:00,4,2,NOR 40,35,28,"Thomas Morstead punts 45 yards, returned by Roscoe Parrish for 6 yards (tackle by Rafael Bush)",-0.720,-0.340
4,1:50,1,10,TAM 21,35,28,Josh Freeman pass complete deep middle to Vincent Jackson for 38 yards (tackle by Malcolm Jenkins),0.340,2.850
4,1:25,1,10,NOR 41,35,28,Josh Freeman pass complete short left to Dallas Clark for 15 yards (tackle by Patrick Robinson),2.850,3.840
4,1:18,1,10,NOR 26,35,28,Josh Freeman pass incomplete deep right intended for Tiquan Underwood,3.840,3.300
4,1:12,2,10,NOR 26,35,28,Josh Freeman pass incomplete short left intended for Dallas Clark,3.300,2.610
4,1:07,3,10,NOR 26,35,28,Josh Freeman pass complete short left to Dallas Clark for 9 yards (tackle by Roman Harper),2.610,2.460
4,0:31,4,1,NOR 17,35,28,Josh Freeman pass complete short left to Vincent Jackson for 8 yards (tackle by Malcolm Jenkins),2.460,5.140
4,0:17,1,9,NOR 9,35,28,Josh Freeman spiked the ball,5.140,4.380
4,0:17,2,9,NOR 9,35,28,Josh Freeman pass incomplete short right intended for Tiquan Underwood,4.380,3.360
4,0:11,3,9,NOR 9,35,28,Josh Freeman pass incomplete short middle intended for Vincent Jackson,3.360,0.000
4,0:05,,,,35,28,Timeout #2 by New Orleans Saints,0.000,2.830
4,0:05,4,9,NOR 9,35,28,Josh Freeman pass complete short left to Mike Williams for 9 yards. Penalty on Mike Williams: Illegal Touch Pass (no play),2.830,4.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
