Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,Devonta Freeman right tackle for 2 yards (tackle by Mario Addison),0.610,0.330
1,14:28,2,8,ATL 27,0,0,Matt Ryan pass complete short right to Calvin Ridley for 18 yards (tackle by Donte Jackson),0.330,1.930
1,13:55,1,10,ATL 45,0,0,"Penalty on Gerald McCoy: Neutral Zone Infraction, 5 yards (no play)",1.930,2.660
1,13:42,1,5,ATL 50,0,0,Matt Ryan pass complete short right to Devonta Freeman for 2 yards (tackle by Eric Reid),2.660,2.330
1,13:03,2,3,CAR 48,0,0,"Penalty on Wes Schweitzer: False Start, 5 yards (no play)",2.330,1.650
1,12:48,2,8,ATL 47,0,0,Devonta Freeman right tackle for 10 yards (tackle by Shaq Thompson),1.650,2.720
1,12:15,1,10,CAR 43,0,0,Devonta Freeman right tackle for 4 yards (tackle by Donte Jackson),2.720,2.720
1,11:39,2,6,CAR 39,0,0,Matt Ryan pass incomplete short left intended for Austin Hooper,2.720,2.010
1,11:35,3,6,CAR 39,0,0,Matt Ryan pass incomplete short right intended for Russell Gage,2.010,0.660
1,11:31,4,6,CAR 39,0,0,"Penalty on Brian Hill: False Start, 5 yards (no play)",0.660,0.330
1,11:31,4,11,CAR 44,0,0,"Ryan Allen punts 44 yards, touchback.. Penalty on Christian Blake: Illegal Touch Kick",0.330,-0.280
1,11:23,1,10,CAR 20,0,0,Christian McCaffrey right guard for -1 yards (tackle by Vic Beasley),0.280,-0.460
1,10:49,2,11,CAR 19,0,0,Reggie Bonnafon right tackle for 6 yards (tackle by Grady Jarrett),-0.460,-0.300
1,10:12,3,5,CAR 25,0,0,Curtis Samuel right guard for -1 yards (tackle by Grady Jarrett),-0.300,-1.770
1,9:25,4,6,CAR 24,0,0,Michael Palardy punts 50 yards downed by Jermaine Carter,-1.770,-0.670
1,9:11,1,10,ATL 26,0,0,Matt Ryan pass complete short middle to Devonta Freeman for 1 yard (tackle by Luke Kuechly),0.670,0.270
1,8:32,2,9,ATL 27,0,0,Matt Ryan pass complete short middle to Russell Gage for 14 yards (tackle by Ross Cockrell),0.270,1.660
1,7:56,1,10,ATL 41,0,0,Devonta Freeman right end for 8 yards (tackle by Marquis Haynes and James Bradberry),1.660,2.200
1,7:37,2,2,ATL 49,0,0,"Devonta Freeman left tackle for 9 yards (tackle by Shaq Thompson). Penalty on Christian Blake: Offensive Holding, 10 yards",2.200,2.070
1,7:19,2,3,ATL 48,0,0,Brian Hill right guard for 7 yards (tackle by Eric Reid and James Bradberry),2.070,2.590
1,6:44,1,10,CAR 45,0,0,Brian Hill right guard for 10 yards (tackle by Eric Reid and Mario Addison),2.590,3.250
1,6:15,1,10,CAR 35,0,0,Matt Ryan sacked by Vernon Butler for -11 yards,3.250,1.220
1,5:35,2,21,CAR 46,0,0,Matt Ryan pass complete short left to Calvin Ridley for 11 yards (tackle by Eric Reid),1.220,2.010
1,4:55,3,10,CAR 35,0,0,Matt Ryan pass complete short left to Devonta Freeman for 11 yards (tackle by Donte Jackson),2.010,3.970
1,4:13,1,10,CAR 24,0,0,Devonta Freeman left end for 2 yards (tackle by Donte Jackson),3.970,3.700
1,3:34,2,8,CAR 22,0,0,Devonta Freeman left guard for 3 yards (tackle by Luke Kuechly),3.700,3.410
1,2:55,3,5,CAR 19,0,0,Matt Ryan pass incomplete short middle intended for Russell Gage (defended by Ross Cockrell),3.410,2.240
1,2:51,4,5,CAR 19,0,3,Younghoe Koo 37 yard field goal good,2.240,3.000
1,2:47,,,ATL 35,0,3,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
1,2:47,1,10,CAR 25,0,3,Curtis Samuel left end for 5 yards (tackle by Tyeler Davison),0.610,0.740
1,2:20,2,5,CAR 30,0,3,Kyle Allen pass complete short right to Christian McCaffrey for 8 yards (tackle by Deion Jones and Kendall Sheffield),0.740,1.470
1,1:45,1,10,CAR 38,0,3,Kyle Allen pass complete short left to Ian Thomas for 19 yards (tackle by Ricardo Allen),1.470,2.720
1,1:07,1,10,ATL 43,0,3,Kyle Allen pass incomplete deep middle intended for D.J. Moore,2.720,2.180
1,1:02,2,10,ATL 43,0,3,Christian McCaffrey right guard for 11 yards (tackle by Damontae Kazee and Takkarist McKinley),2.180,3.450
1,0:22,1,10,ATL 32,0,3,Kyle Allen pass incomplete short right intended for Christian McCaffrey (defended by Deion Jones),3.450,2.900
1,0:18,2,10,ATL 32,0,3,Kyle Allen right end for 4 yards (tackle by Ricardo Allen),2.900,2.740
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,ATL 28,0,3,Kyle Allen pass incomplete short left intended for Ian Thomas,2.740,1.610
2,14:56,4,6,ATL 28,3,3,Joey Slye 46 yard field goal good,1.610,3.000
2,14:51,,,CAR 35,3,3,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,14:51,1,10,ATL 25,3,3,Matt Ryan pass complete short right to Austin Hooper for 14 yards (tackle by Eric Reid),0.610,1.530
2,14:26,1,10,ATL 39,3,3,Devonta Freeman left guard for 1 yard (tackle by Eric Reid and Mario Addison),1.530,1.120
2,13:48,2,9,ATL 40,3,3,Devonta Freeman left guard for 9 yards (tackle by Luke Kuechly),1.120,2.190
2,13:05,1,10,ATL 49,3,3,Devonta Freeman left end for 7 yards (tackle by Luke Kuechly),2.190,2.590
2,12:28,2,3,CAR 44,3,3,Brian Hill left end for 1 yard (tackle by Eric Reid),2.590,2.010
2,11:47,3,2,CAR 43,3,3,Matt Ryan pass complete short left to Devonta Freeman for -4 yards (tackle by Shaq Thompson),2.010,0.130
2,11:03,4,6,CAR 47,3,3,"Ryan Allen punts 37 yards, fair catch by Greg Dortch at CAR-10",0.130,0.380
2,10:55,1,10,CAR 10,3,3,Christian McCaffrey left guard for 2 yards (tackle by Grady Jarrett),-0.380,-0.630
2,10:16,2,8,CAR 12,3,3,Kyle Allen pass complete short left to Christian McCaffrey for 8 yards (tackle by De'Vondre Campbell),-0.630,0.280
