Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian McCaffrey,CAR,12,11,82,0,5,-16,-1.5,98,8.9,-1.2,3,3.7,0,0.0,0,95.1
Ian Thomas,CAR,10,5,57,1,4,24,4.8,33,6.6,11.8,0,,1,10.0,1,61.2
D.J. Moore,CAR,6,4,81,0,4,60,15.0,21,5.3,14.7,1,4.0,0,0.0,0,109.7
Jarius Wright,CAR,5,4,30,0,1,17,4.3,13,3.3,13.4,0,,0,0.0,1,52.1
Curtis Samuel,CAR,4,2,25,0,2,12,6.0,13,6.5,20.8,1,2.0,0,0.0,0,69.8
Chris Manhertz,CAR,1,1,11,0,1,2,2.0,9,9.0,2.0,0,,0,0.0,0,112.5
Brandon Zylstra,CAR,2,1,7,0,1,6,6.0,1,1.0,16.5,0,,0,0.0,0,58.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julio Jones,ATL,8,5,66,0,3,46,9.2,20,4.0,14.1,2,2.5,0,0.0,0,88.5
Calvin Ridley,ATL,5,5,76,1,4,64,12.8,12,2.4,12.8,0,,0,0.0,0,158.3
Devonta Freeman,ATL,4,4,10,0,1,-7,-1.8,17,4.3,-1.8,0,,0,0.0,0,79.2
Russell Gage,ATL,4,2,17,0,1,8,4.0,9,4.5,4.8,0,,0,0.0,0,61.5
Austin Hooper,ATL,6,2,32,0,2,15,7.5,17,8.5,9.0,0,,0,0.0,0,52.1
Justin Hardy,ATL,1,1,19,0,1,10,10.0,9,9.0,10.0,0,,0,0.0,0,118.7
Olamide Zaccheaus,ATL,2,1,93,1,1,40,40.0,53,53.0,25.0,1,1.0,0,0.0,0,135.4
Luke Stocker,ATL,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6
