Player,Pos
Aaron Rodgers,QB
Ryan Grant,RB
Donald Driver,WR
Greg Jennings,WR
Tom Crabtree,TE
Jermichael Finley,TE
Chad Clifton,LT
T.J. Lang,LG
Scott Wells,C
Josh Sitton,RG
Marshall Newhouse,RT
Ryan Pickett,LDE
B.J. Raji,NT
Jarius Wynn,RDE
Clay Matthews,LOLB
Desmond Bishop,MLB
A.J. Hawk,BLB
Erik Walden,ROLB
Charles Woodson,LCB
Tramon Williams,RCB
Charlie Peprah,SS
Morgan Burnett,FS
