Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,7:51,3,8,ATL 43,0,14,Aaron Rodgers pass complete deep right to Greg Jennings for 39 yards (tackle by Christopher Owens),1.620,6.280
2,7:25,,,,0,14,Timeout #2 by Atlanta Falcons,0.000,6.280
2,7:25,1,4,ATL 4,0,14,James Starks right guard for 2 yards (tackle by Kroy Biermann and Curtis Lofton),6.280,5.720
2,6:43,2,2,ATL 2,0,14,Aaron Rodgers sacked by Sean Weatherspoon for -11 yards,5.720,3.060
2,6:03,3,13,ATL 13,0,14,Aaron Rodgers sacked by Lawrence Sidbury for -1 yards,3.060,2.510
2,5:29,4,14,ATL 14,3,14,Mason Crosby 32 yard field goal good,2.510,3.000
2,,,,GNB 35,3,14,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,5:26,1,10,ATL 20,3,14,Matt Ryan pass incomplete short middle intended for Roddy White,0.280,-0.270
2,5:23,2,10,ATL 20,3,14,Matt Ryan pass incomplete short left intended for Tony Gonzalez,-0.270,-0.960
2,5:19,3,10,ATL 20,3,14,"Matt Ryan pass complete deep left to Harry Douglas for 47 yards (tackle by Sam Shields). Penalty on Tyson Clabo: Offensive Holding, 10 yards (no play)",-0.960,-2.590
2,4:38,3,20,ATL 10,3,14,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Erik Walden),-2.590,-2.490
2,4:32,4,20,ATL 10,3,14,"Matt Bosher punts 35 yards, returned by Randall Cobb for 1 yard (tackle by Christopher Owens)",-2.490,-2.650
2,4:22,1,10,ATL 44,3,14,Aaron Rodgers pass complete short right to Tom Crabtree for 15 yards (tackle by Brent Grimes and James Sanders),2.650,3.640
2,3:41,1,10,ATL 29,3,14,Aaron Rodgers pass complete short right to Jordy Nelson for 1 yard (tackle by Brent Grimes),3.640,3.240
2,3:05,2,9,ATL 28,3,14,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Dunta Robinson),3.240,3.470
2,2:19,3,2,ATL 21,3,14,Aaron Rodgers pass complete short right to Alex Green for 6 yards (tackle by Curtis Lofton),3.470,4.580
2,2:00,1,10,ATL 15,3,14,Aaron Rodgers pass complete short right to James Starks for 8 yards (tackle by Curtis Lofton),4.580,5.410
2,1:19,2,2,ATL 7,3,14,Ryan Grant left tackle for no gain (tackle by Curtis Lofton and Sean Weatherspoon),5.410,4.680
2,0:34,3,2,ATL 7,3,14,"Aaron Rodgers up the middle for 5 yards (tackle by Kelvin Hayden). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",4.680,2.980
2,0:18,,,,3,14,Timeout #2 by Green Bay Packers,0.000,2.980
2,0:18,3,12,ATL 17,3,14,Aaron Rodgers pass incomplete deep middle intended for Jermichael Finley,2.980,2.310
2,0:13,4,12,ATL 17,6,14,Mason Crosby 35 yard field goal good,2.310,3.000
2,,,,GNB 35,6,14,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,0:08,1,10,ATL 20,6,14,Matt Ryan kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,6,14,"Matt Bosher kicks off 70 yards, returned by Randall Cobb for 23 yards (tackle by Eric Weems)",0.000,0.040
3,14:54,1,10,GNB 18,6,14,Aaron Rodgers sacked by Corey Peters for -7 yards,0.040,-1.290
3,14:18,2,17,GNB 11,6,14,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Brent Grimes),-1.290,-2.240
3,14:12,3,17,GNB 11,6,14,Aaron Rodgers pass complete short left to James Jones for 11 yards (tackle by Sean Weatherspoon),-2.240,-1.900
3,13:33,4,6,GNB 22,6,14,"Tim Masthay punts 42 yards, returned by Eric Weems for 3 yards (tackle by Ryan Taylor)",-1.900,-1.530
3,12:53,1,10,ATL 39,6,14,"Michael Turner left tackle for 3 yards (tackle by B.J. Raji). Penalty on Erik Walden: Illegal Use of Hands, 5 yards",1.530,2.060
3,12:48,1,10,ATL 47,6,14,Michael Turner left end for 5 yards (tackle by Charles Woodson and Charlie Peprah),2.060,2.190
3,12:13,2,5,GNB 48,6,14,Michael Turner left guard for 2 yards (tackle by B.J. Raji and C.J. Wilson),2.190,1.750
3,11:30,3,3,GNB 46,6,14,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Tramon Williams),1.750,3.050
3,10:44,1,10,GNB 38,6,14,Jason Snelling left guard for 2 yards (tackle by Charlie Peprah),3.050,2.780
3,10:00,2,8,GNB 36,6,14,Matt Ryan pass complete short left to Tony Gonzalez for 6 yards (tackle by Ryan Pickett),2.780,2.870
3,9:20,3,2,GNB 30,6,14,"Jason Snelling up the middle for 1 yard (tackle by Desmond Bishop). Penalty on Tyson Clabo: Illegal Use of Hands, 10 yards (no play)",2.870,1.550
3,8:55,3,12,GNB 40,6,14,Matt Ryan pass incomplete short right intended for Jacquizz Rodgers,1.550,0.590
3,8:49,4,12,GNB 40,6,14,"Matt Bosher punts 24 yards, fair catch by Randall Cobb",0.590,0.140
3,8:41,1,10,GNB 16,6,14,James Starks right end for -1 yards (tackle by Corey Peters),-0.140,-0.780
3,7:59,2,11,GNB 15,6,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by James Sanders),-0.780,-1.470
3,7:53,3,11,GNB 15,6,14,Aaron Rodgers pass complete short right to James Jones for 30 yards (tackle by James Sanders),-1.470,1.930
3,7:10,1,10,GNB 45,6,14,Aaron Rodgers pass complete short left to James Starks for 11 yards (tackle by Curtis Lofton),1.930,2.650
3,6:26,1,10,ATL 44,6,14,Aaron Rodgers pass incomplete short right intended for Jermichael Finley (defended by Kelvin Hayden),2.650,2.110
3,6:21,2,10,ATL 44,6,14,Aaron Rodgers pass complete short left to Donald Driver for 5 yards (tackle by Dunta Robinson and Stephen Nicholas),2.110,2.080
3,5:38,3,5,ATL 39,6,14,Aaron Rodgers pass incomplete short middle intended for Donald Driver,2.080,0.660
3,5:33,4,5,ATL 39,9,14,Mason Crosby 56 yard field goal good,0.660,3.000
3,,,,GNB 35,9,14,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,5:28,1,10,ATL 20,9,14,"Matt Ryan pass complete short middle to Tony Gonzalez for 15 yards (tackle by A.J. Hawk). Penalty on Julio Jones: Illegal Formation, 5 yards (no play)",0.280,-0.310
3,4:56,1,15,ATL 15,9,14,Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Charlie Peprah),-0.310,0.540
3,4:15,2,4,ATL 26,9,14,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Sam Shields),0.540,-0.160
3,4:09,3,4,ATL 26,9,14,Matt Ryan pass incomplete short left intended for Harry Douglas,-0.160,-1.630
3,4:04,4,4,ATL 26,9,14,"Matt Bosher punts 47 yards, returned by Randall Cobb for 3 yards (tackle by Mike Peterson)",-1.630,-0.940
3,3:53,1,10,GNB 30,15,14,"Aaron Rodgers pass complete deep right to James Jones for 70 yards, touchdown",0.940,7.000
3,,,,,15,14,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Jermichael Finley, conversion fails",1.000,-1.000
3,,,,GNB 35,15,14,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,3:42,1,10,ATL 20,15,14,Michael Turner right guard for no gain (tackle by Desmond Bishop),0.280,-0.270
3,2:59,2,10,ATL 20,15,14,Matt Ryan pass incomplete short right intended for Roddy White,-0.270,-0.960
3,2:54,3,10,ATL 20,15,14,"Matt Ryan up the middle for 9 yards (tackle by Erik Walden). Penalty on Roddy White: Unsportsmanlike Conduct, 14 yards",-0.960,-2.440
3,2:21,4,15,ATL 15,15,14,"Matt Bosher punts 38 yards, fair catch by Randall Cobb. Penalty on GNB: Unsportsmanlike Conduct, 15 yards",-2.440,-1.070
3,2:12,1,10,GNB 32,15,14,Aaron Rodgers pass incomplete,1.070,0.530
3,2:03,2,10,GNB 32,15,14,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Kelvin Hayden),0.530,-0.160
3,1:57,3,10,GNB 32,15,14,Aaron Rodgers pass complete short middle to Jermichael Finley for 22 yards (tackle by Thomas DeCoud),-0.160,2.520
3,1:08,,,,15,14,Timeout #1 by Green Bay Packers,0.000,2.520
3,1:08,1,10,ATL 46,15,14,Aaron Rodgers pass incomplete short right intended for James Starks,2.520,1.980
3,1:03,2,10,ATL 46,15,14,Aaron Rodgers pass complete short middle to Jermichael Finley for 7 yards (tackle by Sean Weatherspoon and Curtis Lofton),1.980,2.210
3,0:31,3,3,ATL 39,15,14,Aaron Rodgers pass complete short right to Randall Cobb for 10 yards (tackle by Brent Grimes),2.210,3.640
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 29,21,14,"Aaron Rodgers pass complete short middle to Greg Jennings for 29 yards, touchdown",3.640,7.000
4,,,,ATL 2,22,14,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,22,14,"Mason Crosby kicks off 71 yards, returned by Eric Weems for 28 yards (tackle by Tom Crabtree)",0.000,0.410
4,14:42,1,10,ATL 22,22,14,Matt Ryan pass incomplete deep left intended for Julio Jones,0.410,-0.130
4,14:36,2,10,ATL 22,22,14,Matt Ryan pass complete short right to Harry Douglas for 3 yards (tackle by A.J. Hawk),-0.130,-0.430
4,13:53,3,7,ATL 25,22,14,Matt Ryan pass incomplete deep right intended for Harry Douglas (defended by Tramon Williams),-0.430,-1.700
,,,,,,,"GNB challenged the pass completion ruling, and the original play was overturned.",,
4,13:47,4,7,ATL 25,22,14,"Matt Bosher punts 45 yards, fair catch by Randall Cobb",-1.700,-0.940
4,13:39,1,10,GNB 30,22,14,Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Brent Grimes),0.940,1.610
4,13:00,2,1,GNB 39,22,14,James Starks left end for 3 yards (tackle by Corey Peters),1.610,1.730
4,12:55,1,10,GNB 42,22,14,"Penalty on GNB: Illegal Substitution, 5 yards (no play)",1.730,1.400
4,12:15,1,15,GNB 37,22,14,Aaron Rodgers pass complete short left to Greg Jennings for 4 yards (tackle by Thomas DeCoud),1.400,1.050
4,11:33,2,11,GNB 41,22,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,1.050,0.370
4,11:27,,,,22,14,Timeout #1 by Atlanta Falcons,0.000,0.370
4,11:27,3,11,GNB 41,22,14,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley,0.370,-0.650
4,11:16,4,11,GNB 41,22,14,"Tim Masthay punts 43 yards, fair catch by Eric Weems",-0.650,0.140
4,11:12,1,10,ATL 16,22,14,"Michael Turner right guard for 2 yards (tackle by Clay Matthews). Penalty on A.J. Hawk: Unnecessary Roughness, 15 yards",-0.140,1.140
4,10:45,1,10,ATL 33,22,14,Matt Ryan pass complete short right to Eric Weems for 4 yards (tackle by A.J. Hawk),1.140,1.130
4,10:13,2,6,ATL 37,22,14,Matt Ryan pass complete deep right to Tony Gonzalez for 23 yards (tackle by Desmond Bishop and Charlie Peprah),1.130,2.920
4,9:27,1,10,GNB 40,22,14,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Morgan Burnett),2.920,2.780
4,8:57,2,7,GNB 37,22,14,Michael Turner up the middle for 8 yards (tackle by Desmond Bishop),2.780,3.640
4,8:16,1,10,GNB 29,22,14,Matt Ryan sacked by Desmond Bishop for -11 yards,3.640,1.620
4,7:42,2,21,GNB 40,22,14,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez is intercepted by Charlie Peprah at GNB-14 and returned for 8 yards (tackle by Tony Gonzalez),1.620,-0.410
4,7:32,1,10,GNB 22,22,14,Aaron Rodgers sacked by Ray Edwards for -8 yards,0.410,-1.330
4,6:56,2,18,GNB 14,22,14,Aaron Rodgers pass complete short right to Randall Cobb for 16 yards (tackle by Brent Grimes),-1.330,0.230
4,6:18,3,2,GNB 30,22,14,Aaron Rodgers pass complete deep middle to Jermichael Finley for 24 yards (tackle by Thomas DeCoud),0.230,2.520
4,5:31,1,10,ATL 46,22,14,James Starks left guard for 1 yard (tackle by Kroy Biermann and Curtis Lofton),2.520,2.110
4,4:46,2,9,ATL 45,22,14,Aaron Rodgers pass complete short left to James Jones for 21 yards (tackle by James Sanders),2.110,3.970
4,3:56,1,10,ATL 24,22,14,James Starks right end for -1 yards (tackle by Sean Weatherspoon),3.970,3.300
4,3:12,2,11,ATL 25,22,14,Ryan Grant left tackle for 8 yards (tackle by James Sanders and Stephen Nicholas),3.300,3.750
4,3:02,,,,22,14,Timeout #2 by Atlanta Falcons,0.000,3.750
4,3:02,3,3,ATL 17,22,14,James Starks left tackle for 5 yards (tackle by Thomas DeCoud and Curtis Lofton),3.750,4.780
4,2:14,1,10,ATL 12,22,14,Ryan Grant left guard for no gain (tackle by Sean Weatherspoon),4.780,4.100
4,2:09,,,,22,14,Timeout #3 by Atlanta Falcons,0.000,4.100
4,2:09,2,10,ATL 12,22,14,Ryan Grant right end for -3 yards (tackle by Kroy Biermann and Stephen Nicholas),4.100,3.000
4,2:00,3,13,ATL 15,22,14,James Starks right guard for 3 yards (tackle by Ray Edwards),3.000,2.630
4,1:14,,,,22,14,Timeout #2 by Green Bay Packers,0.000,2.630
4,1:14,4,10,ATL 12,25,14,Mason Crosby 30 yard field goal good,2.630,3.000
4,,,,GNB 35,25,14,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
4,1:10,1,10,ATL 20,25,14,Matt Ryan pass complete short right to Roddy White for 15 yards,0.280,1.270
4,1:04,1,10,ATL 35,25,14,Matt Ryan pass complete short right to Tony Gonzalez for 12 yards (tackle by Morgan Burnett). Penalty on Desmond Bishop: Defensive Holding (Declined),1.270,2.060
4,0:58,1,10,ATL 47,25,14,Matt Ryan pass complete short right to Tony Gonzalez for 2 yards (tackle by Tramon Williams),2.060,1.790
4,0:58,2,8,ATL 49,25,14,Matt Ryan pass incomplete,1.790,1.090
4,0:48,3,8,ATL 49,25,14,Matt Ryan pass incomplete deep left intended for Roddy White is intercepted by Jarrett Bush at GNB-30 and returned for 35 yards (tackle by Jacquizz Rodgers),1.090,-3.250
4,0:32,1,10,ATL 35,25,14,Aaron Rodgers kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
