Quarter,Time,Tm,Detail,CAR,ATL
2.0,14:54,Falcons,Bijan Robinson 11 yard pass from Desmond Ridder (Younghoe Koo kick),0,7
,5:09,Panthers,Hayden Hurst 4 yard pass from Bryce Young (Eddy Pineiro kick),7,7
3.0,10:46,Panthers,Eddy Pineiro 43 yard field goal,10,7
,4:52,Falcons,Younghoe Koo 49 yard field goal,10,10
4.0,14:12,Falcons,Tyler Allgeier 3 yard rush (Younghoe Koo kick),10,17
,4:48,Falcons,Tyler Allgeier 3 yard rush (Younghoe Koo kick),10,24
