Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
2,12:27,2,18,NWE 30,7,10,Ben Tate up the middle for 3 yards (tackle by Dont'a Hightower),2.480,2.210
2,11:05,3,15,NWE 27,7,10,Case Keenum pass incomplete short right intended for DeAndre Hopkins is intercepted by Logan Ryan at NWE-18 and returned for 2 yards (tackle by DeAndre Hopkins),2.210,-0.280
2,10:56,1,10,NWE 20,7,10,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Kareem Jackson),0.280,0.680
2,10:19,2,3,NWE 27,7,10,LeGarrette Blount right guard for 8 yards (tackle by Eddie Pleasant),0.680,1.270
2,9:44,1,10,NWE 35,7,10,LeGarrette Blount right guard for 8 yards (tackle by Earl Mitchell),1.270,1.800
2,8:58,2,2,NWE 43,7,10,LeGarrette Blount left guard for 1 yard (tackle by J.J. Watt),1.800,1.220
2,8:24,3,1,NWE 44,7,10,James Develin up the middle for 3 yards (tackle by Whitney Mercilus),1.220,2.060
2,7:48,1,10,NWE 47,7,10,Tom Brady pass incomplete deep left intended for Julian Edelman,2.060,1.520
2,7:39,2,10,NWE 47,7,10,Tom Brady pass complete short left to Shane Vereen for 2 yards (tackle by Joe Mays),1.520,1.090
2,6:56,3,8,NWE 49,7,10,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on Brooks Reed: Roughing the Passer, 15 yards (no play)",1.090,3.180
2,6:51,1,10,HOU 36,7,10,LeGarrette Blount up the middle for 3 yards (tackle by Darryl Sharpton),3.180,3.040
2,6:20,2,7,HOU 33,7,10,Shane Vereen up the middle for 2 yards (tackle by Antonio Smith),3.040,2.610
2,5:40,3,5,HOU 31,7,10,Tom Brady sacked by Whitney Mercilus and Jeff Tarpinian for -6 yards,2.610,0.790
2,4:56,4,11,HOU 37,7,10,Stephen Gostkowski 55 yard field goal no good,0.790,-1.930
2,4:50,1,10,HOU 45,7,10,Ben Tate left tackle for 1 yard (tackle by Joe Vellano),1.930,1.520
2,4:12,2,9,HOU 46,7,10,Case Keenum pass complete short middle to Dennis Johnson for 11 yards (tackle by Dont'a Hightower),1.520,2.720
2,3:36,1,10,NWE 43,7,10,Dennis Johnson left tackle for 5 yards (tackle by Rob Ninkovich),2.720,2.850
2,2:54,2,5,NWE 38,7,10,Dennis Johnson left guard for 9 yards (tackle by Logan Ryan),2.850,3.640
2,2:09,1,10,NWE 29,7,10,Case Keenum pass complete short right to Andre Johnson for 9 yards (tackle by Rob Ninkovich),3.640,4.320
2,2:00,2,1,NWE 20,7,10,Case Keenum pass incomplete short right intended for Garrett Graham (defended by Aqib Talib),4.320,3.600
2,1:52,3,1,NWE 20,7,16,"Ben Tate left tackle for 20 yards, touchdown",3.600,7.000
2,1:52,,,NWE 2,7,17,Randy Bullock kicks extra point good,0.000,0.000
2,1:52,,,HOU 35,7,17,"Randy Bullock kicks off 70 yards, returned by Josh Boyce for 20 yards (tackle by Bryan Braman)",0.000,0.220
2,1:40,1,10,NWE 15,7,17,Tom Brady pass complete short left to Danny Amendola for 7 yards (tackle by Brice McCain),-0.220,0.350
2,1:21,2,3,NWE 22,7,17,Tom Brady pass complete short right to Josh Boyce for 6 yards (tackle by Johnathan Joseph),0.350,0.810
2,1:00,1,10,NWE 28,7,17,Tom Brady pass complete short right to Rob Gronkowski for 15 yards (tackle by Shiloh Keo),0.810,0.810
2,0:53,1,10,NWE 28,7,17,Timeout #1 by Houston Texans,0.810,1.800
2,0:53,1,10,NWE 43,7,17,Tom Brady pass complete short right to Shane Vereen for 6 yards (tackle by D.J. Swearinger),1.800,1.800
2,0:46,1,10,NWE 43,7,17,Timeout #1 by New England Patriots,1.800,2.060
2,0:46,2,4,NWE 49,7,17,Tom Brady pass incomplete short right intended for Rob Gronkowski,2.060,1.350
2,0:42,3,4,NWE 49,7,17,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Eddie Pleasant),1.350,-0.130
2,0:37,4,4,NWE 49,7,17,"Ryan Allen punts 51 yards, touchback",-0.130,-0.280
2,0:28,1,10,HOU 20,7,17,Case Keenum kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,17,"Randy Bullock kicks off 65 yards, returned by Josh Boyce for 22 yards (tackle by Elbert Mack)",0.000,-0.410
3,14:54,1,10,NWE 22,7,17,Tom Brady pass complete short middle to Danny Amendola for 16 yards (tackle by Darryl Sharpton),0.410,1.470
3,14:23,1,10,NWE 38,7,17,Shane Vereen left end for -1 yards (tackle by Antonio Smith),1.470,0.790
3,13:43,2,11,NWE 37,7,17,Tom Brady pass complete deep left to Rob Gronkowski for 50 yards (tackle by Darryl Sharpton),0.790,4.710
3,13:15,1,10,HOU 13,7,17,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by D.J. Swearinger),4.710,6.970
3,12:49,1,1,HOU 1,13,17,"James Develin up the middle for 1 yard, touchdown",6.970,7.000
3,12:49,,,HOU 2,14,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,12:49,,,NWE 35,14,17,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,-0.280
3,12:41,1,10,HOU 20,14,17,Case Keenum pass incomplete,0.280,-0.270
3,12:35,2,10,HOU 20,14,17,Ben Tate left guard for 9 yards (tackle by Brandon Spikes),-0.270,-0.270
3,11:59,2,10,HOU 20,14,17,Timeout #1 by New England Patriots,-0.270,0.230
3,11:59,3,1,HOU 29,14,17,Ben Tate left guard for no gain (tackle by Joe Vellano),0.230,-1.440
3,11:24,4,1,HOU 29,14,17,"Shane Lechler punts 55 yards, returned by Julian Edelman for 11 yards (tackle by Justin Tuggle)",-1.440,-0.740
3,11:10,1,10,NWE 27,14,17,Shane Vereen right tackle for 3 yards (tackle by Joe Mays),0.740,0.600
3,10:31,2,7,NWE 30,14,17,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by J.J. Watt),0.600,1.530
3,10:07,1,10,NWE 39,14,17,Tom Brady pass complete short middle to Danny Amendola for 17 yards (tackle by Shiloh Keo),1.530,2.650
3,9:24,1,10,HOU 44,14,17,Tom Brady pass complete deep left to Julian Edelman for 25 yards,2.650,4.310
3,8:59,1,10,HOU 19,14,17,Tom Brady pass incomplete short middle intended for Julian Edelman,4.310,3.750
3,8:54,2,10,HOU 19,14,17,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Shiloh Keo),3.750,5.140
3,8:11,1,9,HOU 9,20,17,"Tom Brady pass complete short left to Shane Vereen for 9 yards, touchdown",5.140,7.000
3,8:11,,,HOU 2,21,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,8:11,,,NWE 35,21,17,"Stephen Gostkowski kicks off 67 yards, returned by Keshawn Martin for 21 yards (tackle by Michael Buchanan)",0.000,-0.150
3,8:00,1,10,HOU 19,21,17,Case Keenum pass complete short middle to Andre Johnson for 28 yards (tackle by Rob Ninkovich),0.150,2.060
3,7:19,1,10,HOU 47,21,17,Case Keenum pass complete short left to Andre Johnson for 9 yards,2.060,2.730
3,7:19,2,1,NWE 44,21,17,Ben Tate left guard for 2 yards (tackle by Brandon Spikes),2.730,2.790
3,6:10,1,10,NWE 42,21,17,Case Keenum pass complete short middle to Garrett Graham for 17 yards (tackle by Devin McCourty),2.790,3.910
3,5:31,1,10,NWE 25,21,17,Ben Tate left guard for 7 yards (tackle by Logan Ryan),3.910,4.370
3,4:50,2,3,NWE 18,21,17,Ben Tate left tackle for 2 yards (tackle by Chris Jones and Chandler Jones),4.370,4.060
3,4:16,3,1,NWE 16,21,17,Case Keenum up the middle for 2 yards (tackle by Dont'a Hightower),4.060,4.650
3,3:39,1,10,NWE 14,21,17,Ben Tate up the middle for 9 yards (tackle by Devin McCourty),4.650,5.670
3,2:55,2,1,NWE 5,21,17,Ben Tate up the middle for no gain (tackle by Rob Ninkovich and Chandler Jones),5.670,4.960
3,2:16,3,1,NWE 5,21,23,"Case Keenum left end for 5 yards, touchdown",4.960,7.000
3,2:16,,,NWE 2,21,24,Randy Bullock kicks extra point good,0.000,0.000
3,2:16,,,HOU 35,21,24,"Randy Bullock kicks off 69 yards, returned by Josh Boyce for 23 yards (tackle by Elbert Mack)",0.000,-0.150
3,2:03,1,10,NWE 19,21,24,Shane Vereen left guard for 14 yards (tackle by Darryl Sharpton),0.150,1.140
3,1:29,1,10,NWE 33,21,24,Tom Brady pass complete short middle to James Develin for 12 yards (tackle by Darryl Sharpton and D.J. Swearinger),1.140,1.930
3,0:46,1,10,NWE 45,21,24,LeGarrette Blount right guard for 4 yards (tackle by D.J. Swearinger),1.930,1.920
3,0:09,2,6,NWE 49,21,24,Tom Brady pass complete short left to Rob Gronkowski for 16 yards (tackle by Shiloh Keo),1.920,3.250
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 35,21,24,Tom Brady pass complete short right to Brandon Bolden for 18 yards (tackle by Johnathan Joseph),3.250,4.440
4,14:34,1,10,HOU 17,21,24,Shane Vereen left guard for 2 yards (tackle by Joe Mays),4.440,4.150
4,13:51,2,8,HOU 15,21,24,Tom Brady pass incomplete short left intended for Shane Vereen (defended by Darryl Sharpton),4.150,4.150
4,13:45,2,8,HOU 15,21,24,Timeout #2 by New England Patriots,4.150,3.340
4,13:45,3,8,HOU 15,21,24,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Brice McCain),3.340,5.600
4,13:14,1,7,HOU 7,27,24,"LeGarrette Blount left guard for 7 yards, touchdown",5.600,7.000
4,13:14,,,HOU 2,28,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,13:14,,,NWE 35,28,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,13:09,1,10,HOU 20,28,24,Case Keenum pass complete deep left to DeAndre Hopkins for 66 yards (tackle by Devin McCourty),0.280,4.650
4,12:19,1,10,NWE 14,28,24,Ben Tate left guard for 4 yards (tackle by Chris Jones),4.650,4.710
4,11:39,2,6,NWE 10,28,30,"Ben Tate left guard for 10 yards, touchdown",4.710,7.000
4,11:39,,,NWE 2,28,31,Randy Bullock kicks extra point good,0.000,0.000
4,11:39,,,HOU 35,28,31,"Randy Bullock kicks off 62 yards, returned by Josh Boyce for 22 yards (tackle by Brandon Harris)",0.000,-0.610
4,11:28,1,10,NWE 25,28,31,Tom Brady pass complete short left to Danny Amendola for 7 yards (tackle by Brice McCain),0.610,1.010
4,10:48,2,3,NWE 32,28,31,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Darryl Sharpton and Joe Mays),1.010,1.730
4,10:09,1,10,NWE 42,28,31,LeGarrette Blount left guard for 3 yards (tackle by J.J. Watt),1.730,1.590
4,9:33,2,7,NWE 45,28,31,Shane Vereen left guard for 11 yards (tackle by Eddie Pleasant),1.590,2.650
4,8:54,1,10,HOU 44,28,31,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by Shiloh Keo),2.650,3.450
4,8:14,1,10,HOU 32,28,31,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by J.J. Watt),3.450,2.900
4,8:10,2,10,HOU 32,28,31,Shane Vereen up the middle for -3 yards (tackle by D.J. Swearinger and Darryl Sharpton),2.900,1.820
4,7:26,3,13,HOU 35,28,31,Tom Brady pass incomplete deep middle intended for Rob Gronkowski (defended by Eddie Pleasant),1.820,0.970
4,7:21,4,13,HOU 35,31,31,Stephen Gostkowski 53 yard field goal good,0.970,3.000
4,7:21,,,NWE 35,31,31,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,-0.280
4,7:16,1,10,HOU 20,31,31,Case Keenum pass incomplete short right intended for Garrett Graham (defended by Dont'a Hightower),0.280,-0.270
4,7:06,2,10,HOU 20,31,31,Case Keenum pass incomplete short middle intended for Andre Johnson,-0.270,-0.960
4,6:59,3,10,HOU 20,31,31,Case Keenum pass incomplete short middle intended for Garrett Graham,-0.960,-2.030
4,6:54,4,10,HOU 20,31,31,"Shane Lechler punts 47 yards, out of bounds",-2.030,-1.140
4,6:44,1,10,NWE 33,31,31,Tom Brady pass complete short left to Danny Amendola for 7 yards (tackle by Kareem Jackson),1.140,1.540
4,6:11,2,3,NWE 40,31,31,Shane Vereen right guard for no gain (tackle by Joe Mays),1.540,0.830
4,5:30,3,3,NWE 40,31,31,Tom Brady pass complete short middle to Rob Gronkowski for 17 yards (tackle by Eddie Pleasant),0.830,2.720
4,4:46,1,10,HOU 43,31,31,LeGarrette Blount left guard for no gain (tackle by Earl Mitchell),2.720,2.720
4,4:05,1,10,HOU 43,31,31,Timeout #1 by Houston Texans,2.720,2.180
4,4:05,2,10,HOU 43,31,31,Tom Brady pass complete short middle to Shane Vereen for 8 yards (tackle by Darryl Sharpton),2.180,2.540
4,3:20,3,2,HOU 35,31,31,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Brandon Harris),2.540,0.990
4,3:15,4,2,HOU 35,34,31,Stephen Gostkowski 53 yard field goal good,0.990,3.000
4,3:15,,,NWE 35,34,31,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,3:12,1,10,HOU 20,34,31,Case Keenum pass complete short right to Andre Johnson for 10 yards (tackle by Aqib Talib),0.280,0.940
4,3:04,1,10,HOU 30,34,31,Case Keenum pass complete short right to Andre Johnson for 15 yards (tackle by Aqib Talib),0.940,1.930
4,2:52,1,10,HOU 45,34,31,Ben Tate left tackle for -2 yards (tackle by Brandon Spikes and Chandler Jones),1.930,1.110
4,2:18,2,12,HOU 43,34,31,Case Keenum pass incomplete short right intended for DeAndre Hopkins (defended by Logan Ryan),1.110,0.430
4,2:13,3,12,HOU 43,34,31,Case Keenum pass incomplete short left intended for Garrett Graham,0.430,0.430
4,2:07,3,12,HOU 43,34,31,Timeout #2 by Houston Texans,0.430,-0.520
4,2:06,4,12,HOU 43,34,31,Case Keenum pass incomplete (defended by Andre Carter),-0.520,-2.790
4,1:59,1,10,HOU 42,34,31,LeGarrette Blount left guard for 2 yards (tackle by Jeff Tarpinian and Earl Mitchell),2.790,2.790
4,1:53,1,10,HOU 42,34,31,Timeout #3 by Houston Texans,2.790,2.510
4,1:53,2,8,HOU 40,34,31,LeGarrette Blount right tackle for no gain (tackle by Brooks Reed),2.510,1.820
4,1:08,3,8,HOU 40,34,31,LeGarrette Blount up the middle for 1 yard (tackle by J.J. Watt),1.820,1.820
4,0:22,3,8,HOU 40,34,31,Timeout #3 by New England Patriots,1.820,0.660
4,0:22,4,7,HOU 39,34,31,Ryan Allen punts 34 yards,0.660,0.380
4,0:07,1,10,HOU 5,34,31,Case Keenum pass incomplete deep middle intended for Garrett Graham,-0.380,-0.780
4,0:01,2,10,HOU 5,34,31,Case Keenum pass incomplete deep right intended for DeAndre Hopkins (defended by Marquice Cole),-0.780,-1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
