Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jamison Crowder,WAS,4,4,46,0,3,35,8.8,11,2.8,8.8,0,,0,0.0,0,114.6
Jeremy Sprinkle,WAS,3,3,19,1,2,4,1.3,15,5.0,1.3,1,3.0,0,0.0,0,132.6
Vernon Davis,WAS,3,2,16,0,1,4,2.0,12,6.0,9.7,0,,1,33.3,0,79.9
Michael Floyd,WAS,3,2,16,0,1,15,7.5,1,0.5,12.7,0,,0,0.0,0,79.9
Adrian Peterson,WAS,3,2,20,0,2,7,3.5,13,6.5,0.7,0,,1,33.3,0,85.4
Maurice Harris,WAS,2,1,13,0,,11,11.0,2,2.0,8.0,0,,1,50.0,0,70.8
Byron Marshall,WAS,1,1,17,0,1,-4,-4.0,21,21.0,-4.0,0,,0,0.0,0,118.7
Chris Thompson,WAS,2,1,4,0,,-4,-4.0,8,8.0,-1.5,0,,0,0.0,0,56.2
Josh Doctson,WAS,2,0,0,0,,0,,0,,33.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Leonard Fournette,JAX,4,3,18,0,1,-1,-0.3,19,6.3,-1.5,0,,0,0.0,0,83.3
Dede Westbrook,JAX,5,3,21,0,1,-1,-0.3,22,7.3,6.0,0,,0,0.0,1,30.0
Blake Bell,JAX,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
James O'Shaughnessy,JAX,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
T.J. Yeldon,JAX,2,1,5,0,,1,1.0,4,4.0,-0.5,0,,0,0.0,0,56.2
Donte Moncrief,JAX,2,0,0,0,,0,,0,,23.5,0,,0,0.0,0,39.6
