Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
1,8:19,1,10,PHI 44,0,0,Theo Riddick left end for 1 yard (tackle by DeMeco Ryans),2.650,2.250
1,7:38,2,9,PHI 43,0,0,Matthew Stafford for no gain,2.250,1.420
1,6:53,3,10,PHI 44,0,0,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",1.420,0.760
1,6:26,3,15,PHI 49,0,0,Matthew Stafford pass complete short middle to Brandon Pettigrew for 23 yards (tackle by Mychal Kendricks),0.760,3.840
1,5:39,1,10,PHI 26,0,0,Joique Bell right end for -2 yards (tackle by Connor Barwin),3.840,3.030
1,4:58,2,12,PHI 28,0,0,"Joique Bell left tackle for 8 yards (tackle by Cedric Thornton). Joique Bell fumbles (forced by Cedric Thornton), recovered by Connor Barwin at PHI-20",3.030,-0.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,4:47,1,10,PHI 20,0,0,LeSean McCoy left tackle for -5 yards (tackle by Willie Young),0.280,-1.070
1,4:08,2,15,PHI 15,0,0,LeSean McCoy up the middle for 5 yards (tackle by Stephen Tulloch),-1.070,-0.960
1,3:36,3,10,PHI 20,0,0,Nick Foles pass incomplete short left intended for Riley Cooper,-0.960,-2.030
1,3:30,4,10,PHI 20,0,0,"Donnie Jones punts 53 yards, returned by Jeremy Ross for 13 yards (tackle by Kurt Coleman)",-2.030,-1.600
1,3:18,1,10,DET 40,0,0,Joique Bell up the middle for 5 yards (tackle by Fletcher Cox),1.600,1.730
1,2:40,2,5,DET 45,0,0,Joique Bell right tackle for 5 yards (tackle by Connor Barwin),1.730,2.260
1,2:00,1,10,,0,0,Joique Bell right guard for 4 yards (tackle by Fletcher Cox and Bennie Logan),2.260,2.250
1,1:26,2,6,PHI 46,0,0,Matthew Stafford pass incomplete short middle intended for Nate Burleson,2.250,1.550
1,1:21,3,6,PHI 46,0,0,Matthew Stafford pass complete deep middle to Calvin Johnson for 33 yards (tackle by Cary Williams),1.550,4.710
1,0:38,1,10,PHI 13,0,0,Joique Bell left end for no gain (tackle by Vinny Curry and Patrick Chung),4.710,4.050
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,PHI 13,0,0,Joique Bell up the middle for 3 yards (tackle by Mychal Kendricks),4.050,3.650
2,14:21,3,7,PHI 10,0,0,"Joique Bell left tackle for no gain (tackle by Connor Barwin). Joique Bell fumbles (forced by Connor Barwin), recovered by Patrick Chung at PHI-9 (tackle by Joique Bell)",3.650,0.380
2,14:12,1,10,PHI 9,0,0,Nick Foles pass incomplete deep left intended for DeSean Jackson,-0.380,-0.780
2,14:05,2,10,PHI 9,0,0,LeSean McCoy left tackle for 1 yard (tackle by Stephen Tulloch),-0.780,-1.300
2,13:35,3,9,PHI 10,0,0,Nick Foles pass incomplete short middle intended for Riley Cooper (defended by Rashean Mathis),-1.300,-2.490
2,13:26,4,9,PHI 10,0,0,Donnie Jones punts 52 yards,-2.490,-1.470
2,13:14,1,10,DET 38,0,0,Theo Riddick left end for no gain (tackle by Connor Barwin),1.470,0.920
2,12:39,2,10,DET 38,0,0,Matthew Stafford pass incomplete (defended by Trent Cole),0.920,0.230
2,12:33,3,10,DET 38,0,0,Matthew Stafford pass incomplete deep middle intended for Dorin Dickerson (defended by Brandon Boykin),0.230,-0.850
2,12:26,4,10,DET 38,0,0,Sam Martin punts 29 yards,-0.850,-1.140
2,12:19,1,10,PHI 33,0,0,Nick Foles pass incomplete is intercepted by Chris Houston at 50 and returned for 30 yards,1.140,-4.240
2,12:06,1,10,PHI 20,0,0,Joique Bell up the middle for no gain (tackle by Bennie Logan),4.240,3.690
2,11:24,2,10,PHI 20,0,0,Matthew Stafford pass complete short right to Nate Burleson for 8 yards (tackle by DeMeco Ryans and Mychal Kendricks),3.690,4.340
2,10:42,3,2,PHI 12,0,0,Matthew Stafford pass incomplete short left intended for Kris Durham (defended by Cary Williams),4.340,2.760
2,10:37,4,2,PHI 12,0,0,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Bradley Fletcher),2.760,6.740
2,10:07,1,2,PHI 2,6,0,"Joique Bell left guard for 2 yards, touchdown",6.740,7.000
2,10:07,,,,8,0,"Two Point Attempt: Matthew Stafford pass complete to Joique Bell, conversion succeeds",0.000,1.000
2,10:07,,,DET 35,8,0,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,10:02,1,10,PHI 20,8,0,LeSean McCoy left tackle for 8 yards (tackle by DeAndre Levy),0.280,0.810
2,9:33,2,2,PHI 28,8,0,LeSean McCoy right tackle for 3 yards (tackle by Glover Quin and Nick Fairley),0.810,1.000
2,9:06,1,10,PHI 31,8,0,LeSean McCoy left end for 1 yard (tackle by Ezekiel Ansah),1.000,0.600
2,8:37,2,9,PHI 32,8,0,Nick Foles for no gain,0.600,-1.150
2,8:07,3,17,PHI 24,8,0,Bryce Brown right tackle for 5 yards (tackle by Willie Young and Stephen Tulloch),-1.150,-1.440
2,7:34,4,12,PHI 29,8,0,Donnie Jones punts 35 yards,-1.440,-1.330
2,7:25,1,10,DET 36,8,0,Joique Bell up the middle for 1 yard (tackle by Trent Cole),1.330,0.930
2,6:46,2,9,DET 37,8,0,Joique Bell up the middle for 3 yards (tackle by Cedric Thornton),0.930,0.630
2,6:05,3,6,DET 40,8,0,Matthew Stafford pass incomplete short middle intended for Nate Burleson (defended by Mychal Kendricks),0.630,-0.720
2,5:59,4,6,DET 40,8,0,Sam Martin punts 49 yards,-0.720,0.370
2,5:50,1,10,PHI 11,8,0,LeSean McCoy up the middle for 14 yards (tackle by DeAndre Levy),-0.370,0.610
2,5:24,1,10,PHI 25,8,0,LeSean McCoy left guard for 7 yards (tackle by DeAndre Levy),0.610,1.010
2,4:51,2,3,PHI 32,8,0,LeSean McCoy left end for 8 yards (tackle by Louis Delmas),1.010,1.600
2,4:18,1,10,PHI 40,8,0,Chris Polk left tackle for no gain (tackle by Ndamukong Suh and Stephen Tulloch),1.600,1.050
2,3:49,2,10,PHI 40,8,0,Chris Polk left guard for 9 yards (tackle by Glover Quin),1.050,1.550
2,3:20,3,1,PHI 49,8,0,"Penalty on Nick Fairley: Encroachment, 5 yards (no play)",1.550,2.520
2,3:13,1,10,DET 46,8,0,LeSean McCoy left tackle for 2 yards (tackle by Ndamukong Suh),2.520,2.250
2,2:39,2,8,DET 44,8,0,Nick Foles pass complete deep right to DeSean Jackson for 17 yards,2.250,3.780
2,2:16,1,10,DET 27,8,0,LeSean McCoy right end for 3 yards (tackle by Nick Fairley),3.780,3.640
2,2:00,2,7,DET 24,8,0,Nick Foles pass complete short right to DeSean Jackson for 11 yards (tackle by Chris Houston),3.640,4.710
2,1:54,1,10,DET 13,8,0,LeSean McCoy right guard for -2 yards (tackle by Nick Fairley),4.710,3.760
2,1:20,2,12,DET 15,8,0,Nick Foles pass incomplete short left intended for Riley Cooper (defended by Rashean Mathis),3.760,3.030
2,1:14,3,12,DET 15,8,0,Nick Foles pass complete short left to Riley Cooper for 5 yards (tackle by Nick Fairley),3.030,3.030
2,0:56,3,12,DET 15,8,0,Timeout #1 by Philadelphia Eagles,3.030,2.760
2,0:56,4,7,DET 10,8,0,Nick Foles pass incomplete short left intended for Riley Cooper (defended by Louis Delmas),2.760,0.380
2,0:49,1,10,DET 10,8,0,Joique Bell up the middle for 7 yards (tackle by Clifton Geathers),-0.380,-0.380
2,0:44,1,10,DET 10,8,0,Timeout #2 by Philadelphia Eagles,-0.380,-0.090
2,0:44,2,3,DET 17,8,0,Joique Bell up the middle for 1 yard (tackle by Clifton Geathers),-0.090,-0.090
2,0:39,2,3,DET 17,8,0,Timeout #3 by Philadelphia Eagles,-0.090,-0.480
2,0:39,3,2,DET 18,8,0,Matthew Stafford kneels for -3 yards,-0.480,-2.440
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,8,0,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,8,0,Nick Foles pass incomplete short left intended for Riley Cooper,0.280,-0.270
3,14:57,2,10,PHI 20,8,0,Nick Foles right end for 4 yards (tackle by Nick Fairley),-0.270,-0.430
3,14:25,3,6,PHI 24,8,0,LeSean McCoy left end for 13 yards (tackle by Stephen Tulloch),-0.430,1.400
3,13:53,1,10,PHI 37,8,0,LeSean McCoy left guard for no gain (tackle by Ndamukong Suh),1.400,0.860
3,13:30,2,10,PHI 37,8,0,Nick Foles pass incomplete short right intended for Brent Celek,0.860,0.170
3,13:24,3,10,PHI 37,8,0,Nick Foles pass incomplete deep left intended for Zach Ertz,0.170,-0.910
3,13:19,4,10,PHI 37,8,0,"Donnie Jones punts 38 yards, fair catch by Jeremy Ross",-0.910,-0.610
3,13:12,1,10,DET 25,8,0,Joique Bell up the middle for 4 yards (tackle by Mychal Kendricks),0.610,0.600
3,12:34,2,6,DET 29,8,0,Joique Bell left end for 4 yards (tackle by Cedric Thornton),0.600,0.430
3,11:49,3,2,DET 33,8,0,Matthew Stafford pass complete short left to Joique Bell for 14 yards (tackle by Cary Williams),0.430,2.060
3,11:12,1,10,DET 47,8,0,Theo Riddick left tackle for 7 yards (tackle by Trent Cole),2.060,2.460
3,10:34,2,3,PHI 46,8,0,Theo Riddick up the middle for 4 yards (tackle by Cedric Thornton),2.460,2.790
3,9:55,1,10,PHI 42,8,0,Matthew Stafford pass incomplete short left intended for Kris Durham,2.790,2.240
3,9:52,2,10,PHI 42,8,0,Joique Bell up the middle for 4 yards (tackle by Fletcher Cox),2.240,2.080
3,9:12,3,6,PHI 38,8,0,Joique Bell left end for 2 yards (tackle by Trent Cole),2.080,0.890
3,8:40,4,4,PHI 36,8,0,"Sam Martin punts 25 yards, fair catch by DeSean Jackson",0.890,0.370
3,8:34,1,10,PHI 11,8,0,LeSean McCoy left end for -6 yards (tackle by Israel Idonije),-0.370,-1.220
3,7:58,2,16,PHI 5,8,0,LeSean McCoy up the middle for 11 yards (tackle by Louis Delmas),-1.220,-0.840
3,7:24,3,5,PHI 16,8,0,Bryce Brown up the middle for -1 yards (tackle by Louis Delmas),-0.840,-2.440
3,6:53,4,6,PHI 15,14,0,"Donnie Jones punts 43 yards, returned by Jeremy Ross for 58 yards, touchdown",-2.440,-7.000
3,6:37,,,,14,0,"Two Point Attempt: Matthew Stafford pass incomplete intended for Joseph Fauria, conversion fails",0.000,-1.000
3,6:37,,,DET 35,14,0,"Sam Martin kicks off 62 yards, returned by Brandon Boykin for 23 yards (tackle by Theo Riddick)",0.000,-0.670
3,6:31,1,10,PHI 26,14,0,Nick Foles pass complete short right to LeSean McCoy for 4 yards (tackle by Willie Young),0.670,0.670
3,6:02,2,6,PHI 30,14,0,LeSean McCoy right tackle for no gain (tackle by Glover Quin and Ashlee Palmer),0.670,-0.030
3,5:26,3,6,PHI 30,14,0,"Penalty on Evan Mathis: False Start, 5 yards (no play)",-0.030,-0.690
3,5:19,3,11,PHI 25,14,0,Nick Foles pass complete short right to DeSean Jackson for 12 yards (tackle by Chris Houston),-0.690,1.400
3,4:47,1,10,PHI 37,14,0,Nick Foles pass complete deep left to Riley Cooper for 44 yards (tackle by Rashean Mathis),1.400,4.310
3,4:13,1,10,DET 19,14,6,"Nick Foles pass complete deep right to DeSean Jackson for 19 yards, touchdown",4.310,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
3,4:13,,,,14,6,"Two Point Attempt: Nick Foles pass incomplete intended for LeSean McCoy, conversion fails",0.000,-1.000
3,4:13,,,PHI 35,14,6,"Alex Henery kicks off 59 yards, returned by Jeremy Ross for 22 yards (tackle by Casey Matthews)",0.000,-0.810
3,3:58,1,10,DET 28,14,6,Matthew Stafford pass complete short left to Calvin Johnson for 9 yards (tackle by Patrick Chung),0.810,1.480
3,3:24,2,1,DET 37,14,6,Joique Bell left tackle for no gain (tackle by Vinny Curry),1.480,0.760
3,2:46,3,1,DET 37,14,6,Matthew Stafford pass complete short left to Nate Burleson for 10 yards (tackle by Cary Williams),0.760,2.060
3,2:07,1,10,DET 47,14,6,Joique Bell right end for 1 yard (tackle by Connor Barwin),2.060,1.650
3,1:25,2,9,DET 48,14,6,Matthew Stafford right end for 1 yard (tackle by Mychal Kendricks),1.650,1.090
3,0:36,3,8,DET 49,14,6,Matthew Stafford pass incomplete short right intended for Joique Bell (defended by Fletcher Cox),1.090,-0.130
3,0:31,4,8,DET 49,14,6,"Sam Martin punts 51 yards, touchback",-0.130,-0.280
3,0:24,1,10,PHI 20,14,6,Nick Foles pass complete short middle to Riley Cooper for 25 yards (tackle by Bill Bentley),0.280,1.930
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 45,14,6,Nick Foles pass incomplete short left intended for Riley Cooper,1.930,1.380
4,14:58,2,10,PHI 45,14,6,"Nick Foles pass incomplete deep middle intended for DeSean Jackson. Penalty on Nick Fairley: Roughing the Passer, 15 yards (no play)",1.380,2.920
4,14:51,1,10,DET 40,14,6,Nick Foles pass incomplete deep right intended for DeSean Jackson,2.920,2.370
4,14:42,2,10,DET 40,14,12,"LeSean McCoy left end for 40 yards, touchdown",2.370,7.000
4,14:34,,,,14,12,"Two Point Attempt: Nick Foles pass incomplete intended for Zach Ertz, conversion fails. Penalty on Ndamukong Suh: Defensive Holding, 1 yards (no play)",0.000,-1.000
4,14:34,,,,14,14,"Two Point Attempt: Bryce Brown up the middle, conversion succeeds",0.000,1.000
4,14:20,,,PHI 35,20,14,"Alex Henery kicks off 63 yards, returned by Jeremy Ross for 98 yards, touchdown",0.000,-7.000
4,14:20,,,,20,14,"Two Point Attempt: Matthew Stafford pass complete, conversion fails. Penalty on Riley Reiff: False Start, 5 yards (no play)",0.000,-1.000
4,14:20,2,10,DET 40,20,14,Timeout #1 by Detroit Lions,1.050,0.000
4,14:20,,,PHI 2,20,14,David Akers kicks extra point no good,0.000,-1.000
4,14:20,,,DET 35,20,14,"Sam Martin kicks off 59 yards, returned by Brandon Boykin for 18 yards (tackle by Julian Stanford)",0.000,-0.540
4,14:14,1,10,PHI 24,20,14,LeSean McCoy right tackle for 6 yards (tackle by Stephen Tulloch),0.540,0.810
4,13:48,2,4,PHI 30,20,14,Nick Foles pass complete short right to Brad Smith for 13 yards (tackle by Chris Houston),0.810,1.800
4,13:23,1,10,PHI 43,20,20,"LeSean McCoy left tackle for 57 yards, touchdown",1.800,7.000
4,13:23,,,,20,22,"Two Point Attempt: Nick Foles pass complete to Riley Cooper, conversion succeeds",0.000,1.000
4,13:23,,,PHI 35,20,22,"Alex Henery kicks off 46 yards, returned by Theo Riddick for 12 yards (tackle by Colt Anderson)",0.000,-1.000
4,13:08,1,10,DET 31,20,22,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Mychal Kendricks),1.000,0.460
4,13:05,2,10,DET 31,20,22,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,0.460,-0.230
4,12:56,3,10,DET 31,20,22,"Matthew Stafford pass complete short right to Joique Bell for 4 yards (tackle by Nate Allen). Penalty on Dominic Raiola: Ineligible Downfield Pas, 5 yards (no play)",-0.230,-0.890
4,12:35,3,15,DET 26,20,22,Matthew Stafford pass incomplete short right intended for Joique Bell,-0.890,-1.630
4,12:27,4,15,DET 26,20,22,"Sam Martin punts 44 yards, returned by DeSean Jackson for -1 yards (tackle by Jeremy Ross)",-1.630,-0.870
4,12:20,1,10,PHI 29,20,22,LeSean McCoy left end for 26 yards (tackle by Ndamukong Suh),0.870,2.590
4,11:32,1,10,DET 45,20,22,Nick Foles right end for 20 yards,2.590,3.910
4,10:59,1,10,DET 25,20,22,Bryce Brown right end for 17 yards (tackle by Glover Quin),3.910,5.370
4,10:12,1,8,DET 8,20,22,LeSean McCoy left end for 4 yards (tackle by Stephen Tulloch),5.370,5.340
4,9:44,2,4,DET 4,20,22,"Penalty on Andre Fluellen: Neutral Zone Infraction, 2 yards (no play)",5.340,5.720
4,9:28,2,2,DET 2,20,22,LeSean McCoy up the middle for 1 yard (tackle by Willie Young),5.720,5.170
4,8:50,3,1,DET 1,20,22,LeSean McCoy left tackle for no gain (tackle by Ndamukong Suh),5.170,3.550
4,8:18,4,1,DET 1,20,28,"Nick Foles up the middle for 1 yard, touchdown",3.550,7.000
4,8:18,,,,20,28,"Two Point Attempt: Nick Foles pass incomplete intended for DeSean Jackson, conversion fails",0.000,-1.000
4,,,,PHI 35,,,"Alex Henery kicks off 63 yards, returned by Jeremy Ross for 46 yards",,
4,8:09,1,10,DET 48,20,28,Matthew Stafford pass complete short right to Joique Bell for 28 yards (tackle by DeMeco Ryans),2.130,3.970
4,7:26,1,10,PHI 24,20,28,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Mychal Kendricks at PHI-40",3.970,-1.600
4,7:15,1,10,PHI 40,20,28,LeSean McCoy up the middle for 3 yards (tackle by Ndamukong Suh),1.600,1.460
4,6:37,2,7,PHI 43,20,28,"Penalty on Devin Taylor: Neutral Zone Infraction, 5 yards (no play)",1.460,2.130
4,6:15,2,2,PHI 48,20,28,LeSean McCoy right tackle for 1 yard (tackle by Stephen Tulloch and DeAndre Levy),2.130,1.550
4,5:29,3,1,PHI 49,20,28,LeSean McCoy right guard for 1 yard (tackle by Stephen Tulloch and Ndamukong Suh),1.550,2.260
4,4:40,1,10,,20,28,LeSean McCoy right tackle for 9 yards (tackle by Glover Quin),2.260,2.930
4,3:51,2,1,DET 41,20,28,Chris Polk up the middle for 3 yards (tackle by Ndamukong Suh and DeAndre Levy),2.930,3.050
4,3:06,1,10,DET 38,20,34,"Chris Polk up the middle for 38 yards, touchdown",3.050,7.000
4,3:06,,,,20,34,"Two Point Attempt: Chris Polk left end, conversion fails",0.000,-1.000
4,3:06,,,PHI 35,20,34,"Alex Henery kicks off 48 yards, returned by Dorin Dickerson for 18 yards (tackle by Jeff Maehl)",0.000,-1.270
4,2:51,1,10,DET 35,20,34,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew,1.270,0.720
4,2:47,2,10,DET 35,20,34,Matthew Stafford pass incomplete short left intended for Nate Burleson,0.720,0.040
4,2:44,3,10,DET 35,20,34,Matthew Stafford pass incomplete short left intended for Joique Bell,0.040,-1.040
4,2:39,4,10,DET 35,20,34,Matthew Stafford pass incomplete short middle intended for Calvin Johnson (defended by DeMeco Ryans),-1.040,-3.250
4,2:33,1,10,DET 35,20,34,Bryce Brown left tackle for no gain (tackle by Ndamukong Suh),3.250,3.250
4,2:27,1,10,DET 35,20,34,Timeout #2 by Detroit Lions,3.250,2.700
4,2:27,2,10,DET 35,20,34,Bryce Brown up the middle for no gain (tackle by Ndamukong Suh),2.700,2.700
4,2:20,2,10,DET 35,20,34,Timeout #3 by Detroit Lions,2.700,2.010
4,2:20,3,10,DET 35,20,34,Bryce Brown right end for -2 yards (tackle by Israel Idonije),2.010,0.790
4,2:00,4,12,DET 37,20,34,Nick Foles pass complete short right to Brent Celek for 27 yards,0.790,4.910
4,0:50,1,10,DET 10,20,34,Nick Foles kneels for -1 yards,4.910,4.020
4,0:31,2,11,DET 11,20,34,Nick Foles kneels for -1 yards,4.020,3.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
