Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Lane Johnson,T,75,100%,0,0%,1,4%
Todd Herremans,G,75,100%,0,0%,0,0%
Nick Foles,QB,75,100%,0,0%,0,0%
Jason Kelce,C,75,100%,0,0%,0,0%
Jason Peters,T,75,100%,0,0%,0,0%
Evan Mathis,G,75,100%,0,0%,0,0%
Riley Cooper,WR,74,99%,0,0%,0,0%
Brent Celek,TE,67,89%,0,0%,0,0%
DeSean Jackson,WR,60,80%,0,0%,6,26%
LeSean McCoy,RB,56,75%,0,0%,0,0%
Jason Avant,WR,45,60%,0,0%,0,0%
Zach Ertz,TE,27,36%,0,0%,4,17%
James Casey,TE,22,29%,0,0%,22,96%
Bryce Brown,RB,10,13%,0,0%,3,13%
Chris Polk,RB,9,12%,0,0%,19,83%
Brad Smith,WR,4,5%,0,0%,15,65%
Jeff Maehl,WR,1,1%,0,0%,6,26%
Nate Allen,SS,0,0%,61,100%,7,30%
Patrick Chung,FS,0,0%,61,100%,4,17%
Cary Williams,CB,0,0%,61,100%,0,0%
Mychal Kendricks,LB,0,0%,61,100%,0,0%
DeMeco Ryans,LB,0,0%,61,100%,0,0%
Bradley Fletcher,CB,0,0%,60,98%,7,30%
Connor Barwin,LB,0,0%,59,97%,1,4%
Fletcher Cox,DE,0,0%,47,77%,1,4%
Cedric Thornton,DE,0,0%,34,56%,1,4%
Trent Cole,LB,0,0%,34,56%,1,4%
Bennie Logan,NT,0,0%,34,56%,1,4%
Brandon Boykin,CB,0,0%,23,38%,17,74%
Brandon Graham,LB,0,0%,21,34%,15,65%
Vinny Curry,DE,0,0%,18,30%,0,0%
Clifton Geathers,DE,0,0%,16,26%,1,4%
Damion Square,NT,0,0%,12,20%,0,0%
Casey Matthews,LB,0,0%,8,13%,17,74%
Colt Anderson,SS,0,0%,0,0%,23,100%
Kurt Coleman,FS,0,0%,0,0%,22,96%
Jake Knott,LB,0,0%,0,0%,16,70%
Roc Carmichael,CB,0,0%,0,0%,15,65%
Emmanuel Acho,LB,0,0%,0,0%,10,43%
Jon Dorenbos,LS,0,0%,0,0%,6,26%
Donnie Jones,P,0,0%,0,0%,6,26%
Alex Henery,K,0,0%,0,0%,6,26%
